


商品名称 ：铜                  2020-02-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,253518,41069,期货公司  ,347786,10783,期货公司  ,341642,10183,
非期货公司,1570,-617,非期货公司,1873,233,非期货公司,8017,833,
合约代码 ：cu2002                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
6,银河期货  ,4722,-258,6,永安期货  ,2238,-76,6,永安期货  ,3767,463,
7,方正中期  ,3047,-321,7,西南期货  ,2117,150,7,国泰君安  ,3424,359,
8,国富期货  ,2957,83,8,瑞达期货  ,1731,35,8,一德期货  ,3139,27,
9,南华期货  ,2631,339,9,方正中期  ,1664,7,9,华泰期货  ,2986,53,
10,永安期货  ,2119,643,10,建信期货  ,1450,-443,10,银河期货  ,2935,-3,
11,中信建投  ,2073,1634,11,信达期货  ,1431,6,11,中粮期货  ,1842,-70,
12,五矿经易  ,2032,-613,12,国投安信  ,1395,16,12,兴证期货  ,1817,492,
13,平安期货  ,1955,1632,13,国信期货  ,1386,-113,13,广发期货  ,1708,-62,
14,倍特期货  ,1670,693,14,华泰期货  ,1378,88,14,瑞达期货  ,1696,32,
15,国泰君安  ,1636,-160,15,国泰君安  ,1238,-19,15,东证期货  ,1287,-140,
16,广发期货  ,1628,921,16,宏源期货  ,1207,-214,16,上海中期  ,1283,23,
17,建信期货  ,1621,1402,17,东亚期货  ,1202,-276,17,云晨期货  ,1019,-1,
18,国金期货  ,1532,897,18,先锋期货  ,1163,132,18,徽商期货  ,991,-168,
19,东亚期货  ,1519,497,19,东证期货  ,1121,107,19,光大期货  ,924,12,
20,广州期货  ,1399,902,20,兴业期货  ,1086,-142,20,格林大华  ,904,7,
合计,,86013,7320,合计,,48315,1861,合计,,55689,1367,
合约代码 ：zn2005                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,华泰期货  ,3572,14,1,国信期货  ,4949,15,1,五矿经易  ,3721,408,
2,东证期货  ,3005,246,2,国金期货  ,3705,817,2,海通期货  ,2986,9,
3,国金期货  ,2326,1864,3,海通期货  ,3458,-393,3,方正中期  ,2766,-11,
4,中信期货  ,2323,-1179,4,方正中期  ,2393,62,4,国投安信  ,2409,971,
5,国投安信  ,1620,937,5,五矿经易  ,2116,383,5,华泰期货  ,2260,191,
6,五矿经易  ,1617,89,6,中信期货  ,2009,-68,6,中信期货  ,2097,51,
7,永安期货  ,1526,-149,7,广发期货  ,1225,-1,7,华闻期货  ,2071,18,
8,国富期货  ,1168,321,8,南华期货  ,1191,0,8,一德期货  ,1741,667,
9,东亚期货  ,1055,308,9,银河期货  ,997,-15,9,上海中期  ,1733,97,
10,海通期货  ,968,-100,10,浙商期货  ,959,-7,10,摩根大通  ,1385,508,
11,建信期货  ,866,838,11,建信期货  ,893,455,11,国贸期货  ,1184,18,
12,方正中期  ,759,-112,12,先融期货  ,787,-20,12,东证期货  ,1181,55,
13,一德期货  ,757,689,13,东亚期货  ,731,-72,13,东亚期货  ,1158,-201,
14,宏源期货  ,695,-25,14,国泰君安  ,638,41,14,兴业期货  ,1018,-3,
15,摩根大通  ,508,508,15,长江期货  ,623,2,15,中信建投  ,755,-13,
16,银河期货  ,475,-137,16,申万期货  ,591,37,16,中银国际  ,685,0,
17,国泰君安  ,432,-19,17,东证期货  ,591,44,17,金汇期货  ,681,0,
18,申万期货  ,426,65,18,一德期货  ,585,6,18,广发期货  ,671,-1,
19,招商期货  ,411,387,19,新湖期货  ,545,9,19,中金期货  ,584,16,
20,西部期货  ,386,17,20,金瑞期货  ,525,49,20,格林大华  ,582,-8,
合计,,24895,4562,合计,,29511,1344,合计,,31668,2772,
合约代码 ：zn2006                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,中信期货  ,1591,379,1,国金期货  ,3308,2,1,五矿经易  ,2726,257,
2,国富期货  ,839,60,2,中信期货  ,2539,454,2,浙商期货  ,2402,0,
3,华泰期货  ,585,119,3,浙商期货  ,2254,0,3,方正中期  ,1450,1,
4,东亚期货  ,505,100,4,方正中期  ,2214,-9,4,海通期货  ,1000,0,
5,东证期货  ,488,121,5,海通期货  ,2017,2,5,中信期货  ,1000,643,
6,申万期货  ,429,111,6,中信建投  ,431,-6,6,国投安信  ,880,99,
7,中银国际  ,400,382,7,兴业期货  ,345,1,7,东亚期货  ,778,-46,
8,五矿经易  ,306,-171,8,东证期货  ,306,-4,8,一德期货  ,635,100,
9,国投安信  ,275,204,9,中钢期货  ,289,0,9,先融期货  ,596,137,
10,宏源期货  ,261,-135,10,中大期货  ,163,9,10,宏源期货  ,583,-122,
11,方正中期  ,248,23,11,永安期货  ,138,16,11,华泰期货  ,577,-133,
12,永安期货  ,193,124,12,银河期货  ,138,-8,12,云晨期货  ,560,40,
13,国泰君安  ,183,38,13,国信期货  ,137,1,13,申万期货  ,511,35,
14,一德期货  ,159,25,14,中辉期货  ,136,4,14,国贸期货  ,380,0,
15,先融期货  ,142,41,15,宝城期货  ,133,-3,15,东吴期货  ,276,0,
16,西部期货  ,136,45,16,先锋期货  ,131,3,16,银河期货  ,258,0,
17,国信期货  ,130,-28,17,一德期货  ,129,13,17,迈科期货  ,251,24,
18,中辉期货  ,118,-19,18,中粮期货  ,128,0,18,铜冠金源  ,240,0,
19,南华期货  ,117,-56,19,弘业期货  ,115,0,19,东证期货  ,230,-18,
20,中融汇信  ,94,20,20,铜冠金源  ,107,0,20,永安期货  ,182,177,
合计,,7199,1383,合计,,15158,475,合计,,15515,1194,
商品名称 ：铅                  2020-02-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,40692,-23432,期货公司  ,51979,-20,期货公司  ,51979,-20,
非期货公司,0,0,非期货公司,0,0,非期货公司,0,0,
合约代码 ：pb2002                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,国贸期货  ,130,130,1,中信期货  ,855,0,1,华泰期货  ,1000,0,
2,国投安信  ,105,-235,2,一德期货  ,715,0,2,中辉期货  ,955,35,
3,铜冠金源  ,60,-25,3,国投安信  ,550,100,3,中粮期货  ,765,0,
4,宏源期货  ,50,-30,4,迈科期货  ,380,0,4,中信期货  ,270,0,
5,中辉期货  ,35,-20,5,五矿经易  ,305,-10,5,铜冠金源  ,170,60,
6,方正中期  ,30,30,6,国贸期货  ,130,130,6,国投安信  ,115,-5,
7,南华期货  ,20,-5,7,永安期货  ,105,0,7,国泰君安  ,40,0,
8,东证期货  ,20,-10,8,中粮期货  ,65,0,8,五矿经易  ,20,0,
9,首创期货  ,15,15,9,金瑞期货  ,45,0,9,南华期货  ,5,0,
10,五矿经易  ,10,-100,10,首创期货  ,45,-15,10,一德期货  ,5,0,
11,信达期货  ,5,5,11,宏源期货  ,45,-50,11,,,,
12,,,,12,兴业期货  ,40,0,12,,,,
13,,,,13,广发期货  ,35,0,13,,,,
14,,,,14,南华期货  ,20,-20,14,,,,
15,,,,15,国联期货  ,10,0,15,,,,
合计,,480,-245,合计,,3345,135,合计,,3345,90,
合约代码 ：pb2003                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,华闻期货  ,1712,-489,1,中信期货  ,2652,-262,1,南华期货  ,2438,55,
2,海通期货  ,1573,-4917,2,海通期货  ,1083,-58,2,方正中期  ,2322,-237,
3,中信期货  ,1148,-488,3,方正中期  ,723,-20,3,海通期货  ,1790,-19,
4,东证期货  ,1032,-172,4,东证期货  ,648,24,4,中信期货  ,1279,-282,
5,银河期货  ,612,-260,5,银河期货  ,620,-33,5,永安期货  ,1174,-71,
6,兴证期货  ,573,-108,6,国海良时  ,590,-9,6,云晨期货  ,933,30,
7,方正中期  ,431,-762,7,兴业期货  ,573,-4,7,首创期货  ,920,0,
8,五矿经易  ,420,-412,8,中大期货  ,568,-2,8,一德期货  ,874,-3,
9,华泰期货  ,412,-512,9,云晨期货  ,558,-6,9,东证期货  ,574,-194,
10,国泰君安  ,392,-509,10,国泰君安  ,527,-75,10,五矿经易  ,438,-23,
11,国投安信  ,385,-219,11,华泰期货  ,496,-80,11,国泰君安  ,418,-175,
12,南华期货  ,289,-137,12,南华期货  ,478,80,12,中粮期货  ,414,-84,
13,西部期货  ,282,-143,13,西南期货  ,446,-259,13,国信期货  ,304,-9,
14,铜冠金源  ,276,2,14,永安期货  ,423,-40,14,国富期货  ,258,-9,
15,鲁证期货  ,271,158,15,兴证期货  ,413,-262,15,华泰期货  ,247,-124,
16,中辉期货  ,266,-76,16,迈科期货  ,398,-3,16,金汇期货  ,239,0,
17,永安期货  ,259,-47,17,鲁证期货  ,385,-254,17,新湖期货  ,224,-26,
18,西南期货  ,259,-182,18,弘业期货  ,357,-55,18,美尔雅    ,214,6,
19,宏源期货  ,244,-213,19,上海中期  ,323,-45,19,鲁证期货  ,193,-7,
20,美尔雅    ,214,42,20,广发期货  ,309,-15,20,兴证期货  ,175,-27,
合计,,11050,-9444,合计,,12570,-1378,合计,,15428,-1199,
合约代码 ：pb2004                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,3746,-1461,1,中信期货  ,3133,71,1,中信期货  ,3243,322,
2,华闻期货  ,1559,-185,2,东证期货  ,1845,5,2,国投安信  ,2397,49,
3,中信期货  ,1277,-729,3,方正中期  ,1009,10,3,永安期货  ,2356,74,
4,东证期货  ,1151,-151,4,华泰期货  ,934,36,4,华泰期货  ,1857,135,
5,银河期货  ,965,-72,5,海通期货  ,834,-27,5,国泰君安  ,1553,233,
6,国泰君安  ,957,213,6,南华期货  ,827,45,6,银河期货  ,1314,187,
7,方正中期  ,793,15,7,兴业期货  ,796,133,7,云晨期货  ,681,1,
8,五矿经易  ,726,-645,8,申万期货  ,772,44,8,五矿经易  ,656,-43,
9,兴证期货  ,658,207,9,银河期货  ,727,-106,9,首创期货  ,595,-7,
10,中信建投  ,619,229,10,宏源期货  ,647,17,10,东证期货  ,570,220,
11,华安期货  ,586,268,11,广发期货  ,576,-9,11,海通期货  ,540,11,
12,华泰期货  ,537,-2029,12,鲁证期货  ,538,242,12,国信期货  ,416,93,
13,国信期货  ,494,36,13,平安期货  ,536,40,13,金瑞期货  ,400,-141,
14,国投安信  ,470,39,14,五矿经易  ,512,-7,14,国富期货  ,333,-1,
15,中粮期货  ,452,-21,15,中信建投  ,449,213,15,混沌天成  ,321,49,
16,永安期货  ,385,96,16,国信期货  ,445,67,16,鲁证期货  ,312,-9,
17,徽商期货  ,380,-123,17,瑞达期货  ,443,-1,17,方正中期  ,309,97,
18,鲁证期货  ,351,252,18,建信期货  ,328,1,18,中金期货  ,294,4,
19,中辉期货  ,309,-102,19,云晨期货  ,327,-1,19,一德期货  ,286,-25,
20,光大期货  ,305,-120,20,国海良时  ,315,6,20,兴证期货  ,240,139,
合计,,16720,-4283,合计,,15993,779,合计,,18673,1388,
商品名称 ：镍                  2020-02-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,1141089,-68969,期货公司  ,287748,-2104,期货公司  ,288350,-2263,
非期货公司,159,159,非期货公司,1140,0,非期货公司,538,159,
合约代码 ：ni2002                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,建信期货  ,168,168,1,首创期货  ,2310,-102,1,中信期货  ,4416,0,
2,首创期货  ,102,-246,2,国贸期货  ,1662,18,2,东兴期货  ,3312,0,
3,新湖期货  ,84,-264,3,国投安信  ,1242,0,3,国贸期货  ,2910,0,
4,一德期货  ,78,12,4,国泰君安  ,954,0,4,建信期货  ,1800,0,
5,中信期货  ,60,-378,5,中信期货  ,834,60,5,一德期货  ,180,0,
6,中粮期货  ,24,-30,6,广发期货  ,720,0,6,广发期货  ,66,0,
7,国贸期货  ,18,-96,7,申万期货  ,606,0,7,东吴期货  ,24,0,
8,宏源期货  ,12,-150,8,银河期货  ,600,0,8,五矿经易  ,6,6,
9,五矿经易  ,6,-234,9,新湖期货  ,576,84,9,东证期货  ,6,0,
10,,,,10,中粮期货  ,570,24,10,,,,
11,,,,11,一德期货  ,492,-78,11,,,,
12,,,,12,兴证期货  ,474,0,12,,,,
13,,,,13,海通期货  ,294,0,13,,,,
14,,,,14,永安期货  ,270,0,14,,,,
15,,,,15,格林大华  ,234,0,15,,,,
16,,,,16,建信期货  ,198,0,16,,,,
17,,,,17,华泰期货  ,126,0,17,,,,
18,,,,18,兴业期货  ,120,0,18,,,,
19,,,,19,上海中期  ,108,0,19,,,,
20,,,,20,东证期货  ,96,0,20,,,,
合计,,552,-1218,合计,,12486,6,合计,,12720,6,
合约代码 ：ni2003                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,中信期货  ,4193,-562,1,中信期货  ,3110,-120,1,中信期货  ,3805,-265,
2,华泰期货  ,3224,-3113,2,五矿经易  ,2246,22,2,国贸期货  ,3393,-316,
3,东证期货  ,2292,-157,3,银河期货  ,2177,6,3,海通期货  ,2421,-79,
4,中粮期货  ,1938,1677,4,华闻期货  ,1813,-3,4,国投安信  ,2103,-549,
5,五矿经易  ,1856,-96,5,华泰期货  ,1708,100,5,广发期货  ,1942,-9,
6,建信期货  ,1679,1428,6,首创期货  ,1287,101,6,国泰君安  ,1515,31,
7,国投安信  ,1477,417,7,中粮期货  ,1271,-1817,7,五矿经易  ,1512,128,
8,海通期货  ,1366,-109,8,信达期货  ,1127,-14,8,华泰期货  ,1112,-20,
9,方正中期  ,1152,398,9,东证期货  ,1032,18,9,东证期货  ,1089,20,
10,国贸期货  ,1142,-286,10,建信期货  ,866,-527,10,建信期货  ,1077,-628,
11,瑞达期货  ,1138,-842,11,广发期货  ,860,184,11,瑞达期货  ,1028,21,
12,宏源期货  ,1015,-42,12,金瑞期货  ,703,-13,12,东兴期货  ,870,-1,
13,华安期货  ,912,253,13,永安期货  ,693,-156,13,迈科期货  ,817,-130,
14,西部期货  ,821,-169,14,格林大华  ,660,-1,14,银河期货  ,805,-51,
15,银河期货  ,771,142,15,平安期货  ,560,-8,15,中粮期货  ,634,5,
16,国富期货  ,751,77,16,一德期货  ,534,55,16,永安期货  ,606,46,
17,光大期货  ,692,171,17,东吴期货  ,526,362,17,一德期货  ,595,0,
18,国泰君安  ,551,-35,18,鲁证期货  ,514,-3,18,兴证期货  ,555,10,
19,上海中期  ,504,46,19,兴证期货  ,513,-16,19,申万期货  ,544,-10,
20,东吴期货  ,489,240,20,国泰君安  ,501,-6,20,中银国际  ,463,0,
合计,,27963,-562,合计,,22701,-1836,合计,,26886,-1797,
合约代码 ：ni2004                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,华泰期货  ,98326,9664,1,中信期货  ,12141,377,1,中信期货  ,19769,1184,
2,中信期货  ,86917,5453,2,华泰期货  ,10906,2645,2,国贸期货  ,8658,-193,
3,方正中期  ,54328,8351,3,永安期货  ,7863,-422,3,浙商期货  ,7376,-855,
4,平安期货  ,51465,13148,4,五矿经易  ,6139,1527,4,华泰期货  ,5268,273,
5,兴证期货  ,29331,-1839,5,东证期货  ,6110,310,5,广发期货  ,4686,839,
6,徽商期货  ,28744,-10250,6,海通期货  ,5501,1303,6,中国国际  ,4669,1,
7,华安期货  ,26678,363,7,中粮期货  ,5211,-2202,7,海通期货  ,4637,-101,
8,东证期货  ,23637,-2416,8,广发期货  ,5071,85,8,光大期货  ,4442,-25,
9,中辉期货  ,23566,872,9,浙商期货  ,4545,235,9,方正中期  ,4078,189,
10,海通期货  ,23406,-3319,10,南华期货  ,4063,333,10,五矿经易  ,4076,557,
11,华闻期货  ,22049,-3566,11,国投安信  ,3246,242,11,招商期货  ,3942,67,
12,国投安信  ,20221,3111,12,鲁证期货  ,3242,-97,12,东证期货  ,3880,-529,
13,银河期货  ,20082,-7298,13,银河期货  ,3151,224,13,南华期货  ,3586,28,
14,南华期货  ,19603,-8736,14,申万期货  ,2712,-516,14,国投安信  ,3003,963,
15,招商期货  ,16852,-6796,15,光大期货  ,2408,-53,15,大地期货  ,2847,-37,
16,金瑞期货  ,15699,-81,16,中信建投  ,1856,-293,16,瑞达期货  ,2797,-16,
17,国泰君安  ,13993,-5423,17,金瑞期货  ,1839,107,17,国泰君安  ,2385,-578,
18,东方财富  ,13959,1166,18,格林大华  ,1718,-76,18,信达期货  ,2172,-174,
19,美尔雅    ,13626,2750,19,东亚期货  ,1703,-234,19,中粮期货  ,1912,-250,
20,天富期货  ,13502,1190,20,兴业期货  ,1668,2,20,一德期货  ,1867,-15,
合计,,615984,-3656,合计,,91093,3497,合计,,96050,1328,
合约代码 ：ni2005                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,华泰期货  ,14281,1331,1,中信期货  ,4047,-156,1,中信期货  ,8336,-4,
2,中信期货  ,7504,-2940,2,建信期货  ,3660,-110,2,国贸期货  ,5268,493,
3,海通期货  ,3994,-842,3,中粮期货  ,2926,0,3,瑞达期货  ,4520,19,
4,五矿经易  ,3357,256,4,方正中期  ,2748,-71,4,浙商期货  ,3975,82,
5,东证期货  ,3132,-337,5,申万期货  ,2673,24,5,永安期货  ,3811,-5,
6,国投安信  ,3052,97,6,五矿经易  ,2585,83,6,光大期货  ,3447,-2,
7,方正中期  ,2918,-382,7,东亚期货  ,2035,7,7,广发期货  ,2956,54,
8,宏源期货  ,2166,-309,8,新湖期货  ,2034,-29,8,大地期货  ,2831,-13,
9,浙商期货  ,1752,536,9,英大期货  ,1964,3,9,建信期货  ,2704,6,
10,华闻期货  ,1724,-395,10,永安期货  ,1765,-744,10,五矿经易  ,2588,64,
11,东吴期货  ,1711,858,11,广发期货  ,1675,-108,11,华闻期货  ,2096,-22,
12,永安期货  ,1647,-337,12,徽商期货  ,1596,-142,12,信达期货  ,1826,33,
13,中信建投  ,1593,759,13,瑞达期货  ,1492,-67,13,中国国际  ,1551,-9,
14,广发期货  ,1524,214,14,国泰君安  ,1386,-2,14,兴业期货  ,1407,2,
15,西部期货  ,1472,-662,15,国投安信  ,1262,19,15,新湖期货  ,1239,-4,
16,天富期货  ,1302,273,16,中国国际  ,1249,14,16,华泰期货  ,1218,-88,
17,银河期货  ,1278,-290,17,迈科期货  ,1246,465,17,东证期货  ,1082,13,
18,南华期货  ,1267,-130,18,长江期货  ,1198,-11,18,金瑞期货  ,1055,12,
19,国信期货  ,1265,-290,19,银河期货  ,1186,60,19,国投安信  ,1023,-35,
20,瑞达期货  ,1232,-626,20,东证期货  ,1139,87,20,中信建投  ,900,48,
合计,,58171,-3216,合计,,39866,-678,合计,,53833,644,
合约代码 ：ni2006                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,中信期货  ,2281,-66,1,瑞达期货  ,3012,2,1,浙商期货  ,6054,-14,
2,华泰期货  ,2250,-409,2,方正中期  ,2490,102,2,瑞达期货  ,3010,4,
3,五矿经易  ,1839,-785,3,海通期货  ,2244,-6,3,大地期货  ,2050,-1,
4,方正中期  ,1285,596,4,浙商期货  ,2050,12,4,方正中期  ,2022,1,
5,东证期货  ,1144,104,5,迈科期货  ,1838,155,5,海通期货  ,2010,-7,
6,华闻期货  ,888,-38,6,东亚期货  ,1590,-29,6,永安期货  ,1572,7,
7,国泰君安  ,800,-278,7,格林大华  ,1298,39,7,广发期货  ,1457,2,
8,银河期货  ,695,-164,8,国信期货  ,1149,49,8,一德期货  ,1447,0,
9,徽商期货  ,624,205,9,广发期货  ,1065,31,9,天风期货  ,1215,0,
10,上海中期  ,526,-289,10,五矿经易  ,689,60,10,华泰期货  ,882,11,
11,光大期货  ,514,-135,11,永安期货  ,687,-22,11,新湖期货  ,650,-3,
12,西部期货  ,471,-76,12,东证期货  ,526,-11,12,五矿经易  ,534,3,
13,东方财富  ,451,108,13,银河期货  ,520,-9,13,宝城期货  ,400,0,
14,海通期货  ,437,-39,14,创元期货  ,518,3,14,东兴期货  ,305,0,
15,国投安信  ,427,-223,15,中信建投  ,446,19,15,银河期货  ,249,0,
16,广发期货  ,303,-40,16,中信期货  ,393,-38,16,金瑞期货  ,200,0,
17,南华期货  ,259,-3,17,上海中期  ,387,-1,17,中国国际  ,176,2,
18,大越期货  ,248,-27,18,鲁证期货  ,378,-17,18,中信期货  ,153,15,
19,华西期货  ,245,114,19,徽商期货  ,370,0,19,东证期货  ,151,41,
20,中融汇信  ,232,6,20,南华期货  ,230,36,20,大越期货  ,140,0,
合计,,15919,-1439,合计,,21880,375,合计,,24677,61,
商品名称 ：锡                  2020-02-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,14410,-3526,期货公司  ,55711,967,期货公司  ,55711,967,
非期货公司,0,0,非期货公司,0,0,非期货公司,0,0,
合约代码 ：sn2005                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,大有期货  ,267,-62,1,五矿经易  ,1026,-1,1,首创期货  ,1804,0,
2,中信期货  ,179,-22,2,大有期货  ,986,266,2,中信期货  ,1088,50,
3,方正中期  ,177,25,3,国都期货  ,600,0,3,东证期货  ,575,43,
4,华闻期货  ,162,60,4,国泰君安  ,522,-15,4,光大期货  ,558,1,
5,华安期货  ,102,18,5,兴业期货  ,412,-20,5,中粮期货  ,337,0,
6,瑞达期货  ,88,22,6,金瑞期货  ,358,1,6,国泰君安  ,249,2,
7,徽商期货  ,83,-6,7,中信建投  ,319,-28,7,银河期货  ,231,-34,
8,中辉期货  ,76,12,8,中信期货  ,315,3,8,东海期货  ,218,0,
9,国泰君安  ,65,20,9,海通期货  ,237,-1,9,格林大华  ,177,0,
10,宏源期货  ,64,33,10,中粮期货  ,200,0,10,兴证期货  ,148,0,
11,银河期货  ,58,29,11,方正中期  ,183,1,11,华泰期货  ,132,0,
12,华西期货  ,52,16,12,东证期货  ,178,0,12,建信期货  ,108,0,
13,东证期货  ,47,-20,13,南华期货  ,152,0,13,金瑞期货  ,86,0,
14,西部期货  ,44,-4,14,摩根大通  ,134,-22,14,广发期货  ,68,-2,
15,一德期货  ,39,-115,15,迈科期货  ,103,0,15,大有期货  ,58,-1,
16,中信建投  ,36,13,16,永安期货  ,101,1,16,南华期货  ,57,-1,
17,东吴期货  ,35,13,17,弘业期货  ,85,-2,17,国海良时  ,52,0,
18,上海中期  ,28,-3,18,首创期货  ,81,0,18,大地期货  ,37,0,
19,国贸期货  ,22,4,19,鲁证期货  ,51,-2,19,一德期货  ,34,33,
20,摩根大通  ,22,9,20,建信期货  ,35,0,20,瑞达期货  ,32,8,
合计,,1646,42,合计,,6078,181,合计,,6049,99,
合约代码 ：sn2006                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,1303,-637,1,中信期货  ,5348,36,1,中信期货  ,4940,-13,
2,中信期货  ,955,-688,2,东证期货  ,2569,9,2,东证期货  ,2852,-36,
3,方正中期  ,680,-286,3,国泰君安  ,2426,-31,3,海通期货  ,2659,-27,
4,大有期货  ,533,499,4,金瑞期货  ,2173,28,4,国泰君安  ,2567,6,
5,申万期货  ,517,12,5,申万期货  ,2046,239,5,五矿经易  ,2214,-500,
6,五矿经易  ,503,448,6,光大期货  ,1954,-116,6,中信建投  ,2183,-15,
7,国贸期货  ,484,372,7,海通期货  ,1920,-46,7,申万期货  ,2041,236,
8,光大期货  ,444,196,8,南华期货  ,1891,53,8,南华期货  ,1894,60,
9,兴证期货  ,331,191,9,中信建投  ,1876,18,9,光大期货  ,1784,14,
10,东证期货  ,325,-228,10,弘业期货  ,1782,-87,10,国贸期货  ,1734,230,
11,弘业期货  ,287,63,11,国贸期货  ,1748,240,11,弘业期货  ,1677,-72,
12,银河期货  ,283,-67,12,华泰期货  ,1664,15,12,浙商期货  ,1638,0,
13,南华期货  ,275,-494,13,浙商期货  ,1610,-1,13,华泰期货  ,1617,-16,
14,国投安信  ,214,-82,14,恒泰期货  ,1580,-25,14,恒泰期货  ,1582,-26,
15,华安期货  ,211,-219,15,国投安信  ,1580,75,15,国投安信  ,1548,69,
16,国泰君安  ,203,-136,16,云晨期货  ,1083,0,16,大有期货  ,1007,500,
17,天富期货  ,188,-11,17,中国国际  ,872,-31,17,金瑞期货  ,561,1,
18,徽商期货  ,187,-111,18,新湖期货  ,551,24,18,新湖期货  ,532,28,
19,瑞达期货  ,175,-6,19,瑞达期货  ,472,-19,19,中国国际  ,481,0,
20,华泰期货  ,151,-32,20,东海期货  ,274,-1,20,方正中期  ,408,12,
合计,,8249,-1216,合计,,35419,380,合计,,35919,451,
合约代码 ：sn2007                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,国贸期货  ,410,389,1,东吴期货  ,1479,0,1,海通期货  ,1591,2,
2,南华期货  ,267,-3,2,海通期货  ,1429,0,2,东吴期货  ,1489,0,
3,中信期货  ,126,-140,3,恒泰期货  ,1423,0,3,恒泰期货  ,1423,0,
4,华闻期货  ,123,-24,4,中信期货  ,1259,31,4,中信期货  ,1262,27,
5,方正中期  ,109,-39,5,国贸期货  ,955,201,5,国贸期货  ,950,199,
6,天富期货  ,96,12,6,南华期货  ,911,134,6,南华期货  ,910,133,
7,国投安信  ,72,-42,7,东证期货  ,573,5,7,东证期货  ,676,10,
8,弘业期货  ,72,1,8,国投安信  ,554,32,8,国泰君安  ,584,0,
9,广州期货  ,32,30,9,国泰君安  ,530,1,9,国投安信  ,505,34,
10,中融汇信  ,26,-104,10,方正中期  ,413,-2,10,中信建投  ,377,0,
11,华泰期货  ,23,-211,11,中信建投  ,377,0,11,华泰期货  ,154,9,
12,五矿经易  ,17,-3,12,华泰期货  ,145,8,12,五矿经易  ,134,-1,
13,东证期货  ,17,-47,13,五矿经易  ,90,0,13,格林大华  ,79,0,
14,华西期货  ,17,-19,14,金瑞期货  ,60,-1,14,银河期货  ,67,-1,
15,海通期货  ,14,-94,15,广发期货  ,60,0,15,弘业期货  ,31,1,
16,中衍期货  ,14,2,16,弘业期货  ,49,3,16,海证期货  ,26,-1,
17,西部期货  ,14,14,17,华金期货  ,10,0,17,兴证期货  ,22,0,
18,金瑞期货  ,10,-6,18,新湖期货  ,10,-1,18,光大期货  ,15,0,
19,中辉期货  ,8,-25,19,浙商期货  ,10,0,19,金瑞期货  ,15,1,
