


商品名称 ：铜                  2020-02-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,253518,41069,期货公司  ,347786,10783,期货公司  ,341642,10183,
非期货公司,1570,-617,非期货公司,1873,233,非期货公司,8017,833,
合约代码 ：cu2002                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
20,银河期货  ,7,-8,20,中衍期货  ,8,-10,20,申万期货  ,13,-1,
合计,,1474,-317,合计,,10345,401,合计,,10323,412,
商品名称 ：黄金                2020-02-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,125792,24368,期货公司  ,146372,2863,期货公司  ,79305,977,
非期货公司,8274,-2932,非期货公司,135578,44,非期货公司,202645,1930,
合约代码 ：au2002                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,上海中期  ,9,-39,1,上海中期  ,246,-9,1,中辉期货  ,225,0,
2,华泰期货  ,9,9,2,国贸期货  ,33,0,2,方正中期  ,99,0,
3,,,,3,国泰君安  ,9,0,3,国泰君安  ,33,0,
4,,,,4,一德期货  ,9,0,4,上海中期  ,27,0,
5,,,,5,东证期货  ,6,0,5,混沌天成  ,9,0,
6,,,,6,,,,6,华泰期货  ,9,-9,
7,,,,7,,,,7,中粮期货  ,3,0,
合计,,18,-30,合计,,303,-9,合计,,405,-9,
合约代码 ：au2004                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,2097,-239,1,中信期货  ,1820,-19,1,东证期货  ,1143,17,
2,国泰君安  ,1039,1008,2,东证期货  ,981,21,2,云晨期货  ,908,-300,
3,新湖期货  ,596,174,3,方正中期  ,742,-90,3,中粮期货  ,752,0,
4,方正中期  ,593,559,4,国贸期货  ,626,-7,4,方正中期  ,482,-225,
5,国投安信  ,455,34,5,国泰君安  ,569,-510,5,国泰君安  ,462,-495,
6,国信期货  ,407,83,6,银河期货  ,541,-22,6,招金期货  ,461,1,
7,华安期货  ,402,-168,7,永安期货  ,418,6,7,中信期货  ,264,77,
8,中信期货  ,308,6,8,上海大陆  ,401,0,8,中辉期货  ,260,4,
9,云晨期货  ,303,3,9,中钢期货  ,386,0,9,瑞达期货  ,259,118,
10,西部期货  ,200,126,10,中金期货  ,334,-4,10,申万期货  ,173,-35,
11,铜冠金源  ,173,173,11,招金期货  ,274,0,11,五矿经易  ,151,0,
12,国元期货  ,167,88,12,申万期货  ,262,-31,12,新湖期货  ,138,41,
13,华闻期货  ,149,-132,13,海通期货  ,190,17,13,铜冠金源  ,133,-163,
14,瑞达期货  ,147,-93,14,国富期货  ,188,-1,14,浙商期货  ,96,1,
15,建信期货  ,132,97,15,格林大华  ,169,0,15,国金期货  ,75,0,
16,银河期货  ,117,59,16,中粮期货  ,168,21,16,海通期货  ,62,0,
17,广发期货  ,115,86,17,中原期货  ,166,2,17,国信期货  ,62,3,
18,兴证期货  ,102,39,18,中信建投  ,147,29,18,银河期货  ,55,11,
19,东证期货  ,88,-5,19,中国国际  ,136,1,19,招商期货  ,52,-20,
20,中信建投  ,77,59,20,建信期货  ,132,0,20,华闻期货  ,46,10,
合计,,7667,1957,合计,,8650,-587,合计,,6034,-955,
合约代码 ：au2006                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,22923,3854,1,中信期货  ,14632,92,1,国泰君安  ,4505,232,
2,中信期货  ,6380,653,2,国泰君安  ,9212,-172,2,东证期货  ,3043,51,
3,国投安信  ,4668,79,3,永安期货  ,7194,-22,3,招金期货  ,2814,91,
4,东证期货  ,4514,1474,4,海通期货  ,5870,597,4,永安期货  ,1770,16,
5,国信期货  ,4278,-148,5,银河期货  ,4068,-29,5,国贸期货  ,1724,-232,
6,国泰君安  ,3288,1391,6,国贸期货  ,3881,0,6,金瑞期货  ,1634,885,
7,兴证期货  ,3060,576,7,东证期货  ,3322,-237,7,五矿经易  ,1578,276,
8,东兴期货  ,2796,2727,8,中衍期货  ,3087,9,8,广发期货  ,1490,46,
9,华泰期货  ,2353,234,9,方正中期  ,2655,154,9,铜冠金源  ,1481,-67,
10,东方财富  ,2199,262,10,国投安信  ,2650,170,10,中信期货  ,1465,120,
11,新湖期货  ,1973,496,11,华泰期货  ,2445,-24,11,道通期货  ,1459,8,
12,华闻期货  ,1935,-43,12,新湖期货  ,2439,483,12,平安期货  ,1414,85,
13,徽商期货  ,1734,396,13,平安期货  ,2415,-126,13,上海中期  ,1310,276,
14,银河期货  ,1639,653,14,华安期货  ,2332,405,14,新湖期货  ,1103,4,
15,上海中期  ,1582,1295,15,招金期货  ,2324,3,15,国投安信  ,1085,36,
16,广发期货  ,1578,891,16,广发期货  ,2321,230,16,中辉期货  ,925,48,
17,中信建投  ,1565,550,17,申万期货  ,2294,43,17,鲁证期货  ,915,41,
18,华安期货  ,1492,-85,18,兴证期货  ,1923,-1,18,银河期货  ,862,74,
19,金瑞期货  ,1406,58,19,东兴期货  ,1680,1130,19,申万期货  ,847,84,
20,国富期货  ,1356,88,20,中粮期货  ,1629,-5,20,宝城期货  ,676,118,
合计,,72719,15401,合计,,78373,2700,合计,,32100,2192,
合约代码 ：au2008                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,2981,-212,1,中信建投  ,1291,-2,1,中信期货  ,2266,-14,
2,国投安信  ,756,484,2,银河期货  ,855,-2,2,银河期货  ,1563,1,
3,华闻期货  ,604,-424,3,永安期货  ,804,3,3,中信建投  ,1331,0,
4,中信期货  ,582,-29,4,申万期货  ,751,66,4,国贸期货  ,930,-1,
5,新湖期货  ,523,-213,5,方正中期  ,607,-1,5,申万期货  ,756,72,
6,国信期货  ,433,-63,6,格林大华  ,603,12,6,方正中期  ,617,10,
7,天富期货  ,374,166,7,中信期货  ,543,-4,7,格林大华  ,606,12,
8,华安期货  ,359,37,8,国贸期货  ,453,0,8,云晨期货  ,475,31,
9,建信期货  ,230,44,9,上海大陆  ,424,4,9,国泰君安  ,354,2,
10,中信建投  ,156,0,10,国泰君安  ,414,1,10,中粮期货  ,326,31,
11,申万期货  ,152,54,11,东证期货  ,297,-4,11,迈科期货  ,319,4,
12,宏源期货  ,128,-22,12,迈科期货  ,251,-1,12,东证期货  ,281,5,
13,中辉期货  ,126,30,13,建信期货  ,190,-51,13,华龙期货  ,194,0,
14,迈科期货  ,109,-139,14,广发期货  ,103,2,14,建信期货  ,169,-61,
15,美尔雅    ,102,22,15,国信期货  ,79,-4,15,西部期货  ,132,-10,
16,方正中期  ,93,38,16,上海中期  ,71,19,16,浙商期货  ,114,3,
17,西部期货  ,92,8,17,海通期货  ,69,-2,17,华泰期货  ,107,11,
18,宝城期货  ,88,-84,18,五矿经易  ,36,0,18,东兴期货  ,106,0,
19,国元期货  ,86,-27,19,南华期货  ,35,-2,19,五矿经易  ,95,40,
20,银河期货  ,75,-212,20,新湖期货  ,34,25,20,兴证期货  ,76,12,
合计,,8049,-542,合计,,7910,59,合计,,10817,148,
合约代码 ：au2010                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,国泰君安  ,1084,1053,1,东吴期货  ,1739,-1,1,东吴期货  ,1718,0,
2,海通期货  ,504,0,2,格林大华  ,1104,30,2,格林大华  ,1103,29,
3,华闻期货  ,397,-30,3,中信期货  ,978,-27,3,银河期货  ,787,-6,
4,中信期货  ,327,-101,4,银河期货  ,800,-13,4,申万期货  ,724,65,
5,申万期货  ,270,59,5,申万期货  ,723,65,5,国泰君安  ,633,503,
6,天富期货  ,270,-310,6,国泰君安  ,653,501,6,中信期货  ,418,6,
7,国联期货  ,203,203,7,方正中期  ,351,17,7,方正中期  ,352,18,
8,迈科期货  ,196,-2,8,国联期货  ,203,203,8,中信建投  ,292,91,
9,中信建投  ,143,36,9,中信建投  ,178,52,9,建信期货  ,136,1,
10,建信期货  ,115,-32,10,迈科期货  ,132,0,10,迈科期货  ,132,0,
11,方正中期  ,89,-29,11,建信期货  ,124,-6,11,东证期货  ,58,1,
12,国信期货  ,78,-6,12,东证期货  ,59,2,12,浙商期货  ,32,0,
13,格林大华  ,71,69,13,五矿经易  ,52,21,13,徽商期货  ,17,0,
14,华泰期货  ,66,15,14,东兴期货  ,46,0,14,五矿经易  ,13,11,
15,五矿经易  ,38,1,15,浙商期货  ,44,-4,15,招商期货  ,11,1,
16,瑞达期货  ,36,12,16,西南期货  ,37,-8,16,美尔雅    ,11,1,
17,平安期货  ,33,30,17,国信期货  ,35,-1,17,广发期货  ,10,3,
18,南华期货  ,24,-11,18,海通期货  ,24,2,18,海通期货  ,8,8,
19,银河期货  ,23,-4,19,华泰期货  ,24,-39,19,国信期货  ,7,-1,
20,广发期货  ,21,21,20,平安期货  ,24,-31,20,华闻期货  ,6,6,
合计,,3988,974,合计,,7330,763,合计,,6468,737,
合约代码 ：au2012                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,中信期货  ,171,-51,1,中信期货  ,1600,3,1,中信期货  ,657,-26,
2,新湖期货  ,166,-15,2,银河期货  ,265,2,2,国贸期货  ,563,5,
3,华泰期货  ,63,20,3,五矿经易  ,201,0,3,东证期货  ,502,0,
4,国信期货  ,57,17,4,东证期货  ,100,2,4,广发期货  ,382,4,
5,国贸期货  ,55,50,5,平安期货  ,99,0,5,广州期货  ,332,1,
6,西部期货  ,49,33,6,华泰期货  ,89,-8,6,上海中期  ,307,2,
7,福能期货  ,43,43,7,东兴期货  ,77,0,7,新湖期货  ,263,-14,
8,中辉期货  ,35,9,8,招商期货  ,63,0,8,安粮期货  ,230,0,
9,瑞达期货  ,30,-11,9,国贸期货  ,60,50,9,国投安信  ,226,1,
10,方正中期  ,29,10,10,永安期货  ,59,1,10,国泰君安  ,173,-1,
11,南华期货  ,29,6,11,民生期货  ,57,0,11,瑞达期货  ,165,2,
12,广发期货  ,28,17,12,国泰君安  ,51,-1,12,招金期货  ,157,0,
13,平安期货  ,27,21,13,申万期货  ,51,0,13,山金期货  ,126,0,
14,上海中期  ,25,-22,14,东方财富  ,44,4,14,东兴期货  ,118,-1,
15,国泰君安  ,24,-8,15,国海良时  ,43,0,15,中辉期货  ,115,4,
16,银河期货  ,21,19,16,华安期货  ,35,0,16,福能期货  ,84,41,
17,和合期货  ,18,11,17,海通期货  ,31,-2,17,兴证期货  ,76,1,
18,国元期货  ,16,10,18,中信建投  ,27,6,18,鲁证期货  ,75,0,
19,长江期货  ,16,7,19,海航期货  ,26,0,19,倍特期货  ,61,6,
20,申万期货  ,14,-2,20,中辉期货  ,26,3,20,银河期货  ,57,9,
合计,,916,164,合计,,3004,60,合计,,4669,34,
商品名称 ：白银                2020-02-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,363789,-373350,期货公司  ,464548,-7153,期货公司  ,327245,-19112,
非期货公司,22405,-20218,非期货公司,322241,-3004,非期货公司,459544,8955,
合约代码 ：ag2002                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,一德期货  ,1020,-734,1,首创期货  ,2170,0,1,国贸期货  ,5782,-10,
2,东证期货  ,400,144,2,国泰君安  ,1784,0,2,永安期货  ,3140,0,
3,中粮期货  ,184,-1034,3,银河期货  ,1766,0,3,中粮期货  ,2538,184,
4,建信期货  ,116,-8,4,广发期货  ,1468,0,4,鲁证期货  ,1110,0,
5,徽商期货  ,58,-4,5,华金期货  ,900,0,5,金瑞期货  ,944,0,
6,海通期货  ,40,-680,6,一德期货  ,442,-314,6,中信期货  ,872,0,
7,永安期货  ,18,-594,7,大地期货  ,384,0,7,五矿经易  ,738,0,
8,光大期货  ,14,-226,8,东证期货  ,352,70,8,广发期货  ,546,0,
9,国贸期货  ,10,-472,9,新湖期货  ,334,0,9,一德期货  ,450,-706,
10,广州期货  ,10,10,10,五矿经易  ,12,0,10,招商期货  ,354,0,
11,宏源期货  ,6,-58,11,国联期货  ,12,0,11,迈科期货  ,288,0,
12,,,,12,平安期货  ,8,0,12,广州期货  ,276,-10,
13,,,,13,国信期货  ,4,0,13,宏源期货  ,262,4,
14,,,,14,宏源期货  ,2,2,14,东兴期货  ,254,0,
15,,,,15,中粮期货  ,2,0,15,国泰君安  ,240,0,
16,,,,16,,,,16,华泰期货  ,180,0,
17,,,,17,,,,17,中州期货  ,158,0,
18,,,,18,,,,18,光大期货  ,134,14,
19,,,,19,,,,19,中大期货  ,132,0,
20,,,,20,,,,20,中融汇信  ,126,0,
合计,,1876,-3656,合计,,9640,-242,合计,,18524,-524,
合约代码 ：ag2004                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,8730,-9156,1,永安期货  ,3222,-46,1,永安期货  ,2594,-24,
2,中信期货  ,3518,-2604,2,中信期货  ,2690,6,2,云晨期货  ,1691,-105,
3,华泰期货  ,2020,-1157,3,国贸期货  ,1953,-9,3,大地期货  ,1253,-28,
4,银河期货  ,1861,-2559,4,兴业期货  ,1831,0,4,华泰期货  ,1217,-757,
5,国富期货  ,1665,-1428,5,东证期货  ,1509,-21,5,东证期货  ,1170,7,
6,招商期货  ,1558,-1664,6,广发期货  ,1431,-7,6,方正中期  ,1118,0,
7,新湖期货  ,1231,-1525,7,大地期货  ,1241,-51,7,中信期货  ,944,-122,
8,国投安信  ,986,-656,8,华泰期货  ,1188,-579,8,华金期货  ,906,0,
9,华安期货  ,812,-482,9,上海大陆  ,1008,0,9,首创期货  ,871,0,
10,兴证期货  ,773,-1082,10,华金期货  ,912,12,10,五矿经易  ,778,14,
11,国信期货  ,712,-1209,11,中信建投  ,799,-19,11,铜冠金源  ,725,-265,
12,光大期货  ,592,-556,12,一德期货  ,724,196,12,中原期货  ,362,-2,
13,华闻期货  ,573,-1093,13,东航期货  ,710,-5,13,中州期货  ,361,0,
14,南华期货  ,531,-58,14,银河期货  ,665,-132,14,国泰君安  ,358,-74,
15,宏源期货  ,465,-185,15,宏源期货  ,492,-129,15,华闻期货  ,356,-68,
16,东证期货  ,444,-1757,16,国泰君安  ,491,8,16,国信期货  ,335,6,
17,招金期货  ,439,-116,17,海通期货  ,459,1,17,格林大华  ,306,0,
18,一德期货  ,378,-1464,18,瑞达期货  ,411,-11,18,海通期货  ,301,-93,
19,铜冠金源  ,375,178,19,金瑞期货  ,398,-88,19,国富期货  ,298,-3,
20,东方财富  ,303,-484,20,建信期货  ,348,115,20,招商期货  ,270,46,
合计,,27966,-29057,合计,,22482,-759,合计,,16214,-1468,
合约代码 ：ag2006                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,49908,-32191,1,国投安信  ,16188,83,1,国泰君安  ,30972,-1018,
2,中信期货  ,28998,-28295,2,华泰期货  ,14357,113,2,中信期货  ,23825,-2038,
3,东证期货  ,13763,-16180,3,中信期货  ,12984,-978,3,海通期货  ,6843,-2611,
4,平安期货  ,9226,-2945,4,永安期货  ,12826,219,4,铜冠金源  ,6371,45,
5,华安期货  ,7398,-2657,5,方正中期  ,11663,178,5,平安期货  ,6255,4103,
6,国富期货  ,7115,-9856,6,国泰君安  ,11165,-84,6,华泰期货  ,6053,-2092,
7,金瑞期货  ,6320,-6690,7,平安期货  ,10433,-1293,7,国贸期货  ,6036,-66,
8,东方财富  ,6201,-4037,8,中衍期货  ,10176,-72,8,建信期货  ,5506,907,
9,南华期货  ,5896,-10055,9,广发期货  ,9939,-636,9,兴证期货  ,5484,-803,
10,国泰君安  ,5630,-4923,10,东证期货  ,9817,-604,10,一德期货  ,5395,653,
11,徽商期货  ,5264,-7581,11,银河期货  ,7861,33,11,广发期货  ,5143,-73,
12,永安期货  ,5257,-2002,12,东兴期货  ,7303,363,12,银河期货  ,4874,-722,
13,国信期货  ,5215,-8761,13,中州期货  ,7271,188,13,首创期货  ,4588,-248,
14,新湖期货  ,5049,-4971,14,东方财富  ,6529,-274,14,东证期货  ,4277,-4109,
15,华泰期货  ,4917,-4692,15,海通期货  ,6255,201,15,南华期货  ,4082,366,
16,东亚期货  ,4799,-1131,16,徽商期货  ,5904,-154,16,大地期货  ,4078,-343,
17,国投安信  ,4485,-5526,17,光大期货  ,5288,-328,17,格林大华  ,4030,-30,
18,广发期货  ,4405,-2065,18,鲁证期货  ,5243,-302,18,新湖期货  ,3998,-290,
19,方正中期  ,4333,-3317,19,中信建投  ,4664,364,19,永安期货  ,3556,-36,
20,宏源期货  ,4078,-3528,20,海证期货  ,4636,600,20,海证期货  ,3505,-482,
合计,,188257,-161403,合计,,180502,-2383,合计,,144871,-8887,
合约代码 ：ag2007                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,4345,-3093,1,宏源期货  ,4820,2,1,宏源期货  ,4811,9,
2,中信期货  ,3862,-2248,2,五矿经易  ,4493,-195,2,五矿经易  ,4249,-238,
3,国富期货  ,2014,-740,3,南华期货  ,3937,94,3,南华期货  ,3907,98,
4,鲁证期货  ,1448,618,4,鲁证期货  ,3919,3,4,鲁证期货  ,3900,5,
5,天富期货  ,1398,-1248,5,银河期货  ,3272,62,5,银河期货  ,3757,60,
6,华安期货  ,1055,-411,6,中信建投  ,3223,-10,6,中信建投  ,3211,0,
7,华闻期货  ,744,-6,7,华泰期货  ,3031,43,7,华泰期货  ,2739,187,
8,南华期货  ,734,-606,8,大地期货  ,2603,-8,8,大地期货  ,2603,-2,
9,方正中期  ,708,451,9,长江期货  ,2563,7,9,长江期货  ,2571,-11,
10,新湖期货  ,634,-1076,10,招金期货  ,1157,106,10,招金期货  ,1137,123,
11,华泰期货  ,518,-2095,11,瑞达期货  ,847,0,11,广发期货  ,1000,0,
12,五矿经易  ,511,-1525,12,东证期货  ,622,12,12,新湖期货  ,471,101,
13,大地期货  ,452,-411,13,新湖期货  ,516,31,13,东证期货  ,452,-9,
14,东亚期货  ,451,-855,14,徽商期货  ,361,-7,14,国泰君安  ,424,0,
15,东证期货  ,445,-219,15,东兴期货  ,180,0,15,中信期货  ,212,43,
16,东方财富  ,439,-366,16,中信期货  ,151,-3,16,中银国际  ,113,55,
17,申万期货  ,377,265,17,华闻期货  ,142,115,17,方正中期  ,102,98,
18,长江期货  ,284,-776,18,兴证期货  ,117,9,18,国富期货  ,90,-37,
19,上海中期  ,269,-29,19,国富期货  ,110,87,19,东方财富  ,69,5,
20,银河期货  ,264,-884,20,中投期货  ,101,-3,20,上海中期  ,57,0,
合计,,20952,-15254,合计,,36165,345,合计,,35875,487,
合约代码 ：ag2008                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,中信期货  ,1807,-1379,1,东吴期货  ,8858,0,1,东吴期货  ,8840,-2,
2,天富期货  ,928,-962,2,长江期货  ,4556,-5,2,长江期货  ,4549,-5,
3,国富期货  ,722,-593,3,宏源期货  ,4219,5,3,宏源期货  ,4201,5,
4,南华期货  ,558,-438,4,银河期货  ,3415,20,4,银河期货  ,3415,1,
5,鲁证期货  ,542,399,5,五矿经易  ,3025,202,5,五矿经易  ,2652,248,
6,五矿经易  ,540,-791,6,南华期货  ,2204,171,6,南华期货  ,2185,181,
7,新湖期货  ,434,-521,7,华泰期货  ,1611,23,7,鲁证期货  ,1492,270,
8,海通期货  ,371,-438,8,鲁证期货  ,1499,268,8,华泰期货  ,1412,40,
9,东亚期货  ,324,-347,9,大地期货  ,1133,45,9,大地期货  ,1133,45,
10,华泰期货  ,261,-1141,10,广发期货  ,1009,0,10,东证期货  ,861,2,
11,华闻期货  ,227,21,11,中信建投  ,847,-1,11,中信建投  ,818,0,
12,东证期货  ,140,-140,12,招金期货  ,472,67,12,广发期货  ,702,2,
13,金瑞期货  ,120,85,13,东证期货  ,430,28,13,招金期货  ,342,51,
14,招金期货  ,118,-26,14,光大期货  ,264,-8,14,国泰君安  ,272,2,
15,中辉期货  ,94,-138,15,宝城期货  ,169,-1,15,华闻期货  ,117,30,
16,大地期货  ,90,-138,16,瑞达期货  ,156,4,16,新湖期货  ,77,9,
17,国泰君安  ,83,-52,17,华闻期货  ,136,-103,17,中融汇信  ,68,3,
18,海证期货  ,71,-19,18,方正中期  ,128,-7,18,中信期货  ,66,11,
19,银河期货  ,71,-551,19,海证期货  ,127,43,19,平安期货  ,50,0,
20,国信期货  ,61,-53,20,金瑞期货  ,126,0,20,东亚期货  ,36,10,
合计,,7562,-7222,合计,,34384,751,合计,,33288,903,
商品名称 ：螺纹钢              2020-02-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,2546444,-212552,期货公司  ,2190114,89684,期货公司  ,2197717,96688,
非期货公司,7004,6404,非期货公司,13603,6000,非期货公司,6000,-1004,
合约代码 ：rb2002                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,,,,1,海通期货  ,1530,0,1,大地期货  ,900,0,
2,,,,2,永安期货  ,630,0,2,东海期货  ,840,0,
3,,,,3,银河期货  ,600,0,3,宝城期货  ,570,0,
4,,,,4,新湖期货  ,90,0,4,国联期货  ,390,0,
5,,,,5,上海中期  ,30,0,5,宏源期货  ,210,0,
6,,,,6,瑞达期货  ,30,0,6,,,,
合计,,,,合计,,2910,0,合计,,2910,0,
合约代码 ：rb2005                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,206561,-8729,1,永安期货  ,104713,4539,1,永安期货  ,160151,15835,
2,中信期货  ,145677,22085,2,五矿经易  ,76531,817,2,一德期货  ,64867,2465,
3,东证期货  ,93119,4673,3,东证期货  ,59043,-355,3,东证期货  ,50607,4866,
4,永安期货  ,67488,-7889,4,中信期货  ,56410,5777,4,中信期货  ,50143,924,
5,银河期货  ,64432,-21418,5,国泰君安  ,52518,705,5,中辉期货  ,49942,1666,
6,方正中期  ,56042,-15422,6,一德期货  ,51083,1073,6,国泰君安  ,47980,10403,
7,华闻期货  ,54124,361,7,浙商期货  ,48607,1911,7,银河期货  ,43889,1073,
8,国泰君安  ,53710,-9476,8,方正中期  ,43078,-1605,8,方正中期  ,41435,1119,
9,光大期货  ,49529,-10911,9,银河期货  ,41675,1049,9,东海期货  ,39358,9769,
10,徽商期货  ,48350,1755,10,海通期货  ,39085,3648,10,华泰期货  ,38492,2012,
11,五矿经易  ,37445,-10049,11,中辉期货  ,34967,8800,11,鲁证期货  ,30832,-1226,
12,国投安信  ,36769,-1630,12,中大期货  ,32302,828,12,兴证期货  ,28653,-178,
13,瑞达期货  ,36108,9292,13,广发期货  ,31398,365,13,海通期货  ,26116,7747,
14,申万期货  ,33817,7627,14,弘业期货  ,29797,500,14,国贸期货  ,25566,974,
15,华泰期货  ,33678,-9639,15,光大期货  ,29124,1579,15,南华期货  ,23415,3802,
16,国富期货  ,32017,-1244,16,瑞达期货  ,27711,5486,16,光大期货  ,22659,2382,
17,华安期货  ,31890,1132,17,海证期货  ,26861,3232,17,徽商期货  ,22413,2218,
18,中信建投  ,29210,-3904,18,华泰期货  ,26349,-790,18,五矿经易  ,22033,242,
19,中辉期货  ,27758,-12572,19,国投安信  ,26034,2253,19,天风期货  ,21107,2262,
20,南华期货  ,26237,5437,20,鲁证期货  ,25316,4611,20,格林大华  ,20355,3160,
合计,,1163961,-60521,合计,,862602,44423,合计,,830013,71515,
合约代码 ：rb2010                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,72932,-3277,1,永安期货  ,73746,-289,1,瑞达期货  ,37576,-156,
2,中信期货  ,22300,-4592,2,中信期货  ,42851,494,2,东证期货  ,31950,-46,
3,永安期货  ,17844,-11000,3,申万期货  ,32759,755,3,海通期货  ,30052,1856,
4,东证期货  ,13447,-688,4,银河期货  ,24542,-41,4,永安期货  ,28958,-767,
5,国富期货  ,12310,-678,5,格林大华  ,22737,1422,5,弘业期货  ,28915,474,
6,方正中期  ,11918,1804,6,海通期货  ,20403,2418,6,华泰期货  ,26257,-123,
7,徽商期货  ,11216,2592,7,一德期货  ,19374,-3813,7,国泰君安  ,24688,666,
8,五矿经易  ,10951,-3657,8,大地期货  ,17945,336,8,银河期货  ,21284,-688,
9,一德期货  ,8238,4829,9,五矿经易  ,15778,179,9,东海期货  ,21189,135,
10,华泰期货  ,8056,-5497,10,华泰期货  ,14600,2501,10,中信期货  ,21123,412,
11,华闻期货  ,7845,-501,11,国投安信  ,12409,-158,11,一德期货  ,17599,125,
12,银河期货  ,7747,-8522,12,东证期货  ,11748,-1215,12,中辉期货  ,16208,404,
13,中财期货  ,7201,3369,13,鲁证期货  ,11446,37,13,国贸期货  ,14274,1606,
14,兴证期货  ,6289,-839,14,海证期货  ,11345,39,14,海证期货  ,13471,45,
15,申万期货  ,5402,853,15,南华期货  ,10771,-469,15,五矿经易  ,11152,858,
16,宏源期货  ,5348,-1294,16,宝城期货  ,9956,571,16,中财期货  ,10845,310,
17,美尔雅    ,5080,-262,17,浙商期货  ,9927,-524,17,光大期货  ,10640,-70,
18,西部期货  ,4771,-1009,18,中大期货  ,9565,-48,18,迈科期货  ,10464,92,
19,山金期货  ,4562,1534,19,国信期货  ,9482,210,19,鲁证期货  ,9617,691,
20,国信期货  ,4550,-2152,20,东海期货  ,8615,1768,20,方正中期  ,9580,-591,
合计,,248007,-28987,合计,,389999,4173,合计,,395842,5233,
合约代码 ：rb2101                        2020-02-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,8286,-2761,1,国信期货  ,8466,1284,1,永安期货  ,12892,172,
2,中信期货  ,6163,-2802,2,永安期货  ,6710,284,2,创元期货  ,10903,-3,
3,国泰君安  ,3331,-3971,3,华泰期货  ,6621,940,3,银河期货  ,10362,387,
4,华闻期货  ,3119,-253,4,海通期货  ,5856,-409,4,海通期货  ,9262,445,
5,国信期货  ,2653,953,5,大地期货  ,5400,534,5,中信期货  ,8119,119,
6,永安期货  ,2054,-1607,6,国泰君安  ,4504,163,6,鲁证期货  ,8116,-14,
7,华泰期货  ,1846,417,7,银河期货  ,4286,-47,7,海证期货  ,5263,1001,
