

商品名称 ：铜                  2020-03-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,569826,88798,期货公司  ,400920,-5316,期货公司  ,399175,-5188,
非期货公司,1452,512,非期货公司,3929,-74,非期货公司,5674,-202,
合约代码 ：cu2003                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
20,新湖期货  ,1214,1112,20,兴证期货  ,230,-719,20,浙商期货  ,151,14,
合计,,95249,19688,合计,,64956,2942,合计,,69233,2909,
合约代码 ：fu2008                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,中信期货  ,14986,-4,1,华泰期货  ,8947,80,1,国投安信  ,9026,-1,
2,华泰期货  ,9028,1361,2,上海中期  ,7466,21,2,华泰期货  ,7923,56,
3,华闻期货  ,7885,3302,3,国信期货  ,7422,33,3,中信期货  ,7569,40,
4,国富期货  ,5762,2552,4,国投安信  ,6600,-4,4,国信期货  ,7438,87,
5,海通期货  ,5685,2265,5,国泰君安  ,6578,166,5,上海中期  ,7415,0,
6,上海中期  ,4127,1813,6,海通期货  ,5165,12,6,国泰君安  ,6413,156,
7,国投安信  ,4065,-677,7,宝城期货  ,4946,-1,7,宝城期货  ,5274,0,
8,南华期货  ,3696,889,8,迈科期货  ,3435,2,8,海通期货  ,5021,13,
9,国信期货  ,3570,723,9,兴证期货  ,1655,12,9,迈科期货  ,3431,2,
10,迈科期货  ,3210,1757,10,宏源期货  ,1544,302,10,中银国际  ,2552,0,
11,国泰君安  ,3054,1254,11,平安期货  ,1444,202,11,银河期货  ,502,-15,
12,光大期货  ,1316,183,12,东兴期货  ,760,26,12,五矿经易  ,501,500,
13,中金期货  ,1230,532,13,海证期货  ,745,163,13,方正中期  ,315,14,
14,宝城期货  ,1219,559,14,中信期货  ,672,-60,14,国贸期货  ,295,295,
15,西部期货  ,1034,-43,15,永安期货  ,590,431,15,招商期货  ,92,10,
16,中国国际  ,926,683,16,中州期货  ,533,-1,16,徽商期货  ,74,-12,
17,天富期货  ,824,32,17,广发期货  ,508,46,17,中原期货  ,67,67,
18,银河期货  ,740,-344,18,五矿经易  ,357,83,18,华安期货  ,40,37,
19,宏源期货  ,705,31,19,方正中期  ,307,34,19,兴证期货  ,35,-5,
20,东证期货  ,653,-671,20,东证期货  ,259,33,20,光大期货  ,23,12,
合计,,73715,16197,合计,,59933,1580,合计,,64006,1256,
合约代码 ：fu2009                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,华泰期货  ,78717,-62474,1,方正中期  ,10014,1882,1,国投安信  ,36896,1206,
2,中信期货  ,68734,7987,2,银河期货  ,9952,1139,2,永安期货  ,29739,2058,
3,兴证期货  ,59913,13369,3,永安期货  ,9680,-1056,3,银河期货  ,17571,-202,
4,海通期货  ,54853,-1666,4,申万期货  ,9310,1060,4,海通期货  ,14647,514,
5,徽商期货  ,28246,-6815,5,中信期货  ,9051,1046,5,华泰期货  ,13537,1000,
6,东证期货  ,27860,4749,6,南华期货  ,8359,2263,6,申万期货  ,10962,-1777,
7,国富期货  ,27321,2286,7,英大期货  ,7466,258,7,中信期货  ,9823,-348,
8,国投安信  ,26208,3284,8,徽商期货  ,7318,703,8,中银国际  ,9584,93,
9,银河期货  ,21717,-14306,9,海通期货  ,6019,-463,9,浙商期货  ,9421,31,
10,中信建投  ,19542,176,10,国泰君安  ,5666,-447,10,渤海期货  ,8824,-77,
11,南华期货  ,18749,-7851,11,国都期货  ,5260,-21,11,国贸期货  ,7734,466,
12,华闻期货  ,17232,-11008,12,中信建投  ,5187,563,12,新湖期货  ,7459,1593,
13,东亚期货  ,16578,2023,13,长江期货  ,5090,288,13,广发期货  ,6169,146,
14,华安期货  ,15393,-3456,14,鲁证期货  ,5058,13,14,一德期货  ,6108,26,
15,方正中期  ,14221,-125,15,中大期货  ,4813,957,15,宝城期货  ,5836,-12,
16,永安期货  ,14130,-8948,16,国投安信  ,4792,58,16,东亚期货  ,4669,868,
17,西南期货  ,12531,905,17,国贸期货  ,4616,325,17,国泰君安  ,4436,-1615,
18,申万期货  ,12017,4634,18,五矿经易  ,4407,60,18,兴证期货  ,3576,335,
19,国信期货  ,12016,-2620,19,西南期货  ,4254,-447,19,南华期货  ,3177,2114,
20,天富期货  ,12005,2776,20,华安期货  ,4132,-82,20,东海期货  ,2924,-85,
合计,,557983,-77080,合计,,130444,8099,合计,,213092,6334,
商品名称 ：石油沥青            2020-03-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,4113456,1732598,期货公司  ,581878,-35674,期货公司  ,578878,-33674,
非期货公司,2000,0,非期货公司,0,0,非期货公司,3000,-2000,
合约代码 ：bu2003                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,德盛期货  ,6,6,1,南华期货  ,102,0,1,浙商期货  ,52,0,
2,,,,2,德盛期货  ,3,0,2,东吴期货  ,24,0,
3,,,,3,,,,3,国泰君安  ,22,0,
4,,,,4,,,,4,宏源期货  ,7,0,
合计,,6,6,合计,,105,0,合计,,105,0,
合约代码 ：bu2006                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,345714,140205,1,永安期货  ,40781,2232,1,银河期货  ,45532,3053,
2,东证期货  ,250388,181364,2,方正中期  ,21288,-4370,2,永安期货  ,41292,-2257,
3,申万期货  ,206174,77682,3,银河期货  ,17764,-1640,3,浙商期货  ,22266,-6279,
4,中信期货  ,176612,130315,4,中信期货  ,14706,466,4,申万期货  ,21524,137,
5,银河期货  ,136979,99395,5,国泰君安  ,13945,209,5,华泰期货  ,20511,-3710,
6,兴证期货  ,135751,47002,6,一德期货  ,13139,841,6,国泰君安  ,17400,-167,
7,国富期货  ,85973,26484,7,东证期货  ,10533,-879,7,中信期货  ,15030,-4538,
8,华泰期货  ,85497,40803,8,浙商期货  ,9850,-4020,8,盛达期货  ,14635,-2102,
9,方正中期  ,82335,41093,9,国投安信  ,9767,-709,9,海通期货  ,13698,-4713,
10,徽商期货  ,80192,6990,10,新湖期货  ,9189,-511,10,南华期货  ,13275,-963,
11,国泰君安  ,78012,33928,11,徽商期货  ,9091,-2764,11,国投安信  ,11366,166,
12,五矿经易  ,76415,38911,12,五矿经易  ,9085,-581,12,东证期货  ,10698,-3025,
13,光大期货  ,76003,55229,13,中信建投  ,8871,321,13,方正中期  ,10293,-1313,
14,永安期货  ,74427,33996,14,申万期货  ,8333,-653,14,宝城期货  ,9163,8222,
15,东方财富  ,72889,44829,15,东方财富  ,8177,-1506,15,广金期货  ,8957,-10,
16,东吴期货  ,69461,12933,16,瑞达期货  ,7867,399,16,五矿经易  ,8107,-1208,
17,国投安信  ,59475,25207,17,宝城期货  ,7061,-60,17,中粮期货  ,7442,382,
18,广发期货  ,54362,-154167,18,广发期货  ,6997,822,18,混沌天成  ,7351,275,
19,宏源期货  ,53784,25571,19,华泰期货  ,6909,-2489,19,徽商期货  ,6746,458,
20,中信建投  ,50958,11848,20,华安期货  ,6744,-924,20,国海良时  ,6251,-1239,
合计,,2251401,919618,合计,,240097,-15816,合计,,311537,-18831,
合约代码 ：bu2012                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,35783,21698,1,永安期货  ,11117,199,1,国泰君安  ,8096,343,
2,银河期货  ,17083,11273,2,银河期货  ,3363,253,2,永安期货  ,6799,2302,
3,中信期货  ,16577,8216,3,中财期货  ,3190,-5,3,银河期货  ,6205,554,
4,东证期货  ,14032,6864,4,中信期货  ,2405,515,4,浙商期货  ,6118,-3129,
5,华泰期货  ,7891,3997,5,方正中期  ,2188,732,5,德盛期货  ,4165,-17,
6,国投安信  ,7437,1876,6,东证期货  ,2181,531,6,兴业期货  ,4072,2,
7,国富期货  ,6430,4470,7,华泰期货  ,2153,279,7,国海良时  ,3826,-21,
8,浙商期货  ,6379,5188,8,浙商期货  ,2042,622,8,中财期货  ,3346,287,
9,徽商期货  ,6214,-1570,9,瑞达期货  ,1895,880,9,中信期货  ,2625,1562,
10,国泰君安  ,6179,1962,10,广州期货  ,1688,52,10,五矿经易  ,2376,596,
11,国信期货  ,6157,1637,11,国投安信  ,1634,-212,11,国投安信  ,2149,437,
12,瑞达期货  ,6154,3512,12,国泰君安  ,1603,102,12,一德期货  ,1950,471,
13,永安期货  ,6123,502,13,华安期货  ,1498,45,13,宏源期货  ,1851,303,
14,光大期货  ,5767,1728,14,新湖期货  ,1442,479,14,申万期货  ,1834,-27,
15,方正中期  ,5580,1919,15,徽商期货  ,1350,-566,15,渤海期货  ,1789,0,
16,宏源期货  ,5155,3105,16,鲁证期货  ,1318,175,16,中银国际  ,1729,-165,
17,华安期货  ,4793,-20,17,盛达期货  ,1309,232,17,光大期货  ,1705,849,
18,五矿经易  ,4374,1845,18,广发期货  ,1293,-95,18,方正中期  ,1395,164,
19,金瑞期货  ,3930,451,19,中大期货  ,1283,521,19,中粮期货  ,1371,133,
20,中信建投  ,3800,-2453,20,国富期货  ,1256,-251,20,摩根大通  ,1330,800,
合计,,175838,76200,合计,,46208,4488,合计,,64731,5444,
商品名称 ：天然橡胶            2020-03-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,757990,87036,期货公司  ,219314,-1395,期货公司  ,219314,-1395,
非期货公司,0,0,非期货公司,0,0,非期货公司,0,0,
合约代码 ：ru2003                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,,,,1,大地期货  ,50,0,1,国富期货  ,42,0,
2,,,,2,,,,2,华闻期货  ,8,0,
合计,,,,合计,,50,0,合计,,50,0,
合约代码 ：ru2005                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,76929,-17121,1,永安期货  ,6424,442,1,国投安信  ,12460,0,
2,东证期货  ,33406,513,2,国泰君安  ,4428,-1,2,中信期货  ,11576,-830,
3,中信期货  ,29039,12817,3,中信期货  ,3702,-249,3,永安期货  ,5020,-201,
4,方正中期  ,19754,2750,4,方正中期  ,3650,-1171,4,兴证期货  ,4302,-113,
5,国泰君安  ,18259,-12012,5,浙商期货  ,3550,-133,5,国泰君安  ,4020,-464,
6,国贸期货  ,13464,-5570,6,华泰期货  ,3287,413,6,海通期货  ,3444,288,
7,华闻期货  ,13067,3376,7,银河期货  ,3234,-242,7,银河期货  ,3240,-15,
8,兴证期货  ,13019,-65,8,南华期货  ,2908,-192,8,广发期货  ,3110,-638,
9,华泰期货  ,11567,3132,9,东证期货  ,2826,-440,9,华泰期货  ,3025,-500,
10,光大期货  ,11343,2731,10,新湖期货  ,2403,364,10,新湖期货  ,3012,-89,
11,国富期货  ,10879,2929,11,申万期货  ,2263,39,11,国贸期货  ,2714,-279,
12,国投安信  ,9466,2120,12,鲁证期货  ,2206,-331,12,宏源期货  ,2707,-131,
13,银河期货  ,9433,373,13,大有期货  ,2118,-8,13,东证期货  ,2455,-270,
14,平安期货  ,9012,7595,14,中银国际  ,1918,0,14,五矿经易  ,2372,-173,
15,招商期货  ,8263,1010,15,光大期货  ,1835,-70,15,瑞达期货  ,1973,387,
16,徽商期货  ,8112,1725,16,中粮期货  ,1672,-41,16,国信期货  ,1846,82,
17,金瑞期货  ,7805,1466,17,瑞达期货  ,1624,-344,17,中银国际  ,1694,215,
18,申万期货  ,6408,1161,18,徽商期货  ,1580,-77,18,浙商期货  ,1599,-950,
19,中辉期货  ,6360,1397,19,广发期货  ,1574,-527,19,大地期货  ,1534,-106,
20,南华期货  ,6310,3689,20,中大期货  ,1492,35,20,冠通期货  ,1444,-66,
合计,,321895,14016,合计,,54694,-2533,合计,,73547,-3853,
合约代码 ：ru2009                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,33856,2296,1,华泰期货  ,3308,269,1,中信期货  ,9954,455,
2,东证期货  ,18823,3266,2,永安期货  ,3211,211,2,国投安信  ,9049,12,
3,中信期货  ,13248,3967,3,浙商期货  ,2831,-62,3,永安期货  ,6061,354,
4,国富期货  ,11421,2888,4,方正中期  ,2772,-252,4,瑞达期货  ,5923,-62,
5,华闻期货  ,10297,1742,5,国泰君安  ,2771,105,5,海通期货  ,5291,210,
6,方正中期  ,7414,1526,6,银河期货  ,2591,28,6,浙商期货  ,3765,749,
7,国信期货  ,5937,724,7,中信期货  ,2352,87,7,广发期货  ,3655,-61,
8,国投安信  ,5765,639,8,瑞达期货  ,2213,-49,8,华泰期货  ,3532,414,
9,美尔雅    ,4801,3386,9,南华期货  ,2171,-9,9,中银国际  ,3500,379,
10,国泰君安  ,4553,893,10,光大期货  ,1999,467,10,国贸期货  ,2843,-25,
11,华泰期货  ,4549,1764,11,鲁证期货  ,1986,233,11,大地期货  ,2715,-27,
12,徽商期货  ,4547,1471,12,中银国际  ,1983,12,12,国泰君安  ,2434,-74,
13,光大期货  ,4237,2089,13,国海良时  ,1971,201,13,大有期货  ,2408,50,
14,银河期货  ,4141,1665,14,中辉期货  ,1793,87,14,银河期货  ,2346,35,
15,南华期货  ,4126,101,15,中信建投  ,1787,28,15,上海中期  ,2278,-117,
16,国海良时  ,4000,1612,16,广发期货  ,1773,112,16,东证期货  ,2197,209,
17,永安期货  ,3881,1001,17,宏源期货  ,1733,333,17,天风期货  ,1732,65,
18,西部期货  ,3844,750,18,申万期货  ,1673,134,18,长城期货  ,1614,150,
19,上海中期  ,3536,924,19,五矿经易  ,1562,150,19,格林大华  ,1542,-6,
20,中辉期货  ,3257,584,20,东海期货  ,1554,51,20,方正中期  ,1425,-14,
合计,,156233,33288,合计,,44034,2136,合计,,74264,2696,
合约代码 ：ru2101                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,中信期货  ,891,478,1,国泰君安  ,1172,9,1,广发期货  ,1285,9,
2,海通期货  ,796,201,2,广发期货  ,692,-45,2,南华期货  ,865,20,
3,方正中期  ,342,146,3,鲁证期货  ,583,-8,3,国投安信  ,843,-2,
4,华闻期货  ,314,128,4,银河期货  ,568,33,4,中信期货  ,738,-44,
5,大地期货  ,239,145,5,大地期货  ,452,-28,5,五矿经易  ,557,7,
6,国泰君安  ,229,8,6,中信期货  ,421,89,6,大有期货  ,540,-51,
7,天富期货  ,212,20,7,中财期货  ,369,-10,7,银河期货  ,521,-6,
8,银河期货  ,181,76,8,摩根大通  ,299,0,8,浙商期货  ,493,2,
9,新湖期货  ,169,152,9,宏源期货  ,297,11,9,宝城期货  ,330,22,
10,华泰期货  ,168,78,10,瑞达期货  ,176,28,10,海通期货  ,319,45,
11,格林大华  ,160,24,11,华泰期货  ,173,7,11,格林大华  ,276,-47,
12,瑞达期货  ,157,57,12,华融期货  ,152,-1,12,大地期货  ,266,1,
13,东证期货  ,156,86,13,新湖期货  ,132,0,13,宏源期货  ,209,3,
14,光大期货  ,155,143,14,国富期货  ,132,-10,14,新湖期货  ,189,127,
15,广发期货  ,144,65,15,一德期货  ,127,33,15,华泰期货  ,188,17,
16,鲁证期货  ,140,80,16,新纪元    ,127,0,16,天风期货  ,178,0,
17,中辉期货  ,133,-133,17,方正中期  ,124,4,17,国贸期货  ,156,1,
18,永安期货  ,128,76,18,东证期货  ,122,19,18,金瑞期货  ,154,-12,
19,徽商期货  ,122,63,19,徽商期货  ,120,1,19,永安期货  ,147,68,
20,浙商期货  ,120,91,20,国贸期货  ,117,3,20,光大期货  ,111,102,
合计,,4956,1984,合计,,6355,135,合计,,8365,262,
合约代码 ：nr2003                        2020-03-13,
名次,期货公司会员/境外特殊经纪参与者简称,成交量,比上交易日增减,名次,期货公司会员/境外特殊经纪参与者简称,持买单量,比上交易日增减,名次,期货公司会员/境外特殊经纪参与者简称,持卖单量,比上交易日增减/变化,
1,银河期货  ,30,20,1,渤海期货  ,331,0,1,永安期货  ,570,0,
2,广发期货  ,20,-48,2,广发期货  ,300,20,2,上海中期  ,430,0,
3,国富期货  ,17,17,3,银河期货  ,300,-30,3,浙商期货  ,180,0,
4,南华期货  ,7,6,4,华泰期货  ,220,0,4,新湖期货  ,160,0,
5,,,,5,建信期货  ,200,0,5,东证期货  ,100,0,
6,,,,6,一德期货  ,121,0,6,银河期货  ,90,0,
7,,,,7,鲁证期货  ,64,0,7,华泰期货  ,42,0,
8,,,,8,国富期货  ,60,3,8,光大期货  ,40,0,
9,,,,9,国贸期货  ,52,0,9,国贸期货  ,40,0,
10,,,,10,南华期货  ,20,7,10,广发期货  ,40,0,
11,,,,11,东证期货  ,20,0,11,华鑫期货  ,20,0,
12,,,,12,冠通期货  ,20,0,12,,,,
13,,,,13,方正中期  ,4,0,13,,,,
合计,,74,-5,合计,,1712,0,合计,,1712,0,
合约代码 ：nr2005                        2020-03-13,
名次,期货公司会员/境外特殊经纪参与者简称,成交量,比上交易日增减,名次,期货公司会员/境外特殊经纪参与者简称,持买单量,比上交易日增减,名次,期货公司会员/境外特殊经纪参与者简称,持卖单量,比上交易日增减/变化,
1,华泰期货  ,3368,796,1,永安期货  ,2990,1247,1,国信期货  ,2211,-4,
2,国投安信  ,2067,477,2,东证期货  ,2029,5,2,光大期货  ,2016,2,
3,永安期货  ,1710,767,3,光大期货  ,2007,-5,3,中信期货  ,1919,46,
4,中信期货  ,1485,-35,4,国信期货  ,1998,-1,4,国泰君安  ,1741,-1,
5,国富期货  ,1242,-3,5,中信期货  ,1807,-5,5,东证期货  ,1388,-15,
6,东证期货  ,1228,118,6,国泰君安  ,1546,-209,6,永安期货  ,1260,135,
7,银河期货  ,935,241,7,银河期货  ,1415,-175,7,浙商期货  ,1172,53,
8,国泰君安  ,796,407,8,国投安信  ,1050,-20,8,国投安信  ,938,7,
9,华闻期货  ,676,116,9,方正中期  ,833,181,9,上海中期  ,905,29,
10,申万期货  ,593,424,10,建信期货  ,634,-28,10,渤海期货  ,835,0,
11,方正中期  ,533,208,11,浙商期货  ,436,30,11,方正中期  ,814,194,
12,国信期货  ,469,-31,12,大越期货  ,424,0,12,银河期货  ,793,412,
13,光大期货  ,371,-26,13,摩根大通  ,350,0,13,广州期货  ,585,45,
14,南华期货  ,330,-13,14,新湖期货  ,348,-6,14,建信期货  ,487,0,
15,海通期货  ,317,106,15,徽商期货  ,330,8,15,南华期货  ,484,142,
16,西部期货  ,261,-2,16,宏源期货  ,302,-13,16,国贸期货  ,390,60,
17,浙商期货  ,245,121,17,东吴期货  ,235,1,17,新湖期货  ,354,-9,
18,美尔雅    ,211,208,18,华闻期货  ,190,143,18,五矿经易  ,317,1,
19,国贸期货  ,210,160,19,美尔雅    ,187,-1,19,大有期货  ,277,0,
20,东吴期货  ,167,155,20,国富期货  ,164,0,20,兴证期货  ,246,-5,
合计,,17214,4194,合计,,19275,1152,合计,,19132,1092,
商品名称 ：纸浆                2020-03-13,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,194070,50762,期货公司  ,93129,-8092,期货公司  ,93129,-8092,
非期货公司,0,0,非期货公司,0,0,非期货公司,0,0,
合约代码 ：sp2003                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,,,,1,东兴期货  ,14,0,1,东吴期货  ,18,0,
2,,,,2,东证期货  ,10,0,2,国泰君安  ,4,0,
3,,,,3,,,,3,浙商期货  ,2,0,
合计,,,,合计,,24,0,合计,,24,0,
合约代码 ：sp2005                        2020-03-13,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,华泰期货  ,21459,7649,1,国泰君安  ,4800,128,1,永安期货  ,8845,-2628,
2,东证期货  ,13488,2576,2,中信期货  ,4348,-3,2,国投安信  ,7335,-1134,
3,方正中期  ,11215,5013,3,建信期货  ,4303,0,3,浙商期货  ,3741,-329,
4,中信期货  ,8002,94,4,东证期货  ,3349,-107,4,南华期货  ,3259,-4236,
5,永安期货  ,6577,3180,5,永安期货  ,2495,181,5,建信期货  ,3171,25,
6,兴证期货  ,6217,1135,6,鲁证期货  ,2474,60,6,中财期货  ,2913,-59,
7,南华期货  ,5933,2573,7,银河期货  ,2368,-142,7,大地期货  ,2778,-149,
8,国泰君安  ,5826,2501,8,方正中期  ,2345,40,8,国贸期货  ,2773,-298,
9,海通期货  ,5598,1771,9,华泰期货  ,2327,-57,9,东证期货  ,2770,-367,
10,华安期货  ,5377,2493,10,中粮期货  ,2203,-187,10,华泰期货  ,2521,286,
11,银河期货  ,5176,163,11,国投安信  ,2080,-257,11,中信期货  ,2278,-719,
12,国投安信  ,4161,1467,12,新湖期货  ,2051,-99,12,新湖期货  ,1917,185,
13,国信期货  ,4052,946,13,华安期货  ,2036,-356,13,国泰君安  ,1631,638,
14,天富期货  ,3737,860,14,广发期货  ,1633,-60,14,一德期货  ,1368,-254,
15,徽商期货  ,3193,465,15,英大期货  ,1477,-8,15,银河期货  ,1341,146,
16,华鑫期货  ,2287,989,16,浙商期货  ,1287,-80,16,广发期货  ,1294,-11,
17,中信建投  ,2241,1382,17,创元期货  ,1285,-6,17,兴证期货  ,1285,527,
18,国富期货  ,2077,432,18,徽商期货  ,1162,81,18,宏源期货  ,1235,43,
19,美尔雅    ,2000,3,19,东海期货  ,1105,144,19,上海中期  ,1045,130,
20,东吴期货  ,1967,1200,20,南华期货  ,1063,-89,20,中金期货  ,945,27,
合计,,120583,36892,合计,,46191,-817,合计,,54445,-8177,
