

商品名称 ：铜                  2020-02-19,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,200097,-18534,期货公司  ,344196,4569,期货公司  ,338405,4584,
非期货公司,879,-824,非期货公司,2068,-49,非期货公司,7859,-64,
合约代码 ：cu2003                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,天富期货  ,416,-63,1,国泰君安  ,1930,-39,1,海通期货  ,5001,-4,
2,中信期货  ,338,-123,2,渤海期货  ,1878,0,2,银河期货  ,1291,5,
3,海通期货  ,216,175,3,华泰期货  ,632,-1,3,中银国际  ,1069,0,
4,五矿经易  ,207,-95,4,华安期货  ,394,0,4,广发期货  ,110,110,
5,国泰君安  ,201,-286,5,中辉期货  ,392,0,5,瑞达期货  ,104,-71,
6,中融汇信  ,183,157,6,中大期货  ,387,0,6,华闻期货  ,103,4,
7,瑞达期货  ,161,-128,7,兴证期货  ,318,49,7,中融汇信  ,99,-32,
8,华闻期货  ,149,53,8,长江期货  ,311,-2,8,申万期货  ,82,0,
9,西部期货  ,135,33,9,徽商期货  ,227,10,9,新湖期货  ,56,54,
10,上海中期  ,116,63,10,华闻期货  ,183,-3,10,国泰君安  ,30,20,
11,广发期货  ,110,110,11,海通期货  ,177,170,11,中信期货  ,19,-4,
12,渤海期货  ,110,110,12,先锋期货  ,149,0,12,浙商期货  ,17,0,
13,东方财富  ,93,84,13,五矿经易  ,145,-207,13,中信建投  ,15,15,
14,新湖期货  ,83,49,14,浙商期货  ,143,1,14,国投安信  ,14,1,
15,东证期货  ,59,-53,15,西部期货  ,121,5,15,格林大华  ,11,10,
16,兴证期货  ,49,-11,16,国海良时  ,75,5,16,建信期货  ,10,10,
17,国元期货  ,38,5,17,中信期货  ,65,8,17,福能期货  ,9,7,
18,信达期货  ,36,5,18,方正中期  ,62,-11,18,光大期货  ,8,0,
19,恒泰期货  ,30,10,19,东证期货  ,60,-2,19,东证期货  ,7,-27,
20,东兴期货  ,29,27,20,上海浙石  ,48,8,20,平安期货  ,5,0,
合计,,2759,122,合计,,7697,-9,合计,,8060,98,
合约代码 ：fu2005                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,华泰期货  ,346841,109371,1,永安期货  ,13166,4084,1,中信期货  ,30082,1297,
2,兴证期货  ,132808,33139,2,华泰期货  ,11006,5871,2,银河期货  ,19527,1039,
3,光大期货  ,85189,17854,3,中信期货  ,8644,1486,3,永安期货  ,11418,1203,
4,东证期货  ,78805,29919,4,徽商期货  ,8614,193,4,中银国际  ,9025,14,
5,中信期货  ,69119,5439,5,国泰君安  ,8247,1143,5,南华期货  ,7191,-1136,
6,招商期货  ,68414,42531,6,南华期货  ,8199,4119,6,华泰期货  ,6710,582,
7,申万期货  ,67438,6226,7,中粮期货  ,7492,-49,7,方正中期  ,6459,1602,
8,南华期货  ,62671,30116,8,方正中期  ,7371,-121,8,国投安信  ,6367,3611,
9,海通期货  ,54144,5524,9,广发期货  ,6257,-191,9,东方财富  ,6028,1971,
10,方正中期  ,52541,14182,10,新湖期货  ,6002,-48,10,广发期货  ,5679,743,
11,东方财富  ,48313,12387,11,国元期货  ,4860,-445,11,国泰君安  ,5572,583,
12,国富期货  ,44205,15056,12,银河期货  ,4726,-23,12,海通期货  ,5410,-3319,
13,徽商期货  ,37414,-285,13,中信建投  ,4702,-56,13,申万期货  ,4565,315,
14,国投安信  ,32867,9488,14,光大期货  ,4501,1257,14,新湖期货  ,4454,-70,
15,华安期货  ,31693,5039,15,国投安信  ,4119,-316,15,徽商期货  ,3759,1297,
16,中信建投  ,29574,7961,16,瑞达期货  ,4086,357,16,华安期货  ,3667,413,
17,永安期货  ,25443,-4703,17,上海大陆  ,3761,-108,17,宝城期货  ,3268,1327,
18,国泰君安  ,23722,3114,18,华安期货  ,3752,-854,18,五矿经易  ,3137,159,
19,银河期货  ,19398,4711,19,国富期货  ,3386,-177,19,宏源期货  ,3055,284,
20,中辉期货  ,17876,-383,20,东证期货  ,3306,972,20,国贸期货  ,2882,2620,
合计,,1328475,346686,合计,,126197,17094,合计,,148255,14535,
合约代码 ：fu2006                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,华泰期货  ,18899,5297,1,华泰期货  ,13943,71,1,华泰期货  ,13115,82,
2,中信期货  ,6871,912,2,国投安信  ,7518,-30,2,国投安信  ,7488,40,
3,国投安信  ,4424,1211,3,国信期货  ,6788,422,3,国信期货  ,6415,402,
4,银河期货  ,3892,-402,4,宝城期货  ,5831,1161,4,宝城期货  ,5855,1156,
5,东证期货  ,3666,553,5,国泰君安  ,4029,-3,5,国泰君安  ,3747,-22,
6,国信期货  ,3634,831,6,上海中期  ,3463,181,6,上海中期  ,3204,68,
7,宝城期货  ,2405,741,7,海通期货  ,3225,127,7,海通期货  ,3085,-78,
8,东方财富  ,2213,445,8,永安期货  ,835,-626,8,中银国际  ,2502,-1,
9,海通期货  ,1777,643,9,中国国际  ,685,131,9,银河期货  ,2427,-99,
10,上海中期  ,1645,504,10,创元期货  ,401,115,10,中信期货  ,1820,-59,
11,国富期货  ,1548,-118,11,倍特期货  ,339,0,11,永安期货  ,381,12,
12,天富期货  ,1410,576,12,银河期货  ,321,-1,12,东证期货  ,354,120,
13,华闻期货  ,1254,122,13,光大期货  ,316,61,13,东方财富  ,327,184,
14,美尔雅    ,1231,97,14,东证期货  ,307,34,14,迈科期货  ,165,-49,
15,南华期货  ,1200,623,15,宏源期货  ,271,40,15,华闻期货  ,96,69,
16,迈科期货  ,1101,692,16,徽商期货  ,268,138,16,五矿经易  ,80,9,
17,永安期货  ,844,674,17,中信建投  ,258,9,17,申万期货  ,80,-13,
18,五矿经易  ,809,26,18,方正中期  ,252,-10,18,中信建投  ,78,9,
19,东航期货  ,787,339,19,华安期货  ,240,-11,19,华鑫期货  ,76,-2,
20,国金期货  ,762,394,20,格林大华  ,213,66,20,东航期货  ,62,-64,
合计,,60372,14160,合计,,49503,1875,合计,,51357,1764,
合约代码 ：fu2007                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,华泰期货  ,5630,1497,1,华泰期货  ,10683,14,1,华泰期货  ,10619,12,
2,宝城期货  ,1809,529,2,上海中期  ,7473,0,2,上海中期  ,7451,0,
3,国泰君安  ,1155,-448,3,宝城期货  ,6640,215,3,宝城期货  ,6512,214,
4,华闻期货  ,854,126,4,国信期货  ,6402,173,4,国信期货  ,6399,177,
5,迈科期货  ,724,478,5,国投安信  ,6134,92,5,国投安信  ,6313,105,
6,中信期货  ,698,-43,6,国泰君安  ,4602,520,6,国泰君安  ,4263,495,
7,国信期货  ,682,443,7,海通期货  ,3996,-8,7,海通期货  ,3951,-2,
8,南华期货  ,621,257,8,迈科期货  ,3175,364,8,中银国际  ,3427,0,
9,金瑞期货  ,576,108,9,中信期货  ,493,1,9,迈科期货  ,3151,354,
10,东证期货  ,397,86,10,方正中期  ,386,-109,10,创元期货  ,199,55,
11,国投安信  ,373,51,11,永安期货  ,317,47,11,中信期货  ,139,-1,
12,光大期货  ,270,40,12,倍特期货  ,317,0,12,浙商期货  ,132,-1,
13,国富期货  ,253,-41,13,银河期货  ,279,8,13,中大期货  ,120,36,
14,西部期货  ,220,-10,14,东航期货  ,255,13,14,徽商期货  ,119,24,
15,海通期货  ,200,72,15,浙商期货  ,216,-3,15,福能期货  ,106,10,
16,方正中期  ,179,133,16,光大期货  ,160,50,16,先锋期货  ,84,24,
17,华安期货  ,168,-20,17,兴业期货  ,150,29,17,瑞达期货  ,83,-4,
18,先锋期货  ,134,124,18,国元期货  ,139,-3,18,西南期货  ,70,2,
19,银河期货  ,133,-14,19,中辉期货  ,129,14,19,平安期货  ,57,6,
20,东航期货  ,132,16,20,中信建投  ,120,1,20,建信期货  ,56,2,
合计,,15208,3384,合计,,52066,1418,合计,,53251,1508,
商品名称 ：石油沥青            2020-02-19,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,1026026,604760,期货公司  ,370576,7079,期货公司  ,360576,7079,
非期货公司,0,0,非期货公司,0,0,非期货公司,10000,0,
合约代码 ：bu2006                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,108417,39041,1,永安期货  ,29006,-4131,1,银河期货  ,33692,1661,
2,申万期货  ,70942,56445,2,华泰期货  ,17505,-1275,2,浙商期货  ,29239,-212,
3,兴证期货  ,56858,30403,3,海通期货  ,16946,-4170,3,永安期货  ,23861,-1798,
4,东证期货  ,44515,28456,4,方正中期  ,16180,-484,4,盛达期货  ,21293,983,
5,中信期货  ,37364,21538,5,银河期货  ,14729,-5668,5,中信期货  ,19035,2958,
6,银河期货  ,35263,16380,6,广发期货  ,13607,213,6,华泰期货  ,15450,3491,
7,国富期货  ,30816,20975,7,一德期货  ,12906,757,7,申万期货  ,11735,800,
8,永安期货  ,23985,16226,8,国泰君安  ,9589,1958,8,一德期货  ,11581,-25,
9,华泰期货  ,22494,14250,9,申万期货  ,9363,2508,9,南华期货  ,9963,-141,
10,方正中期  ,19812,12340,10,浙商期货  ,8852,-241,10,国泰君安  ,9898,106,
11,徽商期货  ,19681,8197,11,中信期货  ,8723,1620,11,徽商期货  ,8216,863,
12,国投安信  ,19313,13126,12,国投安信  ,8180,1190,12,方正中期  ,7379,376,
13,五矿经易  ,18041,7779,13,南华期货  ,7905,4610,13,广发期货  ,6268,313,
14,国泰君安  ,15008,7898,14,国富期货  ,5706,1111,14,中财期货  ,6173,32,
15,东方财富  ,14691,9957,15,东证期货  ,5460,227,15,东证期货  ,5398,-986,
16,东吴期货  ,13879,10835,16,徽商期货  ,4974,756,16,国投安信  ,4791,733,
17,华安期货  ,13220,8603,17,中粮期货  ,4527,309,17,五矿经易  ,4269,154,
18,美尔雅    ,11725,6286,18,华闻期货  ,4440,323,18,国海良时  ,4075,14,
19,华闻期货  ,11711,8275,19,长江期货  ,4335,-311,19,鲁证期货  ,3808,59,
20,冠通期货  ,11646,6162,20,上海中期  ,4232,750,20,新湖期货  ,3660,-214,
合计,,599381,343172,合计,,207165,52,合计,,239784,9167,
商品名称 ：天然橡胶            2020-02-19,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,283244,-72992,期货公司  ,235316,181,期货公司  ,235316,181,
非期货公司,0,0,非期货公司,0,0,非期货公司,0,0,
合约代码 ：ru2005                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,37969,-2441,1,永安期货  ,7455,32,1,中信期货  ,17803,-773,
2,中信期货  ,16147,-2998,2,华泰期货  ,6683,-99,2,国投安信  ,12711,185,
3,东证期货  ,13470,-6645,3,方正中期  ,6003,-28,3,国泰君安  ,8048,-34,
4,国泰君安  ,8298,-4527,4,中信期货  ,5549,-204,4,永安期货  ,7748,140,
5,国贸期货  ,7530,-4363,5,国泰君安  ,5204,238,5,浙商期货  ,6638,56,
6,方正中期  ,7420,950,6,浙商期货  ,4023,92,6,广发期货  ,5200,-60,
7,华泰期货  ,5348,-583,7,银河期货  ,3718,23,7,华泰期货  ,5187,-103,
8,南华期货  ,4764,-1225,8,南华期货  ,3323,-120,8,海通期货  ,5180,289,
9,招商期货  ,4700,-292,9,申万期货  ,3174,-494,9,银河期货  ,5057,-114,
10,华安期货  ,4508,404,10,海通期货  ,3045,60,10,兴证期货  ,4745,69,
11,兴证期货  ,4438,-961,11,国投安信  ,3029,59,11,国贸期货  ,4593,70,
12,徽商期货  ,4032,-426,12,中粮期货  ,2957,42,12,东证期货  ,4421,-163,
13,五矿经易  ,3986,-651,13,东证期货  ,2936,-189,13,新湖期货  ,3630,14,
14,中辉期货  ,3593,-622,14,五矿经易  ,2749,-236,14,中大期货  ,3175,413,
15,平安期货  ,3525,-1080,15,东海期货  ,2699,9,15,宏源期货  ,2951,30,
16,申万期货  ,3086,118,16,光大期货  ,2665,24,16,大地期货  ,2733,98,
17,光大期货  ,2915,-1840,17,新湖期货  ,2647,33,17,南华期货  ,2723,-118,
18,金瑞期货  ,2892,-261,18,中辉期货  ,2584,315,18,五矿经易  ,2631,52,
19,银河期货  ,2767,-1365,19,徽商期货  ,2448,-380,19,长城期货  ,2491,3,
20,华闻期货  ,2634,-1272,20,广发期货  ,2399,60,20,中财期货  ,2401,-75,
合计,,144022,-30080,合计,,75290,-763,合计,,110066,-21,
合约代码 ：ru2009                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,14019,-2577,1,中银国际  ,2903,11,1,国投安信  ,6189,-6,
2,东证期货  ,4581,-1403,2,永安期货  ,2218,-257,2,瑞达期货  ,5233,18,
3,中信期货  ,3149,-777,3,徽商期货  ,1993,-58,3,海通期货  ,4788,281,
4,国富期货  ,2760,-2505,4,浙商期货  ,1936,-2,4,中信期货  ,3821,492,
5,华闻期货  ,1749,-1068,5,方正中期  ,1905,156,5,永安期货  ,3322,98,
6,上海中期  ,1171,352,6,银河期货  ,1739,37,6,国泰君安  ,3289,29,
7,徽商期货  ,1130,-610,7,中信期货  ,1689,95,7,中银国际  ,2928,-2,
8,方正中期  ,1111,-165,8,华泰期货  ,1679,49,8,广发期货  ,2757,-3,
9,浙商期货  ,1069,671,9,国泰君安  ,1595,29,9,大地期货  ,2735,-10,
10,国贸期货  ,1004,301,10,山金期货  ,1380,1,10,大有期货  ,2399,-48,
11,五矿经易  ,871,-152,11,南华期货  ,1335,69,11,国贸期货  ,2078,-435,
12,永安期货  ,843,-601,12,国投安信  ,1321,-67,12,华泰期货  ,1750,-17,
13,华安期货  ,830,63,13,中信建投  ,1165,-127,13,银河期货  ,1734,11,
14,国信期货  ,828,-324,14,申万期货  ,1160,-156,14,上海中期  ,1622,-6,
15,国投安信  ,775,-140,15,瑞达期货  ,1130,7,15,浙商期货  ,1467,769,
16,美尔雅    ,769,-166,16,海通期货  ,1110,80,16,南华期货  ,1315,29,
17,华泰期货  ,764,-2,17,广发期货  ,1089,22,17,建信期货  ,1129,10,
18,宏源期货  ,750,272,18,中辉期货  ,988,8,18,国海良时  ,1106,49,
19,安粮期货  ,735,-84,19,东证期货  ,970,-50,19,格林大华  ,1072,4,
20,西部期货  ,698,-342,20,大地期货  ,929,-2,20,一德期货  ,959,15,
合计,,39606,-9257,合计,,30234,-155,合计,,51693,1278,
合约代码 ：ru2101                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,152,84,1,国泰君安  ,657,0,1,广发期货  ,841,1,
2,中信期货  ,101,-171,2,徽商期货  ,551,-3,2,中信期货  ,711,8,
3,华泰期货  ,79,-69,3,银河期货  ,373,-5,3,五矿经易  ,555,-1,
4,国贸期货  ,61,57,4,华鑫期货  ,351,0,4,南华期货  ,503,0,
5,国富期货  ,59,-15,5,中财期货  ,314,1,5,格林大华  ,285,-5,
6,瑞达期货  ,54,-17,6,瑞达期货  ,201,0,6,浙商期货  ,244,24,
7,华闻期货  ,50,16,7,中信期货  ,200,-5,7,华泰期货  ,234,7,
8,中州期货  ,44,42,8,大地期货  ,194,-1,8,大地期货  ,219,0,
9,宝城期货  ,40,-13,9,新湖期货  ,112,-6,9,上海大陆  ,200,-11,
10,国泰君安  ,39,30,10,国贸期货  ,101,50,10,大有期货  ,200,0,
11,东吴期货  ,34,-349,11,鲁证期货  ,98,2,11,国贸期货  ,151,1,
12,兴证期货  ,33,15,12,一德期货  ,94,-2,12,国富期货  ,98,-23,
13,天富期货  ,30,-52,13,广发期货  ,88,3,13,建信期货  ,90,1,
14,申万期货  ,25,-51,14,宏源期货  ,85,6,14,东证期货  ,87,12,
15,浙商期货  ,25,-35,15,东证期货  ,80,-2,15,新纪元    ,82,6,
16,五矿经易  ,23,9,16,华融期货  ,80,10,16,中财期货  ,81,0,
17,格林大华  ,21,-56,17,方正中期  ,79,1,17,兴证期货  ,46,17,
18,国投安信  ,19,-19,18,兴业期货  ,72,1,18,天风期货  ,42,2,
19,中辉期货  ,19,1,19,永安期货  ,66,-12,19,瑞达期货  ,40,0,
20,新湖期货  ,17,-20,20,国信期货  ,65,0,20,新湖期货  ,34,-1,
合计,,925,-613,合计,,3861,38,合计,,4743,38,
合约代码 ：nr2003                        2020-02-19,
名次,期货公司会员/境外特殊经纪参与者简称,成交量,比上交易日增减,名次,期货公司会员/境外特殊经纪参与者简称,持买单量,比上交易日增减,名次,期货公司会员/境外特殊经纪参与者简称,持卖单量,比上交易日增减/变化,
1,中信期货  ,260,-58,1,银河期货  ,550,-17,1,上海中期  ,430,0,
2,光大期货  ,40,-77,2,中信期货  ,500,-143,2,浙商期货  ,371,0,
3,大地期货  ,34,25,3,建信期货  ,396,10,3,永安期货  ,308,0,
4,银河期货  ,31,-47,4,广发期货  ,376,-2,4,国投安信  ,246,0,
5,西部期货  ,21,-35,5,浙商期货  ,205,0,5,东证期货  ,234,0,
6,国贸期货  ,20,-88,6,一德期货  ,128,0,6,新湖期货  ,200,0,
7,永安期货  ,20,20,7,永安期货  ,118,20,7,银河期货  ,193,0,
8,华泰期货  ,19,-30,8,兴证期货  ,105,0,8,国贸期货  ,186,-20,
9,国投安信  ,14,-65,9,东证期货  ,91,-10,9,瑞达期货  ,185,0,
10,建信期货  ,10,0,10,鲁证期货  ,75,0,10,大地期货  ,179,-32,
11,东证期货  ,10,-4,11,国富期货  ,52,0,11,广发期货  ,120,0,
12,瑞达期货  ,4,4,12,华泰期货  ,49,-1,12,国泰君安  ,102,-1,
13,申万期货  ,4,4,13,国投安信  ,40,0,13,华泰期货  ,50,-18,
14,中州期货  ,4,2,14,信达期货  ,40,0,14,光大期货  ,40,-8,
15,华安期货  ,3,-4,15,大地期货  ,21,0,15,中信期货  ,28,-37,
16,国信期货  ,3,3,16,光大期货  ,20,20,16,南华期货  ,8,0,
17,方正中期  ,2,2,17,方正中期  ,16,-1,17,西部期货  ,5,3,
18,广发期货  ,2,-144,18,国泰君安  ,14,0,18,方正中期  ,2,-1,
19,国泰君安  ,1,1,19,中辉期货  ,13,0,19,首创期货  ,2,0,
20,中信建投  ,1,-4,20,中财期货  ,12,0,20,国富期货  ,2,0,
合计,,503,-495,合计,,2821,-124,合计,,2891,-114,
商品名称 ：纸浆                2020-02-19,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,89478,-15456,期货公司  ,110428,787,期货公司  ,110428,787,
非期货公司,0,0,非期货公司,0,0,非期货公司,0,0,
合约代码 ：sp2005                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,华泰期货  ,13615,-2756,1,国泰君安  ,6335,-153,1,永安期货  ,16455,199,
2,方正中期  ,8059,99,2,鲁证期货  ,5024,-60,2,国投安信  ,13052,-145,
3,东证期货  ,4451,-1321,3,中信期货  ,4409,13,3,国贸期货  ,5602,21,
4,美尔雅    ,4407,1749,4,华泰期货  ,3800,170,4,中信期货  ,4678,8,
5,兴证期货  ,3255,-337,5,东证期货  ,3639,-6,5,浙商期货  ,3707,-158,
6,中信期货  ,2817,-367,6,中粮期货  ,3148,-1,6,一德期货  ,3634,-1,
7,招商期货  ,2670,-18,7,永安期货  ,2953,48,7,东证期货  ,3519,103,
8,银河期货  ,2497,-168,8,华安期货  ,2732,-8,8,大地期货  ,3517,42,
9,海通期货  ,2025,-373,9,东海期货  ,2524,-203,9,华泰期货  ,3293,-669,
10,天富期货  ,1893,-587,10,方正中期  ,2416,186,10,建信期货  ,3115,12,
11,华安期货  ,1794,-548,11,浙商期货  ,2256,493,11,南华期货  ,2729,234,
12,国富期货  ,1657,-1515,12,新湖期货  ,1997,-11,12,中财期货  ,2332,101,
13,国泰君安  ,1412,-476,13,广发期货  ,1978,26,13,新湖期货  ,2227,-48,
14,申万期货  ,1352,-2158,14,南华期货  ,1796,-143,14,银河期货  ,2090,-49,
15,徽商期货  ,1347,-137,15,英大期货  ,1657,13,15,广发期货  ,1824,67,
16,东方财富  ,1219,-9,16,建信期货  ,1633,2,16,东兴期货  ,1802,-1,
17,南华期货  ,1009,-207,17,银河期货  ,1593,-860,17,兴证期货  ,1416,62,
18,国投安信  ,1005,-545,18,国投安信  ,1557,6,18,中金期货  ,1345,-36,
19,浙商期货  ,941,434,19,中财期货  ,1549,-11,19,华安期货  ,1280,112,
20,华鑫期货  ,885,-61,20,徽商期货  ,1529,-2,20,徽商期货  ,1104,-15,
合计,,58310,-9301,合计,,54525,-501,合计,,78721,-161,
