

商品名称 ：铜                  2020-02-19,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,200097,-18534,期货公司  ,344196,4569,期货公司  ,338405,4584,
非期货公司,879,-824,非期货公司,2068,-49,非期货公司,7859,-64,
合约代码 ：cu2003                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
12,宏源期货  ,207,-136,12,中大期货  ,158,0,12,一德期货  ,451,-84,
13,中辉期货  ,139,30,13,永安期货  ,152,19,13,申万期货  ,442,-20,
14,申万期货  ,132,25,14,通惠期货  ,147,32,14,国贸期货  ,380,0,
15,国投安信  ,130,32,15,国信期货  ,140,-4,15,华泰期货  ,379,-74,
16,一德期货  ,126,96,16,中粮期货  ,132,3,16,迈科期货  ,281,0,
17,南华期货  ,122,-7,17,先锋期货  ,131,0,17,东吴期货  ,276,0,
18,国信期货  ,111,43,18,银河期货  ,127,-1,18,银河期货  ,261,0,
19,国联期货  ,100,99,19,申万期货  ,125,24,19,铜冠金源  ,240,0,
20,广州期货  ,80,75,20,招商期货  ,120,11,20,东证期货  ,238,-34,
合计,,5662,482,合计,,15272,-174,合计,,16255,299,
商品名称 ：铅                  2020-02-19,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,32906,-4580,期货公司  ,44101,-931,期货公司  ,44101,-931,
非期货公司,0,0,非期货公司,0,0,非期货公司,0,0,
合约代码 ：pb2003                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,1374,-19,1,中信期货  ,1170,-62,1,南华期货  ,1418,0,
2,国泰君安  ,559,272,2,海通期货  ,1007,-9,2,中信期货  ,1300,-24,
3,安粮期货  ,553,306,3,国海良时  ,518,-70,3,海通期货  ,1228,-209,
4,方正中期  ,455,-568,4,银河期货  ,513,-37,4,永安期货  ,954,-4,
5,华闻期货  ,440,-604,5,方正中期  ,511,-126,5,首创期货  ,914,0,
6,五矿经易  ,412,-12,6,中大期货  ,511,-9,6,方正中期  ,864,-237,
7,弘业期货  ,405,388,7,兴业期货  ,505,-64,7,一德期货  ,768,-20,
8,中信期货  ,328,-734,8,一德期货  ,460,177,8,东证期货  ,419,-120,
9,银河期货  ,300,80,9,迈科期货  ,389,6,9,金汇期货  ,260,21,
10,天富期货  ,278,210,10,五矿经易  ,338,38,10,中粮期货  ,259,-32,
11,国投安信  ,260,-174,11,永安期货  ,316,-7,11,国贸期货  ,181,-1,
12,东证期货  ,253,71,12,东证期货  ,316,-13,12,五矿经易  ,174,-46,
13,一德期货  ,243,100,13,华泰期货  ,289,-27,13,美尔雅    ,160,-12,
14,国富期货  ,180,36,14,南华期货  ,275,-37,14,鲁证期货  ,121,-6,
15,中辉期货  ,176,53,15,兴证期货  ,230,16,15,金瑞期货  ,115,58,
16,西部期货  ,165,-47,16,安粮期货  ,229,3,16,海证期货  ,111,0,
17,鲁证期货  ,126,93,17,瑞达期货  ,219,2,17,国富期货  ,104,-6,
18,美尔雅    ,112,-119,18,广发期货  ,205,-81,18,瑞达期货  ,98,-2,
19,兴业期货  ,98,98,19,华闻期货  ,173,109,19,华泰期货  ,92,-15,
20,广发期货  ,94,69,20,上海中期  ,146,0,20,国泰君安  ,84,-247,
合计,,6811,-501,合计,,8320,-191,合计,,9624,-902,
合约代码 ：pb2004                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,2657,-836,1,中信期货  ,3974,296,1,中信期货  ,2896,-188,
2,中信期货  ,1604,-461,2,方正中期  ,1268,15,2,国投安信  ,2463,25,
3,东证期货  ,1467,347,3,东证期货  ,1207,-400,3,永安期货  ,2273,-122,
4,五矿经易  ,721,32,4,华泰期货  ,1055,59,4,华泰期货  ,2029,-8,
5,华闻期货  ,679,-67,5,兴业期货  ,978,-9,5,国泰君安  ,1478,38,
6,国泰君安  ,640,-49,6,南华期货  ,826,96,6,银河期货  ,1300,-66,
7,方正中期  ,621,-444,7,申万期货  ,792,-20,7,首创期货  ,905,4,
8,兴证期货  ,566,65,8,宏源期货  ,712,44,8,海通期货  ,857,286,
9,华安期货  ,557,-335,9,海通期货  ,705,-53,9,南华期货  ,728,-163,
10,国富期货  ,486,274,10,云晨期货  ,684,208,10,东证期货  ,687,149,
11,弘业期货  ,481,-61,11,鲁证期货  ,666,13,11,兴证期货  ,498,-72,
12,银河期货  ,457,-282,12,银河期货  ,617,-51,12,方正中期  ,457,-40,
13,金瑞期货  ,435,371,13,平安期货  ,542,19,13,一德期货  ,378,12,
14,国投安信  ,417,5,14,建信期货  ,500,23,14,五矿经易  ,335,-1,
15,南华期货  ,393,-705,15,五矿经易  ,460,74,15,国信期货  ,331,-154,
16,华泰期货  ,361,-120,16,广发期货  ,455,-31,16,国富期货  ,322,-34,
17,西南期货  ,354,-14,17,瑞达期货  ,427,5,17,混沌天成  ,283,-23,
18,铜冠金源  ,326,29,18,中信建投  ,367,-9,18,中金期货  ,272,-3,
19,国信期货  ,308,-40,19,西南期货  ,360,-120,19,鲁证期货  ,239,-43,
20,上海中期  ,306,27,20,金瑞期货  ,338,180,20,华闻期货  ,216,105,
合计,,13836,-2264,合计,,16933,339,合计,,18947,-298,
商品名称 ：镍                  2020-02-19,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,823559,-146035,期货公司  ,280191,675,期货公司  ,280084,284,
非期货公司,525,487,非期货公司,1020,-120,非期货公司,1127,271,
合约代码 ：ni2003                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,中信期货  ,3679,1505,1,五矿经易  ,1718,-5,1,中信期货  ,3242,-292,
2,华泰期货  ,2711,529,2,华泰期货  ,1250,-137,2,国贸期货  ,2221,-178,
3,海通期货  ,1986,837,3,银河期货  ,1139,-1022,3,国投安信  ,1827,-100,
4,银河期货  ,1679,869,4,中信期货  ,1119,-1737,4,五矿经易  ,1407,-288,
5,五矿经易  ,1639,-667,5,信达期货  ,1096,-7,5,建信期货  ,1194,-273,
6,东证期货  ,1309,-473,6,东证期货  ,993,104,6,广发期货  ,1174,-352,
7,华闻期货  ,1196,452,7,一德期货  ,982,293,7,海通期货  ,948,-1287,
8,首创期货  ,1126,912,8,华闻期货  ,890,-700,8,华泰期货  ,881,-134,
9,国贸期货  ,963,378,9,永安期货  ,812,63,9,东兴期货  ,871,-1,
10,上海中期  ,763,-374,10,格林大华  ,687,8,10,国泰君安  ,853,-351,
11,国投安信  ,655,-184,11,中粮期货  ,627,-281,11,迈科期货  ,732,0,
12,广发期货  ,648,264,12,金瑞期货  ,558,-143,12,东证期货  ,609,-213,
13,国泰君安  ,630,87,13,平安期货  ,518,-19,13,永安期货  ,504,-14,
14,光大期货  ,584,-147,14,建信期货  ,475,36,14,银河期货  ,496,-73,
15,兴证期货  ,533,287,15,中信建投  ,414,-47,15,中银国际  ,460,0,
16,方正中期  ,526,-469,16,国泰君安  ,373,-51,16,中粮期货  ,459,0,
17,建信期货  ,471,-175,17,东方财富  ,371,7,17,瑞达期货  ,442,-268,
18,一德期货  ,435,-285,18,浙商期货  ,329,-5,18,申万期货  ,432,-28,
19,西部期货  ,407,-177,19,鲁证期货  ,317,71,19,大有期货  ,401,-3,
20,瑞达期货  ,382,-264,20,方正中期  ,304,-14,20,格林大华  ,345,-2,
合计,,22322,2905,合计,,14972,-3586,合计,,19498,-3857,
合约代码 ：ni2004                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,华泰期货  ,41466,-7193,1,中信期货  ,12714,110,1,中信期货  ,17210,-29,
2,中信期货  ,20533,-9553,2,华泰期货  ,7230,-2966,2,海通期货  ,8469,3802,
3,海通期货  ,16575,-1148,3,东证期货  ,5420,-707,3,浙商期货  ,7598,-96,
4,方正中期  ,16469,-4165,4,浙商期货  ,5232,-193,4,国贸期货  ,6684,-26,
5,东证期货  ,14288,-5706,5,五矿经易  ,4917,-210,5,华泰期货  ,5591,224,
6,华闻期货  ,10534,-1432,6,永安期货  ,4888,-30,6,东证期货  ,4743,805,
7,华安期货  ,9550,-2566,7,广发期货  ,4425,-682,7,光大期货  ,4708,64,
8,银河期货  ,9393,-6611,8,中粮期货  ,3734,-344,8,方正中期  ,3770,-73,
9,国泰君安  ,9208,-4519,9,国投安信  ,3565,65,9,南华期货  ,3596,-247,
10,徽商期货  ,9004,-7973,10,海通期货  ,3513,-251,10,国投安信  ,3580,78,
11,国投安信  ,7997,-1136,11,南华期货  ,3483,47,11,瑞达期货  ,3337,-119,
12,平安期货  ,7572,-3001,12,银河期货  ,3312,-137,12,招商期货  ,3202,-200,
13,中辉期货  ,6668,-4313,13,鲁证期货  ,3272,284,13,五矿经易  ,3126,7,
14,光大期货  ,6402,-3913,14,申万期货  ,3046,22,14,国泰君安  ,2988,203,
15,东方财富  ,6050,-2083,15,方正中期  ,2843,900,15,大地期货  ,2859,-10,
16,东海期货  ,5792,670,16,光大期货  ,2712,14,16,中粮期货  ,2555,2,
17,申万期货  ,5772,-2303,17,东亚期货  ,2492,505,17,一德期货  ,2518,397,
18,广发期货  ,5732,-1725,18,金瑞期货  ,2113,113,18,银河期货  ,2479,194,
19,五矿经易  ,5695,-3182,19,华闻期货  ,1871,997,19,广发期货  ,2306,-26,
20,南华期货  ,5468,-1569,20,格林大华  ,1775,-45,20,信达期货  ,2050,-62,
合计,,220168,-73421,合计,,82557,-2508,合计,,93369,4888,
合约代码 ：ni2005                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,华泰期货  ,9844,-4598,1,中信期货  ,3949,-313,1,中信期货  ,8229,-97,
2,中信期货  ,6680,-1552,2,建信期货  ,3876,44,2,国贸期货  ,5271,-2,
3,五矿经易  ,4578,-2152,3,方正中期  ,2977,142,3,瑞达期货  ,4490,-5,
4,徽商期货  ,3096,-2404,4,申万期货  ,2803,113,4,永安期货  ,4039,216,
5,海通期货  ,2429,-429,5,五矿经易  ,2781,138,5,广发期货  ,3755,93,
6,方正中期  ,2414,-1124,6,中粮期货  ,2730,19,6,光大期货  ,3458,2,
7,华闻期货  ,2410,-1120,7,东亚期货  ,2474,378,7,浙商期货  ,3432,-22,
8,东证期货  ,2145,-1769,8,英大期货  ,2230,18,8,大地期货  ,2872,-8,
9,国投安信  ,1628,-37,9,永安期货  ,2217,124,9,五矿经易  ,2365,-210,
10,银河期货  ,1469,-914,10,广发期货  ,1697,-166,10,建信期货  ,2117,350,
11,国信期货  ,1459,-1124,11,徽商期货  ,1620,-162,11,信达期货  ,1793,6,
12,广发期货  ,1407,-13,12,国泰君安  ,1514,-327,12,中国国际  ,1605,14,
13,国泰君安  ,1397,-210,13,新湖期货  ,1462,-708,13,兴业期货  ,1404,0,
14,南华期货  ,1382,-180,14,长江期货  ,1401,11,14,华闻期货  ,1400,-161,
15,永安期货  ,1364,-568,15,中国国际  ,1379,9,15,东证期货  ,1274,31,
16,华安期货  ,1268,-327,16,银河期货  ,1375,119,16,华泰期货  ,1260,-59,
17,金瑞期货  ,1263,-210,17,华泰期货  ,1174,307,17,新湖期货  ,1170,-7,
18,东亚期货  ,1210,-2949,18,瑞达期货  ,1143,-178,18,金瑞期货  ,1047,-3,
19,东方财富  ,1114,-403,19,迈科期货  ,1065,3,19,国信期货  ,1045,-13,
20,浙商期货  ,1103,-1730,20,中信建投  ,934,141,20,国投安信  ,1030,-92,
合计,,49660,-23813,合计,,40801,-288,合计,,53056,33,
合约代码 ：ni2006                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,中信期货  ,35989,16097,1,瑞达期货  ,3082,10,1,浙商期货  ,6100,13,
2,华泰期货  ,35804,12275,2,方正中期  ,3016,438,2,瑞达期货  ,3002,2,
3,五矿经易  ,23141,2635,3,海通期货  ,2684,15,3,中国国际  ,2761,505,
4,银河期货  ,21251,1621,4,迈科期货  ,2508,-1,4,国贸期货  ,2192,84,
5,南华期货  ,16380,15442,5,浙商期货  ,2186,29,5,海通期货  ,2188,124,
6,平安期货  ,15270,13423,6,东亚期货  ,1424,16,6,大地期货  ,2051,0,
7,海通期货  ,10075,403,7,格林大华  ,1365,-42,7,方正中期  ,2040,-200,
8,徽商期货  ,9412,1054,8,国信期货  ,1143,-230,8,广发期货  ,1572,-399,
9,华安期货  ,9111,-239,9,上海中期  ,1123,476,9,一德期货  ,1431,166,
10,方正中期  ,7704,-7,10,广发期货  ,1044,-46,10,天风期货  ,1245,30,
11,东证期货  ,5739,1192,11,银河期货  ,979,248,11,永安期货  ,1203,-8,
12,华闻期货  ,5238,-793,12,东证期货  ,864,223,12,华泰期货  ,1060,127,
13,金瑞期货  ,4755,-6628,13,徽商期货  ,857,94,13,中钢期货  ,751,747,
14,安粮期货  ,4665,723,14,中信期货  ,825,161,14,新湖期货  ,604,-43,
15,国泰君安  ,4546,-603,15,永安期货  ,790,75,15,五矿经易  ,595,71,
16,东航期货  ,3993,186,16,五矿经易  ,715,-110,16,东亚期货  ,581,311,
17,西部期货  ,3698,-449,17,创元期货  ,529,-3,17,银河期货  ,497,57,
18,国投安信  ,3685,-1467,18,中信建投  ,528,14,18,宝城期货  ,464,37,
19,中辉期货  ,3636,1134,19,宏源期货  ,460,58,19,东证期货  ,350,62,
20,美尔雅    ,3615,-153,20,鲁证期货  ,405,-51,20,东兴期货  ,305,0,
合计,,227707,55846,合计,,26527,1374,合计,,30992,1686,
商品名称 ：锡                  2020-02-19,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,15114,-20220,期货公司  ,59301,267,期货公司  ,59301,267,
非期货公司,0,0,非期货公司,0,0,非期货公司,0,0,
合约代码 ：sn2005                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,中信期货  ,160,-9,1,大有期货  ,1159,17,1,首创期货  ,1785,-9,
2,瑞达期货  ,128,34,2,五矿经易  ,977,-50,2,中信期货  ,1108,-24,
3,摩根大通  ,107,12,3,国都期货  ,598,0,3,东证期货  ,582,8,
4,五矿经易  ,105,41,4,国泰君安  ,479,-32,4,光大期货  ,558,-1,
5,华闻期货  ,104,-72,5,兴业期货  ,412,0,5,中粮期货  ,335,-3,
6,国泰君安  ,96,5,6,金瑞期货  ,358,0,6,国泰君安  ,246,-4,
7,方正中期  ,74,-124,7,摩根大通  ,343,107,7,东海期货  ,206,-1,
8,兴证期货  ,63,56,8,中信期货  ,325,0,8,银河期货  ,193,-3,
9,大有期货  ,49,40,9,中信建投  ,319,-1,9,格林大华  ,177,0,
10,西部期货  ,44,-44,10,海通期货  ,240,0,10,兴证期货  ,171,-33,
11,恒泰期货  ,42,42,11,中粮期货  ,195,-5,11,华泰期货  ,135,-16,
12,东证期货  ,40,-11,12,方正中期  ,183,0,12,瑞达期货  ,112,66,
13,银河期货  ,38,-22,13,东证期货  ,154,0,13,建信期货  ,108,0,
14,华安期货  ,38,8,14,广发期货  ,154,0,14,中国国际  ,105,0,
15,永安期货  ,35,28,15,南华期货  ,152,0,15,大有期货  ,87,30,
16,一德期货  ,35,-79,16,永安期货  ,107,-6,16,金瑞期货  ,86,-5,
17,国元期货  ,34,-1,17,迈科期货  ,103,0,17,南华期货  ,84,9,
18,徽商期货  ,32,14,18,首创期货  ,77,-3,18,一德期货  ,83,11,
19,华泰期货  ,31,-39,19,鲁证期货  ,50,0,19,广发期货  ,72,-3,
20,国贸期货  ,30,4,20,弘业期货  ,43,-10,20,国海良时  ,52,0,
合计,,1285,-117,合计,,6428,17,合计,,6285,22,
合约代码 ：sn2006                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,1541,-1212,1,中信期货  ,5382,84,1,中信期货  ,4981,-12,
2,中信期货  ,1032,-687,2,东证期货  ,2485,16,2,海通期货  ,3041,-111,
3,方正中期  ,852,-986,3,国泰君安  ,2471,47,3,东证期货  ,3008,13,
4,申万期货  ,603,-103,4,申万期货  ,2467,23,4,五矿经易  ,2846,45,
5,光大期货  ,431,-489,5,海通期货  ,2389,-130,5,国泰君安  ,2458,-24,
6,东证期货  ,421,-775,6,金瑞期货  ,2169,-12,6,申万期货  ,2437,-6,
7,天富期货  ,388,-676,7,国投安信  ,1893,19,7,中信建投  ,2186,12,
8,弘业期货  ,367,-22,8,恒泰期货  ,1885,-120,8,恒泰期货  ,1883,-119,
9,南华期货  ,366,-531,9,中信建投  ,1879,0,9,南华期货  ,1878,-1,
10,恒泰期货  ,297,-263,10,南华期货  ,1840,-11,10,国投安信  ,1861,14,
11,华泰期货  ,278,-445,11,光大期货  ,1827,-54,11,弘业期货  ,1762,50,
12,银河期货  ,260,-348,12,弘业期货  ,1730,7,12,国贸期货  ,1675,-48,
13,美尔雅    ,238,-505,13,国贸期货  ,1728,-23,13,浙商期货  ,1669,4,
14,国贸期货  ,237,-13,14,华泰期货  ,1727,14,14,光大期货  ,1661,-67,
15,迈科期货  ,220,-79,15,浙商期货  ,1656,0,15,华泰期货  ,1657,10,
16,国泰君安  ,213,-291,16,云晨期货  ,972,-22,16,大有期货  ,971,0,
17,华安期货  ,184,-481,17,中国国际  ,735,-1,17,新湖期货  ,654,39,
18,国信期货  ,168,-105,18,新湖期货  ,683,57,18,金瑞期货  ,538,2,
19,中信建投  ,160,-39,19,瑞达期货  ,534,0,19,中国国际  ,483,-2,
20,徽商期货  ,148,-469,20,广发期货  ,310,4,20,方正中期  ,389,7,
合计,,8404,-8519,合计,,36762,-102,合计,,38038,-194,
合约代码 ：sn2007                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,362,227,1,东吴期货  ,1488,0,1,海通期货  ,1612,156,
2,恒泰期货  ,352,268,2,中信期货  ,1444,36,2,东吴期货  ,1495,-1,
3,方正中期  ,242,-381,3,海通期货  ,1408,152,3,中信期货  ,1438,21,
4,中信期货  ,189,-278,4,恒泰期货  ,1386,132,4,恒泰期货  ,1387,132,
5,华闻期货  ,137,-265,5,南华期货  ,1300,49,5,南华期货  ,1300,49,
6,南华期货  ,126,-100,6,国贸期货  ,999,-24,6,国贸期货  ,1018,-11,
7,国贸期货  ,93,-2,7,东证期货  ,676,11,7,东证期货  ,744,11,
8,迈科期货  ,66,-32,8,国投安信  ,656,24,8,国投安信  ,656,23,
9,天富期货  ,62,-86,9,国泰君安  ,524,1,9,国泰君安  ,562,3,
10,国投安信  ,47,-183,10,中信建投  ,452,23,10,中信建投  ,454,23,
11,大地期货  ,47,-96,11,方正中期  ,422,0,11,华泰期货  ,144,7,
12,中信建投  ,46,-30,12,华泰期货  ,144,12,12,五矿经易  ,139,1,
13,新湖期货  ,45,-9,13,五矿经易  ,89,-1,13,格林大华  ,79,0,
14,弘业期货  ,43,-209,14,广发期货  ,81,0,14,银河期货  ,71,0,
15,银河期货  ,34,-119,15,金瑞期货  ,60,1,15,弘业期货  ,28,-1,
16,中融汇信  ,28,-84,16,银河期货  ,39,-12,16,海证期货  ,22,0,
17,五矿经易  ,24,-72,17,弘业期货  ,38,-2,17,兴证期货  ,19,0,
18,中辉期货  ,24,-48,18,中衍期货  ,15,0,18,新湖期货  ,18,-8,
19,国泰君安  ,22,-78,19,华金期货  ,10,0,19,光大期货  ,15,5,
20,东证期货  ,22,-269,20,新湖期货  ,10,1,20,金瑞期货  ,14,-1,
合计,,2011,-1846,合计,,11241,403,合计,,11215,409,
商品名称 ：黄金                2020-02-19,
会员类别,总成交量,比上交易日增减,会员类别,总持买单量,比上交易日增减,会员类别,总持卖单量,比上交易日增减,
期货公司  ,181967,62553,期货公司  ,161653,4590,期货公司  ,81480,2733,
非期货公司,9449,-5027,非期货公司,133222,-1343,非期货公司,213395,514,
合约代码 ：au2004                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,2354,899,1,中信期货  ,1512,-98,1,东证期货  ,1128,5,
2,宏源期货  ,794,448,2,东证期货  ,989,11,2,云晨期货  ,908,0,
3,新湖期货  ,510,278,3,银河期货  ,601,13,3,中粮期货  ,752,0,
4,国投安信  ,352,166,4,方正中期  ,478,-47,4,招金期货  ,293,-162,
5,中信期货  ,293,107,5,中钢期货  ,386,0,5,中辉期货  ,260,1,
6,国信期货  ,287,52,6,中金期货  ,328,-6,6,上海中期  ,237,74,
7,国泰君安  ,238,191,7,国泰君安  ,304,144,7,方正中期  ,226,-15,
8,国贸期货  ,219,211,8,中粮期货  ,266,52,8,新湖期货  ,210,59,
9,东证期货  ,190,173,9,招金期货  ,262,-7,9,中信期货  ,182,19,
10,招金期货  ,179,176,10,国贸期货  ,256,-199,10,五矿经易  ,151,0,
11,西部期货  ,154,50,11,海通期货  ,239,32,11,浙商期货  ,94,-4,
12,银河期货  ,127,13,12,国富期货  ,233,43,12,申万期货  ,84,-34,
13,招商期货  ,120,65,13,永安期货  ,221,1,13,海通期货  ,80,8,
14,中辉期货  ,106,2,14,中信建投  ,183,12,14,国金期货  ,75,-1,
15,华闻期货  ,101,-20,15,建信期货  ,182,4,15,国泰君安  ,67,2,
16,瑞达期货  ,100,31,16,格林大华  ,169,0,16,国信期货  ,57,0,
17,中粮期货  ,92,51,17,中原期货  ,166,0,17,招商期货  ,55,32,
18,申万期货  ,91,50,18,申万期货  ,162,-41,18,铜冠金源  ,50,0,
19,浙商期货  ,85,75,19,中国国际  ,135,0,19,迈科期货  ,48,4,
20,方正中期  ,80,54,20,南华期货  ,117,5,20,银河期货  ,48,24,
合计,,6472,3072,合计,,7189,-81,合计,,5005,12,
合约代码 ：au2006                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,38861,12761,1,中信期货  ,15093,224,1,国泰君安  ,4401,43,
2,中信期货  ,12202,2991,2,国泰君安  ,10228,819,2,招金期货  ,3405,528,
3,东证期货  ,5849,980,3,永安期货  ,7431,39,3,东证期货  ,2889,265,
4,国信期货  ,5153,2284,4,海通期货  ,6603,251,4,国贸期货  ,1837,106,
5,国泰君安  ,4250,1742,5,东证期货  ,4565,50,5,广发期货  ,1644,49,
6,国投安信  ,4056,305,6,银河期货  ,4106,149,6,铜冠金源  ,1615,193,
7,平安期货  ,3908,2841,7,国贸期货  ,3502,-56,7,中信期货  ,1566,30,
8,招商期货  ,3449,2919,8,方正中期  ,3480,526,8,金瑞期货  ,1560,-37,
9,国富期货  ,3125,530,9,中衍期货  ,3259,79,9,五矿经易  ,1493,176,
10,华闻期货  ,2863,475,10,华安期货  ,2871,249,10,道通期货  ,1434,-34,
11,华泰期货  ,2603,228,11,国投安信  ,2842,-22,11,上海中期  ,1200,59,
12,兴证期货  ,2576,1027,12,中粮期货  ,2708,1010,12,平安期货  ,1163,40,
13,东方财富  ,2558,982,13,华泰期货  ,2529,232,13,新湖期货  ,1141,42,
14,徽商期货  ,2413,803,14,平安期货  ,2507,-346,14,方正中期  ,1099,266,
15,方正中期  ,2206,980,15,新湖期货  ,2431,-22,15,永安期货  ,1050,-29,
16,新湖期货  ,1876,1023,16,申万期货  ,2418,-104,16,银河期货  ,1037,118,
17,银河期货  ,1851,715,17,广发期货  ,2402,72,17,国投安信  ,1019,34,
18,金瑞期货  ,1838,313,18,招金期货  ,2127,-159,18,鲁证期货  ,964,16,
19,宏源期货  ,1558,204,19,兴证期货  ,2019,-78,19,中辉期货  ,874,-80,
20,五矿经易  ,1555,637,20,山金期货  ,1815,44,20,申万期货  ,868,19,
合计,,104750,34740,合计,,84936,2957,合计,,32259,1804,
合约代码 ：au2008                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,海通期货  ,4734,1175,1,中信建投  ,1287,-1,1,中信期货  ,2288,6,
2,中信期货  ,907,308,2,永安期货  ,1010,6,2,银河期货  ,1405,8,
3,国投安信  ,827,357,3,银河期货  ,835,-6,3,中信建投  ,1329,-2,
4,天富期货  ,736,-142,4,国泰君安  ,820,-1,4,申万期货  ,827,-96,
5,华闻期货  ,639,217,5,申万期货  ,819,-98,5,国泰君安  ,785,23,
6,宏源期货  ,593,29,6,上海大陆  ,723,-1,6,方正中期  ,678,41,
7,国信期货  ,518,168,7,方正中期  ,693,61,7,格林大华  ,608,1,
8,新湖期货  ,500,121,8,中信期货  ,622,79,8,云晨期货  ,601,32,
9,迈科期货  ,493,393,9,格林大华  ,607,0,9,国贸期货  ,529,-201,
10,中辉期货  ,364,70,10,国贸期货  ,453,0,10,中粮期货  ,452,32,
11,申万期货  ,308,-146,11,东证期货  ,364,60,11,东证期货  ,430,139,
12,东证期货  ,279,250,12,迈科期货  ,222,-3,12,迈科期货  ,325,-2,
13,西部期货  ,215,61,13,广发期货  ,202,-1,13,华龙期货  ,235,41,
14,国贸期货  ,203,103,14,上海中期  ,81,20,14,五矿经易  ,153,-8,
15,建信期货  ,196,58,15,海通期货  ,68,0,15,东兴期货  ,141,0,
16,光大期货  ,169,59,16,国信期货  ,68,1,16,西部期货  ,125,3,
17,国泰君安  ,164,17,17,东海期货  ,61,11,17,浙商期货  ,117,1,
18,中信建投  ,143,72,18,南华期货  ,48,-1,18,华泰期货  ,86,-21,
19,方正中期  ,128,62,19,五矿经易  ,34,3,19,中辉期货  ,81,69,
20,银河期货  ,120,-30,20,国富期货  ,31,21,20,海通期货  ,68,6,
合计,,12236,3202,合计,,9048,150,合计,,11263,72,
合约代码 ：au2010                        2020-02-19,
名次,期货公司会员简称,成交量,比上交易日增减,名次,期货公司会员简称,持买单量,比上交易日增减,名次,期货公司会员简称,持卖单量,比上交易日增减/变化,
1,东吴期货  ,1732,1732,1,格林大华  ,1047,-62,1,格林大华  ,1046,-62,
2,中信期货  ,1114,481,2,申万期货  ,1015,24,2,申万期货  ,1001,14,
3,华闻期货  ,1079,761,3,中信期货  ,991,-2,3,东吴期货  ,852,-866,
4,海通期货  ,978,122,4,东吴期货  ,869,-866,4,银河期货  ,726,-59,
5,迈科期货  ,430,240,5,银河期货  ,724,-68,5,国泰君安  ,635,1,
6,申万期货  ,182,-90,6,国泰君安  ,659,1,6,中信建投  ,500,58,
7,银河期货  ,179,156,7,方正中期  ,433,25,7,方正中期  ,436,29,
8,方正中期  ,156,83,8,中信建投  ,353,42,8,中信期货  ,412,4,
9,格林大华  ,144,134,9,国联期货  ,261,56,9,建信期货  ,263,95,
