					郑州商品交易所期货持仓排名表(2020-03-09)

品种：苹果AP              日期： 2020-03-09
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
合计  |              |146597      |68284     |                |73028     |13444     |              |70379     |3003      

品种：白糖SR              日期： 2020-03-09
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |海通期货      |250,514     |146,895   |华泰期货      |36,863    |-1,351    |中粮期货      |79,698    |-13,114   
2     |华泰期货      |113,992     |53,118    |中粮期货      |36,679    |7,036     |中信期货      |22,332    |-125      
3     |广发期货      |87,747      |58,705    |光大期货      |17,341    |2,078     |永安期货      |18,562    |1,004     
4     |银河期货      |71,164      |53,871    |永安期货      |13,990    |-6,395    |五矿经易期货  |18,379    |2,972     
5     |中信期货      |68,147      |32,934    |东证期货      |13,875    |-2,671    |东证期货      |15,197    |904       
6     |光大期货      |67,251      |40,500    |华信期货      |13,046    |6,477     |华泰期货      |14,938    |-361      
7     |东证期货      |66,081      |41,296    |中信期货      |12,840    |-716      |创元期货      |14,659    |-6        
8     |东吴期货      |65,457      |48,474    |东兴期货      |12,476    |4,151     |宏源期货      |12,030    |-863      
9     |海证期货      |56,431      |33,641    |海通期货      |12,033    |857       |国投安信期货  |11,346    |-1,811    
10    |华安期货      |53,779      |30,361    |大地期货      |10,578    |1,802     |光大期货      |10,191    |-2,469    
11    |徽商期货      |49,504      |28,218    |五矿经易期货  |10,561    |-1,851    |国泰君安      |10,112    |3,236     
12    |华闻期货      |46,786      |29,261    |银河期货      |10,140    |5,343     |中投天琪      |9,151     |-814      
13    |国泰君安      |40,038      |24,543    |国泰君安      |9,903     |-580      |华金期货      |8,292     |-1,072    
14    |中粮期货      |39,110      |25,391    |国投安信期货  |9,107     |-292      |东海期货      |8,027     |-501      
15    |东海期货      |35,412      |22,686    |华联期货      |8,790     |-1,537    |东兴期货      |7,767     |990       
16    |永安期货      |33,951      |26,609    |宏源期货      |8,025     |-473      |银河期货      |7,681     |5,091     
17    |五矿经易期货  |33,813      |19,265    |渤海期货      |7,268     |400       |东方财富      |6,738     |41        
18    |宏源期货      |33,438      |23,089    |浙商期货      |6,913     |-3,125    |浙商期货      |6,450     |1,720     
19    |华西期货      |28,358      |17,053    |海证期货      |6,659     |-12       |英大期货      |6,228     |-782      
20    |上海大陆      |24,192      |17,509    |中州期货      |6,293     |2,386     |鲁证期货      |6,192     |676       
合计  |              |1265165     |773419    |                |263380    |11527     |              |293970    |-5284     

品种：PTA              日期： 2020-03-09
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |大地期货      |4,514       |-3,414    |东证期货      |80,304    |120       |永安期货      |107,346   |-106      
2     |光大期货      |4,278       |-36,412   |中信期货      |73,894    |228       |中信期货      |103,727   |-612      
3     |国贸期货      |3,576       |-20,650   |华泰期货      |71,467    |-185      |国贸期货      |63,047    |-256      
4     |安粮期货      |3,415       |-4,218    |永安期货      |53,691    |514       |华安期货      |60,692    |-154      
5     |东吴期货      |3,186       |-36,538   |广发期货      |48,164    |218       |华泰期货      |59,609    |-93       
6     |中信期货      |3,176       |-46,474   |中大期货      |36,153    |250       |银河期货      |58,899    |16        
7     |中辉期货      |2,676       |-24,451   |银河期货      |34,836    |-471      |宝城期货      |51,829    |-44       
8     |南华期货      |1,655       |-20,704   |国泰君安      |33,697    |-358      |新湖期货      |47,301    |-35       
9     |华泰期货      |1,486       |-135,485  |国贸期货      |32,393    |-3,156    |建信期货      |46,422    |-8        
10    |银河期货      |1,455       |-19,716   |南华期货      |31,891    |411       |东吴期货      |37,875    |-165      
11    |国泰君安      |1,259       |-24,206   |光大期货      |31,707    |-3,319    |中银国际      |37,236    |-24       
12    |申银万国      |1,090       |-23,072   |新湖期货      |30,252    |259       |东证期货      |35,508    |-157      
13    |大越期货      |1,050       |-14,241   |海通期货      |27,389    |226       |国泰君安      |34,252    |-201      
14    |方正中期      |971         |-14,174   |方正中期      |27,012    |418       |光大期货      |34,150    |-97       
15    |英大期货      |967         |-719      |徽商期货      |24,919    |695       |通惠期货      |31,390    |-8        
16    |徽商期货      |937         |-21,063   |申银万国      |24,220    |86        |申银万国      |26,109    |-124      
17    |华安期货      |780         |-36,047   |弘业期货      |24,140    |128       |格林大华期货  |24,863    |29        
18    |海通期货      |777         |-16,161   |通惠期货      |24,117    |0         |兴证期货      |24,393    |-182      
19    |浙江新世纪    |749         |-5,860    |兴证期货      |22,605    |60        |东海期货      |23,876    |-1        
20    |瑞达期货      |724         |-6,203    |中信建投      |22,016    |42        |鲁证期货      |23,554    |-128      
合计  |              |38721       |-509808   |                |754867    |-3834     |              |932078    |-2350     

品种：尿素UR              日期： 2020-03-09
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |徽商期货      |15,117      |4,214     |国泰君安      |9,378     |807       |中信期货      |8,627     |-1,239    
2     |冠通期货      |14,415      |11,115    |永安期货      |6,143     |758       |国泰君安      |7,753     |833       
3     |国泰君安      |12,290      |2,968     |中信期货      |6,106     |-110      |一德期货      |7,229     |-632      
4     |海通期货      |11,899      |-12,589   |一德期货      |3,556     |465       |永安期货      |4,276     |397       
5     |永安期货      |11,345      |7,640     |国投安信期货  |2,832     |-369      |海证期货      |3,980     |244       
6     |华安期货      |11,301      |4,346     |徽商期货      |2,659     |-596      |方正中期      |3,944     |-830      
7     |华泰期货      |10,772      |4,253     |华安期货      |2,615     |392       |银河期货      |3,916     |170       
8     |一德期货      |10,409      |4,749     |东证期货      |2,474     |880       |华泰期货      |3,274     |118       
9     |中信期货      |10,331      |2,304     |海通期货      |2,180     |-118      |中辉期货      |2,891     |81        
10    |东吴期货      |9,972       |4,949     |招金期货      |2,148     |288       |光大期货      |2,514     |-220      
11    |宏源期货      |9,376       |5,350     |宏源期货      |2,134     |383       |云晨期货      |2,381     |2,363     
12    |东证期货      |7,954       |4,079     |方正中期      |2,113     |110       |新湖期货      |2,074     |-41       
13    |方正中期      |7,342       |3,903     |中信建投      |2,024     |-711      |鲁证期货      |2,072     |132       
14    |金瑞期货      |6,974       |2,346     |华泰期货      |1,989     |-3,172    |宏源期货      |1,908     |-1,049    
15    |中信建投      |6,871       |2,701     |首创期货      |1,565     |365       |兴证期货      |1,778     |356       
16    |东方财富      |6,505       |2,115     |兴证期货      |1,518     |-7        |建信期货      |1,766     |-677      
17    |浙商期货      |6,072       |3,705     |东吴期货      |1,488     |-23       |天风期货      |1,599     |1,190     
18    |招金期货      |5,985       |1,328     |银河期货      |1,444     |307       |东证期货      |1,559     |-1,948    
19    |光大期货      |5,864       |1,475     |冠通期货      |1,263     |-180      |河北恒银      |1,527     |-4        
20    |银河期货      |5,341       |1,934     |浙江新世纪    |1,245     |899       |中粮期货      |1,425     |560       
合计  |              |186135      |62885     |                |56874     |368       |              |66493     |-196      

品种：强麦WH              日期： 2020-03-09
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |中州期货      |39          |39        |永安期货      |289       |5         |华安期货      |646       |-23       
2     |弘业期货      |27          |12        |国投安信期货  |178       |0         |永安期货      |235       |0         
3     |华安期货      |24          |22        |瑞达期货      |51        |0         |国泰君安      |135       |0         
4     |中辉期货      |8           |6         |国贸期货      |50        |0         |国投安信期货  |117       |0         
5     |银河期货      |7           |4         |华鑫期货      |50        |0         |华信期货      |22        |0         
6     |永安期货      |7           |0         |大地期货      |43        |0         |中州期货      |11        |-17       
7     |鲁证期货      |6           |3         |中粮期货      |37        |-2        |一德期货      |5         |0         
8     |长江期货      |6           |5         |东证期货      |37        |1         |中银国际      |3         |0         
9     |平安期货      |6           |3         |徽商期货      |29        |0         |中财期货      |2         |0         
10    |国投安信期货  |4           |4         |中国国际      |26        |0         |平安期货      |2         |2         
11    |格林大华期货  |3           |3         |民生期货      |23        |-2        |鲁证期货      |1         |-3        
12    |华金期货      |3           |3         |国泰君安      |19        |0         |金元期货      |1         |1         
13    |上海大陆      |2           |0         |申银万国      |17        |1         |英大期货      |1         |0         
14    |徽商期货      |2           |-1        |广州期货      |17        |0         |中电投先融    |1         |0         
15    |中粮期货      |2           |2         |光大期货      |15        |0         |南华期货      |1         |0         
16    |东证期货      |2           |1         |银河期货      |14        |-1        |中钢期货      |0         |0         
17    |信达期货      |2           |2         |国信期货      |13        |0         |新纪元期货    |0         |0         
18    |民生期货      |2           |-4        |弘业期货      |13        |1         |华泰期货      |0         |0         
19    |中大期货      |2           |2         |国元期货      |13        |0         |上海大陆      |0         |0         
20    |恒泰期货      |2           |2         |招商期货      |12        |0         |招商期货      |0         |0         
合计  |              |156         |108       |                |946       |3         |              |1183      |-40       

品种：动力煤ZC              日期： 2020-03-09
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |30,287      |-1,852    |中信期货      |23,440    |2,914     |中信期货      |28,009    |-410      
2     |光大期货      |12,321      |-445      |东证期货      |10,309    |-1,414    |新湖期货      |12,503    |371       
3     |华泰期货      |12,269      |-1,993    |新湖期货      |8,907     |-258      |摩根大通      |12,181    |143       
4     |中信期货      |11,342      |-1,738    |建信期货      |8,485     |72        |国信期货      |10,599    |-2,513    
5     |永安期货      |11,007      |5,231     |国信期货      |8,314     |2,883     |永安期货      |10,327    |4,122     
6     |锦泰期货      |10,510      |1,211     |国投安信期货  |8,305     |1,193     |一德期货      |7,358     |-3,617    
7     |一德期货      |8,683       |-6,075    |海证期货      |7,537     |-386      |华泰期货      |5,913     |345       
8     |国信期货      |8,660       |4,166     |永安期货      |7,083     |2,159     |中电投先融    |4,858     |-1,661    
9     |中电投先融    |8,507       |4,824     |一德期货      |6,931     |1,274     |宝城期货      |4,821     |133       
10    |海通期货      |6,259       |1,742     |长江期货      |5,950     |-78       |国泰君安      |4,790     |748       
11    |新湖期货      |5,161       |-1,638    |光大期货      |5,571     |-171      |银河期货      |4,700     |-440      
12    |五矿经易期货  |4,902       |611       |中电投先融    |5,571     |-4,614    |东证期货      |4,359     |-613      
13    |广发期货      |4,804       |-2,151    |宝城期货      |4,955     |383       |海证期货      |4,202     |-917      
14    |兴证期货      |4,800       |853       |广发期货      |4,903     |54        |兴证期货      |4,101     |-713      
15    |国泰君安      |4,752       |606       |中辉期货      |4,119     |-15       |鲁证期货      |3,975     |148       
16    |徽商期货      |4,624       |1,020     |安粮期货      |3,960     |-137      |方正中期      |3,499     |-258      
17    |国投安信期货  |4,529       |-3,462    |鲁证期货      |3,847     |-290      |东吴期货      |3,205     |-7        
18    |银河期货      |4,508       |733       |宏源期货      |3,752     |447       |海通期货      |2,987     |118       
19    |海证期货      |3,863       |-1,350    |国泰君安      |3,746     |12        |国投安信期货  |2,901     |-2        
20    |申银万国      |3,788       |-75       |前海期货      |3,697     |-5        |广发期货      |2,739     |18        
合计  |              |165576      |218       |                |139382    |4023      |              |138027    |-5005     

合约：AP003              日期： 2020-03-09
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |光大期货    |4           |2         |鲁证期货    |18        |-4        |五矿经易期货|18        |0         
2     |宏源期货    |4           |4         |中国国际    |6         |0         |中州期货  |8         |0         
3     |申银万国    |2           |0         |金元期货    |4         |0         |中粮期货  |3         |0         
4     |美尔雅      |1           |-2        |国元期货    |2         |0         |鲁证期货  |2         |0         
5     |建信期货    |1           |1         |迈科期货    |2         |0         |美尔雅    |1         |1         
合计|                |12          |5         |                |32        |-4        |              |32        |1         

合约：AP005              日期： 2020-03-09
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |海通期货    |68,156      |26,604    |中信期货    |4,539     |-543      |中信期货  |7,271     |-220      
2     |光大期货    |23,454      |7,511     |华泰期货    |3,500     |-29       |鲁证期货  |6,338     |-457      
3     |华泰期货    |23,434      |6,405     |永安期货    |3,453     |84        |永安期货  |5,758     |-894      
4     |东证期货    |22,611      |8,042     |徽商期货    |3,384     |-308      |东证期货  |5,163     |-301      
5     |中信期货    |18,119      |535       |方正中期    |3,369     |-1,061    |海通期货  |3,153     |-1,293    
6     |徽商期货    |17,671      |2,106     |国泰君安    |3,251     |13        |华泰期货  |3,147     |-225      
7     |华安期货    |16,942      |6,335     |东证期货    |3,100     |-516      |中辉期货  |3,028     |-159      
8     |华闻期货    |15,142      |5,578     |银河期货    |2,960     |-27       |国泰君安  |2,993     |-625      
9     |东吴期货    |14,978      |1,690     |光大期货    |2,927     |-615      |宏源期货  |2,837     |-1,360    
10    |方正中期    |11,083      |5,270     |华安期货    |2,613     |-497      |一德期货  |2,828     |92        
11    |国泰君安    |10,282      |3,433     |海通期货    |2,383     |-271      |安粮期货  |2,652     |80        
12    |永安期货    |9,696       |4,147     |瑞达期货    |2,228     |-225      |徽商期货  |2,542     |-943      
13    |安粮期货    |7,418       |2,524     |广发期货    |2,212     |-250      |招金期货  |2,483     |-878      
14    |美尔雅      |7,325       |4,750     |东方财富    |2,097     |-616      |海证期货  |2,300     |-861      
15    |东航期货    |7,094       |2,410     |南华期货    |1,961     |-144      |光大期货  |2,209     |355       
16    |海证期货    |7,090       |480       |中信建投    |1,944     |-475      |上海中期  |2,142     |225       
17    |东方财富    |6,874       |1,137     |平安期货    |1,837     |-173      |申银万国  |2,090     |-107      
18    |银河期货    |6,707       |1,501     |申银万国    |1,826     |-109      |方正中期  |1,890     |-114      
19    |先锋期货    |6,694       |3,712     |国投安信期货|1,787     |-584      |国元期货  |1,775     |34        
20    |新湖期货    |6,446       |-1,220    |中大期货    |1,775     |-101      |华安期货  |1,675     |-393      
合计|                |307216      |92950     |                |53146     |-6447     |              |64274     |-8044     

合约：AP010              日期： 2020-03-09
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |海通期货    |3,586       |2,357     |中信期货    |1,175     |-41       |中信期货  |1,158     |-7        
2     |中信期货    |2,160       |1,374     |光大期货    |625       |-90       |光大期货  |779       |-26       
3     |新湖期货    |1,112       |751       |徽商期货    |616       |-12       |鲁证期货  |708       |40        
4     |徽商期货    |1,055       |859       |东吴期货    |540       |-10       |金元期货  |502       |0         
5     |永安期货    |922         |848       |上海中期    |468       |-13       |徽商期货  |501       |17        
6     |东证期货    |841         |518       |永安期货    |329       |-21       |东吴期货  |498       |9         
7     |银河期货    |761         |686       |中辉期货    |325       |-36       |上海中期  |464       |5         
8     |华安期货    |741         |517       |上海大陆    |319       |50        |一德期货  |359       |124       
9     |中信建投    |681         |510       |兴证期货    |314       |-12       |上海大陆  |358       |57        
10    |五矿经易期货|675         |569       |华安期货    |300       |42        |西南期货  |297       |64        
11    |华闻期货    |653         |384       |东航期货    |278       |31        |永安期货  |292       |-517      
12    |国泰君安    |498         |336       |南华期货    |262       |-241      |国泰君安  |254       |39        
13    |东航期货    |477         |316       |国泰君安    |254       |77        |招金期货  |233       |132       
14    |南华期货    |420         |332       |海通期货    |242       |4         |海证期货  |219       |20        
15    |中辉期货    |399         |260       |宏源期货    |239       |0         |中州期货  |208       |-67       
16    |方正中期    |394         |201       |中信建投    |235       |-88       |浙商期货  |205       |19        
17    |光大期货    |386         |149       |银河期货    |234       |-1        |东航期货  |169       |-20       
18    |广州期货    |371         |310       |弘业期货    |222       |39        |渤海期货  |158       |35        
19    |中大期货    |355         |307       |方正中期    |212       |-10       |华泰期货  |152       |-17       
20    |渤海期货    |347         |286       |东方财富    |171       |-4        |宏源期货  |151       |20        
合计|                |16834       |11870     |                |7360      |-336      |              |7665      |-73       

合约：CF003              日期： 2020-03-09
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |冠通期货    |216         |81        |冠通期货    |1,337     |-216      |东证期货  |795       |-24       
2     |永安期货    |98          |6         |东证期货    |755       |0         |一德期货  |552       |0         
3     |浙商期货    |80          |-16       |永安期货    |722       |22        |冠通期货  |476       |0         
4     |东证期货    |24          |-16       |浙商期货    |310       |0         |浙商期货  |470       |0         
5     |国泰君安    |8           |-40       |大有期货    |200       |0         |中粮期货  |392       |0         
6     |中财期货    |6           |-43       |金瑞期货    |110       |0         |华安期货  |248       |-16       
7     |-           |-           |-         |新纪元期货  |80        |0         |金信期货  |184       |0         
8     |-           |-           |-         |华联期货    |20        |0         |国元期货  |136       |-40       
9     |-           |-           |-         |中国国际    |9         |0         |金瑞期货  |110       |0         
10    |-           |-           |-         |鲁证期货    |8         |0         |光大期货  |56        |0         
11    |-           |-           |-         |华金期货    |8         |0         |华泰期货  |48        |0         
12    |-           |-           |-         |光大期货    |8         |0         |东海期货  |45        |0         
13    |-           |-           |-         |东海期货    |5         |0         |永安期货  |24        |-76       
14    |-           |-           |-         |-           |-         |-         |华联期货  |20        |0         
15    |-           |-           |-         |-           |-         |-         |国泰君安  |16        |-32       
合计|                |432         |-28       |                |3572      |-194      |              |3572      |-188      

合约：CF005              日期： 2020-03-09
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |海通期货    |98,224      |5,662     |永安期货    |48,506    |3,791     |东证期货  |35,122    |-3,240    
2     |广发期货    |73,923      |63,086    |中信期货    |26,487    |-506      |中信期货  |32,724    |-3,030    
3     |华泰期货    |54,704      |7,428     |中粮期货    |24,185    |2,679     |国投安信期货|30,013    |-3,619    
4     |东证期货    |30,708      |-1,348    |国投安信期货|21,641    |622       |永安期货  |27,191    |2,383     
5     |中辉期货    |26,766      |8,048     |银河期货    |18,654    |5,957     |长江期货  |21,477    |703       
6     |光大期货    |26,221      |-4,359    |中国国际    |15,980    |2,826     |国贸期货  |19,385    |-1,124    
7     |东吴期货    |24,758      |6,738     |大有期货    |12,823    |-253      |银河期货  |19,186    |-19       
8     |国泰君安    |21,396      |-16,509   |东证期货    |11,690    |1,212     |南华期货  |15,888    |-577      
9     |永安期货    |21,268      |2,794     |方正中期    |11,450    |-298      |中粮期货  |15,786    |-125      
10    |徽商期货    |19,879      |9,913     |华泰期货    |10,670    |-9,782    |国泰君安  |15,734    |7,273     
11    |中信期货    |18,844      |-6,826    |广发期货    |10,603    |-280      |华信期货  |14,787    |-336      
12    |华闻期货    |17,878      |-11,069   |光大期货    |9,823     |1,316     |中大期货  |12,831    |-202      
13    |国投安信期货|16,191      |1,535     |海通期货    |9,413     |1,245     |中国国际  |10,758    |-32       
14    |方正中期    |14,951      |-295      |五矿经易期货|8,913     |-297      |华泰期货  |10,370    |-176      
15    |冠通期货    |13,790      |6,873     |南华期货    |8,804     |-372      |建信期货  |8,025     |-346      
16    |兴证期货    |13,590      |6,267     |大越期货    |8,622     |-67       |信达期货  |7,880     |-656      
17    |银河期货    |13,030      |3,735     |浙商期货    |8,454     |1,294     |海通期货  |7,863     |-2,023    
18    |华安期货    |12,783      |1,581     |国泰君安    |8,066     |185       |兴证期货  |7,539     |1,136     
19    |东海期货    |11,911      |1,561     |兴证期货    |6,785     |-2,060    |广发期货  |7,001     |81        
20    |华金期货    |11,230      |589       |申银万国    |6,418     |621       |瑞达期货  |5,437     |59        
合计|                |542045      |85404     |                |287987    |7833      |              |324997    |-3870     

合约：CF007              日期： 2020-03-09
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |广发期货    |2,932       |-1,095    |光大期货    |7,030     |5         |光大期货  |7,000     |0         
2     |国海良时    |1,176       |-1,134    |兴证期货    |2,503     |1         |中粮期货  |3,673     |7         
3     |招商期货    |772         |-74       |东证期货    |2,072     |166       |兴证期货  |2,500     |0         
4     |国联期货    |499         |131       |中信期货    |1,322     |-16       |中信期货  |1,580     |5         
5     |中信期货    |481         |-108      |国投安信期货|1,247     |10        |国投安信期货|1,225     |1         
6     |上海大陆    |474         |242       |招商期货    |1,003     |2         |招商期货  |1,081     |20        
7     |银河期货    |467         |-525      |中粮期货    |495       |42        |东证期货  |548       |0         
8     |冠通期货    |408         |158       |东吴期货    |457       |9         |国海良时  |373       |11        
9     |浙商期货    |403         |-171      |海通期货    |418       |-13       |南华期货  |372       |-52       
10    |锦泰期货    |384         |105       |南华期货    |378       |-52       |海通期货  |361       |0         
11    |徽商期货    |383         |126       |国海良时    |356       |9         |东吴期货  |276       |0         
12    |国信期货    |377         |363       |永安期货    |324       |-8        |银河期货  |213       |-79       
13    |东证期货    |366         |-134      |华泰期货    |278       |36        |广发期货  |213       |-216      
14    |华闻期货    |338         |-290      |锦泰期货    |230       |-38       |锦泰期货  |210       |-30       
15    |中信建投    |271         |-492      |冠通期货    |200       |-100      |金瑞期货  |184       |0         
16    |华安期货    |218         |107       |建信期货    |148       |-12       |中信建投  |175       |-1        
17    |五矿经易期货|216         |96        |上海大陆    |124       |70        |上海大陆  |96        |42        
18    |国泰君安    |176         |175       |中原期货    |110       |4         |大地期货  |34        |0         
19    |国富期货    |157         |-129      |国泰君安    |106       |48        |徽商期货  |33        |-1        
20    |东吴期货    |153         |115       |宏源期货    |106       |-63       |浙商期货  |31        |-23       
合计|                |10651       |-2534     |                |18907     |100       |              |20178     |-316      

合约：CF009              日期： 2020-03-09
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |华泰期货    |31,702      |2,682     |永安期货    |16,409    |258       |东证期货  |22,126    |4,606     
2     |中辉期货    |22,351      |8,068     |中粮期货    |12,435    |2,470     |大有期货  |20,735    |-53       
3     |海通期货    |18,001      |968       |中信期货    |7,851     |-334      |中粮期货  |16,863    |76        
4     |东证期货    |13,771      |8,755     |中国国际    |6,787     |-983      |中信期货  |11,972    |-16       
5     |光大期货    |13,034      |733       |长江期货    |6,314     |-881      |银河期货  |10,514    |675       
6     |东海期货    |11,458      |2,395     |国投安信期货|4,800     |315       |国投安信期货|10,336    |-795      
7     |中州期货    |9,145       |7,218     |银河期货    |4,653     |-1,295    |宏源期货  |10,081    |-813      
8     |东吴期货    |9,110       |763       |鲁证期货    |4,513     |244       |永安期货  |9,782     |-191      
9     |华金期货    |8,907       |-122      |华泰期货    |4,294     |-1,739    |兴证期货  |9,144     |-1,711    
10    |永安期货    |8,801       |4,208     |建信期货    |4,201     |254       |海通期货  |7,525     |-388      
11    |中信期货    |8,204       |262       |国泰君安    |3,780     |386       |中国国际  |4,262     |65        
12    |华安期货    |7,937       |3,022     |光大期货    |3,691     |381       |金瑞期货  |4,084     |136       
13    |中国国际    |7,624       |5,190     |兴证期货    |3,484     |-159      |华泰期货  |3,819     |-817      
14    |广发期货    |7,591       |2,572     |南华期货    |3,474     |83        |国贸期货  |3,127     |-302      
15    |宏源期货    |7,486       |-1,520    |华金期货    |3,265     |456       |建信期货  |2,587     |-39       
16    |徽商期货    |6,843       |3,915     |首创期货    |3,171     |651       |广发期货  |2,505     |-250      
17    |冠通期货    |6,353       |4,274     |申银万国    |3,140     |407       |一德期货  |1,881     |-990      
18    |中粮期货    |6,304       |2,955     |海通期货    |2,877     |-1,381    |新湖期货  |1,853     |10        
19    |新湖期货    |6,136       |386       |浙商期货    |2,854     |23        |华信期货  |1,757     |-443      
20    |国投安信期货|5,430       |1,870     |东证期货    |2,811     |-407      |弘业期货  |1,728     |-369      
合计|                |216188      |58594     |                |104804    |-1251     |              |156681    |-1609     

合约：CF101              日期： 2020-03-09
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |华泰期货    |1,116       |899       |首创期货    |1,937     |6         |中州期货  |5,600     |0         
2     |国元期货    |946         |476       |东证期货    |1,493     |-5        |国海良时  |3,541     |-100      
3     |中辉期货    |594         |406       |华泰期货    |1,219     |-426      |华泰期货  |1,310     |-490      
4     |国海良时    |364         |349       |渤海期货    |1,141     |32        |金瑞期货  |631       |0         
5     |徽商期货    |309         |265       |银河期货    |763       |13        |首创期货  |408       |0         
6     |东吴期货    |279         |58        |中信期货    |692       |3         |五矿经易期货|351       |-18       
7     |先锋期货    |279         |-120      |广发期货    |691       |-145      |浙商期货  |286       |1         
8     |国金期货    |253         |190       |东海期货    |472       |80        |中粮期货  |261       |0         
9     |国投安信期货|252         |130       |先锋期货    |389       |-41       |广发期货  |239       |-60       
10    |广发期货    |233         |213       |方正中期    |364       |28        |国元期货  |204       |-7        
11    |华安期货    |217         |115       |永安期货    |264       |-101      |中辉期货  |181       |13        
12    |浙商期货    |177         |176       |宏源期货    |258       |9         |永安期货  |123       |14        
13    |永安期货    |177         |93        |中粮期货    |250       |41        |东证期货  |116       |7         
14    |华信期货    |172         |151       |金石期货    |246       |101       |迈科期货  |114       |11        
15    |中天期货    |172         |36        |中大期货    |229       |1         |南华期货  |103       |3         
16    |大有期货    |169         |152       |国元期货    |218       |-41       |招金期货  |101       |0         
17    |上海大陆    |145         |105       |国投安信期货|208       |-9        |浙江新世纪|92        |-4        
18    |华闻期货    |139         |-99       |浙商期货    |197       |6         |英大期货  |60        |20        
19    |东海期货    |132         |130       |鲁证期货    |188       |54        |国信期货  |53        |0         
20    |方正中期    |111         |93        |大地期货    |170       |0         |国投安信期货|51        |45        
合计|                |6236        |3818      |                |11389     |-394      |              |13825     |-565      

合约：CJ003              日期： 2020-03-09
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |国泰君安    |6           |6         |国泰君安    |8         |2         |永安期货  |10        |-3        
2     |大地期货    |4           |4         |华金期货    |4         |-1        |大地期货  |4         |4         
3     |浙商期货    |4           |4         |永安期货    |2         |0         |-         |-         |-         
4     |永安期货    |2           |2         |-           |-         |-         |-         |-         |-         
合计|                |16          |16        |                |14        |1         |              |14        |1         

合约：CJ005              日期： 2020-03-09
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |海通期货    |7,457       |968       |国泰君安    |3,040     |-203      |中信期货  |1,055     |-72       
2     |中信期货    |4,182       |509       |中信期货    |1,178     |-102      |东证期货  |872       |82        
3     |东证期货    |4,136       |1,975     |永安期货    |807       |279       |东航期货  |721       |-50       
4     |国泰君安    |2,678       |-930      |鲁证期货    |710       |-68       |宏源期货  |645       |10        
5     |光大期货    |2,629       |712       |海证期货    |671       |-49       |华泰期货  |594       |205       
6     |华安期货    |2,035       |420       |东吴期货    |654       |155       |银河期货  |561       |-281      
7     |徽商期货    |1,969       |429       |广州期货    |618       |92        |华西期货  |552       |9         
8     |兴证期货    |1,947       |321       |华泰期货    |607       |38        |华安期货  |469       |-78       
9     |新湖期货    |1,706       |-969      |云财富期货  |602       |-159      |永安期货  |462       |-28       
10    |华泰期货    |1,595       |-1,645    |中财期货    |575       |107       |徽商期货  |452       |35        
11    |华闻期货    |1,518       |402       |东证期货    |526       |144       |上海中期  |446       |14        
12    |银河期货    |1,437       |353       |国金期货    |507       |143       |方正中期  |430       |-45       
13    |东吴期货    |1,221       |-309      |华金期货    |477       |55        |鲁证期货  |427       |10        
14    |冠通期货    |1,186       |-787      |华西期货    |446       |-3        |国投安信期货|419       |-179      
15    |东航期货    |1,145       |43        |新湖期货    |434       |-23       |华闻期货  |416       |69        
16    |方正中期    |963         |-122      |中信建投    |423       |-3        |国信期货  |387       |83        
17    |安粮期货    |913         |-22       |国富期货    |421       |40        |东兴期货  |385       |1         
18    |广州期货    |907         |203       |华闻期货    |403       |-41       |东方财富  |381       |-92       
19    |信达期货    |886         |617       |金鹏期货    |368       |48        |国泰君安  |379       |-11       
