					郑州商品交易所期货持仓排名表(2020-03-09)

品种：苹果AP              日期： 2020-03-09
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |30,192      |5,321     |永安期货      |38,502    |-502      |中信期货      |12,456    |-21       
2     |新湖期货      |19,101      |5,939     |申银万国      |14,859    |34        |永安期货      |11,872    |-1,409    
3     |光大期货      |18,752      |6,489     |方正中期      |10,928    |1,531     |长江期货      |10,048    |1,842     
4     |方正中期      |16,409      |8,546     |东证期货      |9,750     |-450      |招商期货      |9,249     |283       
5     |弘业期货      |13,889      |9,130     |中信期货      |9,236     |1,355     |华泰期货      |7,878     |297       
6     |永安期货      |10,367      |2,664     |国投安信期货  |8,940     |-660      |方正中期      |7,490     |-998      
7     |东吴期货      |10,174      |1,760     |招商期货      |8,850     |569       |东证期货      |7,351     |-140      
8     |国泰君安      |10,070      |5,332     |兴证期货      |7,547     |1,399     |弘业期货      |6,933     |1,257     
9     |华泰期货      |9,071       |1,703     |弘业期货      |7,197     |1,424     |新湖期货      |6,309     |258       
10    |中信期货      |8,604       |-3,072    |新湖期货      |6,777     |339       |一德期货      |6,042     |188       
11    |徽商期货      |8,405       |2,539     |南华期货      |6,367     |169       |光大期货      |5,972     |438       
12    |兴证期货      |8,302       |1,803     |东吴期货      |5,671     |333       |银河期货      |5,879     |-282      
13    |云晨期货      |8,264       |7,457     |海通期货      |4,781     |621       |兴证期货      |5,093     |1,449     
14    |申银万国      |7,409       |3,046     |光大期货      |4,395     |-330      |中信建投      |5,061     |-7        
15    |华安期货      |6,414       |2,498     |华泰期货      |4,265     |826       |国泰君安      |4,727     |-1,791    
16    |海通期货      |6,387       |1,979     |建信期货      |4,188     |359       |国投安信期货  |4,704     |-684      
17    |长江期货      |5,349       |3,721     |美尔雅        |3,753     |128       |东吴期货      |4,338     |-187      
18    |华信期货      |5,344       |-8,041    |华安期货      |3,531     |65        |申银万国      |4,218     |-403      
19    |建信期货      |5,258       |2,767     |中信建投      |3,466     |-50       |国元期货      |4,191     |204       
20    |银河期货      |4,780       |3,299     |宏源期货      |3,233     |112       |南华期货      |3,737     |34        
合计  |              |212541      |64880     |                |166236    |7272      |              |133548    |328       

品种：粳稻JR              日期： 2020-03-09
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |方正中期      |155         |147       |徽商期货      |46        |3         |天风期货      |353       |4         
2     |国海良时      |35          |34        |永安期货      |39        |0         |华安期货      |56        |0         
3     |弘业期货      |26          |20        |中信期货      |34        |5         |方正中期      |18        |-11       
4     |中辉期货      |16          |15        |方正中期      |33        |-6        |国富期货      |6         |0         
5     |天风期货      |15          |15        |华融期货      |29        |8         |长江期货      |5         |0         
6     |徽商期货      |11          |10        |华安期货      |20        |-1        |平安期货      |2         |0         
7     |山西三立      |11          |11        |新纪元期货    |19        |1         |华泰期货      |1         |0         
8     |西南期货      |10          |10        |国元期货      |19        |8         |光大期货      |1         |0         
9     |华融期货      |10          |9         |首创京都期货  |17        |2         |东航期货      |1         |0         
10    |上海中期      |10          |10        |国金期货      |12        |2         |新纪元期货    |0         |0         
11    |上海大陆      |9           |9         |国泰君安      |11        |1         |上海大陆      |0         |0         
12    |东航期货      |9           |0         |西南期货      |10        |10        |国投安信期货  |0         |0         
13    |国元期货      |8           |8         |中粮期货      |8         |-2        |招商期货      |0         |0         
14    |银河期货      |8           |-1        |海通期货      |8         |0         |宝城期货      |0         |0         
15    |东证期货      |8           |8         |兴业期货      |8         |3         |格林大华期货  |0         |0         
16    |中国国际      |8           |8         |华泰期货      |7         |0         |中财期货      |0         |0         
17    |平安期货      |8           |8         |格林大华期货  |6         |0         |弘业期货      |0         |0         
18    |中粮期货      |6           |5         |国投安信期货  |5         |0         |盛达期货      |0         |0         
19    |国泰君安      |6           |5         |东兴期货      |5         |0         |徽商期货      |0         |0         
20    |中信期货      |5           |3         |中大期货      |5         |0         |华龙期货      |0         |0         
合计  |              |374         |334       |                |341       |34        |              |443       |-7        

品种：晚籼LR              日期： 2020-03-09
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |新纪元期货    |0           |0         |新纪元期货    |1         |0         |国元期货      |2         |0         
2     |国元期货      |0           |0         |中信期货      |1         |0         |中辉期货      |1         |0         
3     |中信期货      |0           |0         |中大期货      |1         |0         |新纪元期货    |0         |0         
4     |中大期货      |0           |0         |国元期货      |0         |0         |中信期货      |0         |0         
5     |中辉期货      |0           |0         |中辉期货      |0         |0         |中大期货      |0         |0         
合计  |              |0           |0         |                |3         |0         |              |3         |0         

品种：甲醇MA              日期： 2020-03-09
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |徽商期货      |20,133      |-45,444   |东证期货      |94,813    |-2,393    |东证期货      |100,339   |-82       
2     |安粮期货      |13,184      |-10,656   |华泰期货      |54,572    |-1,205    |申银万国      |70,261    |32        
3     |永安期货      |9,383       |-42,006   |中信期货      |47,004    |507       |中信期货      |65,698    |-279      
4     |华泰期货      |4,710       |-95,236   |永安期货      |36,895    |1,732     |华泰期货      |63,160    |-1,211    
5     |国泰君安      |4,278       |-29,708   |海通期货      |34,887    |319       |海通期货      |48,829    |-293      
6     |东证期货      |3,921       |-215,212  |光大期货      |34,512    |-45       |东吴期货      |43,145    |-114      
7     |东海期货      |3,642       |-17,708   |东吴期货      |33,508    |-1,248    |永安期货      |38,956    |881       
8     |国投安信期货  |3,519       |-11,738   |徽商期货      |25,801    |-222      |中粮期货      |32,176    |-21       
9     |弘业期货      |3,218       |-28,441   |银河期货      |22,825    |284       |光大期货      |31,860    |-177      
10    |东吴期货      |3,202       |-96,211   |一德期货      |21,353    |439       |新湖期货      |24,623    |70        
11    |华安期货      |2,358       |-38,365   |中信建投      |21,114    |-144      |广发期货      |23,564    |-175      
12    |新纪元期货    |2,306       |-14,180   |国投安信期货  |18,985    |-1,726    |银河期货      |22,310    |-334      
13    |中信期货      |2,306       |-77,882   |华闻期货      |18,876    |-152      |兴证期货      |19,510    |-122      
14    |浙商期货      |2,295       |-15,326   |华安期货      |18,533    |-300      |华闻期货      |19,372    |-43       
15    |申银万国      |2,287       |-16,331   |新湖期货      |18,362    |-23       |国投安信期货  |19,142    |-343      
16    |平安期货      |2,240       |-16,441   |广发期货      |17,674    |11        |弘业期货      |16,404    |866       
17    |东方财富      |2,217       |-37,526   |兴证期货      |17,346    |15        |国泰君安      |16,069    |-503      
18    |中银国际      |2,082       |-1,218    |国泰君安      |16,833    |-1,945    |中信建投      |15,724    |-105      
19    |中信建投      |2,029       |-32,440   |方正中期      |15,539    |17        |国富期货      |13,651    |-442      
20    |银河期货      |1,718       |-31,128   |弘业期货      |15,452    |-474      |安粮期货      |13,518    |-108      
合计  |              |91028       |-873197   |                |584884    |-6553     |              |698311    |-2503     

品种：菜油OI              日期： 2020-03-09
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |38,315      |-40,558   |中信期货      |10,586    |-831      |中粮期货      |23,379    |-975      
2     |华泰期货      |18,366      |-4,906    |银河期货      |7,835     |58        |国投安信期货  |12,970    |191       
3     |海通期货      |10,543      |-5,368    |国投安信期货  |6,362     |-195      |中信期货      |10,043    |845       
4     |中信期货      |10,220      |-14,181   |中信建投      |6,145     |1,212     |东证期货      |8,560     |228       
5     |徽商期货      |8,209       |-2,051    |安粮期货      |5,238     |196       |兴证期货      |5,180     |54        
6     |光大期货      |8,117       |-9,761    |国富期货      |4,984     |-111      |中信建投      |4,602     |191       
7     |东吴期货      |7,663       |458       |永安期货      |4,818     |-105      |中国国际      |3,975     |-626      
8     |广发期货      |6,840       |4,487     |建信期货      |4,659     |325       |建信期货      |3,951     |531       
9     |华安期货      |6,540       |-3,413    |东证期货      |4,367     |-27       |国海良时      |3,917     |6         
10    |中信建投      |5,795       |1,477     |中粮期货      |4,180     |-38       |上海中期      |3,883     |108       
11    |新湖期货      |5,549       |-3,581    |申银万国      |4,126     |-192      |华泰期货      |3,811     |107       
12    |宏源期货      |5,101       |-274      |国泰君安      |3,354     |-347      |新湖期货      |3,130     |1,056     
13    |中粮期货      |4,919       |3,104     |信达期货      |3,315     |-21       |安粮期货      |2,882     |87        
14    |国富期货      |4,566       |688       |兴证期货      |3,042     |-782      |鲁证期货      |2,859     |-60       
15    |华西期货      |4,317       |-5,241    |一德期货      |3,018     |86        |海通期货      |2,721     |1,215     
16    |安粮期货      |4,239       |-2,159    |上海中期      |2,728     |197       |大有期货      |2,399     |31        
17    |华闻期货      |4,016       |-1,882    |华安期货      |2,652     |-249      |摩根大通      |1,860     |0         
18    |国元期货      |3,675       |-2,178    |华泰期货      |2,547     |719       |国联期货      |1,797     |230       
19    |兴证期货      |3,608       |-457      |鲁证期货      |2,538     |79        |国富期货      |1,738     |1,055     
20    |国投安信期货  |3,482       |1,226     |大有期货      |2,446     |20        |申银万国      |1,472     |-242      
合计  |              |164080      |-84570    |                |88940     |-6        |              |105129    |4032      

品种：普麦PM              日期： 2020-03-09
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |方正中期      |1           |1         |广州期货      |10        |0         |天风期货      |39        |0         
2     |中国国际      |1           |1         |中国国际      |6         |-1        |中州期货      |4         |0         
3     |国投安信期货  |0           |0         |鲁证期货      |3         |0         |国投安信期货  |0         |0         
4     |盛达期货      |0           |0         |海通期货      |3         |0         |盛达期货      |0         |0         
5     |申银万国      |0           |0         |东证期货      |3         |0         |申银万国      |0         |0         
6     |中信期货      |0           |0         |申银万国      |2         |0         |方正中期      |0         |-1        
7     |鲁证期货      |0           |0         |中信期货      |2         |0         |中信期货      |0         |0         
8     |海通期货      |0           |0         |中州期货      |2         |0         |鲁证期货      |0         |0         
9     |东证期货      |0           |0         |中信建投      |2         |0         |海通期货      |0         |0         
10    |天风期货      |0           |0         |永安期货      |2         |0         |东证期货      |0         |0         
11    |中州期货      |0           |0         |恒泰期货      |2         |0         |中国国际      |0         |0         
12    |中信建投      |0           |0         |东方财富      |2         |0         |中信建投      |0         |0         
13    |上海中期      |0           |0         |国投安信期货  |1         |0         |上海中期      |0         |0         
14    |永安期货      |0           |0         |盛达期货      |1         |0         |永安期货      |0         |0         
15    |中辉期货      |0           |0         |上海中期      |1         |0         |中辉期货      |0         |0         
16    |广州期货      |0           |0         |中辉期货      |1         |0         |广州期货      |0         |0         
17    |恒泰期货      |0           |0         |方正中期      |0         |0         |恒泰期货      |0         |0         
18    |东方财富      |0           |0         |天风期货      |0         |0         |东方财富      |0         |0         
合计  |              |2           |2         |                |43        |-1        |              |43        |-1        

品种：早籼RI              日期： 2020-03-09
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |方正中期      |10          |8         |东证期货      |10        |0         |江西瑞奇      |31        |0         
2     |新纪元期货    |6           |6         |平安期货      |5         |1         |新纪元期货    |6         |6         
3     |上海大陆      |5           |5         |光大期货      |4         |0         |华泰期货      |1         |0         
4     |东航期货      |4           |0         |国泰君安      |4         |0         |上海大陆      |0         |-1        
5     |弘业期货      |3           |-1        |金元期货      |3         |0         |中财期货      |0         |0         
6     |上海东方      |2           |2         |中信建投      |3         |0         |弘业期货      |0         |-3        
7     |徽商期货      |2           |0         |方正中期      |2         |0         |上海东方      |0         |0         
8     |华安期货      |2           |2         |广发期货      |2         |0         |徽商期货      |0         |0         
9     |天风期货      |1           |1         |中财期货      |1         |0         |方正中期      |0         |-2        
10    |平安期货      |1           |1         |弘业期货      |1         |0         |金元期货      |0         |0         
11    |华泰期货      |0           |0         |天风期货      |1         |1         |东证期货      |0         |0         
12    |中财期货      |0           |0         |中大期货      |1         |0         |光大期货      |0         |0         
13    |江西瑞奇      |0           |-1        |南华期货      |1         |0         |东航期货      |0         |0         
14    |金元期货      |0           |0         |新纪元期货    |0         |0         |天风期货      |0         |0         
15    |东证期货      |0           |0         |华泰期货      |0         |0         |中信建投      |0         |0         
16    |光大期货      |0           |0         |上海大陆      |0         |0         |广发期货      |0         |0         
17    |中信建投      |0           |0         |上海东方      |0         |0         |中大期货      |0         |0         
18    |广发期货      |0           |-2        |江西瑞奇      |0         |0         |国泰君安      |0         |0         
19    |中大期货      |0           |0         |徽商期货      |0         |-2        |中辉期货      |0         |0         
20    |国泰君安      |0           |0         |东航期货      |0         |0         |华安期货      |0         |0         
合计  |              |36          |21        |                |38        |0         |              |38        |0         

品种：菜粕RM              日期： 2020-03-09
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |272,486     |38,980    |五矿经易期货  |31,264    |-5,299    |中粮期货      |77,494    |-1,091    
2     |华泰期货      |153,435     |85,790    |银河期货      |20,414    |242       |国投安信期货  |26,857    |-8,299    
3     |广发期货      |91,841      |72,636    |永安期货      |18,554    |1,814     |兴证期货      |23,748    |1,046     
4     |新湖期货      |73,626      |28,927    |中信期货      |17,198    |-3,092    |中信期货      |17,723    |-1,629    
5     |光大期货      |64,687      |26,425    |东证期货      |12,465    |-3,733    |广发期货      |16,549    |-1,015    
6     |中信期货      |63,575      |28,472    |华泰期货      |12,323    |-4,832    |华泰期货      |14,175    |-307      
7     |华西期货      |55,961      |24,508    |徽商期货      |10,632    |-428      |光大期货      |12,331    |-569      
8     |兴证期货      |48,990      |18,240    |长江期货      |9,854     |-790      |东证期货      |11,944    |-2,283    
9     |徽商期货      |48,563      |22,499    |广发期货      |9,031     |704       |五矿经易期货  |10,792    |-1,889    
10    |国泰君安      |48,326      |29,706    |国泰君安      |8,971     |-731      |摩根大通      |10,491    |-1,998    
11    |华安期货      |43,125      |15,679    |光大期货      |8,510     |338       |永安期货      |10,230    |-15,326   
12    |海通期货      |42,498      |23,511    |华安期货      |8,400     |-429      |南华期货      |9,522     |-4,494    
13    |中粮期货      |42,181      |20,468    |国投安信期货  |8,078     |-7,796    |徽商期货      |7,240     |-2,301    
14    |东吴期货      |41,888      |15,281    |英大期货      |6,809     |5,528     |国泰君安      |6,587     |-1,035    
15    |永安期货      |40,664      |28,893    |中信建投      |6,741     |-22       |国海良时      |6,172     |-496      
16    |国富期货      |38,612      |5,081     |新湖期货      |6,654     |67        |平安期货      |5,414     |-1,184    
17    |国投安信期货  |35,513      |22,144    |方正中期      |6,607     |-4,610    |新晟期货      |5,235     |-221      
18    |冠通期货      |34,474      |12,942    |宏源期货      |6,480     |-6,002    |海通期货      |5,214     |-2,595    
19    |中信建投      |32,955      |13,169    |海通期货      |5,852     |-139      |鲁证期货      |4,872     |-2,262    
20    |华闻期货      |30,928      |17,016    |申银万国      |5,827     |-2,637    |中国国际      |4,749     |-6,138    
合计  |              |1304328     |550367    |                |220664    |-31847    |              |287339    |-54086    

品种：菜籽RS              日期： 2020-03-09
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东航期货      |21          |5         |东证期货      |13        |11        |大有期货      |7         |7         
2     |大有期货      |21          |21        |中信期货      |11        |11        |德盛期货      |6         |3         
3     |德盛期货      |13          |5         |徽商期货      |3         |1         |光大期货      |5         |2         
4     |中信期货      |12          |10        |津投期货      |2         |2         |海通期货      |3         |1         
5     |中原期货      |11          |5         |美尔雅        |2         |0         |永安期货      |3         |0         
6     |东证期货      |11          |5         |华泰期货      |1         |0         |银河期货      |2         |2         
7     |徽商期货      |7           |7         |中原期货      |1         |1         |福能期货      |2         |2         
8     |江西瑞奇      |6           |6         |创元期货      |1         |1         |中辉期货      |2         |2         
9     |天鸿期货      |6           |-4        |国贸期货      |1         |1         |国投安信期货  |1         |1         
10    |中财期货      |5           |5         |国泰君安      |1         |1         |申银万国      |1         |1         
11    |新纪元期货    |4           |0         |新晟期货      |1         |0         |中信期货      |1         |1         
12    |银河期货      |4           |1         |平安期货      |1         |1         |迈科期货      |1         |0         
13    |光大期货      |4           |4         |新纪元期货    |0         |-2        |美尔雅        |1         |0         
14    |上海中期      |4           |4         |国投安信期货  |0         |0         |东证期货      |1         |0         
15    |国投安信期货  |3           |3         |招商期货      |0         |0         |东航期货      |1         |-1        
16    |国元期货      |3           |2         |宝城期货      |0         |0         |锦泰期货      |1         |1         
17    |广州金控      |3           |2         |中财期货      |0         |-1        |新纪元期货    |0         |0         
18    |中电投先融    |3           |0         |江苏东华      |0         |0         |华泰期货      |0         |0         
19    |锦泰期货      |3           |3         |江西瑞奇      |0         |0         |招商期货      |0         |0         
20    |东兴期货      |2           |2         |申银万国      |0         |0         |宝城期货      |0         |0         
合计  |              |146         |86        |                |38        |27        |              |38        |22        

品种：纯碱SA              日期： 2020-03-09
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |海通期货      |4,489       |2,540     |永安期货      |3,249     |-407      |永安期货      |3,400     |-428      
2     |光大期货      |3,779       |2,229     |国投安信期货  |2,215     |764       |美尔雅        |2,448     |211       
3     |美尔雅        |3,398       |2,984     |中信期货      |2,183     |-12       |华金期货      |2,053     |129       
4     |新湖期货      |2,486       |1,074     |一德期货      |2,110     |58        |广州期货      |1,859     |-275      
5     |银河期货      |2,401       |1,993     |方正中期      |2,066     |147       |中粮期货      |1,708     |0         
6     |东吴期货      |2,104       |1,979     |海证期货      |1,476     |-363      |方正中期      |1,522     |-280      
7     |永安期货      |1,923       |53        |东证期货      |1,380     |231       |海通期货      |1,373     |-128      
8     |徽商期货      |1,893       |1,099     |银河期货      |1,256     |762       |浙商期货      |1,373     |-329      
9     |方正中期      |1,809       |1,217     |东方财富      |741       |-277      |银河期货      |1,041     |783       
10    |东证期货      |1,712       |1,022     |美尔雅        |622       |21        |弘业期货      |995       |-243      
11    |华泰期货      |1,538       |297       |中州期货      |618       |-44       |上海大陆      |871       |-45       
12    |东方财富      |1,505       |640       |新湖期货      |609       |-17       |南华期货      |870       |5         
13    |国投安信期货  |1,476       |645       |徽商期货      |601       |-124      |安粮期货      |791       |104       
14    |华安期货      |1,364       |149       |东吴期货      |598       |41        |新湖期货      |732       |-51       
15    |中信期货      |1,306       |766       |中信建投      |554       |-85       |东证期货      |684       |445       
16    |海证期货      |1,094       |288       |冠通期货      |527       |-43       |混沌天成期货  |565       |-10       
17    |华闻期货      |971         |700       |华泰期货      |517       |-86       |海证期货      |561       |-193      
18    |鲁证期货      |929         |643       |宝城期货      |498       |-6        |东吴期货      |533       |-13       
19    |浙商期货      |919         |-1,258    |中大期货      |467       |-10       |倍特期货      |526       |1         
20    |中信建投      |897         |450       |鲁证期货      |461       |31        |冠通期货      |522       |1         
合计  |              |37993       |19510     |                |22748     |581       |              |24427     |-316      

品种：硅铁SF              日期： 2020-03-09
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
