					郑州商品交易所期货持仓排名表(2020-03-05)

品种：苹果AP              日期： 2020-03-05
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
15    |兴证期货      |1,766       |-3,339    |道通期货      |2,012     |0         |格林大华期货  |2,008     |-476      
16    |华西期货      |1,576       |-3,180    |东海期货      |1,979     |6         |银河期货      |1,892     |155       
17    |宏源期货      |1,530       |-1,093    |徽商期货      |1,971     |-134      |浙商期货      |1,867     |18        
18    |金瑞期货      |1,508       |-1,137    |大有期货      |1,683     |25        |国信期货      |1,718     |-34       
19    |海通期货      |1,470       |-3,422    |光大期货      |1,670     |220       |宏源期货      |1,647     |58        
20    |申银万国      |1,425       |-2,723    |浙商期货      |1,620     |152       |宁证期货      |1,644     |-50       
合计  |              |76568       |-93028    |                |61861     |366       |              |72180     |440       

品种：白糖SR              日期： 2020-03-05
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |海通期货      |105,376     |26,418    |华泰期货      |38,122    |-469      |中粮期货      |90,793    |3,607     
2     |华泰期货      |57,254      |27,691    |中粮期货      |28,881    |-1,602    |中信期货      |22,823    |-917      
3     |中信期货      |31,033      |1,834     |永安期货      |20,202    |3,497     |永安期货      |17,753    |1,403     
4     |华安期货      |29,574      |16,716    |东证期货      |19,519    |1,755     |东证期货      |15,869    |-306      
5     |东证期货      |28,395      |8,100     |光大期货      |15,463    |479       |华泰期货      |15,469    |3,087     
6     |广发期货      |28,387      |6,686     |中信期货      |13,267    |1,148     |五矿经易期货  |14,907    |1,204     
7     |光大期货      |28,157      |6,199     |海通期货      |12,445    |1,903     |创元期货      |14,641    |-198      
8     |华闻期货      |22,611      |5,019     |国泰君安      |11,213    |663       |国投安信期货  |13,083    |187       
9     |银河期货      |21,298      |8,357     |五矿经易期货  |11,100    |1,885     |宏源期货      |13,019    |473       
10    |徽商期货      |18,779      |7,289     |华联期货      |10,084    |12        |光大期货      |12,687    |548       
11    |海证期货      |16,919      |2,930     |浙商期货      |9,891     |-495      |中投天琪      |9,975     |403       
12    |中粮期货      |16,355      |8,307     |国投安信期货  |9,793     |415       |华金期货      |9,446     |421       
13    |东海期货      |16,240      |3,282     |大地期货      |9,059     |-356      |东海期货      |8,312     |649       
14    |五矿经易期货  |13,611      |2,377     |东兴期货      |8,547     |-101      |首创期货      |7,831     |-168      
15    |国贸期货      |13,385      |4,307     |宏源期货      |7,911     |-707      |国泰君安      |7,429     |-97       
16    |东吴期货      |13,372      |6,024     |渤海期货      |6,839     |-95       |渤海期货      |7,216     |91        
17    |永安期货      |13,040      |6,078     |海证期货      |6,161     |2,490     |英大期货      |7,063     |24        
18    |国泰君安      |12,832      |4,171     |华信期货      |6,026     |-1,652    |东兴期货      |6,845     |233       
19    |新湖期货      |12,091      |-3,403    |国联期货      |5,622     |991       |华信期货      |6,097     |250       
20    |招商期货      |11,396      |6,330     |新湖期货      |5,457     |8         |鲁证期货      |5,838     |336       
合计  |              |510105      |154712    |                |255602    |9769      |              |307096    |11230     

品种：PTA              日期： 2020-03-05
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |167,908     |26,180    |东证期货      |82,508    |1,394     |永安期货      |96,687    |12,857    
2     |华泰期货      |76,013      |-1,190    |中信期货      |71,625    |7,135     |中信期货      |91,774    |-3,194    
3     |中信期货      |36,957      |2,183     |华泰期货      |66,802    |2,740     |国贸期货      |62,190    |3,879     
4     |永安期货      |36,538      |20,822    |永安期货      |51,530    |1,439     |银河期货      |58,043    |370       
5     |光大期货      |29,380      |1,854     |广发期货      |47,267    |14        |华安期货      |54,790    |1,489     
6     |东吴期货      |28,954      |8,857     |国泰君安      |34,440    |-470      |宝城期货      |54,397    |1,465     
7     |华闻期货      |27,029      |-4,126    |光大期货      |33,868    |571       |华泰期货      |53,445    |1,229     
8     |华安期货      |26,573      |13,982    |中大期货      |32,522    |1,409     |新湖期货      |50,079    |1,180     
9     |新湖期货      |24,733      |-1,288    |银河期货      |31,954    |351       |建信期货      |46,286    |-23       
10    |宏源期货      |22,637      |16,970    |新湖期货      |30,978    |857       |东吴期货      |41,106    |2,052     
11    |广发期货      |20,930      |2,582     |南华期货      |30,091    |828       |东证期货      |37,305    |3,076     
12    |中信建投      |20,704      |11,952    |海通期货      |27,216    |189       |中银国际      |37,113    |-26       
13    |海通期货      |20,154      |3,154     |方正中期      |25,867    |2,570     |国泰君安      |35,101    |3,373     
14    |南华期货      |19,017      |2,637     |徽商期货      |24,325    |3,458     |光大期货      |32,383    |-259      
15    |中辉期货      |15,970      |5,856     |通惠期货      |23,841    |82        |通惠期货      |30,245    |1,415     
16    |徽商期货      |15,402      |-4,869    |申银万国      |23,743    |791       |兴证期货      |24,484    |476       
17    |兴证期货      |14,881      |-1,410    |国贸期货      |23,282    |3,798     |鲁证期货      |23,425    |2,890     
18    |平安期货      |13,666      |9,621     |弘业期货      |22,467    |326       |格林大华期货  |22,661    |3,422     
19    |银河期货      |13,619      |1,786     |浙商期货      |21,703    |461       |东海期货      |21,894    |2,834     
20    |天风期货      |12,803      |5,359     |华安期货      |21,572    |-206      |华闻期货      |21,762    |941       
合计  |              |643868      |120912    |                |727601    |27737     |              |895170    |39446     

品种：尿素UR              日期： 2020-03-05
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |海通期货      |14,125      |-12,517   |国泰君安      |8,618     |642       |中信期货      |9,458     |424       
2     |一德期货      |7,644       |2,508     |中信期货      |5,963     |-188      |国泰君安      |8,501     |-294      
3     |徽商期货      |5,484       |-11,430   |永安期货      |5,576     |-729      |一德期货      |8,492     |461       
4     |中信期货      |5,470       |-4,802    |华泰期货      |5,138     |454       |方正中期      |4,612     |-204      
5     |华泰期货      |5,022       |-6,772    |一德期货      |3,686     |101       |建信期货      |4,442     |-278      
6     |宏源期货      |4,654       |-865      |徽商期货      |3,299     |-163      |永安期货      |3,843     |-103      
7     |国泰君安      |4,382       |-2,906    |海通期货      |3,131     |-987      |海证期货      |3,760     |346       
8     |招金期货      |3,800       |415       |国投安信期货  |3,111     |852       |银河期货      |3,685     |55        
9     |鲁证期货      |3,513       |-254      |华安期货      |2,121     |-266      |宏源期货      |3,054     |797       
10    |东证期货      |3,343       |-3,397    |中信建投      |2,107     |642       |华泰期货      |3,044     |-22       
11    |永安期货      |3,294       |-2,251    |方正中期      |2,070     |225       |东证期货      |2,865     |-602      
12    |中信建投      |2,871       |-3,861    |宏源期货      |1,790     |183       |中辉期货      |2,828     |-45       
13    |方正中期      |2,755       |-6,068    |倍特期货      |1,789     |196       |光大期货      |2,558     |-183      
14    |华安期货      |2,742       |-6,224    |长江期货      |1,641     |31        |新湖期货      |2,296     |184       
15    |金瑞期货      |2,631       |-304      |兴证期货      |1,542     |-129      |中信建投      |2,295     |5         
16    |光大期货      |2,483       |-3,880    |冠通期货      |1,455     |101       |鲁证期货      |1,592     |45        
17    |东方财富      |2,463       |-3,191    |中银国际      |1,269     |445       |申银万国      |1,556     |-175      
18    |创元期货      |2,328       |-379      |招金期货      |1,268     |-548      |河北恒银      |1,526     |-1        
19    |银河期货      |2,178       |-2,137    |东证期货      |1,217     |217       |兴证期货      |1,453     |-180      
20    |国投安信期货  |2,058       |-2,105    |鲁证期货      |1,215     |-502      |倍特期货      |1,122     |7         
合计  |              |83240       |-70420    |                |58006     |577       |              |72982     |237       

品种：强麦WH              日期： 2020-03-05
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |弘业期货      |26          |-21       |永安期货      |281       |2         |华安期货      |669       |0         
2     |中航期货      |7           |7         |国投安信期货  |178       |2         |永安期货      |235       |0         
3     |国投安信期货  |4           |-128      |瑞达期货      |52        |0         |国泰君安      |135       |-1        
4     |徽商期货      |4           |-15       |国贸期货      |50        |0         |国投安信期货  |117       |0         
5     |鲁证期货      |4           |2         |华鑫期货      |50        |0         |中州期货      |28        |0         
6     |国金期货      |4           |4         |大地期货      |43        |0         |华信期货      |22        |0         
7     |华泰期货      |3           |0         |中粮期货      |39        |0         |一德期货      |6         |0         
8     |方正中期      |3           |-4        |东证期货      |35        |0         |鲁证期货      |3         |0         
9     |新湖期货      |3           |3         |中州期货      |32        |0         |中银国际      |3         |0         
10    |上海大陆      |2           |0         |徽商期货      |30        |0         |中财期货      |2         |0         
11    |银河期货      |2           |-4        |中国国际      |26        |-2        |中信期货      |1         |1         
12    |中信期货      |2           |2         |民生期货      |25        |0         |东证期货      |1         |0         
13    |中国国际      |2           |2         |国泰君安      |23        |0         |光大期货      |1         |0         
14    |永安期货      |2           |-12       |平安期货      |19        |0         |英大期货      |1         |0         
15    |平安期货      |2           |0         |广州期货      |17        |1         |中电投先融    |1         |0         
16    |招商期货      |1           |0         |申银万国      |16        |0         |南华期货      |1         |0         
17    |格林大华期货  |1           |1         |光大期货      |15        |0         |中钢期货      |0         |0         
18    |国信期货      |1           |1         |国信期货      |14        |1         |新纪元期货    |0         |0         
19    |东兴期货      |1           |1         |银河期货      |14        |0         |华泰期货      |0         |0         
20    |长江期货      |1           |-5        |弘业期货      |13        |2         |上海大陆      |0         |0         
合计  |              |75          |-166      |                |972       |6         |              |1226      |0         

品种：动力煤ZC              日期： 2020-03-05
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |24,845      |6,220     |中信期货      |19,175    |5,779     |中信期货      |27,438    |5,981     
2     |中信期货      |18,192      |1,268     |中电投先融    |10,985    |513       |国信期货      |13,402    |-317      
3     |华泰期货      |9,248       |3,342     |东证期货      |10,207    |-374      |新湖期货      |12,423    |-82       
4     |一德期货      |6,836       |2,118     |新湖期货      |10,015    |-14       |摩根大通      |11,712    |335       
5     |光大期货      |6,294       |-161      |建信期货      |9,239     |-42       |一德期货      |10,739    |2,369     
6     |锦泰期货      |6,193       |1,311     |海证期货      |8,237     |27        |中电投先融    |6,746     |-399      
7     |新湖期货      |5,748       |2,001     |广发期货      |7,535     |154       |永安期货      |5,681     |368       
8     |国信期货      |5,265       |4,631     |长江期货      |5,998     |-97       |海证期货      |5,406     |834       
9     |银河期货      |4,532       |2,202     |国投安信期货  |5,669     |-56       |中信建投      |5,133     |38        
10    |国投安信期货  |4,383       |1,128     |一德期货      |5,667     |-1,517    |华泰期货      |5,083     |-320      
11    |宏源期货      |3,942       |818       |光大期货      |5,322     |367       |东证期货      |4,907     |-165      
12    |永安期货      |3,778       |1,426     |国信期货      |5,289     |194       |银河期货      |4,471     |162       
13    |五矿经易期货  |3,611       |625       |永安期货      |4,810     |708       |兴证期货      |4,195     |-462      
14    |申银万国      |3,413       |1,825     |宝城期货      |4,501     |622       |中粮期货      |3,882     |63        
15    |中电投先融    |3,322       |1,649     |安粮期货      |4,356     |9         |鲁证期货      |3,804     |-274      
16    |海证期货      |2,695       |262       |国泰君安      |3,939     |478       |方正中期      |3,557     |383       
17    |兴证期货      |2,692       |-358      |中辉期货      |3,657     |8         |东吴期货      |3,301     |-31       
18    |国泰君安      |2,474       |1,293     |前海期货      |3,655     |205       |广发期货      |3,164     |-285      
19    |广发期货      |2,471       |-211      |鲁证期货      |3,636     |-108      |宝城期货      |3,135     |1,067     
20    |华闻期货      |2,437       |1,543     |方正中期      |3,460     |169       |国泰君安      |3,133     |154       
合计  |              |122371      |32932     |                |135352    |7025      |              |141312    |9419      

合约：AP003              日期： 2020-03-05
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |鲁证期货    |4           |-1        |鲁证期货    |22        |-4        |五矿经易期货|25        |-3        
2     |五矿经易期货|3           |1         |中国国际    |5         |0         |中州期货  |7         |0         
3     |美尔雅      |1           |-1        |国元期货    |4         |-2        |永安期货  |4         |0         
4     |-           |-           |-         |金元期货    |4         |0         |宏源期货  |4         |0         
5     |-           |-           |-         |方正中期    |2         |0         |鲁证期货  |2         |0         
6     |-           |-           |-         |迈科期货    |2         |0         |-         |-         |-         
7     |-           |-           |-         |中粮期货    |1         |0         |-         |-         |-         
8     |-           |-           |-         |美尔雅      |1         |1         |-         |-         |-         
9     |-           |-           |-         |建信期货    |1         |0         |-         |-         |-         
合计|                |8           |-1        |                |42        |-5        |              |42        |-3        

合约：AP005              日期： 2020-03-05
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |海通期货    |43,544      |-9,040    |中信期货    |4,552     |394       |中信期货  |7,961     |582       
2     |中信期货    |17,826      |-1,287    |方正中期    |4,151     |239       |鲁证期货  |6,620     |92        
3     |光大期货    |15,661      |-3,032    |徽商期货    |3,929     |272       |永安期货  |6,544     |35        
4     |华泰期货    |14,538      |-3,495    |光大期货    |3,653     |316       |东证期货  |5,484     |98        
5     |徽商期货    |13,759      |111       |东证期货    |3,415     |38        |海通期货  |4,502     |939       
6     |东证期货    |13,088      |-2,082    |永安期货    |3,374     |123       |宏源期货  |4,111     |-97       
7     |华安期货    |12,080      |-429      |华泰期货    |3,235     |-209      |华泰期货  |3,591     |749       
8     |新湖期货    |10,472      |3,158     |银河期货    |3,135     |-101      |国泰君安  |3,554     |45        
9     |东吴期货    |10,373      |-3,220    |华安期货    |3,116     |141       |徽商期货  |3,411     |29        
10    |华闻期货    |8,979       |-713      |国泰君安    |2,925     |105       |招金期货  |3,179     |0         
11    |国泰君安    |6,448       |-3,888    |东方财富    |2,744     |373       |海证期货  |3,137     |159       
12    |方正中期    |5,740       |-159      |海通期货    |2,632     |-77       |中辉期货  |2,876     |-30       
13    |申银万国    |5,701       |644       |广发期货    |2,446     |-99       |安粮期货  |2,743     |126       
14    |永安期货    |5,598       |359       |平安期货    |2,345     |55        |一德期货  |2,676     |-428      
15    |中信建投    |5,475       |-202      |国投安信期货|2,321     |44        |申银万国  |2,275     |508       
16    |东方财富    |5,445       |736       |中信建投    |2,310     |331       |浙江新世纪|2,228     |-8        
17    |东航期货    |5,209       |1,232     |瑞达期货    |2,217     |243       |华安期货  |1,989     |-51       
18    |鲁证期货    |4,959       |471       |南华期货    |2,122     |93        |方正中期  |1,986     |77        
19    |美尔雅      |4,475       |2,257     |浙商期货    |2,073     |-45       |东航期货  |1,982     |151       
20    |宏源期货    |4,424       |601       |新纪元期货  |2,018     |-4        |光大期货  |1,760     |31        
合计|                |213794      |-17978    |                |58713     |2232      |              |72609     |3007      

合约：AP010              日期： 2020-03-05
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |海通期货    |1,390       |-9        |中信期货    |1,205     |21        |中信期货  |1,134     |5         
2     |中信期货    |732         |-228      |徽商期货    |667       |-55       |永安期货  |803       |4         
3     |徽商期货    |473         |-700      |光大期货    |651       |13        |光大期货  |782       |8         
4     |新湖期货    |424         |10        |南华期货    |565       |-4        |鲁证期货  |735       |-8        
5     |东证期货    |382         |-248      |东吴期货    |556       |-22       |金元期货  |502       |-2        
6     |华闻期货    |329         |-59       |上海中期    |485       |5         |东吴期货  |493       |0         
7     |中大期货    |242         |148       |中辉期货    |347       |-19       |徽商期货  |479       |10        
8     |永安期货    |216         |121       |永安期货    |336       |34        |海通期货  |470       |1         
9     |中衍期货    |212         |168       |兴证期货    |327       |0         |上海中期  |459       |-8        
10    |中国国际    |190         |144       |中信建投    |275       |-22       |东航期货  |288       |2         
11    |五矿经易期货|190         |161       |华安期货    |272       |-3        |中州期货  |277       |3         
12    |华安期货    |185         |24        |海通期货    |248       |-15       |华鑫期货  |274       |0         
13    |光大期货    |175         |-99       |上海大陆    |235       |14        |上海大陆  |270       |5         
14    |天风期货    |173         |49        |银河期货    |225       |1         |一德期货  |235       |-8        
15    |上海大陆    |151         |101       |宏源期货    |221       |-70       |广州期货  |219       |29        
16    |方正中期    |146         |4         |安粮期货    |217       |-13       |西南期货  |212       |2         
17    |中信建投    |143         |-263      |东航期货    |217       |73        |中信建投  |210       |-3        
18    |宏源期货    |142         |64        |方正中期    |216       |17        |国泰君安  |205       |3         
19    |国泰君安    |136         |-12       |混沌天成期货|205       |0         |海证期货  |203       |15        
20    |华西期货    |135         |-118      |弘业期货    |188       |9         |浙商期货  |185       |-2        
合计|                |6166        |-742      |                |7658      |-36       |              |8435      |56        

合约：CF003              日期： 2020-03-05
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |平安期货    |463         |463       |冠通期货    |1,696     |-303      |东证期货  |779       |0         
2     |冠通期货    |295         |-66       |东证期货    |755       |0         |一德期货  |552       |0         
3     |国投安信期货|293         |193       |永安期货    |700       |0         |浙商期货  |494       |-143      
4     |浙商期货    |151         |32        |浙商期货    |310       |0         |冠通期货  |476       |0         
5     |鲁证期货    |32          |24        |大有期货    |200       |0         |中粮期货  |416       |2         
6     |永安期货    |12          |-59       |金瑞期货    |110       |0         |华安期货  |296       |0         
7     |国联期货    |4           |4         |新纪元期货  |82        |0         |国元期货  |224       |0         
8     |中粮期货    |2           |2         |华联期货    |20        |0         |金信期货  |184       |0         
9     |-           |-           |-         |中国国际    |9         |0         |永安期货  |132       |-12       
10    |-           |-           |-         |鲁证期货    |8         |-16       |金瑞期货  |110       |0         
11    |-           |-           |-         |华金期货    |8         |0         |光大期货  |80        |0         
12    |-           |-           |-         |光大期货    |8         |0         |中财期货  |55        |0         
13    |-           |-           |-         |东海期货    |5         |0         |华泰期货  |48        |0         
14    |-           |-           |-         |-           |-         |-         |东海期货  |45        |0         
15    |-           |-           |-         |-           |-         |-         |华联期货  |20        |0         
合计|                |1252        |593       |                |3911      |-319      |              |3911      |-153      

合约：CF005              日期： 2020-03-05
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |海通期货    |124,795     |40,783    |永安期货    |43,814    |550       |东证期货  |38,887    |-2,731    
2     |华泰期货    |41,826      |26,524    |中信期货    |26,899    |2,307     |中信期货  |36,804    |-1,704    
3     |东证期货    |39,176      |10,642    |华泰期货    |24,963    |9,496     |国投安信期货|29,431    |-5,946    
4     |中信期货    |37,957      |17,708    |中粮期货    |21,052    |2,862     |长江期货  |20,973    |502       
5     |光大期货    |32,553      |14,824    |国投安信期货|20,596    |4,929     |国贸期货  |20,834    |95        
6     |华闻期货    |29,274      |-950      |中国国际    |12,760    |1,806     |永安期货  |20,809    |-480      
7     |东吴期货    |25,303      |15,046    |大有期货    |12,569    |271       |银河期货  |19,529    |194       
8     |中辉期货    |23,483      |11,537    |海通期货    |11,783    |1,221     |国泰君安  |17,401    |3,313     
9     |永安期货    |22,010      |14,910    |方正中期    |11,543    |-856      |南华期货  |16,302    |212       
10    |国投安信期货|21,101      |15,893    |广发期货    |11,505    |-2        |中粮期货  |15,539    |-162      
11    |宏源期货    |20,638      |11,925    |银河期货    |11,440    |-1,350    |华信期货  |15,218    |130       
12    |方正中期    |18,238      |7,087     |东证期货    |10,595    |-627      |中大期货  |13,034    |47        
13    |国泰君安    |15,505      |-7        |光大期货    |9,560     |-1,040    |中国国际  |10,922    |-64       
14    |徽商期货    |14,809      |9,130     |南华期货    |9,135     |-309      |华泰期货  |9,759     |516       
15    |华西期货    |13,659      |6,971     |兴证期货    |9,060     |-2,069    |信达期货  |8,639     |34        
16    |华安期货    |11,904      |5,056     |五矿经易期货|8,992     |-82       |建信期货  |8,497     |982       
17    |华金期货    |11,498      |7,164     |大越期货    |8,784     |-100      |海通期货  |7,821     |1,178     
18    |兴证期货    |11,441      |5,987     |国泰君安    |8,400     |-620      |广发期货  |7,491     |534       
19    |东海期货    |10,999      |4,634     |长江期货    |7,365     |-373      |兴证期货  |7,023     |64        
20    |广发期货    |10,814      |5,350     |浙商期货    |7,215     |-1,053    |宏源期货  |6,233     |901       
合计|                |536983      |230214    |                |288030    |14961     |              |331146    |-2385     

合约：CF007              日期： 2020-03-05
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |广发期货    |4,749       |2,898     |光大期货    |7,017     |-3        |光大期货  |7,000     |0         
2     |国海良时    |2,755       |1,353     |兴证期货    |2,501     |-3        |中粮期货  |3,166     |-10       
3     |中粮期货    |1,128       |568       |东证期货    |1,660     |190       |兴证期货  |2,500     |0         
4     |海通期货    |916         |-201      |中信期货    |1,335     |-8        |中信期货  |1,379     |0         
5     |招商期货    |867         |608       |国投安信期货|1,229     |4         |国投安信期货|1,216     |8         
6     |南华期货    |824         |-275      |招商期货    |1,001     |0         |招商期货  |1,061     |-5        
7     |中信建投    |691         |541       |中粮期货    |454       |2         |广发期货  |653       |301       
8     |浙商期货    |610         |295       |东吴期货    |448       |-67       |东证期货  |548       |2         
9     |东吴期货    |475         |403       |海通期货    |428       |-83       |国海良时  |365       |-5        
10    |东证期货    |412         |293       |南华期货    |361       |-36       |海通期货  |361       |-83       
11    |银河期货    |343         |-88       |国海良时    |348       |-6        |南华期货  |351       |-22       
12    |国联期货    |314         |-136      |永安期货    |329       |16        |东吴期货  |276       |0         
13    |国投安信期货|310         |41        |广发期货    |317       |282       |锦泰期货  |259       |-3        
14    |冠通期货    |301         |168       |锦泰期货    |296       |-20       |银河期货  |198       |37        
15    |国元期货    |296         |26        |冠通期货    |250       |-1        |金瑞期货  |184       |0         
16    |中信期货    |288         |69        |华泰期货    |208       |-7        |中信建投  |174       |0         
17    |五矿经易期货|286         |98        |徽商期货    |172       |-1        |上海大陆  |64        |9         
18    |华闻期货    |268         |38        |国富期货    |131       |43        |大地期货  |34        |0         
19    |徽商期货    |235         |229       |宏源期货    |112       |51        |西南期货  |32        |-16       
20    |上海大陆    |201         |110       |中原期货    |105       |0         |徽商期货  |31        |0         
合计|                |16269       |7038      |                |18702     |353       |              |19852     |213       

合约：CF009              日期： 2020-03-05
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |海通期货    |24,071      |3,658     |永安期货    |14,835    |-535      |大有期货  |20,358    |380       
2     |华泰期货    |19,621      |9,709     |中粮期货    |9,925     |-1,404    |中粮期货  |16,694    |24        
3     |中辉期货    |17,187      |7,756     |中信期货    |8,263     |324       |东证期货  |15,803    |4,490     
4     |光大期货    |14,087      |3,007     |中国国际    |7,513     |327       |中信期货  |10,936    |414       
5     |中信期货    |13,728      |4,200     |长江期货    |6,599     |-66       |兴证期货  |10,838    |-419      
6     |东海期货    |10,050      |5,027     |银河期货    |6,368     |135       |宏源期货  |9,972     |-627      
7     |东吴期货    |8,149       |4,732     |海通期货    |4,771     |1,165     |永安期货  |9,754     |337       
8     |东证期货    |7,959       |3,032     |国投安信期货|4,421     |-4        |国投安信期货|9,065     |1,101     
9     |宏源期货    |6,997       |2,133     |建信期货    |4,393     |25        |银河期货  |7,982     |-24       
10    |永安期货    |6,538       |4,502     |光大期货    |4,335     |-19       |海通期货  |7,491     |840       
11    |金瑞期货    |6,399       |787       |华泰期货    |4,112     |-604      |华泰期货  |4,367     |-1,207    
12    |华金期货    |6,356       |3,315     |鲁证期货    |3,499     |8         |中国国际  |4,250     |-21       
13    |华闻期货    |5,240       |2,563     |兴证期货    |3,275     |-164      |金瑞期货  |3,977     |667       
14    |华安期货    |4,959       |2,876     |南华期货    |3,244     |129       |国贸期货  |3,330     |211       
15    |国投安信期货|4,023       |2,711     |国泰君安    |3,072     |-8        |一德期货  |2,863     |136       
16    |华西期货    |3,479       |1,511     |东证期货    |2,945     |-383      |华信期货  |2,585     |222       
17    |大有期货    |3,466       |2,137     |浙商期货    |2,884     |-144      |建信期货  |2,558     |-1,047    
18    |中国国际    |3,296       |439       |弘业期货    |2,554     |-52       |广发期货  |2,386     |126       
19    |徽商期货    |3,293       |1,884     |五矿经易期货|2,498     |17        |弘业期货  |2,004     |-430      
20    |格林大华期货|3,031       |951       |申银万国    |2,487     |-62       |新湖期货  |1,863     |122       
合计|                |171929      |66930     |                |101993    |-1315     |              |149076    |5295      

合约：CF101              日期： 2020-03-05
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |渤海期货    |638         |638       |华泰期货    |1,650     |7         |中州期货  |5,600     |400       
2     |国元期货    |532         |355       |首创期货    |1,531     |17        |国海良时  |3,632     |11        
3     |先锋期货    |445         |428       |东证期货    |1,461     |-83       |华泰期货  |1,600     |-3        
4     |中州期货    |428         |428       |广发期货    |844       |-9        |金瑞期货  |631       |10        
5     |中辉期货    |426         |421       |先锋期货    |817       |270       |五矿经易期货|360       |81        
6     |国投安信期货|246         |207       |渤海期货    |701       |626       |广发期货  |295       |145       
7     |东吴期货    |232         |220       |中信期货    |700       |6         |浙商期货  |285       |0         
8     |中粮期货    |216         |216       |银河期货    |683       |-14       |中粮期货  |261       |216       
9     |华闻期货    |200         |191       |东海期货    |392       |100       |国元期货  |200       |-12       
10    |银河期货    |184         |179       |方正中期    |338       |-7        |永安期货  |158       |65        
11    |广发期货    |160         |159       |永安期货    |336       |-30       |中辉期货  |143       |-12       
12    |东证期货    |143         |139       |国投安信期货|314       |52        |东证期货  |109       |-10       
13    |国金期货    |130         |77        |中辉期货    |242       |12        |招金期货  |101       |0         
14    |中天期货    |117         |51        |中大期货    |227       |-1        |浙江新世纪|93        |-10       
15    |五矿经易期货|111         |76        |国元期货    |204       |0         |迈科期货  |74        |35        
16    |宏源期货    |107         |78        |中粮期货    |198       |0         |华联期货  |51        |0         
17    |永安期货    |105         |88        |浙商期货    |190       |-1        |天风期货  |51        |1         
18    |东海期货    |101         |100       |宏源期货    |182       |23        |恒泰期货  |50        |0         
19    |平安期货    |93          |82        |大地期货    |170       |-2        |国信期货  |42        |14        
20    |迈科期货    |85          |85        |金石期货    |145       |-9        |英大期货  |40        |0         
合计|                |4699        |4218      |                |11325     |957       |              |13776     |931       

合约：CJ003              日期： 2020-03-05
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |云财富期货  |14          |14        |国泰君安    |12        |-7        |永安期货  |13        |4         
2     |国泰君安    |7           |7         |华金期货    |5         |0         |浙商期货  |6         |5         
3     |永安期货    |6           |6         |永安期货    |2         |2         |-         |-         |-         
4     |浙商期货    |5           |4         |-           |-         |-         |-         |-         |-         
5     |五矿经易期货|1           |1         |-           |-         |-         |-         |-         |-         
6     |一德期货    |1           |0         |-           |-         |-         |-         |-         |-         
合计|                |34          |32        |                |19        |-5        |              |19        |9         

合约：CJ005              日期： 2020-03-05
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |海通期货    |4,968       |670       |国泰君安    |2,491     |-297      |国泰君安  |1,102     |-114      
2     |中信期货    |2,508       |65        |中信期货    |1,199     |-179      |中信期货  |1,067     |155       
3     |华泰期货    |2,222       |-21       |鲁证期货    |706       |16        |银河期货  |701       |16        
4     |国泰君安    |1,767       |677       |银河期货    |645       |15        |广州期货  |692       |-290      
5     |新湖期货    |1,735       |-148      |云财富期货  |643       |32        |东航期货  |654       |-60       
6     |东证期货    |1,344       |155       |永安期货    |562       |-30       |东证期货  |641       |-55       
7     |兴证期货    |1,066       |606       |南华期货    |559       |-346      |国投安信期货|612       |-2        
8     |华安期货    |1,057       |-364      |海证期货    |551       |-11       |华安期货  |599       |-71       
9     |光大期货    |932         |-278      |中信建投    |519       |-38       |华闻期货  |588       |15        
