					郑州商品交易所期货持仓排名表(2020-03-11)

品种：苹果AP              日期： 2020-03-11
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
7     |新湖期货      |846         |-620      |上海中期      |462       |96        |南华期货      |442       |0         
8     |瑞达期货      |639         |-121      |弘业期货      |397       |2         |宏源期货      |431       |-12       
9     |中信期货      |565         |-57       |中粮期货      |397       |48        |五矿经易期货  |423       |-50       
10    |五矿经易期货  |512         |-14       |瑞达期货      |380       |1         |弘业期货      |395       |1         
11    |弘业期货      |447         |-150      |宏源期货      |380       |-28       |中粮期货      |390       |48        
12    |南华期货      |373         |-172      |南华期货      |362       |-59       |瑞达期货      |344       |-4        
13    |国投安信期货  |364         |150       |大地期货      |347       |-2        |大地期货      |343       |-6        
14    |东证期货      |337         |-457      |华西期货      |232       |-2        |华西期货      |238       |-2        
15    |安粮期货      |317         |-214      |长安期货      |198       |1         |国贸期货      |220       |-1        
16    |大地期货      |300         |-30       |中财期货      |142       |5         |摩根大通      |158       |0         
17    |永安期货      |263         |37        |上海大陆      |103       |-3        |海通期货      |120       |-33       
18    |华西期货      |200         |-64       |银河期货      |102       |46        |中国国际      |96        |0         
19    |华闻期货      |186         |-358      |浙商期货      |72        |-11       |鲁证期货      |60        |0         
20    |银河期货      |58          |-25       |徽商期货      |39        |-2        |徽商期货      |54        |10        
合计  |              |17423       |-2676     |                |8327      |-13       |              |8338      |12        

品种：玻璃FG              日期： 2020-03-11
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |18,256      |-7,934    |永安期货      |38,666    |629       |中信期货      |11,905    |179       
2     |光大期货      |13,386      |-897      |申银万国      |13,828    |-340      |永安期货      |10,127    |938       
3     |新湖期货      |9,051       |-6,352    |东证期货      |9,862     |59        |长江期货      |8,332     |-132      
4     |华信期货      |8,756       |4,563     |中信期货      |9,004     |1,241     |招商期货      |8,236     |-463      
5     |中信期货      |8,744       |-1,747    |国投安信期货  |8,984     |-412      |华泰期货      |8,003     |343       
6     |华泰期货      |7,157       |-759      |方正中期      |7,517     |-313      |东证期货      |6,847     |-317      
7     |永安期货      |6,441       |-1,227    |招商期货      |6,987     |-294      |方正中期      |5,922     |-319      
8     |方正中期      |4,764       |-4,749    |新湖期货      |6,569     |-58       |新湖期货      |5,873     |-81       
9     |兴证期货      |3,841       |-4,566    |南华期货      |5,841     |-304      |光大期货      |5,446     |-563      
10    |徽商期货      |3,612       |-1,737    |东吴期货      |5,214     |82        |银河期货      |5,324     |22        
11    |一德期货      |3,346       |1,658     |海通期货      |4,843     |78        |中信建投      |4,915     |31        
12    |中辉期货      |2,839       |720       |弘业期货      |4,431     |-493      |弘业期货      |4,898     |-527      
13    |东吴期货      |2,793       |-931      |兴证期货      |4,371     |-592      |中国国际      |4,579     |533       
14    |国泰君安      |2,643       |-1,433    |光大期货      |4,036     |23        |国投安信期货  |4,550     |43        
15    |弘业期货      |2,446       |-3,665    |美尔雅        |3,650     |-44       |东吴期货      |4,532     |101       
16    |华安期货      |2,350       |-1,823    |华安期货      |3,313     |26        |一德期货      |4,259     |-600      
17    |建信期货      |2,320       |-3,594    |中信建投      |3,092     |-117      |兴证期货      |4,071     |161       
18    |海通期货      |2,154       |-462      |宏源期货      |2,998     |3         |国元期货      |3,993     |29        
19    |金瑞期货      |2,087       |154       |华金期货      |2,985     |0         |申银万国      |3,943     |-379      
20    |鲁证期货      |2,055       |-219      |华泰期货      |2,939     |-28       |华联期货      |3,475     |352       
合计  |              |109041      |-35000    |                |149130    |-854      |              |119230    |-649      

品种：粳稻JR              日期： 2020-03-11
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |方正中期      |23          |-19       |徽商期货      |45        |0         |天风期货      |353       |0         
2     |弘业期货      |10          |-10       |永安期货      |39        |0         |华安期货      |56        |0         
3     |倍特期货      |6           |-8        |方正中期      |34        |2         |方正中期      |20        |3         
4     |中信建投      |5           |2         |中信期货      |33        |0         |国泰君安      |7         |0         
5     |海通期货      |4           |3         |华融期货      |29        |0         |国富期货      |6         |0         
6     |鲁证期货      |3           |-8        |倍特期货      |20        |6         |长江期货      |5         |0         
7     |兴业期货      |2           |2         |国元期货      |19        |-1        |平安期货      |2         |0         
8     |国泰君安      |2           |-9        |华安期货      |19        |0         |华泰期货      |1         |0         
9     |中辉期货      |2           |-3        |首创京都期货  |17        |0         |光大期货      |1         |0         
10    |新纪元期货    |1           |-14       |国金期货      |12        |0         |东航期货      |1         |0         
11    |格林大华期货  |1           |0         |国泰君安      |11        |2         |新纪元期货    |0         |0         
12    |华龙期货      |1           |1         |西南期货      |10        |0         |上海大陆      |0         |0         
13    |国元期货      |1           |0         |兴业期货      |10        |2         |国投安信期货  |0         |0         
14    |光大期货      |1           |1         |鲁证期货      |8         |-1        |招商期货      |0         |0         
15    |浙商期货      |1           |-1        |中粮期货      |8         |0         |宝城期货      |0         |0         
16    |河北恒银      |1           |-1        |华泰期货      |7         |0         |格林大华期货  |0         |0         
17    |华泰期货      |0           |0         |海通期货      |7         |-2        |中财期货      |0         |0         
18    |上海大陆      |0           |-8        |格林大华期货  |6         |-1        |弘业期货      |0         |0         
19    |国投安信期货  |0           |0         |上海中期      |6         |0         |盛达期货      |0         |0         
20    |招商期货      |0           |0         |国投安信期货  |5         |0         |徽商期货      |0         |0         
合计  |              |64          |-72       |                |345       |7         |              |452       |3         

品种：晚籼LR              日期： 2020-03-11
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |中天期货      |10          |10        |新纪元期货    |1         |0         |国元期货      |2         |0         
2     |方正中期      |8           |8         |中信期货      |1         |0         |中辉期货      |1         |0         
3     |东航期货      |6           |6         |中大期货      |1         |0         |新纪元期货    |0         |0         
4     |中辉期货      |6           |6         |方正中期      |0         |0         |方正中期      |0         |0         
5     |新纪元期货    |0           |0         |国元期货      |0         |0         |中信期货      |0         |0         
6     |国元期货      |0           |0         |东航期货      |0         |0         |东航期货      |0         |0         
7     |中信期货      |0           |0         |中天期货      |0         |0         |中天期货      |0         |0         
8     |中大期货      |0           |0         |中辉期货      |0         |0         |中大期货      |0         |0         
合计  |              |30          |30        |                |3         |0         |              |3         |0         

品种：甲醇MA              日期： 2020-03-11
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |224,788     |-18,900   |东证期货      |87,404    |-15,820   |东证期货      |90,424    |-17,994   
2     |东吴期货      |82,129      |-59,940   |华泰期货      |55,803    |-1,013    |申银万国      |66,618    |1,220     
3     |华闻期货      |80,124      |933       |中信期货      |44,441    |4,693     |中信期货      |65,109    |8,763     
4     |华泰期货      |80,061      |-25,952   |海通期货      |35,686    |-7,947    |华泰期货      |62,423    |1,430     
5     |光大期货      |75,394      |-36,632   |永安期货      |35,643    |1,031     |海通期货      |48,675    |1,269     
6     |海通期货      |56,494      |-29,127   |光大期货      |31,301    |4,461     |永安期货      |42,099    |3,576     
7     |中信期货      |55,734      |-37,732   |一德期货      |30,718    |2,834     |中粮期货      |34,931    |171       
8     |新湖期货      |52,904      |-41,722   |徽商期货      |30,095    |1,150     |光大期货      |31,505    |5,937     
9     |徽商期货      |40,034      |-57,594   |东吴期货      |30,079    |-1,131    |银河期货      |29,456    |5,504     
10    |冠通期货      |38,528      |-35,317   |银河期货      |28,873    |-244      |东吴期货      |28,878    |-2,544    
11    |中辉期货      |35,226      |-7,189    |华闻期货      |25,816    |11,819    |兴证期货      |24,891    |36        
12    |华安期货      |33,202      |-15,093   |中信建投      |21,396    |2,978     |华闻期货      |24,067    |11,029    
13    |国富期货      |28,286      |-4,347    |鲁证期货      |18,784    |-121      |新湖期货      |19,766    |-16,035   
14    |银河期货      |27,626      |-30,974   |东海期货      |18,050    |2,518     |广发期货      |18,970    |-3,696    
15    |东海期货      |26,180      |-4,857    |国投安信期货  |17,225    |983       |国投安信期货  |17,780    |1,966     
16    |国泰君安      |25,715      |-31,226   |兴证期货      |16,770    |-4,439    |中信建投      |16,134    |2,076     
17    |兴证期货      |25,089      |-22,097   |新湖期货      |16,569    |-13,853   |弘业期货      |14,753    |1,949     
18    |中信建投      |24,984      |-20,558   |国泰君安      |16,366    |-2,559    |东海期货      |12,276    |-1,252    
19    |弘业期货      |23,428      |-14,433   |华安期货      |15,957    |985       |五矿经易期货  |11,735    |-145      
20    |永安期货      |23,293      |-73,313   |弘业期货      |13,974    |2,525     |徽商期货      |11,517    |844       
合计  |              |1059219     |-566070   |                |590950    |-11150    |              |672007    |4104      

品种：菜油OI              日期： 2020-03-11
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |64,102      |-25,406   |中信期货      |11,270    |369       |中粮期货      |23,733    |350       
2     |华泰期货      |18,119      |-15,134   |银河期货      |7,485     |133       |中信期货      |10,942    |392       
3     |中信期货      |14,127      |-13,983   |国投安信期货  |6,478     |-86       |国投安信期货  |10,012    |-225      
4     |光大期货      |13,864      |-5,771    |国富期货      |5,689     |472       |东证期货      |8,338     |392       
5     |海通期货      |12,845      |-4,483    |中信建投      |5,477     |-24       |兴证期货      |5,776     |556       
6     |华西期货      |10,022      |-372      |安粮期货      |4,820     |524       |国泰君安      |5,744     |87        
7     |华安期货      |7,916       |-1,709    |东证期货      |4,491     |258       |中信建投      |4,202     |150       
8     |徽商期货      |7,220       |-1,757    |永安期货      |4,211     |105       |中国国际      |4,087     |16        
9     |华闻期货      |6,038       |-148      |建信期货      |4,169     |-25       |国海良时      |3,922     |34        
10    |兴证期货      |5,717       |-1,792    |中粮期货      |3,864     |2         |上海中期      |3,435     |-22       
11    |新湖期货      |5,412       |-1,768    |海通期货      |3,829     |1,826     |华泰期货      |3,142     |128       
12    |银河期货      |5,205       |-1,749    |一德期货      |3,789     |636       |新湖期货      |3,101     |33        
13    |美尔雅        |5,025       |-2,110    |申银万国      |3,769     |-109      |安粮期货      |2,950     |-14       
14    |国元期货      |4,877       |338       |国泰君安      |3,466     |-248      |鲁证期货      |2,915     |264       
15    |东方财富      |4,049       |303       |华安期货      |3,434     |813       |建信期货      |2,531     |-841      
16    |国泰君安      |4,045       |-6,208    |信达期货      |3,356     |18        |摩根大通      |1,864     |0         
17    |安粮期货      |3,706       |-2,140    |兴证期货      |2,744     |-137      |国富期货      |1,778     |-56       
18    |东吴期货      |3,359       |-5,318    |鲁证期货      |2,596     |-209      |海通期货      |1,647     |-893      
19    |中信建投      |3,314       |-1,908    |上海中期      |2,303     |23        |永安期货      |1,558     |192       
20    |国富期货      |2,930       |-419      |五矿经易期货  |2,172     |-358      |国联期货      |1,439     |-128      
合计  |              |201892      |-91534    |                |89412     |3983      |              |103116    |415       

品种：普麦PM              日期： 2020-03-11
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |国投安信期货  |0           |0         |广州期货      |10        |0         |天风期货      |39        |0         
2     |盛达期货      |0           |0         |中国国际      |6         |0         |中州期货      |4         |0         
3     |申银万国      |0           |0         |鲁证期货      |3         |0         |国投安信期货  |0         |0         
4     |中信期货      |0           |0         |海通期货      |3         |0         |盛达期货      |0         |0         
5     |鲁证期货      |0           |0         |东证期货      |3         |0         |申银万国      |0         |0         
6     |海通期货      |0           |0         |申银万国      |2         |0         |中信期货      |0         |0         
7     |东证期货      |0           |0         |中信期货      |2         |0         |鲁证期货      |0         |0         
8     |中国国际      |0           |0         |中州期货      |2         |0         |海通期货      |0         |0         
9     |天风期货      |0           |0         |中信建投      |2         |0         |东证期货      |0         |0         
10    |中州期货      |0           |0         |永安期货      |2         |0         |中国国际      |0         |0         
11    |中信建投      |0           |0         |恒泰期货      |2         |0         |中信建投      |0         |0         
12    |上海中期      |0           |0         |东方财富      |2         |0         |上海中期      |0         |0         
13    |永安期货      |0           |0         |国投安信期货  |1         |0         |永安期货      |0         |0         
14    |中辉期货      |0           |0         |盛达期货      |1         |0         |中辉期货      |0         |0         
15    |广州期货      |0           |0         |上海中期      |1         |0         |广州期货      |0         |0         
16    |恒泰期货      |0           |0         |中辉期货      |1         |0         |恒泰期货      |0         |0         
17    |东方财富      |0           |0         |天风期货      |0         |0         |东方财富      |0         |0         
合计  |              |0           |0         |                |43        |0         |              |43        |0         

品种：早籼RI              日期： 2020-03-11
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东航期货      |10          |4         |东证期货      |10        |0         |江西瑞奇      |34        |3         
2     |国泰君安      |6           |5         |国泰君安      |7         |2         |东航期货      |2         |2         
3     |新纪元期货    |5           |3         |方正中期      |4         |0         |新纪元期货    |1         |-3        
4     |中辉期货      |4           |4         |光大期货      |4         |0         |华泰期货      |1         |0         
5     |江西瑞奇      |3           |3         |平安期货      |4         |0         |南华期货      |1         |0         
6     |鲁证期货      |3           |3         |金元期货      |3         |0         |上海大陆      |0         |-1        
7     |东证期货      |2           |2         |中信建投      |2         |0         |中财期货      |0         |0         
8     |国海良时      |2           |2         |中财期货      |1         |0         |弘业期货      |0         |0         
9     |上海大陆      |1           |-2        |弘业期货      |1         |0         |徽商期货      |0         |0         
10    |瑞达期货      |1           |0         |徽商期货      |1         |0         |方正中期      |0         |0         
11    |天风期货      |1           |-1        |鲁证期货      |1         |1         |国元期货      |0         |0         
12    |华泰期货      |0           |0         |中大期货      |1         |0         |鲁证期货      |0         |0         
13    |中财期货      |0           |0         |新纪元期货    |0         |0         |金元期货      |0         |0         
14    |弘业期货      |0           |0         |华泰期货      |0         |0         |东证期货      |0         |0         
15    |徽商期货      |0           |-1        |上海大陆      |0         |0         |光大期货      |0         |0         
16    |方正中期      |0           |-10       |江西瑞奇      |0         |0         |瑞达期货      |0         |0         
17    |国元期货      |0           |-2        |国元期货      |0         |0         |天风期货      |0         |0         
18    |金元期货      |0           |0         |瑞达期货      |0         |-1        |中信建投      |0         |0         
19    |光大期货      |0           |0         |东航期货      |0         |0         |广发期货      |0         |0         
20    |中信建投      |0           |-1        |天风期货      |0         |-1        |中大期货      |0         |0         
合计  |              |38          |9         |                |39        |1         |              |39        |1         

品种：菜粕RM              日期： 2020-03-11
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |166,701     |-21,063   |五矿经易期货  |37,337    |-869      |中粮期货      |72,863    |-4,486    
2     |华泰期货      |55,427      |-14,600   |永安期货      |14,302    |-1,605    |国投安信期货  |27,509    |3,845     
3     |广发期货      |40,007      |-9,925    |银河期货      |11,604    |-8,303    |兴证期货      |23,992    |920       
4     |新湖期货      |38,932      |-1,525    |中信期货      |11,570    |-1,549    |广发期货      |16,734    |186       
5     |中信期货      |37,092      |-1,493    |华泰期货      |10,957    |-360      |中信期货      |14,192    |-2,341    
6     |国富期货      |33,229      |5,396     |长江期货      |10,229    |151       |华泰期货      |12,739    |-73       
7     |光大期货      |30,032      |-7,597    |徽商期货      |10,019    |36        |光大期货      |11,907    |161       
8     |华西期货      |29,057      |-8,887    |国泰君安      |9,342     |201       |摩根大通      |10,841    |350       
9     |兴证期货      |23,901      |-12,324   |东证期货      |8,747     |-2,155    |南华期货      |10,359    |253       
10    |徽商期货      |23,484      |-1,829    |广发期货      |8,542     |-1,167    |五矿经易期货  |10,112    |-493      
11    |华安期货      |21,994      |-1,729    |华安期货      |8,471     |-397      |东证期货      |9,713     |-1,824    
12    |冠通期货      |19,929      |2,263     |中信建投      |8,429     |1,385     |徽商期货      |7,888     |432       
13    |海通期货      |19,786      |-1,828    |光大期货      |7,775     |421       |国海良时      |6,825     |-88       
14    |银河期货      |16,598      |2,855     |宏源期货      |7,487     |58        |国泰君安      |5,902     |62        
15    |东方财富      |14,962      |-3,268    |方正中期      |6,773     |297       |新晟期货      |5,337     |10        
16    |华闻期货      |14,349      |-2,197    |新湖期货      |6,404     |-122      |中国国际      |4,719     |-75       
17    |东吴期货      |14,196      |-654      |英大期货      |6,289     |-281      |新湖期货      |4,533     |534       
18    |永安期货      |14,123      |-2,122    |申银万国      |6,134     |356       |瑞达期货      |4,404     |414       
19    |国投安信期货  |13,527      |-1,229    |国投安信期货  |5,631     |-44       |永安期货      |4,280     |-5,734    
20    |中信建投      |12,718      |-4,424    |弘业期货      |4,935     |-764      |中州期货      |4,094     |23        
合计  |              |640044      |-86180    |                |200977    |-14711    |              |268943    |-7924     

品种：菜籽RS              日期： 2020-03-11
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东航期货      |14          |5         |江西瑞奇      |4         |0         |大有期货      |6         |-1        
2     |东证期货      |12          |12        |德盛期货      |4         |4         |招商期货      |5         |5         
3     |大有期货      |11          |-5        |徽商期货      |3         |0         |海通期货      |3         |0         
4     |德盛期货      |10          |8         |津投期货      |3         |0         |光大期货      |3         |-2        
5     |中原期货      |6           |4         |东证期货      |3         |-10       |永安期货      |3         |0         
6     |招商期货      |5           |5         |国泰君安      |3         |1         |银河期货      |2         |0         
7     |中信期货      |3           |-11       |中原期货      |2         |0         |国投安信期货  |1         |0         
8     |福能期货      |3           |2         |美尔雅        |2         |0         |鲁证期货      |1         |1         
9     |申银万国      |2           |2         |华泰期货      |1         |0         |中原期货      |1         |0         
10    |光大期货      |2           |2         |申银万国      |1         |1         |迈科期货      |1         |0         
11    |华闻期货      |2           |0         |中信期货      |1         |-1        |美尔雅        |1         |0         
12    |鲁证期货      |1           |1         |新晟期货      |1         |0         |东证期货      |1         |0         
13    |国贸期货      |1           |1         |平安期货      |1         |0         |锦泰期货      |1         |0         
14    |国泰君安      |1           |0         |国投安信期货  |0         |0         |华泰期货      |0         |0         
15    |中辉期货      |1           |0         |招商期货      |0         |0         |江西瑞奇      |0         |0         
16    |华泰期货      |0           |0         |国元期货      |0         |0         |徽商期货      |0         |0         
17    |国投安信期货  |0           |-2        |银河期货      |0         |0         |申银万国      |0         |-1        
18    |江西瑞奇      |0           |-4        |鲁证期货      |0         |0         |国元期货      |0         |0         
19    |徽商期货      |0           |-4        |福能期货      |0         |0         |中信期货      |0         |0         
20    |国元期货      |0           |-2        |海通期货      |0         |0         |津投期货      |0         |0         
合计  |              |74          |14        |                |29        |-5        |              |29        |2         

品种：纯碱SA              日期： 2020-03-11
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |华泰期货      |2,950       |1,602     |永安期货      |2,943     |-3        |永安期货      |3,149     |-7        
2     |银河期货      |2,208       |1,885     |国投安信期货  |2,285     |77        |美尔雅        |2,591     |114       
3     |光大期货      |1,991       |586       |方正中期      |2,257     |147       |广州期货      |2,265     |395       
4     |美尔雅        |1,987       |1,640     |中信期货      |2,168     |5         |华金期货      |2,043     |-2        
5     |方正中期      |1,472       |151       |一德期货      |2,135     |21        |浙商期货      |1,833     |15        
6     |新湖期货      |1,470       |319       |海证期货      |1,705     |145       |中粮期货      |1,775     |24        
7     |海通期货      |1,295       |-620      |银河期货      |1,459     |111       |方正中期      |1,606     |171       
8     |中信期货      |1,256       |527       |东证期货      |861       |5         |弘业期货      |1,361     |86        
9     |冠通期货      |1,232       |891       |东方财富      |749       |-26       |海通期货      |1,218     |105       
10    |东方财富      |1,132       |-97       |中州期货      |744       |66        |银河期货      |1,121     |-13       
11    |徽商期货      |1,098       |-53       |华泰期货      |730       |190       |新湖期货      |1,010     |191       
12    |浙商期货      |1,038       |168       |鲁证期货      |636       |-21       |安粮期货      |943       |62        
13    |华安期货      |925         |-18       |美尔雅        |605       |43        |上海大陆      |908       |-7        
14    |申银万国      |911         |738       |新湖期货      |602       |1         |南华期货      |788       |-5        
15    |东吴期货      |831         |223       |浙商期货      |588       |307       |中信期货      |698       |253       
16    |海证期货      |737         |599       |中信建投      |561       |16        |申银万国      |605       |147       
17    |广州期货      |698         |464       |宝城期货      |545       |48        |混沌天成期货  |594       |14        
18    |国泰君安      |617         |304       |徽商期货      |544       |-53       |东吴期货      |585       |31        
19    |长江期货      |570         |293       |东吴期货      |537       |-22       |招商期货      |566       |228       
20    |国投安信期货  |507         |277       |冠通期货      |520       |-10       |东证期货      |551       |-65       
