					郑州商品交易所期货持仓排名表(2020-03-13)

品种：苹果AP              日期： 2020-03-13
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
合计  |              |106434      |-32212    |                |67755     |-3275     |              |74933     |-1879     

品种：白糖SR              日期： 2020-03-13
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |海通期货      |181,860     |43,543    |中粮期货      |44,127    |4,905     |中粮期货      |81,484    |208       
2     |华泰期货      |110,492     |17,829    |华泰期货      |34,219    |-2,260    |五矿经易期货  |26,285    |8,000     
3     |光大期货      |63,892      |20,687    |永安期货      |14,172    |2,791     |中信期货      |22,763    |38        
4     |中信期货      |52,320      |15,866    |中信期货      |14,042    |-1,686    |东证期货      |16,540    |2,974     
5     |东证期货      |48,514      |18,468    |华信期货      |13,943    |911       |永安期货      |15,572    |-2,493    
6     |海证期货      |35,754      |4,246     |东兴期货      |13,595    |3,903     |华泰期货      |14,877    |682       
7     |银河期货      |32,190      |9,630     |东证期货      |12,884    |1,608     |创元期货      |14,583    |10        
8     |广发期货      |30,553      |-2,386    |银河期货      |11,988    |2,078     |国投安信期货  |13,707    |1,030     
9     |国泰君安      |26,866      |13,194    |海通期货      |11,281    |-1,013    |宏源期货      |11,565    |-329      
10    |中粮期货      |26,469      |8,329     |光大期货      |9,744     |-3,315    |中州期货      |11,363    |5,965     
11    |华闻期货      |25,464      |4,792     |国泰君安      |9,333     |-433      |中投天琪      |10,672    |873       
12    |华安期货      |23,391      |-2,183    |大地期货      |9,078     |-790      |银河期货      |9,448     |1,372     
13    |东吴期货      |23,047      |7,038     |国投安信期货  |8,554     |-663      |东方财富      |6,362     |-567      
14    |永安期货      |19,582      |9,441     |宏源期货      |7,185     |-529      |国泰君安      |6,244     |-780      
15    |国金期货      |18,896      |10,627    |五矿经易期货  |6,973     |-1,370    |英大期货      |6,008     |-160      
16    |徽商期货      |18,877      |3,743     |华金期货      |6,879     |2,693     |华金期货      |5,404     |-2,096    
17    |五矿经易期货  |18,650      |-339      |华联期货      |6,832     |-1,408    |鲁证期货      |5,255     |-138      
18    |东海期货      |17,258      |3,583     |中州期货      |6,686     |-47       |财达期货      |4,809     |-83       
19    |新湖期货      |16,886      |814       |混沌天成期货  |6,469     |433       |渤海期货      |4,784     |-613      
20    |宏源期货      |16,654      |848       |渤海期货      |6,076     |-140      |广发期货      |4,349     |-762      
合计  |              |807615      |187770    |                |254060    |5668      |              |292074    |13131     

品种：PTA              日期： 2020-03-13
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |325,570     |-75,450   |东证期货      |96,479    |-5,020    |永安期货      |125,946   |10,542    
2     |华泰期货      |272,049     |-87,051   |永安期货      |59,368    |-1,219    |中信期货      |94,483    |-7,113    
3     |华闻期货      |102,810     |-18,716   |中大期货      |55,762    |3,512     |申银万国      |65,999    |8,499     
4     |新湖期货      |91,168      |11,001    |中信期货      |48,991    |-3,169    |国贸期货      |64,120    |-465      
5     |东吴期货      |90,676      |-43,969   |广发期货      |45,722    |-351      |国泰君安      |53,895    |3,970     
6     |光大期货      |83,607      |-21,161   |华泰期货      |44,193    |-7,493    |宝城期货      |49,784    |2,486     
7     |华安期货      |81,597      |-20,328   |鲁证期货      |42,060    |227       |新湖期货      |49,442    |-3,505    
8     |中信期货      |80,622      |-42,760   |国泰君安      |40,574    |2,983     |华泰期货      |45,543    |-6,949    
9     |永安期货      |66,213      |-10,574   |南华期货      |40,534    |3,018     |建信期货      |43,964    |-162      
10    |海通期货      |45,838      |-16,348   |上海中期      |39,217    |-1,163    |银河期货      |41,089    |-12,983   
11    |徽商期货      |38,653      |-12,375   |光大期货      |38,423    |-4,990    |华安期货      |39,724    |-7,679    
12    |宏源期货      |35,447      |-28,943   |银河期货      |32,754    |-827      |通惠期货      |39,013    |918       
13    |华西期货      |34,766      |-7,919    |方正中期      |28,426    |109       |中银国际      |37,164    |32        
14    |申银万国      |32,380      |-8,613    |申银万国      |28,393    |1,367     |光大期货      |34,827    |187       
15    |广发期货      |32,299      |-12,188   |一德期货      |27,244    |1,147     |东吴期货      |34,532    |99        
16    |银河期货      |31,428      |-18,148   |通惠期货      |26,225    |-13       |东证期货      |32,444    |-3,580    
17    |南华期货      |28,702      |1,008     |弘业期货      |25,865    |1,258     |国投安信期货  |30,603    |4,611     
18    |宝城期货      |26,378      |16,766    |新湖期货      |23,216    |-4,067    |上海中期      |24,826    |-1,678    
19    |国泰君安      |26,355      |-17,815   |中粮期货      |23,054    |2,145     |国元期货      |24,360    |4,150     
20    |兴证期货      |24,945      |-25,311   |中信建投      |22,607    |-297      |兴证期货      |23,578    |215       
合计  |              |1551503     |-438894   |                |789107    |-12843    |              |955336    |-8405     

品种：尿素UR              日期： 2020-03-13
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |海通期货      |14,017      |-4,712    |国泰君安      |10,031    |-613      |中信期货      |8,644     |713       
2     |中信期货      |9,454       |-832      |中信期货      |8,029     |11        |国泰君安      |7,402     |663       
3     |华泰期货      |5,657       |-1,410    |永安期货      |5,715     |620       |一德期货      |6,934     |95        
4     |金瑞期货      |5,572       |-77       |国投安信期货  |2,869     |-201      |永安期货      |4,489     |9         
5     |冠通期货      |4,949       |-5,576    |一德期货      |2,712     |-365      |华泰期货      |3,073     |-929      
6     |永安期货      |4,731       |-1,670    |华泰期货      |2,219     |88        |中辉期货      |2,838     |-59       
7     |鲁证期货      |4,708       |593       |华安期货      |2,148     |-92       |海证期货      |2,815     |-61       
8     |国泰君安      |4,470       |-4,527    |徽商期货      |1,754     |-130      |方正中期      |2,695     |246       
9     |一德期货      |4,294       |-1,848    |中信建投      |1,704     |-321      |徽商期货      |2,576     |400       
10    |徽商期货      |4,150       |-3,141    |上海大陆      |1,578     |-21       |银河期货      |2,573     |-1,294    
11    |银河期货      |3,342       |1,030     |鲁证期货      |1,537     |662       |光大期货      |2,548     |-63       
12    |东证期货      |3,283       |10        |银河期货      |1,514     |-334      |鲁证期货      |2,309     |-144      
13    |华安期货      |3,274       |-1,844    |瑞达期货      |1,393     |-8        |新湖期货      |2,178     |520       
14    |方正中期      |2,914       |-635      |冠通期货      |1,321     |-497      |中信建投      |2,005     |-484      
15    |招金期货      |2,880       |1,782     |方正中期      |1,250     |-522      |海通期货      |1,647     |-115      
16    |宏源期货      |2,784       |-2,071    |长江期货      |1,237     |273       |宏源期货      |1,597     |185       
17    |东方财富      |2,762       |-1,757    |东吴期货      |1,216     |178       |河北恒银      |1,537     |3         
18    |天风期货      |2,735       |1,234     |兴证期货      |1,174     |-9        |国投安信期货  |1,524     |273       
19    |光大期货      |2,543       |-1,004    |弘业期货      |1,010     |-20       |招金期货      |1,181     |167       
20    |中信建投      |2,187       |-1,280    |海通期货      |977       |-16       |东证期货      |1,118     |-377      
合计  |              |90706       |-27735    |                |51388     |-1317     |              |61683     |-252      

品种：强麦WH              日期： 2020-03-13
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |中州期货      |21          |21        |永安期货      |287       |0         |华安期货      |621       |-10       
2     |弘业期货      |16          |-12       |国投安信期货  |215       |1         |永安期货      |237       |2         
3     |永安期货      |12          |10        |瑞达期货      |51        |0         |国泰君安      |135       |0         
4     |华安期货      |12          |11        |国贸期货      |50        |0         |国投安信期货  |117       |0         
5     |宏源期货      |5           |5         |华鑫期货      |50        |0         |华信期货      |23        |0         
6     |浙商期货      |4           |4         |大地期货      |43        |0         |一德期货      |5         |0         
7     |平安期货      |4           |4         |中粮期货      |37        |0         |弘业期货      |3         |1         
8     |鲁证期货      |3           |2         |东证期货      |37        |0         |银河期货      |3         |0         
9     |华泰期货      |1           |1         |徽商期货      |30        |0         |中银国际      |3         |0         
10    |国投安信期货  |1           |-22       |中国国际      |26        |0         |平安期货      |2         |0         
11    |宝城期货      |1           |1         |民生期货      |23        |0         |中财期货      |1         |0         
12    |徽商期货      |1           |-1        |广州期货      |17        |0         |英大期货      |1         |0         
13    |银河期货      |1           |-1        |国信期货      |15        |0         |宏源期货      |1         |1         
14    |渤海期货      |1           |1         |光大期货      |15        |0         |中电投先融    |1         |0         
15    |中信期货      |1           |1         |国元期货      |13        |0         |南华期货      |1         |0         
16    |宁证期货      |1           |1         |招商期货      |12        |0         |中钢期货      |0         |0         
17    |安粮期货      |1           |1         |海通期货      |12        |0         |新纪元期货    |0         |0         
18    |广发期货      |1           |1         |弘业期货      |11        |-3        |华泰期货      |0         |0         
19    |上海中期      |1           |-2        |广发期货      |11        |1         |上海大陆      |0         |0         
20    |国泰君安      |1           |-10       |中钢期货      |10        |0         |招商期货      |0         |0         
合计  |              |89          |16        |                |965       |-1        |              |1154      |-6        

品种：动力煤ZC              日期： 2020-03-13
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |21,886      |1,314     |中信期货      |24,691    |-11       |中信期货      |28,399    |581       
2     |中信期货      |9,234       |18        |东证期货      |9,804     |48        |永安期货      |12,082    |-1,301    
3     |锦泰期货      |8,164       |1,345     |新湖期货      |8,647     |-148      |摩根大通      |11,216    |-477      
4     |光大期货      |7,864       |1,064     |国信期货      |8,482     |250       |国信期货      |9,695     |-1,051    
5     |华泰期货      |7,150       |-1        |永安期货      |8,407     |161       |新湖期货      |9,595     |-644      
6     |新湖期货      |5,936       |1,381     |国投安信期货  |8,106     |17        |一德期货      |8,141     |320       
7     |一德期货      |5,529       |2,161     |一德期货      |7,799     |1,167     |华泰期货      |6,541     |787       
8     |银河期货      |5,140       |1,686     |海证期货      |7,369     |300       |宝城期货      |5,755     |251       
9     |永安期货      |5,114       |-1,782    |建信期货      |6,964     |-99       |海证期货      |5,437     |268       
10    |国信期货      |3,805       |3,119     |银河期货      |6,020     |658       |银河期货      |5,230     |76        
11    |国金期货      |3,448       |2,071     |长江期货      |5,748     |-12       |中电投先融    |4,924     |444       
12    |五矿经易期货  |3,382       |357       |广发期货      |5,656     |-69       |广发期货      |4,570     |845       
13    |安粮期货      |2,907       |2,026     |中电投先融    |5,559     |316       |方正中期      |4,141     |-273      
14    |广发期货      |2,664       |-565      |光大期货      |5,521     |-141      |国泰君安      |4,133     |-158      
15    |方正中期      |2,619       |-572      |宝城期货      |5,202     |121       |鲁证期货      |4,049     |266       
16    |浙商期货      |2,618       |1,373     |中辉期货      |4,015     |-1        |东证期货      |3,985     |-52       
17    |申银万国      |2,592       |-142      |申银万国      |3,825     |90        |东吴期货      |3,207     |184       
18    |徽商期货      |2,475       |674       |前海期货      |3,702     |-1        |兴证期货      |3,024     |-19       
19    |海通期货      |2,276       |-1,062    |国泰君安      |3,689     |-445      |锦泰期货      |2,964     |-145      
20    |国泰君安      |2,265       |542       |方正中期      |3,456     |64        |国投安信期货  |2,958     |-87       
合计  |              |107068      |15007     |                |142662    |2265      |              |140046    |-185      

合约：AP005              日期： 2020-03-13
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |海通期货    |72,073      |876       |中信期货    |4,021     |-463      |中信期货  |7,542     |-225      
2     |中信期货    |35,766      |9,750     |华泰期货    |3,232     |-166      |永安期货  |4,935     |-434      
3     |光大期货    |31,242      |2,805     |方正中期    |3,201     |-570      |东证期货  |4,374     |-938      
4     |东证期货    |26,876      |1,422     |永安期货    |2,889     |-92       |国泰君安  |4,312     |395       
5     |华泰期货    |25,580      |1,601     |瑞达期货    |2,676     |117       |海通期货  |4,117     |-511      
6     |华闻期货    |17,647      |-248      |国泰君安    |2,569     |-149      |鲁证期货  |3,817     |-1,006    
7     |新湖期货    |17,144      |1,058     |徽商期货    |2,470     |-351      |华泰期货  |3,389     |-198      
8     |东吴期货    |17,005      |2,209     |华安期货    |2,356     |-488      |徽商期货  |2,500     |118       
9     |徽商期货    |14,097      |-1,458    |东证期货    |2,222     |-558      |安粮期货  |2,488     |347       
10    |华安期货    |10,146      |-1,233    |鲁证期货    |2,216     |-96       |宏源期货  |2,486     |-1,053    
11    |国泰君安    |9,018       |-1,777    |光大期货    |2,133     |-989      |中辉期货  |2,094     |-504      
12    |鲁证期货    |8,228       |678       |广发期货    |2,071     |-181      |一德期货  |2,025     |-306      
13    |宏源期货    |7,600       |1,083     |海通期货    |2,052     |-282      |光大期货  |1,888     |-35       
14    |申银万国    |7,466       |1,827     |国投安信期货|1,925     |-56       |海证期货  |1,808     |-468      
15    |永安期货    |7,208       |-228      |银河期货    |1,925     |-417      |上海中期  |1,784     |-9        
16    |方正中期    |6,967       |458       |新纪元期货  |1,907     |-274      |方正中期  |1,708     |-101      
17    |安粮期货    |6,224       |-270      |南华期货    |1,883     |-148      |浙江新世纪|1,642     |-63       
18    |东方财富    |5,673       |-1,075    |平安期货    |1,863     |-49       |招金期货  |1,461     |-967      
19    |华西期货    |5,591       |31        |中大期货    |1,795     |-193      |东航期货  |1,455     |448       
20    |中信建投    |5,359       |-176      |浙商期货    |1,770     |113       |瑞达期货  |1,434     |-24       
合计|                |336910      |17333     |                |47176     |-5292     |              |57259     |-5534     

合约：AP010              日期： 2020-03-13
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |海通期货    |2,962       |463       |中信期货    |1,276     |38        |中信期货  |1,105     |-10       
2     |中信期货    |1,416       |450       |光大期货    |620       |29        |鲁证期货  |648       |2         
3     |光大期货    |1,285       |498       |徽商期货    |555       |-20       |光大期货  |591       |-208      
4     |东证期货    |824         |178       |东吴期货    |535       |-3        |一德期货  |508       |-10       
5     |新湖期货    |793         |173       |上海大陆    |487       |8         |金元期货  |502       |1         
6     |华安期货    |614         |210       |上海中期    |467       |-1        |徽商期货  |500       |-37       
7     |永安期货    |536         |365       |国投安信期货|445       |-26       |上海大陆  |487       |-21       
8     |徽商期货    |533         |134       |永安期货    |389       |-16       |东吴期货  |476       |-4        
9     |银河期货    |472         |93        |兴证期货    |388       |49        |中信建投  |466       |21        
10    |宏源期货    |464         |189       |南华期货    |363       |-5        |上海中期  |461       |3         
11    |华闻期货    |449         |71        |中辉期货    |310       |-92       |国投安信期货|421       |-5        
12    |华西期货    |400         |-39       |华安期货    |260       |-20       |招金期货  |364       |14        
13    |中信建投    |345         |128       |宏源期货    |259       |-18       |永安期货  |320       |-124      
14    |南华期货    |290         |98        |弘业期货    |235       |25        |西南期货  |307       |2         
15    |中大期货    |288         |99        |东方财富    |204       |40        |中州期货  |272       |-12       
16    |东航期货    |284         |25        |银河期货    |199       |5         |渤海期货  |255       |98        
17    |国泰君安    |272         |-103      |广州期货    |181       |7         |海证期货  |224       |24        
18    |中辉期货    |237         |54        |中大期货    |155       |-99       |宏源期货  |175       |-22       
19    |申银万国    |232         |173       |西部期货    |151       |-7        |浙商期货  |153       |-30       
20    |方正中期    |225         |42        |国元期货    |150       |-6        |国元期货  |142       |2         
合计|                |12921       |3301      |                |7629      |-112      |              |8377      |-316      

合约：CF005              日期： 2020-03-13
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |广发期货    |137,498     |128,436   |永安期货    |56,008    |1,992     |中信期货  |30,477    |-1,378    
2     |海通期货    |106,827     |-26,488   |中信期货    |26,749    |528       |东证期货  |29,693    |-2,398    
3     |华泰期货    |56,363      |21,669    |中粮期货    |24,617    |780       |国投安信期货|29,595    |-2,743    
4     |中信期货    |52,682      |15,436    |国投安信期货|20,883    |550       |永安期货  |28,918    |-798      
5     |东证期货    |46,670      |4,238     |中国国际    |17,463    |417       |国泰君安  |22,323    |3,929     
6     |光大期货    |37,426      |-1,622    |大有期货    |14,041    |1,355     |长江期货  |18,436    |-1,066    
7     |东海期货    |36,460      |13,961    |银河期货    |12,879    |-2,669    |国贸期货  |18,335    |-904      
8     |华闻期货    |35,977      |1,628     |广发期货    |11,839    |644       |中粮期货  |15,191    |-290      
9     |中辉期货    |33,335      |6,681     |东证期货    |11,641    |2         |南华期货  |14,166    |-907      
10    |东吴期货    |30,906      |19,504    |华泰期货    |10,359    |589       |华信期货  |13,598    |-783      
11    |永安期货    |26,654      |9,749     |南华期货    |10,091    |1,141     |中大期货  |13,384    |610       
12    |国泰君安    |24,881      |10,999    |五矿经易期货|8,853     |47        |银河期货  |12,651    |-2,810    
13    |徽商期货    |21,945      |11,364    |兴证期货    |8,840     |2,180     |中国国际  |10,815    |-24       
14    |方正中期    |21,429      |10,762    |大越期货    |8,541     |-25       |华泰期货  |10,452    |192       
15    |华安期货    |21,222      |8,299     |海通期货    |8,207     |-26       |建信期货  |7,629     |-274      
16    |宏源期货    |19,962      |7,529     |申银万国    |7,037     |500       |广发期货  |7,120     |406       
17    |银河期货    |18,381      |3,710     |国泰君安    |6,936     |-146      |信达期货  |7,082     |-361      
18    |华金期货    |18,226      |4,901     |大地期货    |6,328     |15        |海通期货  |6,843     |-1,909    
19    |国投安信期货|17,527      |7,501     |方正中期    |6,282     |-5,081    |瑞达期货  |5,621     |206       
20    |金瑞期货    |13,431      |432       |光大期货    |5,991     |-1,858    |兴证期货  |5,570     |177       
合计|                |777802      |258689    |                |283585    |935       |              |307899    |-11125    

合约：CF007              日期： 2020-03-13
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |广发期货    |3,336       |-2,650    |光大期货    |10,016    |1,000     |光大期货  |10,000    |1,000     
2     |光大期货    |2,000       |1,979     |东证期货    |2,622     |231       |中粮期货  |4,319     |519       
3     |国海良时    |1,606       |-479      |兴证期货    |2,500     |0         |兴证期货  |2,500     |0         
4     |中信期货    |1,402       |597       |中信期货    |1,444     |29        |中信期货  |1,842     |255       
5     |招商期货    |1,388       |-313      |国投安信期货|1,244     |-15       |国投安信期货|1,230     |4         
6     |创元期货    |933         |933       |招商期货    |1,004     |2         |招商期货  |1,099     |-20       
7     |冠通期货    |904         |660       |永安期货    |602       |6         |东证期货  |555       |2         
8     |浙商期货    |831         |-298      |中粮期货    |499       |19        |南华期货  |442       |-12       
9     |银河期货    |704         |-417      |东吴期货    |485       |15        |国海良时  |378       |-8        
10    |中粮期货    |596         |331       |南华期货    |449       |-11       |海通期货  |374       |-19       
11    |中信建投    |542         |-336      |海通期货    |426       |-11       |上海大陆  |333       |100       
12    |徽商期货    |467         |332       |国海良时    |368       |10        |广发期货  |309       |-389      
13    |中天期货    |395         |191       |上海大陆    |314       |90        |东吴期货  |276       |0         
14    |国投安信期货|359         |-16       |冠通期货    |300       |44        |锦泰期货  |220       |10        
15    |上海大陆    |290         |-182      |广发期货    |256       |147       |银河期货  |202       |-108      
16    |东证期货    |281         |-77       |华泰期货    |248       |-5        |金瑞期货  |184       |0         
17    |华闻期货    |280         |68        |锦泰期货    |210       |-20       |中原期货  |150       |149       
18    |国元期货    |248         |-61       |建信期货    |120       |8         |中信建投  |128       |56        
19    |华安期货    |232         |61        |徽商期货    |117       |-17       |大地期货  |49        |0         
20    |东吴期货    |195         |175       |申银万国    |112       |7         |浙商期货  |43        |23        
合计|                |16989       |498       |                |23336     |1529      |              |24633     |1562      

合约：CF009              日期： 2020-03-13
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |海通期货    |35,849      |2,958     |永安期货    |16,440    |474       |东证期货  |24,949    |132       
2     |东海期货    |31,097      |8,207     |中粮期货    |14,130    |1,144     |大有期货  |21,601    |454       
3     |华泰期货    |30,669      |9,660     |中信期货    |12,342    |2,762     |中信期货  |18,131    |5,309     
4     |中辉期货    |28,144      |5,941     |中国国际    |8,743     |494       |中粮期货  |16,761    |-65       
5     |中信期货    |21,555      |11,801    |长江期货    |6,864     |817       |国投安信期货|13,498    |1,093     
6     |光大期货    |19,281      |3,857     |建信期货    |6,047     |1,421     |宏源期货  |13,389    |2,440     
7     |华金期货    |13,699      |2,629     |鲁证期货    |5,996     |1,456     |银河期货  |11,367    |-3        
8     |广发期货    |13,591      |11,452    |银河期货    |5,709     |-823      |永安期货  |11,301    |201       
9     |宏源期货    |11,720      |7,392     |国投安信期货|5,549     |599       |兴证期货  |10,505    |2,558     
10    |华安期货    |11,280      |6,100     |海通期货    |5,478     |-1,429    |海通期货  |8,405     |1,298     
11    |永安期货    |10,977      |5,860     |方正中期    |5,030     |1,788     |华泰期货  |4,901     |832       
12    |东证期货    |10,870      |-1,090    |光大期货    |4,689     |251       |中国国际  |4,747     |427       
13    |中州期货    |9,887       |5,937     |华泰期货    |4,527     |-553      |金瑞期货  |4,009     |45        
14    |新湖期货    |9,572       |4,783     |浙商期货    |4,366     |1,209     |国贸期货  |3,376     |205       
15    |国投安信期货|8,548       |4,645     |国泰君安    |4,319     |1,205     |广发期货  |3,156     |386       
16    |华闻期货    |8,014       |2,727     |中州期货    |4,211     |481       |建信期货  |2,555     |6         
17    |徽商期货    |7,423       |4,284     |南华期货    |3,841     |-10       |冠通期货  |2,352     |794       
18    |冠通期货    |7,276       |3,440     |徽商期货    |3,630     |970       |华信期货  |2,143     |-62       
19    |鲁证期货    |6,679       |5,171     |东证期货    |3,570     |336       |新湖期货  |2,006     |53        
20    |国泰君安    |5,889       |2,750     |华金期货    |3,309     |183       |一德期货  |1,765     |-13       
合计|                |302020      |108504    |                |128790    |12775     |              |180917    |16090     

合约：CF101              日期： 2020-03-13
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |天风期货    |949         |432       |首创期货    |2,136     |0         |中州期货  |5,600     |0         
2     |国元期货    |610         |98        |东证期货    |1,579     |-10       |国海良时  |3,558     |4         
3     |国金期货    |271         |102       |渤海期货    |1,350     |108       |华泰期货  |1,403     |0         
4     |华安期货    |221         |16        |华泰期货    |1,139     |-2        |金瑞期货  |631       |0         
5     |中财期货    |195         |84        |银河期货    |742       |24        |首创期货  |403       |0         
6     |徽商期货    |186         |115       |中信期货    |682       |12        |天风期货  |377       |192       
7     |华闻期货    |186         |36        |广发期货    |671       |6         |五矿经易期货|297       |-54       
8     |东吴期货    |181         |32        |东海期货    |404       |2         |浙商期货  |288       |3         
9     |中辉期货    |173         |57        |方正中期    |385       |23        |中粮期货  |261       |0         
10    |宏源期货    |159         |119       |先锋期货    |350       |-18       |国元期货  |233       |-3        
11    |东方财富    |143         |134       |鲁证期货    |280       |60        |南华期货  |201       |-2        
12    |鲁证期货    |142         |87        |永安期货    |269       |26        |中辉期货  |181       |24        
13    |国投安信期货|127         |-111      |中大期货    |228       |-1        |迈科期货  |118       |4         
14    |中信期货    |125         |97        |金石期货    |225       |9         |东证期货  |114       |1         
15    |渤海期货    |109         |99        |国元期货    |217       |7         |浙江新世纪|106       |3         
16    |永安期货    |105         |-36       |浙商期货    |211       |14        |永安期货  |104       |-23       
17    |国都期货    |102         |92        |中粮期货    |182       |-10       |招金期货  |101       |0         
18    |长江期货    |97          |54        |大地期货    |176       |-3        |英大期货  |80        |20        
19    |华信期货    |94          |37        |大越期货    |148       |40        |国信期货  |72        |4         
20    |银河期货    |92          |-164      |中辉期货    |143       |-23       |华联期货  |50        |-1        
合计|                |4267        |1380      |                |11517     |264       |              |14178     |172       

合约：CJ005              日期： 2020-03-13
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |海通期货    |4,549       |-2,240    |国泰君安    |2,574     |-126      |中信期货  |1,182     |-15       
2     |华泰期货    |3,902       |-957      |中信期货    |1,294     |-107      |国泰君安  |695       |218       
3     |中信期货    |3,062       |-1,012    |中财期货    |886       |-11       |华泰期货  |676       |147       
4     |新湖期货    |3,022       |375       |云财富期货  |742       |0         |东证期货  |658       |-83       
5     |华安期货    |2,322       |428       |国金期货    |670       |-5        |东航期货  |615       |-314      
6     |国泰君安    |2,224       |-159      |广州期货    |670       |67        |宏源期货  |554       |-137      
7     |光大期货    |1,502       |-335      |东吴期货    |622       |-21       |方正中期  |494       |92        
8     |徽商期货    |1,309       |-969      |鲁证期货    |611       |-101      |永安期货  |481       |-221      
9     |东航期货    |1,250       |392       |海证期货    |609       |-43       |银河期货  |475       |-36       
10    |东证期货    |1,076       |-969      |华泰期货    |571       |61        |鲁证期货  |467       |284       
11    |兴证期货    |1,026       |-1,064    |永安期货    |554       |-69       |徽商期货  |450       |-175      
12    |银河期货    |992         |-120      |华金期货    |532       |18        |上海中期  |437       |-28       
13    |永安期货    |950         |-104      |长江期货    |523       |-5        |国投安信期货|429       |-108      
14    |冠通期货    |898         |-648      |新湖期货    |516       |56        |华安期货  |401       |-167      
15    |安粮期货    |863         |331       |华闻期货    |504       |14        |中信建投  |373       |214       
16    |国金期货    |803         |405       |南华期货    |456       |-42       |华西期货  |363       |-41       
17    |方正中期    |634         |-206      |中信建投    |434       |15        |新湖期货  |353       |24        
18    |中信建投    |625         |-293      |国富期货    |370       |20        |申银万国  |349       |-16       
19    |美尔雅      |620         |323       |五矿经易期货|359       |-2        |国信期货  |343       |63        
20    |鲁证期货    |613         |-95       |银河期货    |354       |-178      |海通期货  |340       |25        
合计|                |32242       |-6917     |                |13851     |-459      |              |10135     |-274      

合约：FG005              日期： 2020-03-13
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |东证期货    |41,656      |19,329    |永安期货    |24,921    |-5,292    |中信期货  |7,465     |1,572     
2     |新湖期货    |24,662      |14,180    |东证期货    |8,760     |-905      |华泰期货  |7,136     |-933      
3     |光大期货    |23,628      |10,960    |申银万国    |7,924     |-296      |方正中期  |6,165     |2,540     
4     |方正中期    |16,245      |10,628    |方正中期    |6,502     |1,695     |长江期货  |5,974     |-204      
5     |华泰期货    |15,868      |8,186     |国投安信期货|5,327     |24        |招商期货  |5,469     |-196      
6     |永安期货    |15,230      |9,204     |新湖期货    |5,197     |-612      |东证期货  |5,455     |-313      
7     |中信期货    |14,138      |7,971     |招商期货    |5,099     |650       |新湖期货  |4,627     |66        
8     |东吴期货    |10,081      |7,641     |中信期货    |5,021     |198       |永安期货  |4,481     |-1,638    
9     |弘业期货    |8,746       |5,037     |弘业期货    |3,517     |-332      |国投安信期货|4,055     |193       
10    |建信期货    |8,580       |5,054     |中信建投    |3,387     |366       |中信建投  |3,744     |-261      
11    |华信期货    |8,565       |-733      |兴证期货    |3,364     |-605      |一德期货  |3,541     |-266      
12    |徽商期货    |6,861       |3,210     |华安期货    |3,142     |-10       |国泰君安  |3,268     |938       
13    |兴证期货    |5,638       |265       |东吴期货    |3,035     |-436      |南华期货  |3,011     |72        
14    |招商期货    |5,418       |3,463     |南华期货    |2,852     |-102      |海通期货  |2,587     |837       
15    |银河期货    |5,391       |4,352     |海通期货    |2,655     |163       |兴证期货  |2,422     |-31       
16    |华安期货    |5,317       |2,861     |建信期货    |2,608     |1,722     |申银万国  |2,388     |-561      
17    |海通期货    |4,988       |1,908     |国泰君安    |2,577     |27        |东吴期货  |2,358     |-777      
18    |中信建投    |4,347       |3,208     |摩根大通    |2,430     |-25       |华联期货  |2,114     |-3        
19    |国元期货    |4,295       |3,705     |宏源期货    |1,870     |-140      |弘业期货  |2,084     |-960      
20    |国泰君安    |4,269       |1,973     |华泰期货    |1,594     |-113      |汇鑫期货  |2,026     |1,999     
合计|                |233923      |122402    |                |101782    |-4023     |              |80370     |2074      

合约：FG009              日期： 2020-03-13
