					郑州商品交易所期货持仓排名表(2020-03-13)

品种：苹果AP              日期： 2020-03-13
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
14    |安粮期货      |684         |132       |华西期货      |232       |-2        |华西期货      |238       |-2        
15    |美尔雅        |607         |487       |长安期货      |197       |-1        |国贸期货      |197       |-21       
16    |徽商期货      |594         |462       |徽商期货      |85        |18        |摩根大通      |158       |0         
17    |国投安信期货  |473         |-200      |国富期货      |76        |63        |海通期货      |124       |-26       
18    |大地期货      |456         |-104      |银河期货      |45        |-10       |国泰君安      |79        |29        
19    |永安期货      |414         |55        |中原期货      |40        |39        |鲁证期货      |61        |4         
20    |中电投先融    |393         |393       |广发期货      |38        |6         |广发期货      |60        |8         
合计  |              |23740       |594       |                |7780      |-222      |              |7836      |-334      

品种：玻璃FG              日期： 2020-03-13
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |56,142      |26,758    |永安期货      |34,454    |-4,834    |中信期货      |15,519    |2,587     
2     |光大期货      |27,956      |13,277    |申银万国      |13,379    |-282      |方正中期      |9,493     |3,683     
3     |新湖期货      |27,348      |15,427    |方正中期      |11,858    |3,587     |招商期货      |8,749     |882       
4     |方正中期      |21,822      |14,050    |中信期货      |10,867    |806       |华泰期货      |8,432     |-359      
5     |华泰期货      |20,102      |10,607    |东证期货      |9,281     |-996      |长江期货      |8,000     |-335      
6     |永安期货      |17,986      |9,936     |国投安信期货  |9,094     |27        |永安期货      |7,753     |-1,156    
7     |中信期货      |17,051      |9,039     |招商期货      |7,153     |692       |东证期货      |7,488     |788       
8     |东吴期货      |11,514      |8,560     |新湖期货      |6,510     |-476      |汇鑫期货      |6,099     |5,997     
9     |弘业期货      |10,392      |5,965     |南华期货      |5,680     |-252      |新湖期货      |6,029     |4         
10    |华信期货      |9,905       |465       |海通期货      |4,934     |219       |光大期货      |5,237     |167       
11    |建信期货      |9,546       |5,764     |东吴期货      |4,829     |-361      |国投安信期货  |5,091     |299       
12    |徽商期货      |9,159       |4,995     |光大期货      |4,482     |239       |中国国际      |4,864     |50        
13    |招商期货      |7,222       |4,539     |美尔雅        |4,137     |515       |中信建投      |4,596     |-177      
14    |华安期货      |6,954       |2,990     |弘业期货      |3,966     |-351      |国泰君安      |4,099     |827       
15    |兴证期货      |6,379       |622       |兴证期货      |3,965     |-666      |一德期货      |4,099     |205       
16    |华联期货      |6,335       |2,889     |华金期货      |3,660     |666       |弘业期货      |4,008     |-933      
17    |国元期货      |6,224       |5,425     |中信建投      |3,617     |530       |东吴期货      |3,983     |-581      
18    |汇鑫期货      |6,093       |5,868     |华安期货      |3,368     |27        |兴证期货      |3,543     |333       
19    |国泰君安      |5,909       |2,897     |建信期货      |3,224     |1,822     |银河期货      |3,499     |-1,739    
20    |银河期货      |5,904       |4,435     |国泰君安      |2,802     |38        |东航期货      |3,342     |-48       
合计  |              |289943      |154508    |                |151260    |950       |              |123923    |10494     

品种：粳稻JR              日期： 2020-03-13
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |方正中期      |28          |15        |徽商期货      |40        |-4        |天风期货      |356       |0         
2     |华安期货      |22          |22        |永安期货      |39        |0         |华安期货      |39        |-17       
3     |弘业期货      |14          |-2        |方正中期      |37        |3         |方正中期      |36        |15        
4     |徽商期货      |8           |7         |中信期货      |37        |0         |国富期货      |6         |0         
5     |华泰期货      |6           |6         |华融期货      |29        |0         |长江期货      |4         |-1        
6     |首创京都期货  |6           |6         |倍特期货      |25        |2         |弘业期货      |2         |2         
7     |上海中期      |5           |5         |华安期货      |24        |5         |国泰君安      |2         |0         
8     |宏源期货      |5           |5         |国元期货      |19        |0         |平安期货      |2         |0         
9     |兴证期货      |5           |5         |首创京都期货  |17        |0         |华泰期货      |1         |0         
10    |国泰君安      |4           |-6        |西南期货      |14        |3         |光大期货      |1         |0         
11    |西南期货      |3           |2         |国金期货      |14        |1         |中大期货      |1         |1         
12    |格林大华期货  |2           |1         |兴业期货      |10        |0         |新纪元期货    |0         |0         
13    |鲁证期货      |2           |2         |兴证期货      |9         |5         |上海大陆      |0         |0         
14    |东证期货      |2           |2         |国泰君安      |8         |0         |国投安信期货  |0         |0         
15    |东航期货      |2           |-1        |格林大华期货  |7         |2         |招商期货      |0         |0         
16    |倍特期货      |2           |-1        |中粮期货      |7         |-1        |宝城期货      |0         |0         
17    |中辉期货      |2           |2         |海通期货      |7         |0         |格林大华期货  |0         |0         
18    |华龙期货      |1           |0         |鲁证期货      |6         |-2        |中财期货      |0         |0         
19    |银河期货      |1           |1         |国投安信期货  |5         |0         |盛达期货      |0         |0         
20    |中粮期货      |1           |1         |东兴期货      |5         |0         |徽商期货      |0         |0         
合计  |              |121         |72        |                |359       |14        |              |450       |0         

品种：晚籼LR              日期： 2020-03-13
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东航期货      |6           |6         |中信期货      |2         |1         |东航期货      |2         |2         
2     |方正中期      |5           |3         |新纪元期货    |1         |0         |方正中期      |1         |1         
3     |国元期货      |2           |2         |中大期货      |1         |0         |中辉期货      |1         |0         
4     |中信期货      |1           |1         |方正中期      |0         |0         |新纪元期货    |0         |0         
5     |新纪元期货    |0           |0         |国元期货      |0         |0         |国元期货      |0         |-2        
6     |华融期货      |0           |-2        |华融期货      |0         |0         |中信期货      |0         |0         
7     |中大期货      |0           |0         |东航期货      |0         |0         |华融期货      |0         |0         
8     |中辉期货      |0           |0         |中辉期货      |0         |0         |中大期货      |0         |0         
9     |华安期货      |0           |-2        |华安期货      |0         |0         |华安期货      |0         |0         
合计  |              |14          |8         |                |4         |1         |              |4         |1         

品种：甲醇MA              日期： 2020-03-13
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |246,667     |11,876    |东证期货      |95,198    |-12,376   |东证期货      |96,906    |-13,571   
2     |新湖期货      |119,536     |21,318    |华泰期货      |58,566    |-49       |中信期货      |85,291    |21,762    
3     |东吴期货      |109,225     |6,986     |中信期货      |49,777    |9,776     |申银万国      |65,292    |-479      
4     |华泰期货      |107,085     |1,701     |新湖期货      |42,129    |-1,895    |华泰期货      |61,789    |-808      
5     |华闻期货      |98,658      |-346      |海通期货      |37,642    |-3,778    |海通期货      |50,246    |-666      
6     |中信期货      |98,002      |21,062    |银河期货      |36,768    |8,029     |新湖期货      |44,922    |-1,369    
7     |海通期货      |74,018      |9,501     |永安期货      |35,206    |-1,188    |永安期货      |42,077    |2,355     
8     |光大期货      |73,969      |-23,769   |东吴期货      |32,606    |3,966     |中粮期货      |34,286    |-960      
9     |徽商期货      |59,989      |-11,130   |徽商期货      |28,839    |-3,773    |银河期货      |29,463    |6,652     
10    |冠通期货      |57,702      |9,356     |华闻期货      |26,503    |3,825     |东吴期货      |28,883    |-1,153    
11    |中辉期货      |46,511      |-911      |一德期货      |24,375    |-553      |华闻期货      |25,122    |3,639     
12    |银河期货      |46,275      |-7,092    |中信建投      |19,561    |960       |兴证期货      |20,820    |572       
13    |国泰君安      |44,023      |988       |光大期货      |18,753    |-3,133    |光大期货      |19,042    |-3,924    
14    |永安期货      |38,547      |8,433     |鲁证期货      |18,584    |-74       |广发期货      |18,424    |-914      
15    |华安期货      |38,371      |-1,243    |华安期货      |17,550    |1,157     |国投安信期货  |17,220    |-2,238    
16    |弘业期货      |36,522      |6,900     |国泰君安      |17,439    |-3,255    |弘业期货      |16,604    |-126      
17    |东方财富      |33,837      |1,443     |弘业期货      |15,435    |3,902     |中信建投      |14,828    |-922      
18    |方正中期      |33,502      |-3,208    |国投安信期货  |15,369    |161       |华安期货      |11,886    |638       
19    |国富期货      |33,265      |1,463     |兴证期货      |14,790    |326       |五矿经易期货  |11,838    |968       
20    |申银万国      |32,059      |1,984     |东海期货      |14,403    |-4,050    |国泰君安      |11,409    |-3,566    
合计  |              |1427763     |55312     |                |619493    |-2022     |              |706348    |5890      

品种：菜油OI              日期： 2020-03-13
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |91,943      |-1,511    |中信期货      |11,194    |667       |中粮期货      |24,153    |174       
2     |华泰期货      |29,657      |-8,277    |银河期货      |7,469     |-68       |中信期货      |11,228    |475       
3     |中信期货      |20,068      |1,496     |国投安信期货  |6,440     |520       |国投安信期货  |9,601     |-168      
4     |光大期货      |16,900      |-4,077    |中信建投      |6,084     |399       |东证期货      |9,278     |623       
5     |海通期货      |15,909      |-2,421    |国富期货      |5,424     |-416      |国泰君安      |7,813     |1,801     
6     |华西期货      |13,939      |-493      |一德期货      |5,224     |707       |兴证期货      |5,224     |-18       
7     |华安期货      |9,789       |-3,669    |永安期货      |4,581     |295       |中信建投      |4,326     |95        
8     |国泰君安      |9,692       |3,657     |安粮期货      |4,496     |380       |安粮期货      |3,881     |103       
9     |徽商期货      |9,076       |-4,345    |中粮期货      |4,461     |171       |中国国际      |3,845     |-130      
10    |华闻期货      |7,006       |-1,820    |东证期货      |4,428     |12        |海通期货      |3,720     |1,655     
11    |银河期货      |6,956       |-1,881    |国泰君安      |4,424     |839       |国海良时      |3,590     |-21       
12    |新湖期货      |6,910       |110       |建信期货      |4,031     |-88       |上海中期      |3,378     |-66       
13    |东吴期货      |6,036       |-2,624    |申银万国      |4,021     |-64       |华泰期货      |3,178     |-6        
14    |宏源期货      |5,727       |-1,260    |华安期货      |3,742     |207       |建信期货      |2,983     |-52       
15    |中辉期货      |5,726       |241       |信达期货      |3,248     |-50       |鲁证期货      |2,966     |130       
16    |平安期货      |5,544       |3,886     |兴证期货      |2,847     |-96       |新湖期货      |2,594     |-557      
17    |国元期货      |4,892       |48        |兴业期货      |2,500     |453       |摩根大通      |1,864     |0         
18    |安粮期货      |4,565       |-5,041    |五矿经易期货  |2,358     |-126      |申银万国      |1,847     |198       
19    |中信建投      |4,522       |-1,511    |鲁证期货      |2,339     |389       |永安期货      |1,674     |96        
20    |东方财富      |4,482       |-2,353    |上海中期      |2,329     |-57       |国富期货      |1,662     |-231      
合计  |              |279339      |-31845    |                |91640     |4074      |              |108805    |4101      

品种：普麦PM              日期： 2020-03-13
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |国投安信期货  |0           |0         |广州期货      |10        |0         |天风期货      |39        |0         
2     |盛达期货      |0           |0         |中国国际      |6         |0         |中州期货      |4         |0         
3     |申银万国      |0           |0         |鲁证期货      |3         |0         |国投安信期货  |0         |0         
4     |中信期货      |0           |0         |海通期货      |3         |0         |盛达期货      |0         |0         
5     |鲁证期货      |0           |0         |东证期货      |3         |0         |申银万国      |0         |0         
6     |海通期货      |0           |0         |申银万国      |2         |0         |中信期货      |0         |0         
7     |东证期货      |0           |0         |中信期货      |2         |0         |鲁证期货      |0         |0         
8     |中国国际      |0           |0         |中州期货      |2         |0         |海通期货      |0         |0         
9     |天风期货      |0           |0         |中信建投      |2         |0         |东证期货      |0         |0         
10    |中州期货      |0           |0         |永安期货      |2         |0         |中国国际      |0         |0         
11    |中信建投      |0           |0         |恒泰期货      |2         |0         |中信建投      |0         |0         
12    |上海中期      |0           |0         |东方财富      |2         |0         |上海中期      |0         |0         
13    |永安期货      |0           |0         |国投安信期货  |1         |0         |永安期货      |0         |0         
14    |中辉期货      |0           |0         |盛达期货      |1         |0         |中辉期货      |0         |0         
15    |广州期货      |0           |0         |上海中期      |1         |0         |广州期货      |0         |0         
16    |恒泰期货      |0           |0         |中辉期货      |1         |0         |恒泰期货      |0         |0         
17    |东方财富      |0           |0         |天风期货      |0         |0         |东方财富      |0         |0         
合计  |              |0           |0         |                |43        |0         |              |43        |0         

品种：早籼RI              日期： 2020-03-13
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |华泰期货      |1           |1         |东证期货      |10        |0         |江西瑞奇      |34        |0         
2     |上海大陆      |1           |0         |国泰君安      |8         |0         |新纪元期货    |1         |0         
3     |新纪元期货    |0           |0         |光大期货      |4         |0         |南华期货      |1         |0         
4     |中财期货      |0           |0         |平安期货      |4         |0         |华泰期货      |0         |-1        
5     |弘业期货      |0           |0         |方正中期      |3         |0         |上海大陆      |0         |0         
6     |江西瑞奇      |0           |0         |金元期货      |3         |0         |中财期货      |0         |0         
7     |徽商期货      |0           |0         |中财期货      |1         |0         |弘业期货      |0         |0         
8     |方正中期      |0           |-1        |弘业期货      |1         |0         |徽商期货      |0         |0         
9     |鲁证期货      |0           |0         |徽商期货      |1         |0         |方正中期      |0         |0         
10    |金元期货      |0           |0         |鲁证期货      |1         |0         |鲁证期货      |0         |0         
11    |东证期货      |0           |0         |新纪元期货    |0         |0         |金元期货      |0         |0         
12    |光大期货      |0           |0         |华泰期货      |0         |0         |东证期货      |0         |0         
13    |东航期货      |0           |-2        |上海大陆      |0         |-1        |光大期货      |0         |0         
14    |中信建投      |0           |-2        |江西瑞奇      |0         |0         |东航期货      |0         |0         
15    |中大期货      |0           |-1        |东航期货      |0         |0         |中信建投      |0         |0         
16    |国泰君安      |0           |-1        |中信建投      |0         |0         |中大期货      |0         |0         
17    |南华期货      |0           |0         |中大期货      |0         |0         |国泰君安      |0         |0         
18    |平安期货      |0           |0         |南华期货      |0         |0         |平安期货      |0         |0         
合计  |              |2           |-6        |                |36        |-1        |              |36        |-1        

品种：菜粕RM              日期： 2020-03-13
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |321,261     |114,247   |五矿经易期货  |25,157    |-12,004   |中粮期货      |68,377    |-2,591    
2     |新湖期货      |81,346      |41,937    |华泰期货      |13,885    |1,041     |国投安信期货  |26,578    |-445      
3     |华西期货      |75,944      |38,713    |东证期货      |13,481    |3,578     |兴证期货      |23,032    |210       
4     |华泰期货      |73,309      |16,266    |永安期货      |13,045    |-1,299    |广发期货      |16,620    |-652      
5     |光大期货      |59,402      |19,580    |中信期货      |12,885    |732       |华泰期货      |14,233    |1,450     
6     |中信期货      |57,073      |22,054    |长江期货      |10,475    |450       |中信期货      |13,673    |-1,109    
7     |广发期货      |56,490      |-40,481   |华安期货      |8,516     |-28       |光大期货      |11,604    |-341      
8     |徽商期货      |52,094      |22,487    |徽商期货      |8,490     |484       |五矿经易期货  |9,886     |-286      
9     |国富期货      |49,068      |9,639     |国投安信期货  |8,278     |2,167     |东证期货      |9,770     |357       
10    |华安期货      |41,904      |18,100    |广发期货      |8,197     |-838      |摩根大通      |9,746     |-795      
11    |国泰君安      |38,829      |20,657    |国泰君安      |8,037     |-293      |南华期货      |9,232     |6         
12    |兴证期货      |33,351      |1,680     |中信建投      |7,930     |-495      |国海良时      |7,316     |440       
13    |东吴期货      |31,698      |11,726    |光大期货      |7,092     |-519      |徽商期货      |6,442     |-1,672    
14    |冠通期货      |31,066      |8,495     |宏源期货      |7,020     |91        |国泰君安      |5,779     |67        
15    |中信建投      |27,570      |9,399     |大越期货      |6,974     |314       |永安期货      |5,586     |1,353     
16    |五矿经易期货  |25,360      |18,996    |方正中期      |6,962     |349       |新晟期货      |5,280     |-61       
17    |东方财富      |24,140      |8,401     |新湖期货      |6,504     |-653      |瑞达期货      |4,752     |159       
18    |海通期货      |22,340      |4,617     |英大期货      |6,319     |-71       |中国国际      |4,630     |46        
19    |华闻期货      |22,037      |6,567     |银河期货      |6,137     |90        |新湖期货      |4,480     |49        
20    |中辉期货      |20,032      |13,126    |申银万国      |5,790     |-574      |中州期货      |4,082     |320       
合计  |              |1144314     |366206    |                |191174    |-7478     |              |261098    |-3495     

品种：菜籽RS              日期： 2020-03-13
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |大有期货      |8           |8         |江西瑞奇      |4         |0         |大有期货      |6         |0         
2     |国都期货      |6           |6         |徽商期货      |3         |0         |光大期货      |3         |0         
3     |申银万国      |4           |3         |德盛期货      |3         |0         |永安期货      |3         |0         
4     |中原期货      |3           |-3        |津投期货      |2         |0         |海通期货      |2         |-1        
5     |海通期货      |2           |2         |美尔雅        |2         |0         |美尔雅        |2         |0         
6     |华泰期货      |1           |1         |方正中期      |1         |1         |迈科期货      |1         |0         
7     |方正中期      |1           |1         |海通期货      |1         |1         |东证期货      |1         |0         
8     |东证期货      |1           |0         |东证期货      |1         |-1        |东航期货      |1         |1         
9     |东航期货      |1           |-11       |国泰君安      |1         |0         |华泰期货      |0         |0         
10    |锦泰期货      |1           |1         |平安期货      |1         |0         |国投安信期货  |0         |0         
11    |国投安信期货  |0           |-1        |华泰期货      |0         |-1        |招商期货      |0         |0         
12    |招商期货      |0           |-5        |国投安信期货  |0         |0         |江西瑞奇      |0         |0         
13    |江西瑞奇      |0           |0         |招商期货      |0         |0         |徽商期货      |0         |0         
14    |徽商期货      |0           |-2        |申银万国      |0         |-2        |申银万国      |0         |0         
15    |银河期货      |0           |-2        |银河期货      |0         |0         |方正中期      |0         |0         
16    |中信期货      |0           |-1        |中信期货      |0         |0         |银河期货      |0         |0         
17    |鲁证期货      |0           |-1        |鲁证期货      |0         |0         |中信期货      |0         |0         
18    |津投期货      |0           |-1        |中原期货      |0         |0         |鲁证期货      |0         |0         
19    |迈科期货      |0           |0         |迈科期货      |0         |0         |津投期货      |0         |0         
20    |美尔雅        |0           |-1        |光大期货      |0         |0         |中原期货      |0         |-1        
合计  |              |28          |-6        |                |19        |-2        |              |19        |-1        

品种：纯碱SA              日期： 2020-03-13
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |华泰期货      |2,587       |538       |永安期货      |2,877     |-91       |永安期货      |2,768     |-352      
2     |海通期货      |2,086       |71        |国投安信期货  |2,469     |32        |美尔雅        |2,536     |48        
3     |中信期货      |2,061       |1,402     |方正中期      |2,320     |49        |广州期货      |2,427     |370       
4     |方正中期      |1,706       |545       |一德期货      |2,171     |44        |华金期货      |2,102     |61        
5     |新湖期货      |1,527       |117       |中信期货      |2,160     |30        |方正中期      |1,602     |-109      
6     |光大期货      |1,325       |226       |海证期货      |1,682     |0         |中粮期货      |1,507     |-130      
7     |东方财富      |1,310       |582       |银河期货      |1,487     |131       |新湖期货      |1,311     |2         
8     |永安期货      |873         |621       |中州期货      |970       |211       |中信期货      |1,248     |451       
9     |广州期货      |788         |393       |东证期货      |789       |-45       |海通期货      |1,194     |-77       
10    |徽商期货      |760         |252       |东方财富      |771       |-91       |浙商期货      |1,154     |-319      
11    |华安期货      |701         |117       |浙商期货      |759       |32        |银河期货      |1,130     |-5        
12    |美尔雅        |687         |227       |新湖期货      |620       |25        |弘业期货      |983       |-17       
13    |华闻期货      |659         |338       |徽商期货      |591       |58        |上海大陆      |921       |26        
14    |东吴期货      |501         |319       |东吴期货      |550       |25        |南华期货      |896       |88        
15    |浙商期货      |489         |-174      |宝城期货      |549       |3         |安粮期货      |890       |12        
16    |东证期货      |471         |348       |中信建投      |532       |-15       |倍特期货      |620       |-104      
17    |中粮期货      |456         |201       |华泰期货      |529       |-50       |混沌天成期货  |590       |-11       
18    |平安期货      |387         |186       |冠通期货      |521       |-4        |东吴期货      |577       |44        
19    |中州期货      |364         |237       |中大期货      |508       |0         |申银万国      |550       |40        
20    |长江期货      |359         |107       |国信期货      |488       |63        |东证期货      |543       |-14       
合计  |              |20097       |6653      |                |23343     |407       |              |25549     |4         

品种：硅铁SF              日期： 2020-03-13
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
