					郑州商品交易所期货持仓排名表(2020-03-06)

品种：苹果AP              日期： 2020-03-06
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
17    |方正中期      |17,192      |-3,357    |五矿经易期货  |11,941    |332       |中大期货      |13,067    |3         
18    |华安期货      |16,331      |-775      |国泰君安      |11,424    |-187      |建信期货      |11,000    |-60       
19    |新湖期货      |16,116      |5,533     |浙商期货      |10,535    |-68       |光大期货      |10,589    |-81       
20    |长江期货      |15,890      |9,926     |大越期货      |10,413    |-60       |广发期货      |10,403    |-422      
合计  |              |651564      |-38271    |                |407674    |-2895     |              |488340    |15629     

品种：红枣CJ              日期： 2020-03-06
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |海通期货      |6,815       |1,760     |国泰君安      |3,267     |744       |中信期货      |2,176     |16        
2     |中信期货      |3,845       |1,251     |中信期货      |2,448     |85        |华泰期货      |1,581     |13        
3     |国泰君安      |3,782       |2,001     |华泰期货      |1,754     |191       |东航期货      |992       |119       
4     |华泰期货      |3,372       |1,122     |新湖期货      |840       |23        |银河期货      |867       |152       
5     |新湖期货      |2,766       |1,031     |东吴期货      |837       |245       |东证期货      |858       |160       
6     |东证期货      |2,493       |1,084     |鲁证期货      |798       |80        |永安期货      |823       |3         
7     |光大期货      |2,042       |1,089     |云财富期货    |774       |120       |兴证期货      |777       |274       
8     |冠通期货      |1,995       |1,540     |华金期货      |761       |13        |新湖期货      |738       |95        
9     |华安期货      |1,721       |632       |海证期货      |741       |164       |鲁证期货      |731       |18        
10    |兴证期货      |1,693       |627       |五矿经易期货  |692       |71        |东吴期货      |694       |154       
11    |东吴期货      |1,665       |729       |银河期货      |690       |-7        |华西期货      |679       |98        
12    |徽商期货      |1,595       |689       |兴证期货      |644       |-83       |宏源期货      |661       |287       
13    |中原期货      |1,272       |1,126     |冠通期货      |588       |-45       |冠通期货      |636       |30        
14    |银河期货      |1,191       |772       |东航期货      |585       |-33       |国投安信期货  |616       |-18       
15    |华闻期货      |1,148       |491       |华西期货      |577       |108       |华安期货      |585       |-67       
16    |东航期货      |1,104       |395       |中财期货      |556       |126       |国富期货      |568       |87        
17    |方正中期      |1,090       |510       |永安期货      |541       |-32       |华金期货      |561       |25        
18    |中辉期货      |1,022       |483       |国富期货      |534       |48        |方正中期      |546       |175       
19    |宏源期货      |1,016       |826       |广州期货      |526       |30        |光大期货      |491       |-53       
20    |南华期货      |999         |513       |中辉期货      |459       |-125      |东方财富      |482       |27        
合计  |              |42626       |18671     |                |18612     |1723      |              |16062     |1595      

品种：棉纱CY              日期： 2020-03-06
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |海通期货      |4,608       |-3,802    |东证期货      |1,527     |-132      |东证期货      |1,494     |-121      
2     |新湖期货      |1,456       |623       |国投安信期货  |1,156     |18        |国投安信期货  |1,084     |11        
3     |中信期货      |1,360       |-978      |永安期货      |612       |-3        |永安期货      |620       |-1        
4     |中粮期货      |1,300       |-162      |中信期货      |573       |1         |中信期货      |531       |-1        
5     |上海中期      |1,264       |-855      |五矿经易期货  |497       |0         |长江期货      |476       |2         
6     |浙商期货      |1,220       |-911      |长江期货      |472       |3         |五矿经易期货  |433       |0         
7     |宏源期货      |1,124       |-932      |南华期货      |434       |-90       |南华期货      |433       |-25       
8     |长江期货      |1,087       |-458      |弘业期货      |390       |1         |弘业期货      |387       |-9        
9     |东证期货      |717         |-564      |瑞达期货      |367       |-2        |上海中期      |364       |-3        
10    |弘业期货      |654         |-259      |上海中期      |365       |1         |瑞达期货      |356       |2         
11    |瑞达期货      |618         |-242      |中粮期货      |353       |0         |大地期货      |343       |-21       
12    |五矿经易期货  |604         |-161      |宏源期货      |346       |-5        |宏源期货      |342       |-5        
13    |南华期货      |557         |-58       |大地期货      |345       |-21       |中粮期货      |340       |0         
14    |大地期货      |474         |-50       |华西期货      |244       |2         |华西期货      |242       |4         
15    |国投安信期货  |457         |-269      |长安期货      |201       |124       |国贸期货      |218       |-15       
16    |安粮期货      |406         |-221      |上海大陆      |103       |0         |广发期货      |205       |4         
17    |永安期货      |274         |-157      |中财期货      |54        |-66       |摩根大通      |158       |0         
18    |华闻期货      |226         |-6        |银河期货      |54        |-46       |中国国际      |118       |0         
19    |中财期货      |186         |96        |华安期货      |54        |15        |海通期货      |105       |19        
20    |华西期货      |182         |-64       |徽商期货      |50        |-2        |中原期货      |67        |-10       
合计  |              |18774       |-9430     |                |8197      |-202      |              |8316      |-169      

品种：玻璃FG              日期： 2020-03-06
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |24,871      |4,525     |永安期货      |39,004    |-1,064    |永安期货      |13,281    |-449      
2     |华信期货      |13,385      |2,924     |申银万国      |14,825    |-63       |中信期货      |12,477    |2,671     
3     |新湖期货      |13,162      |4,788     |东证期货      |10,200    |784       |招商期货      |8,966     |2,186     
4     |光大期货      |12,263      |80        |国投安信期货  |9,600     |-618      |方正中期      |8,488     |-260      
5     |中信期货      |11,676      |3,040     |方正中期      |9,397     |1,761     |长江期货      |8,206     |223       
6     |东吴期货      |8,414       |2,633     |招商期货      |8,281     |1,569     |华泰期货      |7,581     |256       
7     |方正中期      |7,863       |665       |中信期货      |7,881     |-295      |东证期货      |7,491     |-17       
8     |永安期货      |7,703       |4,389     |新湖期货      |6,438     |23        |国泰君安      |6,518     |558       
9     |华泰期货      |7,368       |1,192     |南华期货      |6,198     |320       |银河期货      |6,161     |-10       
10    |招商期货      |6,923       |3,708     |兴证期货      |6,148     |770       |新湖期货      |6,051     |-151      
11    |兴证期货      |6,499       |3,234     |弘业期货      |5,773     |707       |一德期货      |5,854     |88        
12    |徽商期货      |5,866       |-950      |国泰君安      |5,687     |-114      |弘业期货      |5,676     |364       
13    |弘业期货      |4,759       |155       |东吴期货      |5,338     |1,337     |光大期货      |5,534     |-462      
14    |国泰君安      |4,738       |2,643     |光大期货      |4,725     |31        |国投安信期货  |5,388     |151       
15    |海通期货      |4,408       |2,000     |海通期货      |4,160     |-15       |中信建投      |5,068     |-552      
16    |申银万国      |4,363       |2,492     |建信期货      |3,829     |1,019     |申银万国      |4,621     |-768      
17    |华安期货      |3,916       |648       |美尔雅        |3,625     |36        |东吴期货      |4,525     |-71       
18    |东方财富      |3,105       |904       |中信建投      |3,516     |-30       |中国国际      |4,126     |118       
19    |南华期货      |2,991       |1,815     |华安期货      |3,466     |-198      |国元期货      |3,987     |61        
20    |中辉期货      |2,800       |1,268     |华泰期货      |3,439     |158       |海通期货      |3,762     |-61       
合计  |              |157073      |42153     |                |161530    |6118      |              |133761    |3875      

品种：粳稻JR              日期： 2020-03-06
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |银河期货      |9           |9         |徽商期货      |43        |1         |天风期货      |349       |0         
2     |东航期货      |9           |6         |方正中期      |39        |0         |华安期货      |56        |0         
3     |方正中期      |8           |-14       |永安期货      |39        |0         |方正中期      |29        |6         
4     |弘业期货      |6           |-7        |国海良时      |37        |-1        |国富期货      |6         |0         
5     |兴证期货      |4           |4         |中信期货      |29        |-2        |长江期货      |5         |0         
6     |华泰期货      |2           |0         |华融期货      |21        |-1        |国泰君安      |5         |0         
7     |中信期货      |2           |2         |华安期货      |21        |0         |平安期货      |2         |0         
8     |鲁证期货      |2           |2         |新纪元期货    |18        |0         |华泰期货      |1         |0         
9     |广发期货      |2           |2         |首创京都期货  |15        |0         |光大期货      |1         |0         
10    |中大期货      |2           |1         |山西三立      |13        |0         |东航期货      |1         |0         
11    |东吴期货      |2           |2         |国元期货      |11        |0         |新纪元期货    |0         |0         
12    |华安期货      |2           |2         |中粮期货      |10        |1         |上海大陆      |0         |0         
13    |国投安信期货  |1           |1         |国金期货      |10        |0         |国投安信期货  |0         |0         
14    |中财期货      |1           |1         |国泰君安      |10        |1         |招商期货      |0         |0         
15    |徽商期货      |1           |-2        |海通期货      |8         |1         |格林大华期货  |0         |0         
16    |中融汇信      |1           |1         |东证期货      |8         |0         |中财期货      |0         |0         
17    |中粮期货      |1           |1         |华泰期货      |7         |-2        |弘业期货      |0         |0         
18    |海通期货      |1           |1         |上海中期      |7         |0         |江西瑞奇      |0         |0         
19    |华融期货      |1           |1         |格林大华期货  |6         |0         |盛达期货      |0         |0         
20    |浙商期货      |1           |1         |平安期货      |6         |0         |徽商期货      |0         |0         
合计  |              |58          |14        |                |358       |-2        |              |455       |6         

品种：晚籼LR              日期： 2020-03-06
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |新纪元期货    |0           |0         |新纪元期货    |1         |0         |国元期货      |2         |0         
2     |方正中期      |0           |-5        |中信期货      |1         |0         |中辉期货      |1         |0         
3     |国元期货      |0           |0         |中大期货      |1         |0         |新纪元期货    |0         |0         
4     |中信期货      |0           |0         |方正中期      |0         |0         |方正中期      |0         |0         
5     |金元期货      |0           |-5        |国元期货      |0         |0         |中信期货      |0         |0         
6     |深圳金汇      |0           |-2        |金元期货      |0         |0         |金元期货      |0         |0         
7     |大地期货      |0           |-1        |深圳金汇      |0         |0         |深圳金汇      |0         |0         
8     |安粮期货      |0           |-1        |大地期货      |0         |0         |大地期货      |0         |0         
9     |东航期货      |0           |-6        |安粮期货      |0         |0         |安粮期货      |0         |0         
10    |大有期货      |0           |-1        |东航期货      |0         |0         |东航期货      |0         |0         
11    |中大期货      |0           |-1        |大有期货      |0         |0         |大有期货      |0         |0         
12    |中辉期货      |0           |-2        |中辉期货      |0         |0         |中大期货      |0         |0         
13    |华安期货      |0           |-2        |华安期货      |0         |0         |华安期货      |0         |0         
合计  |              |0           |-26       |                |3         |0         |              |3         |0         

品种：甲醇MA              日期： 2020-03-06
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |219,133     |-7,836    |东证期货      |97,206    |-5,919    |东证期货      |100,421   |-3,510    
2     |华泰期货      |99,946      |15,638    |华泰期货      |55,777    |-629      |申银万国      |70,229    |425       
3     |东吴期货      |99,413      |14,990    |中信期货      |46,497    |5,923     |中信期货      |65,977    |5,907     
4     |华闻期货      |82,357      |7,954     |永安期货      |35,163    |2,495     |华泰期货      |64,371    |-2,753    
5     |中信期货      |80,188      |18,048    |东吴期货      |34,756    |1,159     |海通期货      |49,122    |4,014     
6     |徽商期货      |65,577      |14,974    |海通期货      |34,568    |2,945     |东吴期货      |43,259    |2,090     
7     |新湖期货      |64,527      |-7,556    |光大期货      |34,557    |14,020    |永安期货      |38,075    |-4,150    
8     |海通期货      |62,075      |11,717    |徽商期货      |26,023    |-85       |中粮期货      |32,197    |7,966     
9     |光大期货      |56,874      |1,207     |银河期货      |22,541    |1,529     |光大期货      |32,037    |14,762    
10    |永安期货      |51,389      |-5,897    |中信建投      |21,258    |-1,178    |新湖期货      |24,553    |-2,586    
11    |冠通期货      |48,306      |2,169     |一德期货      |20,914    |2,182     |广发期货      |23,739    |-403      
12    |中辉期货      |46,425      |3,191     |国投安信期货  |20,711    |432       |银河期货      |22,644    |-817      
13    |华安期货      |40,723      |7,943     |华闻期货      |19,028    |-1,231    |兴证期货      |19,632    |-1,053    
14    |东方财富      |39,743      |2,891     |华安期货      |18,833    |-902      |国投安信期货  |19,485    |539       
15    |国富期货      |35,420      |11,467    |国泰君安      |18,778    |-380      |华闻期货      |19,415    |-1,538    
16    |中信建投      |34,469      |4,079     |新湖期货      |18,385    |-3,097    |国泰君安      |16,572    |1,196     
17    |国泰君安      |33,986      |2,607     |广发期货      |17,663    |-968      |中信建投      |15,829    |-2,691    
18    |银河期货      |32,846      |6,253     |兴证期货      |17,331    |3,255     |弘业期货      |15,538    |779       
19    |弘业期货      |31,659      |7,844     |安粮期货      |16,773    |-4,386    |国富期货      |14,093    |3,260     
20    |方正中期      |27,589      |2,376     |弘业期货      |15,926    |638       |安粮期货      |13,626    |-3,490    
合计  |              |1252645     |114059    |                |592688    |15803     |              |700814    |17947     

品种：菜油OI              日期： 2020-03-06
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |78,873      |-34,335   |中信期货      |11,417    |241       |中粮期货      |24,354    |-710      
2     |中信期货      |24,401      |2,572     |银河期货      |7,777     |-142      |国投安信期货  |12,779    |-12       
3     |华泰期货      |23,272      |-6,936    |国投安信期货  |6,557     |-408      |中信期货      |9,198     |-744      
4     |光大期货      |17,878      |-2,280    |国富期货      |5,095     |-84       |东证期货      |8,332     |-235      
5     |海通期货      |15,911      |-4,161    |安粮期货      |5,042     |-61       |兴证期货      |5,126     |-355      
6     |徽商期货      |10,260      |-3,768    |中信建投      |4,933     |-249      |中国国际      |4,601     |11        
7     |华安期货      |9,953       |-3,156    |永安期货      |4,923     |-18       |中信建投      |4,411     |-181      
8     |华西期货      |9,558       |-4,450    |东证期货      |4,394     |-196      |国海良时      |3,911     |22        
9     |新湖期货      |9,130       |872       |建信期货      |4,334     |977       |上海中期      |3,775     |-25       
10    |美尔雅        |8,406       |85        |申银万国      |4,318     |986       |华泰期货      |3,704     |-418      
11    |国泰君安      |7,493       |1,010     |中粮期货      |4,218     |-643      |建信期货      |3,420     |41        
12    |东吴期货      |7,205       |-7,099    |兴证期货      |3,824     |26        |鲁证期货      |2,919     |-86       
13    |安粮期货      |6,398       |-26       |国泰君安      |3,701     |-138      |安粮期货      |2,795     |-171      
14    |华闻期货      |5,898       |-2,852    |信达期货      |3,336     |-68       |大有期货      |2,368     |12        
15    |国元期货      |5,853       |1,683     |一德期货      |2,932     |424       |新湖期货      |2,074     |6         
16    |宏源期货      |5,375       |-2,830    |华安期货      |2,901     |120       |摩根大通      |1,860     |0         
17    |东方财富      |5,084       |-798      |上海中期      |2,531     |-80       |南华期货      |1,735     |51        
18    |银河期货      |4,813       |-2,587    |鲁证期货      |2,459     |-20       |申银万国      |1,714     |57        
19    |中信建投      |4,318       |-1,302    |大有期货      |2,426     |-17       |国联期货      |1,567     |-7        
20    |兴证期货      |4,065       |-2,288    |兴业期货      |2,131     |-105      |海通期货      |1,506     |-1,944    
合计  |              |264144      |-72646    |                |89249     |545       |              |102149    |-4688     

品种：普麦PM              日期： 2020-03-06
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |国投安信期货  |0           |0         |广州期货      |10        |0         |天风期货      |39        |0         
2     |盛达期货      |0           |0         |中国国际      |7         |0         |中州期货      |4         |0         
3     |申银万国      |0           |0         |鲁证期货      |3         |0         |方正中期      |1         |0         
4     |方正中期      |0           |0         |海通期货      |3         |0         |国投安信期货  |0         |0         
5     |中信期货      |0           |0         |东证期货      |3         |0         |盛达期货      |0         |0         
6     |鲁证期货      |0           |0         |申银万国      |2         |0         |申银万国      |0         |0         
7     |海通期货      |0           |0         |中信期货      |2         |0         |中信期货      |0         |0         
8     |东证期货      |0           |0         |中州期货      |2         |0         |鲁证期货      |0         |0         
9     |中国国际      |0           |0         |中信建投      |2         |0         |海通期货      |0         |0         
10    |天风期货      |0           |0         |永安期货      |2         |0         |东证期货      |0         |0         
11    |中州期货      |0           |0         |恒泰期货      |2         |0         |中国国际      |0         |0         
12    |中信建投      |0           |0         |东方财富      |2         |0         |中信建投      |0         |0         
13    |上海中期      |0           |0         |国投安信期货  |1         |0         |上海中期      |0         |0         
14    |永安期货      |0           |0         |盛达期货      |1         |0         |永安期货      |0         |0         
15    |中辉期货      |0           |0         |上海中期      |1         |0         |中辉期货      |0         |0         
16    |广州期货      |0           |0         |中辉期货      |1         |0         |广州期货      |0         |0         
17    |恒泰期货      |0           |0         |方正中期      |0         |0         |恒泰期货      |0         |0         
18    |东方财富      |0           |0         |天风期货      |0         |0         |东方财富      |0         |0         
合计  |              |0           |0         |                |44        |0         |              |44        |0         

品种：早籼RI              日期： 2020-03-06
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |弘业期货      |4           |-3        |东证期货      |10        |0         |江西瑞奇      |31        |1         
2     |东航期货      |4           |-8        |光大期货      |4         |0         |弘业期货      |3         |0         
3     |徽商期货      |2           |2         |国泰君安      |4         |0         |方正中期      |2         |2         
4     |方正中期      |2           |-4        |平安期货      |4         |0         |华泰期货      |1         |0         
5     |广发期货      |2           |2         |金元期货      |3         |0         |上海大陆      |1         |0         
6     |南华期货      |2           |2         |中信建投      |3         |0         |中财期货      |0         |0         
7     |江西瑞奇      |1           |-20       |徽商期货      |2         |2         |徽商期货      |0         |0         
8     |中辉期货      |1           |-2        |方正中期      |2         |0         |银河期货      |0         |0         
9     |华泰期货      |0           |0         |广发期货      |2         |2         |鲁证期货      |0         |0         
10    |上海大陆      |0           |-2        |中财期货      |1         |0         |金元期货      |0         |0         
11    |中财期货      |0           |0         |弘业期货      |1         |-4        |中原期货      |0         |0         
12    |银河期货      |0           |-2        |中大期货      |1         |0         |东证期货      |0         |0         
13    |鲁证期货      |0           |-1        |南华期货      |1         |1         |光大期货      |0         |0         
14    |金元期货      |0           |0         |华泰期货      |0         |0         |东航期货      |0         |-2        
15    |中原期货      |0           |-2        |上海大陆      |0         |0         |中信建投      |0         |0         
16    |东证期货      |0           |0         |江西瑞奇      |0         |0         |广发期货      |0         |0         
17    |光大期货      |0           |0         |银河期货      |0         |0         |中大期货      |0         |0         
18    |中信建投      |0           |0         |鲁证期货      |0         |0         |上海中期      |0         |0         
19    |中大期货      |0           |0         |中原期货      |0         |0         |国泰君安      |0         |0         
20    |上海中期      |0           |-1        |东航期货      |0         |0         |中辉期货      |0         |0         
合计  |              |18          |-39       |                |38        |1         |              |38        |1         

品种：菜粕RM              日期： 2020-03-06
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |233,506     |-32,170   |五矿经易期货  |36,563    |4,829     |中粮期货      |78,585    |889       
2     |华泰期货      |67,645      |-26,890   |中信期货      |20,290    |-1,354    |国投安信期货  |35,156    |-1,395    
3     |新湖期货      |44,699      |3,481     |银河期货      |20,172    |-1,431    |永安期货      |25,556    |471       
4     |光大期货      |38,262      |561       |华泰期货      |17,155    |-5,326    |兴证期货      |22,702    |1,018     
5     |中信期货      |35,103      |-3,701    |永安期货      |16,740    |-882      |中信期货      |19,352    |195       
6     |国富期货      |33,531      |-1,917    |东证期货      |16,198    |-929      |广发期货      |17,564    |-358      
7     |华西期货      |31,453      |-2,562    |国投安信期货  |15,874    |404       |华泰期货      |14,482    |-209      
8     |兴证期货      |30,750      |-7,371    |宏源期货      |12,482    |-339      |东证期货      |14,227    |-941      
9     |华安期货      |27,446      |2,938     |方正中期      |11,217    |192       |南华期货      |14,016    |-2,143    
10    |东吴期货      |26,607      |2,529     |徽商期货      |11,060    |-254      |光大期货      |12,900    |-824      
11    |徽商期货      |26,064      |-5,845    |长江期货      |10,644    |214       |五矿经易期货  |12,681    |1,270     
12    |中粮期货      |21,713      |11,696    |上海大陆      |9,921     |-102      |摩根大通      |12,489    |0         
13    |冠通期货      |21,532      |-4,428    |国泰君安      |9,702     |-387      |中国国际      |10,887    |-321      
14    |中信建投      |19,786      |3,181     |华安期货      |8,829     |944       |徽商期货      |9,541     |-1,534    
15    |广发期货      |19,205      |-12,931   |申银万国      |8,464     |-258      |海通期货      |7,809     |-19       
16    |海通期货      |18,987      |-5,114    |广发期货      |8,327     |-397      |国泰君安      |7,622     |-909      
17    |国泰君安      |18,620      |3,181     |光大期货      |8,172     |-1,286    |鲁证期货      |7,134     |3,279     
18    |美尔雅        |15,822      |-3,650    |中辉期货      |7,813     |1,048     |安粮期货      |6,991     |3,595     
19    |安粮期货      |15,292      |5,385     |中信建投      |6,763     |91        |国海良时      |6,668     |-775      
20    |东方财富      |14,607      |1,262     |新湖期货      |6,587     |-93       |平安期货      |6,598     |221       
合计  |              |760630      |-72365    |                |262973    |-5316     |              |342960    |1510      

品种：菜籽RS              日期： 2020-03-06
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东航期货      |16          |-10       |天鸿期货      |6         |6         |光大期货      |3         |0         
2     |天鸿期货      |10          |10        |新纪元期货    |2         |2         |永安期货      |3         |2         
3     |德盛期货      |8           |-4        |徽商期货      |2         |0         |德盛期货      |3         |2         
4     |中原期货      |6           |-4        |美尔雅        |2         |0         |海通期货      |2         |2         
5     |东证期货      |6           |-2        |东证期货      |2         |0         |中原期货      |2         |2         
6     |新纪元期货    |4           |4         |华泰期货      |1         |-1        |东航期货      |2         |2         
7     |银河期货      |3           |-30       |中财期货      |1         |0         |迈科期货      |1         |0         
8     |中电投先融    |3           |-1        |方正中期      |1         |-1        |美尔雅        |1         |1         
9     |宝城期货      |2           |0         |国元期货      |1         |1         |东证期货      |1         |-6        
10    |江苏东华      |2           |-4        |新湖期货      |1         |1         |广州金控      |1         |1         
11    |方正中期      |2           |-13       |新晟期货      |1         |0         |中电投先融    |1         |1         
12    |中信期货      |2           |0         |招商期货      |0         |-1        |新纪元期货    |0         |0         
13    |海通期货      |2           |-3        |宝城期货      |0         |-2        |华泰期货      |0         |0         
14    |天风期货      |2           |2         |江苏东华      |0         |0         |招商期货      |0         |0         
15    |中信建投      |2           |2         |银河期货      |0         |-1        |宝城期货      |0         |0         
16    |永安期货      |2           |0         |中信期货      |0         |0         |中财期货      |0         |0         
17    |中辉期货      |2           |0         |长江期货      |0         |0         |江苏东华      |0         |0         
18    |华安期货      |2           |-4        |海通期货      |0         |0         |徽商期货      |0         |0         
19    |华泰期货      |1           |-3        |中原期货      |0         |0         |方正中期      |0         |-1        
20    |招商期货      |1           |1         |迈科期货      |0         |0         |国元期货      |0         |0         
合计  |              |78          |-59       |                |20        |4         |              |20        |6         

品种：纯碱SA              日期： 2020-03-06
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |浙商期货      |2,177       |1,181     |永安期货      |3,656     |250       |永安期货      |3,828     |-1,264    
2     |海通期货      |1,949       |-495      |中信期货      |2,195     |6         |美尔雅        |2,237     |257       
3     |永安期货      |1,870       |-409      |一德期货      |2,052     |10        |广州期货      |2,134     |85        
4     |光大期货      |1,550       |-460      |方正中期      |1,919     |104       |华金期货      |1,924     |-29       
5     |新湖期货      |1,412       |-596      |海证期货      |1,839     |-504      |方正中期      |1,802     |-46       
6     |华泰期货      |1,241       |-1,056    |国投安信期货  |1,451     |221       |中粮期货      |1,708     |956       
7     |华安期货      |1,215       |-43       |东证期货      |1,149     |71        |浙商期货      |1,702     |271       
8     |中粮期货      |1,190       |472       |东方财富      |1,018     |-14       |海通期货      |1,501     |-36       
9     |东方财富      |865         |-715      |徽商期货      |725       |118       |弘业期货      |1,238     |37        
10    |国投安信期货  |831         |-977      |中州期货      |662       |138       |中信建投      |949       |-80       
11    |海证期货      |806         |-132      |中信建投      |639       |29        |上海大陆      |916       |-7        
12    |徽商期货      |794         |-706      |新湖期货      |626       |2         |南华期货      |865       |263       
13    |广州期货      |750         |-87       |华泰期货      |603       |2         |新湖期货      |783       |-132      
14    |东证期货      |690         |-53       |美尔雅        |601       |7         |海证期货      |754       |-34       
15    |国富期货      |596         |362       |冠通期货      |570       |5         |安粮期货      |687       |-12       
16    |方正中期      |592         |-752      |东吴期货      |557       |8         |混沌天成期货  |575       |-1        
