					郑州商品交易所期货持仓排名表(2020-03-12)

品种：苹果AP              日期： 2020-03-12
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
20    |中原期货      |180         |125       |浙商期货      |38        |-34       |广发期货      |52        |0         
合计  |              |23742       |6322      |                |8238      |-89       |              |8224      |-17       

品种：玻璃FG              日期： 2020-03-12
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |29,384      |11,128    |永安期货      |39,288    |622       |中信期货      |12,932    |1,027     
2     |光大期货      |14,679      |1,293     |申银万国      |13,661    |-167      |永安期货      |8,909     |-1,218    
3     |新湖期货      |11,921      |2,870     |东证期货      |10,277    |415       |华泰期货      |8,791     |788       
4     |华泰期货      |9,495       |2,338     |中信期货      |10,061    |1,057     |长江期货      |8,335     |3         
5     |华信期货      |9,440       |684       |国投安信期货  |9,067     |83        |招商期货      |7,867     |-369      
6     |永安期货      |8,050       |1,609     |方正中期      |8,271     |754       |东证期货      |6,700     |-147      
7     |中信期货      |8,012       |-732      |新湖期货      |6,986     |417       |新湖期货      |6,025     |152       
8     |方正中期      |7,772       |3,008     |招商期货      |6,461     |-526      |方正中期      |5,810     |-112      
9     |兴证期货      |5,757       |1,916     |南华期货      |5,932     |91        |银河期货      |5,238     |-86       
10    |弘业期货      |4,427       |1,981     |东吴期货      |5,190     |-24       |光大期货      |5,070     |-376      
11    |徽商期货      |4,164       |552       |海通期货      |4,715     |-128      |弘业期货      |4,941     |43        
12    |华安期货      |3,964       |1,614     |兴证期货      |4,631     |260       |中国国际      |4,814     |235       
13    |建信期货      |3,782       |1,462     |弘业期货      |4,317     |-114      |国投安信期货  |4,792     |242       
14    |海通期货      |3,460       |1,306     |光大期货      |4,243     |207       |中信建投      |4,773     |-142      
15    |华联期货      |3,446       |2,878     |美尔雅        |3,622     |-28       |东吴期货      |4,564     |32        
16    |申银万国      |3,415       |1,492     |华安期货      |3,341     |28        |国元期货      |4,117     |124       
17    |国泰君安      |3,012       |369       |中信建投      |3,087     |-5        |一德期货      |3,894     |-365      
18    |东吴期货      |2,954       |161       |华金期货      |2,994     |9         |申银万国      |3,731     |-212      
19    |招商期货      |2,683       |898       |宏源期货      |2,841     |-157      |东航期货      |3,390     |458       
20    |东方财富      |2,286       |525       |国泰君安      |2,764     |18        |国泰君安      |3,272     |-92       
合计  |              |142103      |37352     |                |151749    |2812      |              |117965    |-15       

品种：粳稻JR              日期： 2020-03-12
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |弘业期货      |16          |6         |徽商期货      |44        |-1        |天风期货      |356       |3         
2     |方正中期      |13          |-10       |永安期货      |39        |0         |华安期货      |56        |0         
3     |安粮期货      |12          |12        |中信期货      |37        |4         |方正中期      |21        |1         
4     |国泰君安      |10          |8         |方正中期      |34        |0         |国富期货      |6         |0         
5     |中信期货      |4           |4         |华融期货      |29        |0         |长江期货      |5         |0         
6     |宝城期货      |3           |3         |倍特期货      |23        |3         |国泰君安      |2         |-5        
7     |东航期货      |3           |3         |国元期货      |19        |0         |平安期货      |2         |0         
8     |天风期货      |3           |3         |华安期货      |19        |0         |华泰期货      |1         |0         
9     |倍特期货      |3           |-3        |首创京都期货  |17        |0         |光大期货      |1         |0         
10    |和合期货      |2           |2         |国金期货      |13        |1         |新纪元期货    |0         |0         
11    |华闻期货      |2           |2         |西南期货      |11        |1         |上海大陆      |0         |0         
12    |新纪元期货    |1           |0         |兴业期货      |10        |0         |国投安信期货  |0         |0         
13    |格林大华期货  |1           |0         |鲁证期货      |8         |0         |招商期货      |0         |0         
14    |中财期货      |1           |1         |中粮期货      |8         |0         |宝城期货      |0         |0         
15    |徽商期货      |1           |1         |国泰君安      |8         |-3        |格林大华期货  |0         |0         
16    |华龙期货      |1           |0         |华泰期货      |7         |0         |中财期货      |0         |0         
17    |申银万国      |1           |1         |海通期货      |7         |0         |弘业期货      |0         |0         
18    |西南期货      |1           |1         |上海中期      |6         |0         |盛达期货      |0         |0         
19    |津投期货      |1           |1         |国投安信期货  |5         |0         |徽商期货      |0         |0         
20    |铜冠金源      |1           |1         |格林大华期货  |5         |-1        |华龙期货      |0         |0         
合计  |              |80          |36        |                |349       |4         |              |450       |-1        

品种：晚籼LR              日期： 2020-03-12
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |方正中期      |2           |-6        |新纪元期货    |1         |0         |国元期货      |2         |0         
2     |华融期货      |2           |2         |中信期货      |1         |0         |中辉期货      |1         |0         
3     |华安期货      |2           |2         |中大期货      |1         |0         |新纪元期货    |0         |0         
4     |新纪元期货    |0           |0         |方正中期      |0         |0         |方正中期      |0         |0         
5     |国元期货      |0           |0         |国元期货      |0         |0         |中信期货      |0         |0         
6     |中信期货      |0           |0         |华融期货      |0         |0         |华融期货      |0         |0         
7     |东航期货      |0           |-6        |东航期货      |0         |0         |东航期货      |0         |0         
8     |中天期货      |0           |-10       |中天期货      |0         |0         |中天期货      |0         |0         
9     |中大期货      |0           |0         |中辉期货      |0         |0         |中大期货      |0         |0         
10    |中辉期货      |0           |-6        |华安期货      |0         |0         |华安期货      |0         |0         
合计  |              |6           |-24       |                |3         |0         |              |3         |0         

品种：甲醇MA              日期： 2020-03-12
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |234,791     |10,003    |东证期货      |107,574   |20,170    |东证期货      |110,477   |20,053    
2     |华泰期货      |105,384     |25,323    |华泰期货      |58,615    |2,812     |申银万国      |65,771    |-847      
3     |东吴期货      |102,239     |20,110    |新湖期货      |44,024    |27,455    |中信期货      |63,529    |-1,580    
4     |华闻期货      |99,004      |18,880    |海通期货      |41,420    |5,734     |华泰期货      |62,597    |174       
5     |新湖期货      |98,218      |45,314    |中信期货      |40,001    |-4,440    |海通期货      |50,912    |2,237     
6     |光大期货      |97,738      |22,344    |永安期货      |36,394    |751       |新湖期货      |46,291    |26,525    
7     |中信期货      |76,940      |21,206    |徽商期货      |32,612    |2,517     |永安期货      |39,722    |-2,377    
8     |徽商期货      |71,119      |31,085    |银河期货      |28,739    |-134      |中粮期货      |35,246    |315       
9     |海通期货      |64,517      |8,023     |东吴期货      |28,640    |-1,439    |东吴期货      |30,036    |1,158     
10    |银河期货      |53,367      |25,741    |一德期货      |24,928    |-5,790    |光大期货      |22,966    |-8,539    
11    |冠通期货      |48,346      |9,818     |华闻期货      |22,678    |-3,138    |银河期货      |22,811    |-6,645    
12    |中辉期货      |47,422      |12,196    |光大期货      |21,886    |-9,415    |华闻期货      |21,483    |-2,584    
13    |国泰君安      |43,035      |17,320    |国泰君安      |20,694    |4,328     |兴证期货      |20,248    |-4,643    
14    |广发期货      |40,261      |22,089    |鲁证期货      |18,658    |-126      |国投安信期货  |19,458    |1,678     
15    |中信建投      |39,891      |14,907    |中信建投      |18,601    |-2,795    |广发期货      |19,338    |368       
16    |华安期货      |39,614      |6,412     |东海期货      |18,453    |403       |弘业期货      |16,730    |1,977     
17    |方正中期      |36,710      |13,876    |华安期货      |16,393    |436       |中信建投      |15,750    |-384      
18    |东方财富      |32,394      |11,521    |国投安信期货  |15,208    |-2,017    |国泰君安      |14,975    |4,489     
19    |国富期货      |31,802      |3,516     |广发期货      |14,618    |735       |华安期货      |11,248    |1,030     
20    |兴证期货      |30,285      |5,196     |兴证期货      |14,464    |-2,306    |五矿经易期货  |10,870    |-865      
合计  |              |1393077     |344880    |                |624600    |33741     |              |700458    |31540     

品种：菜油OI              日期： 2020-03-12
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |93,454      |29,352    |中信期货      |10,527    |-743      |中粮期货      |23,979    |246       
2     |华泰期货      |37,934      |19,815    |银河期货      |7,537     |52        |中信期货      |10,753    |-189      
3     |光大期货      |20,977      |7,113     |国投安信期货  |5,920     |-558      |国投安信期货  |9,769     |-243      
4     |中信期货      |18,572      |4,445     |国富期货      |5,840     |151       |东证期货      |8,655     |317       
5     |海通期货      |18,330      |5,485     |中信建投      |5,685     |208       |国泰君安      |6,012     |268       
6     |华西期货      |14,432      |4,410     |一德期货      |4,517     |728       |兴证期货      |5,242     |-534      
7     |华安期货      |13,458      |5,542     |东证期货      |4,416     |-75       |中信建投      |4,231     |29        
8     |徽商期货      |13,421      |6,201     |中粮期货      |4,290     |426       |中国国际      |3,975     |-112      
9     |安粮期货      |9,606       |5,900     |永安期货      |4,286     |75        |安粮期货      |3,778     |828       
10    |银河期货      |8,837       |3,632     |建信期货      |4,119     |-50       |国海良时      |3,611     |-311      
11    |华闻期货      |8,826       |2,788     |安粮期货      |4,116     |-704      |上海中期      |3,444     |9         
12    |东吴期货      |8,660       |5,301     |申银万国      |4,085     |316       |华泰期货      |3,184     |42        
13    |宏源期货      |6,987       |4,736     |国泰君安      |3,585     |119       |新湖期货      |3,151     |50        
14    |东方财富      |6,835       |2,786     |华安期货      |3,535     |101       |建信期货      |3,035     |504       
15    |新湖期货      |6,800       |1,388     |信达期货      |3,298     |-58       |鲁证期货      |2,836     |-79       
16    |兴证期货      |6,047       |330       |兴证期货      |2,943     |199       |海通期货      |2,065     |418       
17    |国泰君安      |6,035       |1,990     |五矿经易期货  |2,484     |312       |国富期货      |1,893     |115       
18    |中信建投      |6,033       |2,719     |上海中期      |2,386     |83        |摩根大通      |1,864     |0         
19    |上海大陆      |5,980       |3,846     |海通期货      |2,155     |-1,674    |申银万国      |1,649     |222       
20    |中粮期货      |5,768       |3,864     |兴业期货      |2,047     |-105      |中原期货      |1,600     |518       
合计  |              |316992      |121643    |                |87771     |-1197     |              |104726    |2098      

品种：普麦PM              日期： 2020-03-12
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |国投安信期货  |0           |0         |广州期货      |10        |0         |天风期货      |39        |0         
2     |盛达期货      |0           |0         |中国国际      |6         |0         |中州期货      |4         |0         
3     |申银万国      |0           |0         |鲁证期货      |3         |0         |国投安信期货  |0         |0         
4     |中信期货      |0           |0         |海通期货      |3         |0         |盛达期货      |0         |0         
5     |鲁证期货      |0           |0         |东证期货      |3         |0         |申银万国      |0         |0         
6     |海通期货      |0           |0         |申银万国      |2         |0         |中信期货      |0         |0         
7     |东证期货      |0           |0         |中信期货      |2         |0         |鲁证期货      |0         |0         
8     |中国国际      |0           |0         |中州期货      |2         |0         |海通期货      |0         |0         
9     |天风期货      |0           |0         |中信建投      |2         |0         |东证期货      |0         |0         
10    |中州期货      |0           |0         |永安期货      |2         |0         |中国国际      |0         |0         
11    |中信建投      |0           |0         |恒泰期货      |2         |0         |中信建投      |0         |0         
12    |上海中期      |0           |0         |东方财富      |2         |0         |上海中期      |0         |0         
13    |永安期货      |0           |0         |国投安信期货  |1         |0         |永安期货      |0         |0         
14    |中辉期货      |0           |0         |盛达期货      |1         |0         |中辉期货      |0         |0         
15    |广州期货      |0           |0         |上海中期      |1         |0         |广州期货      |0         |0         
16    |恒泰期货      |0           |0         |中辉期货      |1         |0         |恒泰期货      |0         |0         
17    |东方财富      |0           |0         |天风期货      |0         |0         |东方财富      |0         |0         
合计  |              |0           |0         |                |43        |0         |              |43        |0         

品种：早籼RI              日期： 2020-03-12
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东航期货      |2           |-8        |东证期货      |10        |0         |江西瑞奇      |34        |0         
2     |中信建投      |2           |2         |国泰君安      |8         |1         |新纪元期货    |1         |0         
3     |上海大陆      |1           |0         |光大期货      |4         |0         |华泰期货      |1         |0         
4     |方正中期      |1           |1         |平安期货      |4         |0         |南华期货      |1         |0         
5     |中大期货      |1           |1         |方正中期      |3         |-1        |上海大陆      |0         |0         
6     |国泰君安      |1           |-5        |金元期货      |3         |0         |中财期货      |0         |0         
7     |新纪元期货    |0           |-5        |上海大陆      |1         |1         |弘业期货      |0         |0         
8     |华泰期货      |0           |0         |中财期货      |1         |0         |徽商期货      |0         |0         
9     |中财期货      |0           |0         |弘业期货      |1         |0         |方正中期      |0         |0         
10    |弘业期货      |0           |0         |徽商期货      |1         |0         |鲁证期货      |0         |0         
11    |江西瑞奇      |0           |-3        |鲁证期货      |1         |0         |金元期货      |0         |0         
12    |徽商期货      |0           |0         |新纪元期货    |0         |0         |东证期货      |0         |0         
13    |鲁证期货      |0           |-3        |华泰期货      |0         |0         |光大期货      |0         |0         
14    |金元期货      |0           |0         |江西瑞奇      |0         |0         |瑞达期货      |0         |0         
15    |东证期货      |0           |-2        |瑞达期货      |0         |0         |东航期货      |0         |-2        
16    |光大期货      |0           |0         |东航期货      |0         |0         |天风期货      |0         |0         
17    |瑞达期货      |0           |-1        |天风期货      |0         |0         |中信建投      |0         |0         
18    |天风期货      |0           |-1        |中信建投      |0         |-2        |中大期货      |0         |0         
19    |国海良时      |0           |-2        |中大期货      |0         |-1        |国泰君安      |0         |0         
20    |中辉期货      |0           |-4        |国海良时      |0         |0         |国海良时      |0         |0         
合计  |              |8           |-30       |                |37        |-2        |              |37        |-2        

品种：菜粕RM              日期： 2020-03-12
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |207,014     |40,313    |五矿经易期货  |37,161    |-176      |中粮期货      |70,968    |-1,895    
2     |广发期货      |96,971      |56,964    |永安期货      |14,344    |42        |国投安信期货  |27,023    |-486      
3     |海证期货      |65,109      |58,531    |华泰期货      |12,844    |1,887     |兴证期货      |22,822    |-1,170    
4     |上海大陆      |59,237      |54,016    |中信期货      |12,153    |583       |广发期货      |17,272    |538       
5     |华泰期货      |57,043      |1,616     |长江期货      |10,025    |-204      |中信期货      |14,782    |590       
6     |光大期货      |39,822      |9,790     |东证期货      |9,903     |1,156     |华泰期货      |12,783    |44        
7     |国富期货      |39,429      |6,200     |广发期货      |9,035     |493       |光大期货      |11,945    |38        
8     |新湖期货      |39,409      |477       |华安期货      |8,544     |73        |摩根大通      |10,541    |-300      
9     |华西期货      |37,231      |8,174     |中信建投      |8,425     |-4        |五矿经易期货  |10,172    |60        
10    |中信期货      |35,019      |-2,073    |国泰君安      |8,330     |-1,012    |东证期货      |9,413     |-300      
11    |兴证期货      |31,671      |7,770     |徽商期货      |8,006     |-2,013    |南华期货      |9,226     |-1,133    
12    |徽商期货      |29,607      |6,123     |光大期货      |7,611     |-164      |徽商期货      |8,114     |226       
13    |华安期货      |23,804      |1,810     |新湖期货      |7,157     |753       |国海良时      |6,876     |51        
14    |冠通期货      |22,571      |2,642     |宏源期货      |6,929     |-558      |国泰君安      |5,712     |-190      
15    |东吴期货      |19,972      |5,776     |大越期货      |6,660     |1,913     |新晟期货      |5,341     |4         
16    |美尔雅        |18,645      |10,731    |方正中期      |6,613     |-160      |瑞达期货      |4,593     |189       
17    |国泰君安      |18,172      |5,643     |英大期货      |6,390     |101       |中国国际      |4,584     |-135      
18    |中信建投      |18,171      |5,453     |申银万国      |6,364     |230       |新湖期货      |4,431     |-102      
19    |海通期货      |17,723      |-2,063    |国投安信期货  |6,111     |480       |永安期货      |4,233     |-47       
20    |锦泰期货      |17,375      |9,449     |银河期货      |6,047     |-5,557    |平安期货      |3,853     |-168      
合计  |              |893995      |287342    |                |198652    |-2137     |              |264684    |-4186     

品种：菜籽RS              日期： 2020-03-12
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东航期货      |12          |-2        |江西瑞奇      |4         |0         |大有期货      |6         |0         
2     |德盛期货      |9           |-1        |徽商期货      |3         |0         |海通期货      |3         |0         
3     |中原期货      |6           |0         |德盛期货      |3         |-1        |光大期货      |3         |0         
4     |招商期货      |5           |0         |申银万国      |2         |1         |永安期货      |3         |0         
5     |徽商期货      |2           |2         |津投期货      |2         |-1        |美尔雅        |2         |1         
6     |银河期货      |2           |2         |美尔雅        |2         |0         |中原期货      |1         |0         
7     |国泰君安      |2           |1         |东证期货      |2         |-1        |迈科期货      |1         |0         
8     |大越期货      |2           |2         |华泰期货      |1         |0         |东证期货      |1         |0         
9     |国投安信期货  |1           |1         |国泰君安      |1         |-2        |锦泰期货      |1         |0         
10    |申银万国      |1           |-1        |平安期货      |1         |0         |华泰期货      |0         |0         
11    |中信期货      |1           |-2        |国投安信期货  |0         |0         |国投安信期货  |0         |-1        
12    |鲁证期货      |1           |0         |招商期货      |0         |0         |招商期货      |0         |-5        
13    |津投期货      |1           |1         |银河期货      |0         |0         |江西瑞奇      |0         |0         
14    |美尔雅        |1           |1         |中信期货      |0         |-1        |徽商期货      |0         |0         
15    |东证期货      |1           |-11       |鲁证期货      |0         |0         |申银万国      |0         |0         
16    |新晟期货      |1           |1         |福能期货      |0         |0         |银河期货      |0         |-2        
17    |华泰期货      |0           |0         |海通期货      |0         |0         |中信期货      |0         |0         
18    |江西瑞奇      |0           |0         |中原期货      |0         |-2        |鲁证期货      |0         |-1        
19    |福能期货      |0           |-3        |国贸期货      |0         |0         |津投期货      |0         |0         
20    |海通期货      |0           |0         |迈科期货      |0         |0         |福能期货      |0         |0         
合计  |              |48          |-9        |                |21        |-7        |              |21        |-8        

品种：纯碱SA              日期： 2020-03-12
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |华泰期货      |2,049       |-901      |永安期货      |2,968     |25        |永安期货      |3,120     |-29       
2     |海通期货      |2,015       |720       |国投安信期货  |2,437     |152       |美尔雅        |2,488     |-103      
3     |新湖期货      |1,410       |-60       |方正中期      |2,271     |14        |广州期货      |2,057     |-208      
4     |方正中期      |1,161       |-311      |中信期货      |2,130     |-38       |华金期货      |2,041     |-2        
5     |光大期货      |1,099       |-892      |一德期货      |2,127     |-8        |方正中期      |1,711     |105       
6     |东方财富      |728         |-404      |海证期货      |1,682     |-23       |中粮期货      |1,637     |-138      
7     |浙商期货      |663         |-375      |银河期货      |1,356     |-103      |浙商期货      |1,473     |-360      
8     |中信期货      |659         |-597      |东方财富      |862       |113       |新湖期货      |1,309     |299       
9     |华安期货      |584         |-341      |东证期货      |834       |-27       |海通期货      |1,271     |53        
10    |徽商期货      |508         |-590      |中州期货      |759       |15        |银河期货      |1,135     |14        
11    |弘业期货      |460         |177       |浙商期货      |727       |139       |弘业期货      |1,000     |-361      
12    |美尔雅        |460         |-1,527    |美尔雅        |620       |15        |上海大陆      |895       |-13       
13    |冠通期货      |445         |-787      |新湖期货      |595       |-7        |安粮期货      |878       |-65       
14    |国投安信期货  |412         |-95       |华泰期货      |579       |-151      |南华期货      |808       |20        
15    |广州期货      |395         |-303      |中信建投      |547       |-14       |中信期货      |797       |99        
16    |建信期货      |394         |-20       |宝城期货      |546       |1         |倍特期货      |724       |247       
17    |鲁证期货      |352         |23        |徽商期货      |533       |-11       |混沌天成期货  |601       |7         
18    |兴证期货      |333         |28        |东吴期货      |525       |-12       |东证期货      |557       |6         
19    |华闻期货      |321         |157       |冠通期货      |525       |5         |东吴期货      |533       |-52       
20    |国泰君安      |286         |-331      |中大期货      |508       |5         |冠通期货      |516       |0         
合计  |              |14734       |-6429     |                |23131     |90        |              |25551     |-481      

