					郑州商品交易所期货持仓排名表(2020-03-10)

品种：苹果AP              日期： 2020-03-10
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
11    |弘业期货      |597         |100       |上海中期      |366       |1         |大地期货      |349       |0         
12    |南华期货      |545         |-64       |中粮期货      |349       |1         |瑞达期货      |348       |-9        
13    |华闻期货      |544         |412       |大地期货      |349       |0         |中粮期货      |342       |-14       
14    |安粮期货      |531         |89        |华西期货      |234       |-1        |华西期货      |240       |-1        
15    |五矿经易期货  |526         |28        |长安期货      |197       |-1        |国贸期货      |221       |-4        
16    |大地期货      |330         |-218      |中财期货      |137       |73        |摩根大通      |158       |0         
17    |华西期货      |264         |16        |上海大陆      |106       |2         |海通期货      |153       |14        
18    |永安期货      |226         |-98       |浙商期货      |83        |-24       |中国国际      |96        |-6        
19    |国投安信期货  |214         |91        |银河期货      |56        |-1        |中钢期货      |60        |5         
20    |中财期货      |137         |79        |徽商期货      |41        |-10       |鲁证期货      |60        |-2        
合计  |              |20153       |5050      |                |8340      |283       |              |8342      |108       

品种：玻璃FG              日期： 2020-03-10
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |26,190      |-4,002    |永安期货      |38,037    |-465      |中信期货      |11,726    |-730      
2     |新湖期货      |15,403      |-3,698    |申银万国      |14,168    |-691      |永安期货      |9,189     |-2,683    
3     |光大期货      |14,283      |-4,469    |东证期货      |9,803     |53        |招商期货      |8,699     |-550      
4     |中信期货      |10,491      |1,887     |国投安信期货  |9,396     |456       |长江期货      |8,464     |-1,584    
5     |方正中期      |9,513       |-6,896    |方正中期      |7,830     |-3,098    |华泰期货      |7,660     |-218      
6     |兴证期货      |8,407       |105       |中信期货      |7,763     |-1,473    |东证期货      |7,164     |-187      
7     |华泰期货      |7,916       |-1,155    |招商期货      |7,281     |-1,569    |方正中期      |6,241     |-1,249    
8     |永安期货      |7,668       |-2,699    |新湖期货      |6,627     |-150      |光大期货      |6,009     |37        
9     |弘业期货      |6,111       |-7,778    |南华期货      |6,145     |-222      |新湖期货      |5,954     |-355      
10    |建信期货      |5,914       |656       |东吴期货      |5,132     |-539      |弘业期货      |5,425     |-1,508    
11    |徽商期货      |5,349       |-3,056    |兴证期货      |4,963     |-2,584    |银河期货      |5,302     |-577      
12    |招商期货      |4,943       |2,053     |弘业期货      |4,924     |-2,273    |中信建投      |4,884     |-177      
13    |华信期货      |4,193       |-1,151    |海通期货      |4,765     |-16       |一德期货      |4,859     |-1,183    
14    |华安期货      |4,173       |-2,241    |光大期货      |4,013     |-382      |国投安信期货  |4,507     |-197      
15    |国泰君安      |4,076       |-5,994    |美尔雅        |3,694     |-59       |东吴期货      |4,431     |93        
16    |银河期货      |3,785       |-995      |华安期货      |3,287     |-244      |申银万国      |4,322     |104       
17    |东吴期货      |3,724       |-6,450    |中信建投      |3,209     |-257      |中国国际      |4,046     |420       
18    |东方财富      |3,631       |-846      |宏源期货      |2,995     |-238      |国元期货      |3,964     |-227      
19    |长江期货      |3,598       |-1,751    |华金期货      |2,985     |-146      |兴证期货      |3,910     |-1,183    
20    |华联期货      |3,058       |2,189     |华泰期货      |2,967     |-1,298    |国泰君安      |3,634     |-1,093    
合计  |              |152426      |-46291    |                |149984    |-15195    |              |120390    |-13047    

品种：粳稻JR              日期： 2020-03-10
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |方正中期      |42          |-113      |徽商期货      |45        |-1        |天风期货      |353       |0         
2     |弘业期货      |20          |-6        |永安期货      |39        |0         |华安期货      |56        |0         
3     |新纪元期货    |15          |14        |中信期货      |33        |-1        |方正中期      |17        |-1        
4     |倍特期货      |14          |14        |方正中期      |32        |-1        |国泰君安      |7         |7         
5     |鲁证期货      |11          |11        |华融期货      |29        |0         |国富期货      |6         |0         
6     |国泰君安      |11          |5         |国元期货      |20        |1         |长江期货      |5         |0         
7     |中电投先融    |10          |10        |华安期货      |19        |-1        |平安期货      |2         |0         
8     |上海大陆      |8           |-1        |首创京都期货  |17        |0         |华泰期货      |1         |0         
9     |徽商期货      |5           |-6        |倍特期货      |14        |14        |光大期货      |1         |0         
10    |上海中期      |5           |-5        |国金期货      |12        |0         |东航期货      |1         |0         
11    |中辉期货      |5           |-11       |西南期货      |10        |0         |新纪元期货    |0         |0         
12    |上海东亚      |4           |4         |鲁证期货      |9         |7         |上海大陆      |0         |0         
13    |宝城期货      |3           |2         |海通期货      |9         |1         |国投安信期货  |0         |0         
14    |东航期货      |3           |-6        |国泰君安      |9         |-2        |招商期货      |0         |0         
15    |中信建投      |3           |3         |中粮期货      |8         |0         |宝城期货      |0         |0         
16    |申银万国      |2           |0         |兴业期货      |8         |0         |格林大华期货  |0         |0         
17    |东兴期货      |2           |2         |华泰期货      |7         |0         |中财期货      |0         |0         
18    |长江期货      |2           |2         |格林大华期货  |7         |1         |弘业期货      |0         |0         
19    |浙商期货      |2           |1         |上海中期      |6         |1         |盛达期货      |0         |0         
20    |和合期货      |2           |2         |国投安信期货  |5         |0         |徽商期货      |0         |0         
合计  |              |169         |-78       |                |338       |19        |              |449       |6         

品种：晚籼LR              日期： 2020-03-10
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |新纪元期货    |0           |0         |新纪元期货    |1         |0         |国元期货      |2         |0         
2     |国元期货      |0           |0         |中信期货      |1         |0         |中辉期货      |1         |0         
3     |中信期货      |0           |0         |中大期货      |1         |0         |新纪元期货    |0         |0         
4     |中大期货      |0           |0         |国元期货      |0         |0         |中信期货      |0         |0         
5     |中辉期货      |0           |0         |中辉期货      |0         |0         |中大期货      |0         |0         
合计  |              |0           |0         |                |3         |0         |              |3         |0         

品种：甲醇MA              日期： 2020-03-10
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |243,688     |239,767   |东证期货      |103,224   |8,411     |东证期货      |108,418   |8,079     
2     |东吴期货      |142,069     |138,867   |华泰期货      |56,816    |2,244     |申银万国      |65,398    |-4,863    
3     |光大期货      |112,026     |111,240   |海通期货      |43,633    |8,746     |华泰期货      |60,993    |-2,167    
4     |华泰期货      |106,013     |101,303   |中信期货      |39,748    |-7,256    |中信期货      |56,346    |-9,352    
5     |徽商期货      |97,628      |77,495    |永安期货      |34,612    |-2,283    |海通期货      |47,406    |-1,423    
6     |永安期货      |96,606      |87,223    |东吴期货      |31,210    |-2,298    |永安期货      |38,523    |-433      
7     |新湖期货      |94,626      |93,515    |新湖期货      |30,422    |12,060    |新湖期货      |35,801    |11,178    
8     |中信期货      |93,466      |91,160    |银河期货      |29,117    |6,292     |中粮期货      |34,760    |2,584     
9     |海通期货      |85,621      |84,721    |徽商期货      |28,945    |3,144     |东吴期货      |31,422    |-11,723   
10    |华闻期货      |79,191      |78,710    |一德期货      |27,884    |6,531     |光大期货      |25,568    |-6,292    
11    |冠通期货      |73,845      |73,449    |光大期货      |26,840    |-7,672    |兴证期货      |24,855    |5,345     
12    |银河期货      |58,600      |56,882    |兴证期货      |21,209    |3,863     |银河期货      |23,952    |1,642     
13    |国泰君安      |56,941      |52,663    |国泰君安      |18,925    |2,092     |广发期货      |22,666    |-898      
14    |华安期货      |48,295      |45,937    |鲁证期货      |18,905    |13,134    |国投安信期货  |15,814    |-3,328    
15    |申银万国      |47,601      |45,314    |中信建投      |18,418    |-2,696    |中信建投      |14,058    |-1,666    
16    |兴证期货      |47,186      |46,875    |国投安信期货  |16,242    |-2,743    |东海期货      |13,528    |1,769     
17    |中信建投      |45,542      |43,513    |广发期货      |15,853    |-1,821    |华闻期货      |13,038    |-6,334    
18    |中辉期货      |42,415      |41,256    |东海期货      |15,532    |2,650     |弘业期货      |12,804    |-3,600    
19    |方正中期      |39,820      |38,125    |华安期货      |14,972    |-3,561    |国泰君安      |11,930    |-4,139    
20    |弘业期货      |37,861      |34,643    |华闻期货      |13,997    |-4,879    |五矿经易期货  |11,880    |284       
合计  |              |1649040     |1582658   |                |606504    |33958     |              |669160    |-25337    

品种：菜油OI              日期： 2020-03-10
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |89,508      |51,193    |中信期货      |10,901    |315       |中粮期货      |23,383    |4         
2     |华泰期货      |33,253      |14,887    |银河期货      |7,352     |-483      |中信期货      |10,550    |507       
3     |中信期货      |28,110      |17,890    |国投安信期货  |6,564     |202       |国投安信期货  |10,237    |-2,733    
4     |光大期货      |19,635      |11,518    |中信建投      |5,501     |-644      |东证期货      |7,946     |-614      
5     |海通期货      |17,328      |6,785     |国富期货      |5,217     |233       |国泰君安      |5,657     |4,791     
6     |华西期货      |10,394      |6,077     |安粮期货      |4,296     |-942      |兴证期货      |5,220     |40        
7     |国泰君安      |10,253      |7,761     |东证期货      |4,233     |-134      |中国国际      |4,071     |96        
8     |华安期货      |9,625       |3,085     |建信期货      |4,194     |-465      |中信建投      |4,052     |-550      
9     |徽商期货      |8,977       |768       |永安期货      |4,106     |-712      |国海良时      |3,888     |-29       
10    |东吴期货      |8,677       |1,014     |申银万国      |3,878     |-248      |上海中期      |3,457     |-426      
11    |兴证期货      |7,509       |3,901     |中粮期货      |3,862     |-318      |建信期货      |3,372     |-579      
12    |新湖期货      |7,180       |1,631     |国泰君安      |3,714     |360       |新湖期货      |3,068     |-62       
13    |美尔雅        |7,135       |5,055     |信达期货      |3,338     |23        |华泰期货      |3,014     |-797      
14    |银河期货      |6,954       |3,929     |一德期货      |3,153     |135       |安粮期货      |2,964     |82        
15    |华闻期货      |6,186       |2,170     |兴证期货      |2,881     |-161      |鲁证期货      |2,651     |-208      
16    |国投安信期货  |5,857       |2,375     |鲁证期货      |2,805     |267       |海通期货      |2,540     |-181      
17    |安粮期货      |5,846       |1,607     |华安期货      |2,621     |-31       |摩根大通      |1,864     |4         
18    |方正中期      |5,361       |1,933     |五矿经易期货  |2,530     |573       |国富期货      |1,834     |96        
19    |中信建投      |5,222       |-573      |上海中期      |2,280     |-448      |国联期货      |1,567     |-230      
20    |国元期货      |4,539       |864       |兴业期货      |2,081     |-42       |申银万国      |1,476     |4         
合计  |              |297549      |143870    |                |85507     |-2520     |              |102811    |-785      

品种：普麦PM              日期： 2020-03-10
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |国投安信期货  |0           |0         |广州期货      |10        |0         |天风期货      |39        |0         
2     |盛达期货      |0           |0         |中国国际      |6         |0         |中州期货      |4         |0         
3     |申银万国      |0           |0         |鲁证期货      |3         |0         |国投安信期货  |0         |0         
4     |方正中期      |0           |-1        |海通期货      |3         |0         |盛达期货      |0         |0         
5     |中信期货      |0           |0         |东证期货      |3         |0         |申银万国      |0         |0         
6     |鲁证期货      |0           |0         |申银万国      |2         |0         |方正中期      |0         |0         
7     |海通期货      |0           |0         |中信期货      |2         |0         |中信期货      |0         |0         
8     |东证期货      |0           |0         |中州期货      |2         |0         |鲁证期货      |0         |0         
9     |中国国际      |0           |-1        |中信建投      |2         |0         |海通期货      |0         |0         
10    |天风期货      |0           |0         |永安期货      |2         |0         |东证期货      |0         |0         
11    |中州期货      |0           |0         |恒泰期货      |2         |0         |中国国际      |0         |0         
12    |中信建投      |0           |0         |东方财富      |2         |0         |中信建投      |0         |0         
13    |上海中期      |0           |0         |国投安信期货  |1         |0         |上海中期      |0         |0         
14    |永安期货      |0           |0         |盛达期货      |1         |0         |永安期货      |0         |0         
15    |中辉期货      |0           |0         |上海中期      |1         |0         |中辉期货      |0         |0         
16    |广州期货      |0           |0         |中辉期货      |1         |0         |广州期货      |0         |0         
17    |恒泰期货      |0           |0         |方正中期      |0         |0         |恒泰期货      |0         |0         
18    |东方财富      |0           |0         |天风期货      |0         |0         |东方财富      |0         |0         
合计  |              |0           |-2        |                |43        |0         |              |43        |0         

品种：早籼RI              日期： 2020-03-10
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |方正中期      |10          |0         |东证期货      |10        |0         |江西瑞奇      |31        |0         
2     |东航期货      |6           |2         |国泰君安      |5         |1         |新纪元期货    |4         |-2        
3     |上海大陆      |3           |-2        |方正中期      |4         |2         |华泰期货      |1         |0         
4     |新纪元期货    |2           |-4        |光大期货      |4         |0         |上海大陆      |1         |1         
5     |国元期货      |2           |2         |平安期货      |4         |-1        |南华期货      |1         |1         
6     |天风期货      |2           |1         |金元期货      |3         |0         |中财期货      |0         |0         
7     |广发期货      |2           |2         |中信建投      |2         |-1        |弘业期货      |0         |0         
8     |南华期货      |2           |2         |中财期货      |1         |0         |上海东方      |0         |0         
9     |徽商期货      |1           |-1        |弘业期货      |1         |0         |徽商期货      |0         |0         
10    |瑞达期货      |1           |1         |徽商期货      |1         |1         |方正中期      |0         |0         
11    |中信建投      |1           |1         |瑞达期货      |1         |1         |国元期货      |0         |0         
12    |国泰君安      |1           |1         |天风期货      |1         |0         |金元期货      |0         |0         
13    |平安期货      |1           |0         |中大期货      |1         |0         |东证期货      |0         |0         
14    |华泰期货      |0           |0         |新纪元期货    |0         |0         |光大期货      |0         |0         
15    |中财期货      |0           |0         |华泰期货      |0         |0         |瑞达期货      |0         |0         
16    |弘业期货      |0           |-3        |上海大陆      |0         |0         |东航期货      |0         |0         
17    |上海东方      |0           |-2        |上海东方      |0         |0         |天风期货      |0         |0         
18    |江西瑞奇      |0           |0         |江西瑞奇      |0         |0         |中信建投      |0         |0         
19    |金元期货      |0           |0         |国元期货      |0         |0         |广发期货      |0         |0         
20    |东证期货      |0           |0         |东航期货      |0         |0         |中大期货      |0         |0         
合计  |              |34          |0         |                |38        |3         |              |38        |0         

品种：菜粕RM              日期： 2020-03-10
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |187,764     |-84,722   |五矿经易期货  |38,206    |6,942     |中粮期货      |77,349    |-145      
2     |华泰期货      |70,027      |-83,408   |银河期货      |19,907    |-507      |国投安信期货  |23,664    |-3,193    
3     |广发期货      |49,932      |-41,909   |永安期货      |15,907    |-2,647    |兴证期货      |23,072    |-676      
4     |新湖期货      |40,457      |-33,169   |中信期货      |13,119    |-4,079    |广发期货      |16,548    |-1        
5     |中信期货      |38,585      |-24,990   |华泰期货      |11,317    |-1,006    |中信期货      |16,533    |-1,190    
6     |华西期货      |37,944      |-18,017   |东证期货      |10,902    |-1,563    |华泰期货      |12,812    |-1,363    
7     |光大期货      |37,629      |-27,058   |长江期货      |10,078    |224       |光大期货      |11,746    |-585      
8     |兴证期货      |36,225      |-12,765   |徽商期货      |9,983     |-649      |东证期货      |11,537    |-407      
9     |国富期货      |27,833      |-10,779   |广发期货      |9,709     |678       |五矿经易期货  |10,605    |-187      
10    |徽商期货      |25,313      |-23,250   |国泰君安      |9,141     |170       |摩根大通      |10,491    |0         
11    |华安期货      |23,723      |-19,402   |华安期货      |8,868     |468       |南华期货      |10,106    |584       
12    |海通期货      |21,614      |-20,884   |宏源期货      |7,429     |949       |永安期货      |10,014    |-216      
13    |国泰君安      |18,917      |-29,409   |光大期货      |7,354     |-1,156    |徽商期货      |7,456     |216       
14    |五矿经易期货  |18,379      |1,945     |中信建投      |7,044     |303       |国海良时      |6,913     |741       
15    |东方财富      |18,230      |-2,042    |英大期货      |6,570     |-239      |国泰君安      |5,840     |-747      
16    |冠通期货      |17,666      |-16,808   |新湖期货      |6,526     |-128      |新晟期货      |5,327     |92        
17    |中信建投      |17,142      |-15,813   |方正中期      |6,476     |-131      |中国国际      |4,794     |45        
18    |华闻期货      |16,546      |-14,382   |申银万国      |5,778     |-49       |东吴期货      |4,444     |-52       
19    |永安期货      |16,245      |-24,419   |弘业期货      |5,699     |317       |申银万国      |4,203     |267       
20    |东吴期货      |14,850      |-27,038   |国投安信期货  |5,675     |-2,403    |平安期货      |4,150     |-1,264    
合计  |              |735021      |-528319   |                |215688    |-4506     |              |277604    |-8081     

品种：菜籽RS              日期： 2020-03-10
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |大有期货      |16          |-5        |东证期货      |13        |0         |大有期货      |7         |0         
2     |中信期货      |14          |2         |江西瑞奇      |4         |4         |德盛期货      |6         |0         
3     |东航期货      |9           |-12       |徽商期货      |3         |0         |光大期货      |5         |0         
4     |江西瑞奇      |4           |-2        |津投期货      |3         |1         |福能期货      |3         |1         
5     |徽商期货      |4           |-3        |中信期货      |2         |-9        |海通期货      |3         |0         
6     |国投安信期货  |2           |-1        |中原期货      |2         |1         |永安期货      |3         |0         
7     |国元期货      |2           |-1        |美尔雅        |2         |0         |银河期货      |2         |0         
8     |中原期货      |2           |-9        |国泰君安      |2         |1         |国投安信期货  |1         |0         
9     |迈科期货      |2           |2         |华闻期货      |2         |2         |申银万国      |1         |0         
10    |德盛期货      |2           |-11       |华泰期货      |1         |0         |中原期货      |1         |1         
11    |华闻期货      |2           |2         |国贸期货      |1         |0         |迈科期货      |1         |0         
12    |平安期货      |2           |1         |新晟期货      |1         |0         |美尔雅        |1         |0         
13    |津投期货      |1           |-1        |平安期货      |1         |0         |东证期货      |1         |0         
14    |福能期货      |1           |-1        |新纪元期货    |0         |0         |中辉期货      |1         |-1        
15    |创元期货      |1           |0         |国投安信期货  |0         |0         |锦泰期货      |1         |0         
16    |国泰君安      |1           |0         |中财期货      |0         |0         |新纪元期货    |0         |0         
17    |中辉期货      |1           |-1        |申银万国      |0         |0         |华泰期货      |0         |0         
18    |新纪元期货    |0           |-4        |方正中期      |0         |0         |中财期货      |0         |0         
19    |华泰期货      |0           |0         |国元期货      |0         |0         |江西瑞奇      |0         |0         
20    |中财期货      |0           |-5        |银河期货      |0         |0         |徽商期货      |0         |0         
合计  |              |66          |-49       |                |37        |0         |              |37        |1         

品种：纯碱SA              日期： 2020-03-10
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |海通期货      |1,915       |-2,574    |永安期货      |2,946     |-303      |永安期货      |3,156     |-244      
2     |光大期货      |1,405       |-2,374    |国投安信期货  |2,208     |-7        |美尔雅        |2,477     |29        
3     |华泰期货      |1,348       |-190      |中信期货      |2,163     |-20       |华金期货      |2,045     |-8        
4     |方正中期      |1,321       |-488      |一德期货      |2,114     |4         |广州期货      |1,870     |11        
5     |东方财富      |1,229       |-276      |方正中期      |2,110     |44        |浙商期货      |1,818     |445       
6     |徽商期货      |1,151       |-742      |海证期货      |1,560     |84        |中粮期货      |1,751     |43        
7     |新湖期货      |1,151       |-1,335    |银河期货      |1,348     |92        |方正中期      |1,435     |-87       
8     |华安期货      |943         |-421      |东证期货      |856       |-524      |弘业期货      |1,275     |280       
9     |永安期货      |907         |-1,016    |东方财富      |775       |34        |银河期货      |1,134     |93        
10    |浙商期货      |870         |-49       |中州期货      |678       |60        |海通期货      |1,113     |-260      
11    |东证期货      |822         |-890      |鲁证期货      |657       |196       |上海大陆      |915       |44        
12    |中信期货      |729         |-577      |新湖期货      |601       |-8        |安粮期货      |881       |90        
13    |东吴期货      |608         |-1,496    |徽商期货      |597       |-4        |新湖期货      |819       |87        
14    |建信期货      |536         |-128      |美尔雅        |562       |-60       |南华期货      |793       |-77       
15    |华闻期货      |428         |-543      |东吴期货      |559       |-39       |东证期货      |616       |-68       
16    |中原期货      |427         |-31       |中信建投      |545       |-9        |混沌天成期货  |580       |15        
17    |弘业期货      |416         |-196      |华泰期货      |540       |23        |东吴期货      |554       |21        
18    |宏源期货      |411         |73        |冠通期货      |530       |3         |海证期货      |551       |-10       
19    |国信期货      |391         |-412      |光大期货      |520       |103       |倍特期货      |531       |5         
20    |安粮期货      |372         |-289      |国信期货      |514       |127       |冠通期货      |522       |0         
合计  |              |17380       |-13954    |                |22383     |-204      |              |24836     |409       

品种：硅铁SF              日期： 2020-03-10
