					郑州商品交易所期货持仓排名表(2020-03-04)

品种：苹果AP              日期： 2020-03-04
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
17    |永安期货      |4,317       |936       |鲁证期货      |1,711     |276       |银河期货      |1,737     |-435      
18    |一德期货      |4,274       |2,044     |大有期货      |1,658     |-4        |宁证期货      |1,694     |913       
19    |国泰君安      |4,218       |2,869     |华泰期货      |1,623     |213       |上海中期      |1,694     |738       
20    |申银万国      |4,148       |3,121     |国信期货      |1,502     |-4        |新湖期货      |1,642     |137       
合计  |              |175638      |104050    |                |62180     |-1388     |              |73008     |5659      

品种：白糖SR              日期： 2020-03-04
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |海通期货      |78,958      |-58,310   |华泰期货      |38,591    |-1,626    |中粮期货      |87,186    |-83       
2     |华泰期货      |29,563      |-25,612   |中粮期货      |30,483    |281       |中信期货      |23,740    |947       
3     |中信期货      |29,199      |-11,857   |东证期货      |17,764    |-1,408    |永安期货      |16,350    |-163      
4     |光大期货      |21,958      |-12,919   |永安期货      |16,705    |379       |东证期货      |16,175    |-131      
5     |广发期货      |21,701      |-17,852   |光大期货      |14,984    |529       |创元期货      |14,839    |74        
6     |东证期货      |20,295      |-9,290    |中信期货      |12,119    |-910      |五矿经易期货  |13,703    |6         
7     |华闻期货      |17,592      |-9,524    |国泰君安      |10,550    |455       |国投安信期货  |12,896    |70        
8     |新湖期货      |15,494      |-3,717    |海通期货      |10,542    |-1,427    |宏源期货      |12,546    |-367      
9     |海证期货      |13,989      |-6,842    |浙商期货      |10,386    |619       |华泰期货      |12,382    |-879      
10    |东海期货      |12,958      |-7,745    |华联期货      |10,072    |21        |光大期货      |12,139    |481       
11    |银河期货      |12,941      |-12,595   |大地期货      |9,415     |121       |中投天琪      |9,572     |-1        
12    |华安期货      |12,858      |-12,870   |国投安信期货  |9,378     |163       |华金期货      |9,025     |98        
13    |徽商期货      |11,490      |-10,121   |五矿经易期货  |9,215     |-2,692    |首创期货      |7,999     |-699      
14    |五矿经易期货  |11,234      |-5,321    |东兴期货      |8,648     |26        |东海期货      |7,663     |-239      
15    |国贸期货      |9,078       |-4,742    |宏源期货      |8,618     |453       |国泰君安      |7,526     |90        
16    |国泰君安      |8,661       |-4,339    |华信期货      |7,678     |-76       |海通期货      |7,457     |3,383     
17    |中粮期货      |8,048       |-5,084    |渤海期货      |6,934     |11        |渤海期货      |7,125     |-68       
18    |东吴期货      |7,348       |-13,534   |混沌天成期货  |5,682     |-1,140    |英大期货      |7,039     |-23       
19    |永安期货      |6,962       |-6,141    |首创期货      |5,469     |-552      |东兴期货      |6,612     |-68       
20    |弘业期货      |6,755       |1,467     |新湖期货      |5,449     |-46       |华信期货      |5,847     |-186      
合计  |              |357082      |-236948   |                |248682    |-6819     |              |297821    |2242      

品种：PTA              日期： 2020-03-04
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |141,728     |-92,219   |东证期货      |81,114    |-3,428    |中信期货      |94,968    |-2,986    
2     |华泰期货      |77,203      |-80,527   |中信期货      |64,490    |-1,372    |永安期货      |83,830    |1,542     
3     |中信期货      |34,774      |-7,876    |华泰期货      |64,062    |-6,283    |国贸期货      |58,311    |238       
4     |华闻期货      |31,155      |-33,918   |永安期货      |50,091    |-618      |银河期货      |57,673    |-878      
5     |光大期货      |27,526      |-19,912   |广发期货      |47,253    |-181      |华安期货      |53,301    |-1,344    
6     |新湖期货      |26,021      |-30,248   |国泰君安      |34,910    |352       |宝城期货      |52,932    |-373      
7     |徽商期货      |20,271      |-16,657   |光大期货      |33,297    |-973      |华泰期货      |52,216    |1,988     
8     |东吴期货      |20,097      |-25,725   |银河期货      |31,603    |-1,097    |新湖期货      |48,899    |83        
9     |广发期货      |18,348      |-16,468   |中大期货      |31,113    |911       |建信期货      |46,309    |-1,065    
10    |海通期货      |17,000      |-13,184   |新湖期货      |30,121    |-526      |东吴期货      |39,054    |497       
11    |南华期货      |16,380      |-6,751    |南华期货      |29,263    |-766      |中银国际      |37,139    |-20       
12    |兴证期货      |16,291      |-14,999   |海通期货      |27,027    |-1,357    |东证期货      |34,229    |-1,282    
13    |永安期货      |15,716      |-16,645   |通惠期货      |23,759    |-76       |光大期货      |32,642    |491       
14    |华西期货      |12,845      |-7,088    |方正中期      |23,297    |211       |国泰君安      |31,728    |-1,549    
15    |华安期货      |12,591      |-12,885   |申银万国      |22,952    |591       |通惠期货      |28,830    |48        
16    |方正中期      |12,037      |-5,097    |弘业期货      |22,141    |-93       |兴证期货      |24,008    |-8,440    
17    |银河期货      |11,833      |-24,999   |华安期货      |21,778    |-879      |华闻期货      |20,821    |-1,777    
18    |冠通期货      |10,486      |-7,550    |浙商期货      |21,242    |658       |鲁证期货      |20,535    |-926      
19    |中辉期货      |10,114      |-21,413   |徽商期货      |20,867    |-1,954    |南华期货      |20,275    |2,336     
20    |申银万国      |9,926       |-1,551    |安粮期货      |20,007    |5         |申银万国      |19,760    |269       
合计  |              |542342      |-455712   |                |700387    |-16875    |              |857460    |-13148    

品种：尿素UR              日期： 2020-03-04
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |海通期货      |26,642      |14,939    |国泰君安      |7,976     |1,544     |中信期货      |9,034     |1,403     
2     |徽商期货      |16,914      |12,447    |永安期货      |6,305     |-888      |国泰君安      |8,795     |660       
3     |华泰期货      |11,794      |8,267     |中信期货      |6,151     |711       |一德期货      |8,031     |319       
4     |中信期货      |10,272      |5,891     |华泰期货      |4,684     |2,968     |方正中期      |4,816     |2,800     
5     |东吴期货      |9,329       |8,162     |海通期货      |4,118     |3,002     |建信期货      |4,720     |-537      
6     |华安期货      |8,966       |6,099     |一德期货      |3,585     |929       |永安期货      |3,946     |325       
7     |方正中期      |8,823       |6,783     |徽商期货      |3,462     |985       |银河期货      |3,630     |1,044     
8     |国泰君安      |7,288       |2,897     |华安期货      |2,387     |-252      |东证期货      |3,467     |1,906     
9     |东证期货      |6,740       |5,407     |国投安信期货  |2,259     |1,064     |海证期货      |3,414     |492       
10    |中信建投      |6,732       |5,941     |方正中期      |1,845     |875       |华泰期货      |3,066     |186       
11    |光大期货      |6,363       |4,707     |招金期货      |1,816     |377       |中辉期货      |2,873     |278       
12    |东方财富      |5,654       |4,617     |广发期货      |1,759     |550       |光大期货      |2,741     |354       
13    |永安期货      |5,545       |3,969     |鲁证期货      |1,717     |71        |中信建投      |2,290     |-398      
14    |宏源期货      |5,519       |4,409     |兴证期货      |1,671     |177       |宏源期货      |2,257     |733       
15    |一德期货      |5,136       |3,579     |长江期货      |1,610     |-55       |新湖期货      |2,112     |905       
16    |冠通期货      |4,887       |3,753     |宏源期货      |1,607     |62        |创元期货      |1,758     |-468      
17    |银河期货      |4,315       |2,632     |倍特期货      |1,593     |587       |申银万国      |1,731     |342       
18    |申银万国      |4,274       |2,959     |中信建投      |1,465     |452       |兴证期货      |1,633     |367       
19    |广发期货      |4,179       |3,492     |银河期货      |1,398     |189       |鲁证期货      |1,547     |368       
20    |国投安信期货  |4,163       |2,729     |冠通期货      |1,354     |-349      |河北恒银      |1,527     |7         
合计  |              |163535      |113679    |                |58762     |12999     |              |73388     |11086     

品种：强麦WH              日期： 2020-03-04
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |国投安信期货  |132         |128       |永安期货      |279       |4         |华安期货      |669       |0         
2     |申银万国      |125         |125       |国投安信期货  |176       |124       |永安期货      |235       |10        
3     |招金期货      |87          |87        |瑞达期货      |52        |0         |国泰君安      |136       |1         
4     |弘业期货      |47          |28        |国贸期货      |50        |0         |国投安信期货  |117       |0         
5     |徽商期货      |19          |12        |华鑫期货      |50        |0         |中州期货      |28        |0         
6     |永安期货      |14          |14        |大地期货      |43        |-1        |华信期货      |22        |0         
7     |方正中期      |7           |2         |中粮期货      |39        |0         |一德期货      |6         |0         
8     |银河期货      |6           |5         |东证期货      |35        |-1        |鲁证期货      |3         |0         
9     |长江期货      |6           |6         |中州期货      |32        |0         |中银国际      |3         |-1        
10    |东航期货      |4           |0         |徽商期货      |30        |3         |中财期货      |2         |0         
11    |国泰君安      |4           |2         |中国国际      |28        |0         |东证期货      |1         |0         
12    |华泰期货      |3           |2         |民生期货      |25        |-1        |光大期货      |1         |1         
13    |华金期货      |3           |3         |国泰君安      |23        |1         |英大期货      |1         |1         
14    |中银国际      |3           |-1        |平安期货      |19        |2         |中电投先融    |1         |0         
15    |中钢期货      |2           |2         |申银万国      |16        |-123      |南华期货      |1         |0         
16    |上海大陆      |2           |2         |广州期货      |16        |0         |中钢期货      |0         |0         
17    |国元期货      |2           |1         |光大期货      |15        |-1        |新纪元期货    |0         |0         
18    |鲁证期货      |2           |-1        |银河期货      |14        |2         |华泰期货      |0         |0         
19    |创元期货      |2           |2         |国信期货      |13        |0         |上海大陆      |0         |0         
20    |美尔雅        |2           |2         |海通期货      |12        |0         |招商期货      |0         |0         
合计  |              |472         |421       |                |967       |9         |              |1226      |12        

品种：动力煤ZC              日期： 2020-03-04
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |18,625      |2,284     |中信期货      |13,396    |3,642     |中信期货      |21,457    |5,488     
2     |中信期货      |16,924      |11,870    |东证期货      |10,581    |333       |国信期货      |13,719    |233       
3     |光大期货      |6,455       |1,878     |中电投先融    |10,472    |1,212     |新湖期货      |12,505    |-394      
4     |华泰期货      |5,906       |640       |新湖期货      |10,029    |-601      |摩根大通      |11,377    |1,511     
5     |锦泰期货      |4,882       |-1,325    |建信期货      |9,281     |680       |一德期货      |8,370     |-127      
6     |一德期货      |4,718       |-562      |海证期货      |8,210     |876       |中电投先融    |7,145     |155       
7     |建信期货      |4,072       |3,525     |广发期货      |7,381     |-120      |华泰期货      |5,403     |469       
8     |新湖期货      |3,747       |-530      |一德期货      |7,184     |1,849     |永安期货      |5,313     |193       
9     |中粮期货      |3,334       |2,539     |长江期货      |6,095     |116       |中信建投      |5,095     |48        
10    |国投安信期货  |3,255       |752       |国投安信期货  |5,725     |536       |东证期货      |5,072     |564       
11    |宏源期货      |3,124       |288       |国信期货      |5,095     |71        |兴证期货      |4,657     |-328      
12    |兴证期货      |3,050       |759       |光大期货      |4,955     |-96       |海证期货      |4,572     |-143      
13    |五矿经易期货  |2,986       |638       |安粮期货      |4,347     |89        |银河期货      |4,309     |-323      
14    |东吴期货      |2,840       |1,812     |永安期货      |4,102     |-163      |鲁证期货      |4,078     |-137      
15    |广发期货      |2,682       |387       |宝城期货      |3,879     |176       |中粮期货      |3,819     |3,066     
16    |中信建投      |2,597       |460       |鲁证期货      |3,744     |154       |广发期货      |3,449     |174       
17    |南华期货      |2,534       |1,002     |中辉期货      |3,649     |84        |海通期货      |3,333     |361       
18    |海证期货      |2,433       |-893      |国泰君安      |3,461     |283       |东吴期货      |3,332     |169       
19    |永安期货      |2,352       |720       |前海期货      |3,450     |4         |方正中期      |3,174     |-355      
20    |银河期货      |2,330       |1,336     |东吴期货      |3,365     |287       |国投安信期货  |3,118     |-145      
合计  |              |98846       |27580     |                |128401    |9412      |              |133297    |10479     

合约：AP003              日期： 2020-03-04
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |光大期货    |12          |12        |鲁证期货    |26        |-9        |五矿经易期货|28        |-2        
2     |中州期货    |11          |5         |国元期货    |6         |-4        |中州期货  |7         |7         
3     |建信期货    |11          |9         |中国国际    |5         |0         |永安期货  |4         |0         
4     |中大期货    |8           |6         |金元期货    |4         |0         |宏源期货  |4         |0         
5     |一德期货    |8           |4         |方正中期    |2         |-2        |鲁证期货  |2         |-2        
6     |永安期货    |6           |2         |迈科期货    |2         |0         |招金期货  |2         |0         
7     |鲁证期货    |5           |0         |中粮期货    |1         |0         |-         |-         |-         
8     |美尔雅      |2           |0         |建信期货    |1         |-1        |-         |-         |-         
9     |五矿经易期货|2           |2         |-           |-         |-         |-         |-         |-         
10    |华泰期货    |1           |-5        |-           |-         |-         |-         |-         |-         
合计|                |66          |35        |                |47        |-16       |              |47        |3         

合约：AP005              日期： 2020-03-04
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |海通期货    |52,584      |-29,321   |中信期货    |4,158     |-287      |中信期货  |7,379     |114       
2     |中信期货    |19,113      |-9,032    |方正中期    |3,912     |-490      |鲁证期货  |6,528     |-613      
3     |光大期货    |18,693      |-6,699    |徽商期货    |3,657     |-130      |永安期货  |6,509     |180       
4     |华泰期货    |18,033      |-12,786   |华泰期货    |3,444     |-179      |东证期货  |5,386     |-24       
5     |东证期货    |15,170      |-1,006    |东证期货    |3,377     |-118      |宏源期货  |4,208     |46        
6     |徽商期货    |13,648      |-9,072    |光大期货    |3,337     |282       |海通期货  |3,563     |-845      
7     |东吴期货    |13,593      |-7,815    |永安期货    |3,251     |9         |国泰君安  |3,509     |-582      
8     |华安期货    |12,509      |-4,972    |银河期货    |3,236     |140       |徽商期货  |3,382     |-28       
9     |国泰君安    |10,336      |-1,833    |华安期货    |2,975     |-29       |招金期货  |3,179     |275       
10    |华闻期货    |9,692       |-10,934   |国泰君安    |2,820     |-60       |一德期货  |3,104     |190       
11    |新湖期货    |7,314       |-6,063    |海通期货    |2,709     |-157      |海证期货  |2,978     |408       
12    |方正中期    |5,899       |-3,631    |广发期货    |2,545     |-126      |中辉期货  |2,906     |81        
13    |中信建投    |5,677       |-3,922    |东方财富    |2,371     |-48       |华泰期货  |2,842     |-86       
14    |永安期货    |5,239       |-4,757    |平安期货    |2,290     |8         |安粮期货  |2,617     |-106      
15    |申银万国    |5,057       |-2,419    |国投安信期货|2,277     |-270      |浙江新世纪|2,236     |256       
16    |银河期货    |4,766       |-2,762    |浙商期货    |2,118     |-190      |浙商期货  |2,166     |-3        
17    |东方财富    |4,709       |-4,744    |南华期货    |2,029     |-25       |华安期货  |2,040     |-66       
18    |安粮期货    |4,660       |-2,512    |新纪元期货  |2,022     |18        |方正中期  |1,909     |5         
19    |鲁证期货    |4,488       |-4,276    |中信建投    |1,979     |-17       |东航期货  |1,831     |-89       
20    |国联期货    |4,206       |135       |瑞达期货    |1,974     |60        |上海中期  |1,807     |567       
合计|                |235386      |-128421   |                |56481     |-1609     |              |70079     |-320      

合约：AP010              日期： 2020-03-04
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |海通期货    |1,399       |-1,745    |中信期货    |1,184     |-12       |中信期货  |1,129     |14        
2     |徽商期货    |1,173       |354       |徽商期货    |722       |438       |永安期货  |799       |-1        
3     |中信期货    |960         |-445      |光大期货    |638       |-31       |光大期货  |774       |-1        
4     |东证期货    |630         |-169      |东吴期货    |578       |-2        |鲁证期货  |743       |5         
5     |新湖期货    |414         |-154      |南华期货    |569       |-2        |金元期货  |504       |0         
6     |中信建投    |406         |180       |上海中期    |480       |-13       |东吴期货  |493       |3         
7     |华闻期货    |388         |-155      |中辉期货    |366       |36        |徽商期货  |469       |401       
8     |光大期货    |274         |-227      |兴证期货    |327       |42        |海通期货  |469       |-2        
9     |东航期货    |255         |-48       |永安期货    |302       |24        |上海中期  |467       |1         
10    |华西期货    |253         |-115      |中信建投    |297       |30        |东航期货  |286       |115       
11    |华安期货    |161         |-324      |宏源期货    |291       |10        |中州期货  |274       |1         
12    |国泰君安    |148         |-212      |华安期货    |275       |-6        |华鑫期货  |274       |-1        
13    |方正中期    |142         |-93       |海通期货    |263       |13        |上海大陆  |265       |5         
14    |鲁证期货    |139         |-160      |安粮期货    |230       |1         |一德期货  |243       |0         
15    |招金期货    |133         |76        |银河期货    |224       |3         |中信建投  |213       |-234      
16    |天风期货    |124         |-151      |上海大陆    |221       |-3        |西南期货  |210       |0         
17    |浙商期货    |120         |-239      |混沌天成期货|205       |-98       |国泰君安  |202       |1         
18    |东方财富    |117         |-93       |方正中期    |199       |34        |广州期货  |190       |0         
19    |银河期货    |108         |-297      |中国国际    |197       |-2        |海证期货  |188       |15        
20    |混沌天成期货|108         |99        |国泰君安    |196       |3         |浙商期货  |187       |-2        
合计|                |7452        |-3918     |                |7764      |465       |              |8379      |320       

合约：CF003              日期： 2020-03-04
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |冠通期货    |361         |-557      |冠通期货    |1,999     |-326      |东证期货  |779       |-8        
2     |大有期货    |200         |200       |东证期货    |755       |0         |浙商期货  |637       |-112      
3     |浙商期货    |119         |83        |永安期货    |700       |0         |一德期货  |552       |-1        
4     |国投安信期货|100         |100       |浙商期货    |310       |7         |冠通期货  |476       |-35       
5     |永安期货    |71          |71        |国投安信期货|293       |-100      |平安期货  |463       |0         
6     |鲁证期货    |8           |8         |大有期货    |200       |200       |中粮期货  |414       |0         
7     |东证期货    |8           |8         |金瑞期货    |110       |0         |华安期货  |296       |0         
8     |一德期货    |1           |1         |新纪元期货  |82        |0         |国元期货  |224       |0         
9     |-           |-           |-         |鲁证期货    |24        |-8        |金信期货  |184       |0         
10    |-           |-           |-         |华联期货    |20        |0         |永安期货  |144       |-71       
11    |-           |-           |-         |中国国际    |9         |0         |金瑞期货  |110       |0         
12    |-           |-           |-         |华金期货    |8         |0         |光大期货  |80        |0         
13    |-           |-           |-         |光大期货    |8         |0         |中财期货  |55        |0         
14    |-           |-           |-         |东海期货    |5         |0         |华泰期货  |48        |0         
15    |-           |-           |-         |国联期货    |4         |0         |东海期货  |45        |0         
16    |-           |-           |-         |-           |-         |-         |华联期货  |20        |0         
合计|                |868         |-86       |                |4527      |-227      |              |4527      |-227      

合约：CF005              日期： 2020-03-04
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |海通期货    |84,012      |-42,341   |永安期货    |43,264    |1,102     |东证期货  |41,618    |-2,411    
2     |华闻期货    |30,224      |-12,148   |中信期货    |24,592    |-1,147    |中信期货  |38,508    |366       
3     |东证期货    |28,534      |-10,676   |中粮期货    |18,190    |-86       |国投安信期货|35,377    |1,443     
4     |中信期货    |20,249      |-10,488   |国投安信期货|15,667    |-179      |永安期货  |21,289    |-398      
5     |光大期货    |17,729      |-10,409   |华泰期货    |15,467    |-166      |国贸期货  |20,739    |65        
6     |国泰君安    |15,512      |-3,480    |银河期货    |12,790    |124       |长江期货  |20,471    |-41       
7     |华泰期货    |15,302      |-27,511   |方正中期    |12,399    |-135      |银河期货  |19,335    |-718      
8     |中辉期货    |11,946      |-10,574   |大有期货    |12,298    |-359      |南华期货  |16,090    |-245      
9     |方正中期    |11,151      |-5,429    |广发期货    |11,507    |214       |中粮期货  |15,701    |558       
10    |东吴期货    |10,257      |-11,004   |东证期货    |11,222    |-1,499    |华信期货  |15,088    |-1,992    
11    |宏源期货    |8,713       |-4,262    |兴证期货    |11,129    |1,180     |国泰君安  |14,088    |3,881     
12    |永安期货    |7,100       |-12,912   |中国国际    |10,954    |-1        |中大期货  |12,987    |-48       
13    |金瑞期货    |6,862       |-3,258    |光大期货    |10,600    |-1,466    |中国国际  |10,986    |77        
14    |华安期货    |6,848       |-8,475    |海通期货    |10,562    |756       |华泰期货  |9,243     |-620      
15    |华西期货    |6,688       |-10,560   |南华期货    |9,444     |-478      |信达期货  |8,605     |-57       
16    |东海期货    |6,365       |-3,003    |五矿经易期货|9,074     |34        |建信期货  |7,515     |-176      
17    |安粮期货    |6,201       |-1,239    |国泰君安    |9,020     |19        |兴证期货  |6,959     |-98       
18    |冠通期货    |6,031       |-1,787    |大越期货    |8,884     |-81       |广发期货  |6,957     |36        
19    |东方财富    |5,828       |-4,614    |浙商期货    |8,268     |160       |海通期货  |6,643     |-1,666    
20    |徽商期货    |5,679       |-10,152   |长江期货    |7,738     |-852      |瑞达期货  |5,424     |9         
合计|                |311231      |-204322   |                |273069    |-2860     |              |333623    |-2035     

合约：CF007              日期： 2020-03-04
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |广发期货    |1,851       |640       |光大期货    |7,020     |1         |光大期货  |7,000     |0         
2     |国海良时    |1,402       |-582      |兴证期货    |2,504     |0         |中粮期货  |3,176     |-6        
3     |海通期货    |1,117       |463       |东证期货    |1,470     |95        |兴证期货  |2,500     |0         
4     |南华期货    |1,099       |283       |中信期货    |1,343     |-1        |中信期货  |1,379     |-2        
5     |中粮期货    |560         |-147      |国投安信期货|1,225     |-4        |国投安信期货|1,208     |5         
6     |国联期货    |450         |117       |招商期货    |1,001     |-1        |招商期货  |1,066     |6         
7     |银河期货    |431         |-120      |东吴期货    |515       |32        |东证期货  |546       |0         
8     |浙商期货    |315         |-466      |海通期货    |511       |-202      |海通期货  |444       |-191      
9     |国元期货    |270         |-13       |中粮期货    |452       |-2        |南华期货  |373       |-179      
10    |国投安信期货|269         |-75       |南华期货    |397       |-168      |国海良时  |370       |6         
11    |招商期货    |259         |-462      |国海良时    |354       |6         |广发期货  |352       |71        
12    |华闻期货    |230         |-252      |锦泰期货    |316       |-9        |东吴期货  |276       |0         
13    |中信期货    |219         |-319      |永安期货    |313       |0         |锦泰期货  |262       |-6        
14    |华安期货    |197         |81        |冠通期货    |251       |-33       |金瑞期货  |184       |0         
15    |五矿经易期货|188         |-100      |华泰期货    |215       |0         |中信建投  |174       |8         
16    |中信建投    |150         |-169      |徽商期货    |173       |2         |银河期货  |161       |2         
17    |冠通期货    |133         |-183      |银河期货    |116       |-27       |上海大陆  |55        |45        
18    |东证期货    |119         |-290      |申银万国    |105       |70        |西南期货  |48        |0         
19    |上海大陆    |91          |-69       |中原期货    |105       |0         |大地期货  |34        |0         
20    |申银万国    |72          |30        |金瑞期货    |101       |0         |浙商期货  |32        |-5        
合计|                |9422        |-1633     |                |18487     |-241      |              |19640     |-246      

合约：CF009              日期： 2020-03-04
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |海通期货    |20,413      |-3,268    |永安期货    |15,370    |-162      |大有期货  |19,978    |-167      
2     |光大期货    |11,080      |-4,283    |中粮期货    |11,329    |435       |中粮期货  |16,670    |8         
3     |华泰期货    |9,912       |-18,816   |中信期货    |7,939     |803       |东证期货  |11,313    |2,075     
4     |中信期货    |9,528       |-457      |中国国际    |7,186     |696       |兴证期货  |11,257    |-7        
5     |中辉期货    |9,431       |-7,465    |长江期货    |6,665     |10        |宏源期货  |10,599    |-522      
6     |金瑞期货    |5,612       |-108      |银河期货    |6,233     |-1,244    |中信期货  |10,522    |9         
7     |东海期货    |5,023       |-3,342    |华泰期货    |4,716     |-479      |永安期货  |9,417     |208       
8     |东证期货    |4,927       |-2,465    |国投安信期货|4,425     |124       |银河期货  |8,006     |-41       
9     |宏源期货    |4,864       |-182      |建信期货    |4,368     |607       |国投安信期货|7,964     |384       
10    |东吴期货    |3,417       |-4,154    |光大期货    |4,354     |1,404     |海通期货  |6,651     |-234      
11    |冠通期货    |3,088       |1,289     |海通期货    |3,606     |-345      |华泰期货  |5,574     |-399      
12    |华金期货    |3,041       |-4,574    |鲁证期货    |3,491     |37        |中国国际  |4,271     |-13       
13    |中国国际    |2,857       |192       |兴证期货    |3,439     |-56       |建信期货  |3,605     |11        
14    |银河期货    |2,769       |95        |东证期货    |3,328     |1,180     |金瑞期货  |3,310     |5         
15    |中州期货    |2,708       |-3,040    |南华期货    |3,115     |-110      |国贸期货  |3,119     |1         
16    |华闻期货    |2,677       |-2,206    |国泰君安    |3,080     |178       |一德期货  |2,727     |-1        
17    |华安期货    |2,083       |-3,760    |浙商期货    |3,028     |103       |弘业期货  |2,434     |115       
18    |格林大华期货|2,080       |903       |弘业期货    |2,606     |695       |华信期货  |2,363     |571       
19    |永安期货    |2,036       |-1,411    |徽商期货    |2,571     |179       |广发期货  |2,260     |-24       
20    |华西期货    |1,968       |936       |申银万国    |2,549     |-66       |招商期货  |2,087     |-4        
合计|                |109514      |-56116    |                |103398    |3989      |              |144127    |1975      

合约：CF101              日期： 2020-03-04
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |国元期货    |177         |-385      |华泰期货    |1,643     |-1        |中州期货  |5,200     |0         
2     |中天期货    |66          |-130      |东证期货    |1,544     |0         |国海良时  |3,621     |0         
3     |上海大陆    |58          |-61       |首创期货    |1,514     |0         |华泰期货  |1,603     |1         
4     |国金期货    |53          |-118      |广发期货    |853       |0         |金瑞期货  |621       |0         
5     |华安期货    |52          |-132      |银河期货    |697       |3         |浙商期货  |285       |1         
6     |国投安信期货|39          |-50       |中信期货    |694       |-6        |五矿经易期货|279       |33        
7     |中原期货    |38          |33        |先锋期货    |547       |-9        |国元期货  |212       |12        
8     |徽商期货    |35          |-31       |永安期货    |366       |15        |中辉期货  |155       |2         
9     |五矿经易期货|35          |-10       |方正中期    |345       |-14       |广发期货  |150       |1         
10    |长江期货    |30          |-56       |东海期货    |292       |0         |东证期货  |119       |0         
11    |宏源期货    |29          |-21       |国投安信期货|262       |-3        |浙江新世纪|103       |3         
12    |光大期货    |27          |2         |中辉期货    |230       |3         |招金期货  |101       |0         
13    |中信建投    |24          |-12       |中大期货    |228       |2         |永安期货  |93        |0         
14    |方正中期    |22          |12        |国元期货    |204       |-1        |华联期货  |51        |0         
15    |申银万国    |20          |-7        |中粮期货    |198       |0         |天风期货  |50        |0         
16    |兴业期货    |20          |10        |浙商期货    |191       |1         |恒泰期货  |50        |0         
17    |东方财富    |18          |-6        |大地期货    |172       |0         |中粮期货  |45        |0         
18    |永安期货    |17          |-52       |宏源期货    |159       |15        |英大期货  |40        |0         
19    |先锋期货    |17          |-203      |金石期货    |154       |5         |迈科期货  |39        |0         
20    |华信期货    |15          |-59       |招金期货    |152       |1         |国信期货  |28        |0         
合计|                |792         |-1276     |                |10445     |11        |              |12845     |53        

合约：CJ003              日期： 2020-03-04
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |浙商期货    |1           |-5        |国泰君安    |19        |-3        |云财富期货|14        |0         
2     |一德期货    |1           |1         |华金期货    |5         |0         |永安期货  |9         |0         
3     |-           |-           |-         |五矿经易期货|1         |-1        |浙商期货  |1         |1         
4     |-           |-           |-         |-           |-         |-         |一德期货  |1         |-1        
合计|                |2           |-4        |                |25        |-4        |              |25        |0         

合约：CJ005              日期： 2020-03-04
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |海通期货    |4,298       |-2,895    |国泰君安    |2,788     |-81       |国泰君安  |1,216     |-87       
2     |中信期货    |2,443       |-346      |中信期货    |1,378     |-51       |广州期货  |982       |86        
3     |华泰期货    |2,243       |-1,706    |南华期货    |905       |-75       |中信期货  |912       |22        
4     |新湖期货    |1,883       |-342      |鲁证期货    |690       |-190      |东航期货  |714       |20        
5     |华安期货    |1,421       |-138      |中财期货    |661       |3         |东证期货  |696       |39        
6     |光大期货    |1,210       |-554      |银河期货    |630       |-19       |银河期货  |685       |19        
7     |东证期货    |1,189       |-936      |华泰期货    |622       |-87       |华安期货  |670       |-137      
8     |徽商期货    |1,177       |-308      |云财富期货  |611       |-15       |国投安信期货|614       |-17       
