					郑州商品交易所期货持仓排名表(2020-02-19)

品种：苹果AP              日期： 2020-02-19
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
2     |新湖期货      |2,300       |-972      |南华期货      |7,826     |87        |国贸期货      |6,078     |-277      
3     |中信期货      |2,233       |-3,056    |中信期货      |7,522     |-44       |一德期货      |5,383     |15        
4     |徽商期货      |1,917       |-645      |弘业期货      |5,044     |-425      |摩根大通      |3,539     |1,456     
5     |金瑞期货      |1,478       |368       |华信期货      |2,477     |18        |海通期货      |3,303     |65        
6     |国泰君安      |1,469       |411       |中原期货      |2,071     |44        |银河期货      |2,402     |-302      
7     |摩根大通      |1,456       |-1,913    |永安期货      |1,668     |48        |东证期货      |2,106     |223       
8     |国投安信期货  |1,395       |-358      |徽商期货      |1,416     |34        |国泰君安      |2,021     |230       
9     |华泰期货      |1,334       |-515      |东证期货      |1,351     |-25       |国联期货      |2,013     |431       
10    |浙商期货      |1,287       |685       |兴业期货      |1,223     |-30       |兴证期货      |1,825     |391       
11    |东吴期货      |1,281       |193       |银河期货      |1,180     |-8        |国富期货      |1,799     |33        
12    |南华期货      |1,279       |-613      |中辉期货      |1,093     |32        |华泰期货      |1,682     |315       
13    |国联期货      |1,255       |501       |华安期货      |1,028     |95        |浙商期货      |1,552     |-484      
14    |永安期货      |1,240       |-282      |东吴期货      |986       |34        |兴业期货      |1,498     |-260      
15    |广州期货      |1,215       |1,045     |五矿经易期货  |895       |-33       |弘业期货      |1,472     |61        
16    |光大期货      |1,211       |-131      |华鑫期货      |878       |229       |徽商期货      |1,421     |-123      
17    |弘业期货      |1,210       |70        |方正中期      |853       |57        |东吴期货      |1,037     |-77       
18    |华安期货      |1,011       |-519      |浙商期货      |822       |209       |国信期货      |923       |-100      
19    |国富期货      |1,006       |-372      |宏源期货      |785       |-66       |宏源期货      |915       |57        
20    |华西期货      |784         |-206      |兴证期货      |775       |-17       |永安期货      |908       |-524      
合计  |              |30291       |-7224     |                |53111     |429       |              |49423     |1295      

品种：锰硅SM              日期： 2020-02-19
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |11,751      |-2,175    |中信期货      |15,097    |-24       |中信期货      |14,959    |-301      
2     |中信期货      |8,703       |-4,040    |一德期货      |3,081     |79        |国贸期货      |5,044     |3         
3     |东吴期货      |5,265       |80        |东证期货      |2,833     |339       |兴证期货      |4,472     |208       
4     |新湖期货      |5,088       |-2,907    |永安期货      |2,718     |-73       |国投安信期货  |4,038     |-863      
5     |华泰期货      |3,835       |-1,585    |弘业期货      |2,240     |93        |国泰君安      |2,506     |141       
6     |华安期货      |3,714       |-753      |兴证期货      |2,129     |-38       |五矿经易期货  |2,201     |248       
7     |弘业期货      |3,191       |-1,199    |国海良时      |1,666     |140       |海通期货      |2,174     |-104      
8     |徽商期货      |2,762       |-1,889    |方正中期      |1,643     |-27       |中信建投      |1,650     |-10       
9     |光大期货      |2,484       |-949      |东吴期货      |1,621     |442       |一德期货      |1,628     |26        
10    |金瑞期货      |2,072       |-3,707    |华安期货      |1,586     |-59       |弘业期货      |1,616     |-244      
11    |兴证期货      |2,054       |-1,278    |国投安信期货  |1,542     |192       |方正中期      |1,519     |-99       
12    |国投安信期货  |1,777       |547       |国富期货      |1,535     |1         |银河期货      |1,462     |-23       
13    |宁证期货      |1,724       |485       |大有期货      |1,515     |12        |永安期货      |1,449     |93        
14    |银河期货      |1,625       |-1,376    |银河期货      |1,416     |-858      |东证期货      |1,428     |-366      
15    |永安期货      |1,426       |-158      |上海大陆      |1,208     |144       |国信期货      |1,349     |-32       
16    |南华期货      |1,402       |-86       |五矿经易期货  |1,158     |313       |东吴期货      |1,199     |-709      
17    |华西期货      |1,371       |-1,013    |兴业期货      |1,128     |8         |鲁证期货      |1,107     |156       
18    |上海中期      |1,331       |388       |华信期货      |1,117     |-7        |华泰期货      |1,103     |-281      
19    |国富期货      |1,259       |-226      |光大期货      |1,052     |-32       |光大期货      |1,074     |-20       
20    |宏源期货      |1,138       |-248      |道通期货      |1,051     |36        |徽商期货      |1,044     |203       
合计  |              |63972       |-22089    |                |47336     |681       |              |53022     |-1974     

品种：白糖SR              日期： 2020-02-19
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |海通期货      |110,401     |-6,623    |华泰期货      |36,350    |-913      |中粮期货      |92,787    |1,758     
2     |华泰期货      |59,347      |-4,627    |中粮期货      |28,373    |-551      |中信期货      |23,355    |664       
3     |广发期货      |35,257      |37        |永安期货      |15,597    |1,349     |永安期货      |21,606    |-126      
4     |东证期货      |33,845      |-2,612    |东证期货      |15,326    |286       |五矿经易期货  |18,211    |93        
5     |光大期货      |32,355      |-291      |五矿经易期货  |13,933    |257       |东证期货      |15,291    |1,513     
6     |中信期货      |29,260      |-7,680    |光大期货      |13,522    |949       |创元期货      |14,659    |25        
7     |海证期货      |24,938      |11,292    |国泰君安      |12,784    |935       |宏源期货      |12,657    |5         
8     |华安期货      |24,087      |4,368     |中信期货      |11,881    |-456      |光大期货      |12,076    |-660      
9     |银河期货      |19,582      |1,480     |广发期货      |10,589    |465       |华泰期货      |11,927    |-1,064    
10    |徽商期货      |18,019      |-2,973    |海通期货      |9,635     |-2,061    |华金期货      |10,877    |-183      
11    |东吴期货      |17,579      |-4,448    |华联期货      |9,413     |231       |中投天琪      |9,505     |129       
12    |新湖期货      |15,999      |-1,823    |宏源期货      |8,408     |826       |国投安信期货  |9,109     |-13       
13    |东海期货      |15,322      |1,497     |浙商期货      |7,950     |-159      |国泰君安      |8,758     |182       
14    |平安期货      |14,497      |2,306     |东兴期货      |7,427     |401       |海通期货      |8,123     |2,592     
15    |国泰君安      |12,927      |-1,535    |渤海期货      |7,272     |-97       |东海期货      |7,250     |93        
16    |华闻期货      |12,660      |-679      |大地期货      |7,032     |264       |渤海期货      |7,222     |-97       
17    |中粮期货      |12,383      |140       |华信期货      |6,656     |123       |东兴期货      |6,752     |-221      
18    |锦泰期货      |12,218      |445       |兴证期货      |6,351     |-834      |英大期货      |6,719     |1         
19    |冠通期货      |12,127      |1,696     |新湖期货      |6,301     |-16       |中州期货      |6,435     |-294      
20    |华西期货      |10,695      |2,851     |国投安信期货  |5,577     |234       |金瑞期货      |5,671     |75        
合计  |              |523498      |-7179     |                |240377    |1233      |              |308990    |4472      

品种：PTA              日期： 2020-02-19
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |119,309     |-25,309   |中信期货      |66,901    |3,298     |中信期货      |86,530    |11,335    
2     |华泰期货      |66,695      |-11,598   |华泰期货      |64,550    |-391      |银河期货      |78,521    |1,226     
3     |中信期货      |42,833      |-825      |东证期货      |56,860    |21        |永安期货      |62,667    |2,999     
4     |新湖期货      |36,668      |-2,644    |永安期货      |47,562    |88        |国贸期货      |59,256    |819       
5     |光大期货      |31,897      |3,831     |广发期货      |44,823    |158       |华泰期货      |51,763    |424       
6     |华安期货      |30,571      |-10,363   |光大期货      |34,324    |-175      |宝城期货      |48,971    |-1,568    
7     |华闻期货      |22,281      |-5,750    |新湖期货      |30,558    |415       |建信期货      |35,132    |22        
8     |广发期货      |21,597      |-4,108    |银河期货      |30,189    |1,357     |天风期货      |34,598    |-562      
9     |东吴期货      |19,236      |-5,319    |格林大华期货  |29,039    |832       |国泰君安      |34,098    |-3,106    
10    |永安期货      |17,465      |1,160     |南华期货      |22,436    |-76       |东证期货      |33,985    |730       
11    |国泰君安      |16,848      |3,479     |国投安信期货  |21,159    |4,861     |东吴期货      |32,359    |-514      
12    |冠通期货      |15,553      |-307      |国泰君安      |20,549    |712       |光大期货      |29,893    |-2,690    
13    |海通期货      |15,269      |-6,567    |国贸期货      |20,497    |321       |新湖期货      |29,519    |1,463     
14    |中信建投      |14,582      |-248      |上海中期      |20,390    |368       |兴证期货      |27,498    |-7,109    
15    |宏源期货      |14,549      |-312      |华安期货      |19,684    |-7,525    |华安期货      |25,025    |1,604     
16    |格林大华期货  |13,694      |2,409     |方正中期      |19,478    |1,189     |东海期货      |20,201    |295       
17    |国投安信期货  |12,960      |4,782     |浙商期货      |18,846    |845       |浙商期货      |19,819    |1,004     
18    |徽商期货      |12,268      |-5,661    |弘业期货      |18,288    |814       |中银国际      |17,858    |3,397     
19    |方正中期      |12,263      |3,011     |中信建投      |18,269    |-625      |南华期货      |17,350    |-370      
20    |南华期货      |11,960      |1,682     |徽商期货      |17,736    |998       |申银万国      |17,109    |-446      
合计  |              |548498      |-58657    |                |622138    |7485      |              |762152    |8953      

品种：尿素UR              日期： 2020-02-19
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |海通期货      |2,985       |-3,696    |国泰君安      |7,115     |87        |一德期货      |10,772    |755       
2     |徽商期货      |1,657       |-1,862    |中信期货      |6,197     |177       |国泰君安      |7,719     |555       
3     |国泰君安      |1,486       |-533      |永安期货      |4,641     |23        |建信期货      |6,399     |5         
4     |一德期货      |1,476       |-1,265    |徽商期货      |4,410     |247       |永安期货      |5,379     |13        
5     |中信期货      |1,286       |-1,068    |长江期货      |3,809     |-420      |中信期货      |5,245     |45        
6     |方正中期      |1,022       |-854      |华安期货      |3,378     |-74       |银河期货      |3,570     |377       
7     |华泰期货      |1,016       |-1,132    |浙江新世纪    |3,030     |402       |方正中期      |3,067     |80        
8     |金瑞期货      |974         |-106      |招金期货      |2,677     |507       |中信建投      |3,054     |15        
9     |华安期货      |875         |-287      |宏源期货      |2,577     |300       |创元期货      |2,667     |5         
10    |宏源期货      |866         |-1,064    |方正中期      |2,499     |-210      |华泰期货      |2,563     |-175      
11    |银河期货      |848         |-159      |国投安信期货  |2,191     |67        |海证期货      |2,329     |49        
12    |长江期货      |845         |404       |海通期货      |2,191     |194       |中辉期货      |2,306     |27        
13    |招金期货      |832         |-162      |兴证期货      |1,567     |49        |光大期货      |2,170     |83        
14    |东证期货      |820         |-210      |冠通期货      |1,271     |76        |河北恒银      |1,528     |2         
15    |华闻期货      |785         |416       |银河期货      |1,224     |-5        |东证期货      |1,348     |-41       
16    |光大期货      |694         |-201      |华泰期货      |1,160     |33        |宏源期货      |1,303     |8         
17    |永安期货      |600         |-894      |渤海期货      |1,093     |-104      |鲁证期货      |1,244     |23        
18    |东方财富      |599         |-381      |东吴期货      |1,082     |54        |兴证期货      |1,200     |-278      
19    |浙江新世纪    |555         |-1,008    |一德期货      |1,041     |-27       |徽商期货      |1,138     |-56       
20    |中辉期货      |542         |-138      |东证期货      |1,032     |353       |国投安信期货  |1,000     |-11       
合计  |              |20763       |-14200    |                |54185     |1729      |              |66001     |1481      

品种：强麦WH              日期： 2020-02-19
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |弘业期货      |65          |-30       |申银万国      |241       |16        |华安期货      |686       |0         
2     |永安期货      |47          |-296      |永安期货      |170       |-10       |永安期货      |258       |1         
3     |国泰君安      |34          |-11       |国泰君安      |57        |-10       |国泰君安      |150       |0         
4     |徽商期货      |32          |-18       |国贸期货      |51        |-3        |中州期货      |83        |0         
5     |申银万国      |31          |17        |中州期货      |51        |1         |国投安信期货  |51        |2         
6     |瑞达期货      |30          |30        |华鑫期货      |50        |0         |华信期货      |32        |-10       
7     |东航期货      |23          |-92       |中粮期货      |46        |0         |招金期货      |19        |-5        
8     |光大期货      |20          |7         |大地期货      |44        |1         |新纪元期货    |9         |0         
9     |国投安信期货  |19          |-4        |徽商期货      |40        |-2        |中辉期货      |3         |-1        
10    |银河期货      |18          |-7        |瑞达期货      |40        |30        |宏源期货      |3         |0         
11    |长江期货      |13          |-32       |民生期货      |32        |-3        |中财期货      |2         |0         
12    |东证期货      |12          |2         |中国国际      |28        |1         |鲁证期货      |2         |0         
13    |鲁证期货      |11          |0         |东证期货      |27        |12        |宝城期货      |1         |1         
14    |华信期货      |11          |-58       |新湖期货      |23        |5         |海通期货      |1         |0         
15    |中投天琪      |11          |11        |国信期货      |22        |1         |中银国际      |1         |1         
16    |首创期货      |11          |1         |美尔雅        |22        |0         |东航期货      |1         |0         
17    |海通期货      |10          |4         |鲁证期货      |18        |1         |中电投先融    |1         |0         
18    |前海期货      |10          |-6        |天风期货      |17        |0         |南华期货      |1         |0         
19    |中航期货      |7           |7         |长江期货      |16        |-1        |平安期货      |1         |-1        
20    |中信期货      |7           |0         |中大期货      |14        |0         |华西期货      |0         |0         
合计  |              |422         |-475      |                |1009      |39        |              |1305      |-12       

品种：动力煤ZC              日期： 2020-02-19
名次  |会员简称      |成交量（手）|增减量    |会员简称      |持买仓量  |增减量    |会员简称      |持卖仓量  |增减量
1     |东证期货      |18,505      |6,673     |中信期货      |9,178     |-2,287    |国信期货      |13,888    |-568      
2     |中信期货      |8,874       |3,385     |新湖期货      |8,893     |16        |中信期货      |12,545    |851       
3     |华泰期货      |6,345       |2,604     |摩根大通      |8,464     |-2,539    |一德期货      |11,699    |-268      
4     |永安期货      |5,073       |2,134     |建信期货      |8,444     |232       |新湖期货      |10,491    |-129      
5     |新湖期货      |4,223       |-5,927    |一德期货      |7,708     |475       |永安期货      |7,615     |-2,738    
6     |广发期货      |4,168       |2,506     |海证期货      |7,627     |35        |银河期货      |7,560     |-383      
7     |锦泰期货      |3,208       |1,862     |广发期货      |6,719     |239       |中信建投      |6,635     |-55       
8     |国泰君安      |3,093       |1,498     |国信期货      |5,290     |-325      |建信期货      |5,423     |-159      
9     |宏源期货      |3,013       |275       |东证期货      |4,830     |97        |中电投先融    |4,273     |-5        
10    |美尔雅        |2,975       |1,884     |东吴期货      |4,222     |44        |五矿经易期货  |3,915     |112       
11    |光大期货      |2,874       |207       |中电投先融    |4,171     |-28       |东证期货      |3,657     |-3,244    
12    |一德期货      |2,681       |-151      |银河期货      |3,800     |-280      |海通期货      |3,507     |-43       
13    |摩根大通      |2,596       |1,689     |光大期货      |3,326     |73        |华泰期货      |3,197     |283       
14    |中信建投      |2,393       |901       |华泰期货      |3,100     |-458      |鲁证期货      |3,020     |416       
15    |南华期货      |2,269       |1,026     |方正中期      |3,092     |-79       |国泰君安      |2,803     |-79       
16    |兴证期货      |2,122       |821       |鲁证期货      |3,053     |16        |东吴期货      |2,795     |9         
17    |中财期货      |2,058       |895       |首创期货      |3,004     |16        |兴证期货      |2,774     |170       
18    |海通期货      |1,949       |498       |中辉期货      |2,893     |1         |方正中期      |2,637     |-11       
19    |银河期货      |1,887       |389       |永安期货      |2,792     |-183      |国投安信期货  |2,612     |16        
20    |五矿经易期货  |1,785       |321       |国泰君安      |2,703     |-1,868    |广发期货      |2,592     |297       
合计  |              |82091       |23490     |                |103309    |-6803     |              |113638    |-5528     

合约：AP003              日期： 2020-02-19
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |国富期货    |106         |29        |东海期货    |133       |-8        |一德期货  |197       |4         
2     |申银万国    |84          |72        |中信期货    |131       |3         |鲁证期货  |146       |7         
3     |中辉期货    |57          |-1        |南华期货    |118       |32        |东证期货  |102       |0         
4     |海证期货    |46          |-77       |首创期货    |112       |2         |中信期货  |100       |-22       
5     |银河期货    |42          |0         |光大期货    |100       |-9        |首创期货  |100       |0         
6     |鲁证期货    |34          |20        |中大期货    |92        |10        |金元期货  |89        |0         
7     |南华期货    |34          |14        |徽商期货    |91        |-1        |宏源期货  |82        |2         
8     |新纪元期货  |30          |30        |国泰君安    |91        |-14       |弘业期货  |81        |1         
9     |中信期货    |29          |2         |上海大陆    |82        |11        |海通期货  |74        |13        
10    |东海期货    |29          |28        |中辉期货    |78        |41        |格林大华期货|73        |-10       
11    |华金期货    |26          |-5        |华金期货    |56        |24        |五矿经易期货|66        |-2        
12    |永安期货    |22          |5         |永安期货    |55        |1         |英大期货  |65        |0         
13    |海通期货    |21          |2         |浙商期货    |47        |0         |永安期货  |63        |-9        
14    |国泰君安    |17          |13        |信达期货    |46        |0         |华鑫期货  |60        |0         
15    |徽商期货    |16          |-9        |大地期货    |43        |0         |徽商期货  |45        |-9        
16    |华泰期货    |15          |4         |西部期货    |40        |0         |招金期货  |42        |-2        
17    |东吴期货    |15          |-5        |一德期货    |40        |0         |光大期货  |41        |0         
18    |建信期货    |13          |12        |华泰期货    |39        |1         |大连良运  |40        |-10       
19    |上海大陆    |11          |-47       |长江期货    |38        |-1        |海证期货  |40        |16        
20    |创元期货    |11          |11        |中州期货    |38        |0         |大地期货  |35        |0         
合计|                |658         |98        |                |1470      |92        |              |1541      |-21       

合约：AP005              日期： 2020-02-19
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |海通期货    |30,722      |-7,411    |中信期货    |4,854     |129       |鲁证期货  |7,733     |289       
2     |新湖期货    |14,467      |887       |国泰君安    |3,848     |-94       |永安期货  |6,605     |131       
3     |中信期货    |12,068      |-3,143    |方正中期    |3,751     |-84       |中信期货  |6,351     |179       
4     |东证期货    |10,414      |122       |徽商期货    |3,555     |291       |东证期货  |5,005     |238       
5     |华泰期货    |9,443       |-3,074    |东证期货    |3,287     |28        |安粮期货  |3,406     |83        
6     |光大期货    |8,915       |-3,394    |永安期货    |3,185     |177       |海证期货  |3,385     |74        
7     |徽商期货    |8,160       |-3,905    |华泰期货    |3,159     |189       |宏源期货  |3,123     |39        
8     |华安期货    |7,274       |-1,784    |华安期货    |2,961     |-48       |国泰君安  |3,100     |-17       
9     |华闻期货    |6,092       |-5,001    |银河期货    |2,827     |85        |海通期货  |2,852     |167       
10    |东吴期货    |5,722       |-2,987    |海通期货    |2,793     |151       |倍特期货  |2,785     |189       
11    |国泰君安    |5,481       |-747      |长江期货    |2,543     |190       |华泰期货  |2,666     |2         
12    |鲁证期货    |4,661       |352       |光大期货    |2,405     |42        |一德期货  |2,656     |544       
13    |申银万国    |4,585       |-691      |国投安信期货|2,219     |137       |中辉期货  |2,654     |93        
14    |方正中期    |4,387       |-2,023    |广发期货    |2,168     |95        |华安期货  |2,516     |2         
15    |平安期货    |3,878       |-123      |安粮期货    |2,067     |151       |招金期货  |2,484     |148       
16    |中辉期货    |3,780       |-1,180    |东方财富    |2,065     |220       |南华期货  |2,077     |-20       
17    |东方财富    |3,735       |-847      |申银万国    |2,040     |53        |徽商期货  |2,062     |-239      
18    |安粮期货    |3,440       |-813      |浙商期货    |2,024     |88        |银河期货  |1,975     |13        
19    |永安期货    |3,282       |-2,091    |广州期货    |2,023     |-26       |东航期货  |1,875     |285       
20    |中信建投    |3,211       |-995      |中信建投    |1,922     |35        |五矿经易期货|1,800     |32        
合计|                |153717      |-38848    |                |55696     |1809      |              |67110     |2232      

合约：AP010              日期： 2020-02-19
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |海通期货    |1,108       |-128      |中信期货    |1,068     |-22       |中信期货  |1,178     |38        
2     |中信期货    |680         |127       |上海中期    |620       |79        |鲁证期货  |859       |14        
3     |东证期货    |406         |-119      |东吴期货    |526       |-9        |永安期货  |728       |22        
4     |徽商期货    |346         |37        |南华期货    |520       |-7        |海通期货  |574       |3         
5     |华闻期货    |284         |53        |徽商期货    |426       |46        |上海中期  |555       |0         
6     |新湖期货    |276         |3         |光大期货    |376       |-9        |光大期货  |525       |36        
7     |光大期货    |255         |58        |上海大陆    |337       |-5        |金元期货  |499       |0         
8     |东吴期货    |247         |147       |华安期货    |285       |31        |东吴期货  |483       |-46       
9     |华安期货    |226         |0         |招金期货    |268       |-37       |上海大陆  |348       |16        
10    |金元期货    |161         |135       |浙江新世纪  |258       |1         |国投安信期货|245       |13        
11    |东方财富    |151         |20        |方正中期    |224       |-34       |海证期货  |228       |-14       
12    |永安期货    |146         |48        |国联期货    |212       |44        |一德期货  |217       |1         
13    |银河期货    |142         |-9        |银河期货    |209       |-22       |广州期货  |207       |20        
14    |海证期货    |135         |-20       |海通期货    |207       |17        |中州期货  |199       |32        
15    |大地期货    |133         |3         |宏源期货    |191       |-8        |华鑫期货  |188       |0         
16    |建信期货    |127         |46        |国泰君安    |183       |37        |宏源期货  |184       |6         
17    |方正中期    |114         |38        |中辉期货    |167       |-2        |华泰期货  |171       |6         
18    |中衍期货    |108         |55        |东证期货    |162       |-3        |华金期货  |165       |0         
19    |上海中期    |105         |78        |金元期货    |161       |159       |国元期货  |123       |5         
20    |南华期货    |98          |-28       |盛达期货    |158       |-19       |银河期货  |118       |14        
合计|                |5248        |544       |                |6558      |237       |              |7794      |166       

合约：CF003              日期： 2020-02-19
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |招商期货    |401         |401       |冠通期货    |2,738     |-13       |冠通期货  |1,610     |0         
2     |永安期货    |22          |22        |金瑞期货    |2,140     |0         |一德期货  |1,060     |0         
3     |东吴期货    |21          |-69       |东证期货    |1,483     |0         |东证期货  |929       |0         
4     |国元期货    |19          |-17       |国投安信期货|549       |0         |中粮期货  |837       |0         
5     |冠通期货    |13          |13        |招商期货    |491       |-201      |浙商期货  |760       |0         
6     |光大期货    |10          |-65       |永安期货    |385       |0         |平安期货  |593       |0         
7     |上海大陆    |9           |-21       |浙商期货    |153       |0         |招商期货  |492       |-200      
8     |东海期货    |8           |-7        |平安期货    |130       |0         |永安期货  |400       |-20       
9     |华闻期货    |5           |0         |新纪元期货  |122       |0         |华安期货  |320       |0         
10    |南华期货    |4           |2         |大连良运    |50        |3         |国元期货  |247       |-3        
11    |大连良运    |3           |3         |上海大陆    |41        |-9        |金信期货  |184       |0         
12    |国泰君安    |2           |-1        |西部期货    |39        |0         |兴业期货  |174       |0         
13    |中州期货    |1           |1         |国信期货    |38        |0         |国泰君安  |174       |0         
14    |-           |-           |-         |华联期货    |20        |0         |东海期货  |116       |8         
15    |-           |-           |-         |鲁证期货    |16        |0         |金瑞期货  |112       |0         
16    |-           |-           |-         |中信建投    |7         |0         |中财期货  |100       |0         
17    |-           |-           |-         |华西期货    |2         |0         |光大期货  |97        |-5        
18    |-           |-           |-         |中财期货    |2         |0         |长江期货  |92        |0         
19    |-           |-           |-         |国泰君安    |2         |-2        |华泰期货  |60        |0         
20    |-           |-           |-         |中信期货    |1         |0         |迈科期货  |40        |0         
合计|                |518         |262       |                |8409      |-222      |              |8397      |-220      

合约：CF005              日期： 2020-02-19
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |海通期货    |91,547      |-47,423   |永安期货    |43,616    |583       |东证期货  |53,695    |671       
2     |华闻期货    |28,671      |-14,591   |中信期货    |25,728    |-122      |国投安信期货|42,218    |-623      
3     |东证期货    |22,342      |-22,367   |中粮期货    |19,675    |-124      |中信期货  |38,936    |-37       
4     |光大期货    |16,946      |-13,558   |光大期货    |15,473    |-1,398    |银河期货  |27,295    |-579      
5     |平安期货    |16,034      |11,652    |国投安信期货|14,736    |-144      |永安期货  |25,981    |37        
6     |华泰期货    |15,410      |-20,692   |国泰君安    |14,135    |-1,596    |长江期货  |22,959    |-156      
7     |东吴期货    |13,215      |-10,527   |华泰期货    |13,460    |756       |国贸期货  |22,140    |-60       
8     |华西期货    |13,072      |-15,366   |五矿经易期货|12,614    |98        |华信期货  |20,741    |5         
9     |中信期货    |12,969      |-28,418   |东证期货    |12,383    |233       |南华期货  |17,810    |337       
10    |国泰君安    |12,884      |-13,567   |海通期货    |11,978    |1,082     |中粮期货  |14,349    |-334      
11    |中辉期货    |11,964      |-11,935   |南华期货    |11,833    |273       |中大期货  |14,022    |34        
12    |新湖期货    |10,523      |-4,253    |兴证期货    |11,425    |123       |中国国际  |11,859    |125       
13    |徽商期货    |9,751       |-9,782    |首创期货    |11,139    |-96       |信达期货  |10,300    |-52       
14    |方正中期    |8,147       |-7,963    |方正中期    |11,031    |46        |海通期货  |9,050     |-2,631    
15    |永安期货    |7,454       |-12,908   |广发期货    |10,088    |-197      |建信期货  |8,313     |-68       
16    |宏源期货    |7,337       |-17,100   |浙商期货    |10,008    |-126      |国泰君安  |7,993     |38        
17    |华安期货    |6,894       |-10,644   |大越期货    |9,141     |34        |宏源期货  |7,124     |45        
18    |冠通期货    |6,725       |-5,289    |银河期货    |9,070     |-494      |兴证期货  |7,111     |-1,512    
19    |东海期货    |6,178       |-2,752    |混沌天成期货|8,797     |-34       |华泰期货  |7,088     |250       
20    |国投安信期货|6,023       |-5,399    |中国国际    |8,587     |-138      |冠通期货  |6,686     |-85       
合计|                |324086      |-262882   |                |284917    |-1241     |              |375670    |-4595     

合约：CF007              日期： 2020-02-19
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |广发期货    |1,198       |-760      |光大期货    |4,004     |4         |光大期货  |4,002     |0         
2     |国海良时    |976         |-485      |兴证期货    |2,507     |2         |兴证期货  |2,500     |0         
3     |南华期货    |708         |-742      |国投安信期货|1,250     |-53       |中粮期货  |1,293     |300       
4     |海通期货    |620         |-503      |中信期货    |1,059     |43        |国投安信期货|1,237     |-54       
5     |中粮期货    |608         |325       |招商期货    |809       |5         |中信期货  |940       |38        
6     |华闻期货    |378         |-322      |海通期货    |648       |220       |招商期货  |803       |-6        
7     |浙商期货    |376         |-4        |南华期货    |552       |208       |海通期货  |596       |220       
8     |银河期货    |372         |232       |国海良时    |470       |0         |南华期货  |552       |210       
9     |招商期货    |271         |-315      |东吴期货    |448       |172       |国海良时  |488       |0         
10    |冠通期货    |263         |170       |东证期货    |361       |-1        |东证期货  |416       |100       
11    |中信期货    |261         |161       |锦泰期货    |357       |-35       |广发期货  |389       |37        
12    |东吴期货    |241         |70        |中粮期货    |331       |0         |锦泰期货  |299       |-22       
13    |五矿经易期货|238         |-208      |华泰期货    |248       |1         |东吴期货  |281       |5         
14    |锦泰期货    |175         |-374      |冠通期货    |200       |63        |浙商期货  |201       |6         
15    |国元期货    |140         |44        |银河期货    |155       |0         |金瑞期货  |184       |0         
16    |中信建投    |126         |-164      |中财期货    |148       |51        |银河期货  |180       |-8        
17    |宏源期货    |120         |50        |徽商期货    |109       |-4        |中信建投  |142       |0         
18    |国投安信期货|111         |-152      |广发期货    |106       |-39       |西南期货  |119       |2         
19    |东证期货    |101         |49        |中原期货    |104       |0         |华泰期货  |71        |0         
20    |招金期货    |92          |92        |金瑞期货    |100       |0         |徽商期货  |37        |0         
合计|                |7375        |-2836     |                |13966     |637       |              |14730     |828       

合约：CF009              日期： 2020-02-19
名次  |会员简称        |成交量（手）|增减量    |会员简称        |持买仓量  |增减量    |会员简称        |持卖仓量  |增减量
1     |华泰期货    |8,866       |-8,639    |永安期货    |9,761     |-927      |中粮期货  |16,595    |17        
2     |中辉期货    |7,291       |-8,733    |中国国际    |6,067     |-87       |大有期货  |14,543    |0         
3     |东海期货    |5,645       |-2,817    |海通期货    |4,987     |26        |兴证期货  |13,001    |-45       
4     |海通期货    |4,510       |-8,528    |中信期货    |4,929     |405       |中信期货  |9,074     |-247      
5     |华金期货    |3,399       |-1,558    |中粮期货    |4,609     |-313      |宏源期货  |8,251     |-52       
6     |中信期货    |3,204       |-2,423    |国投安信期货|3,954     |-285      |永安期货  |7,541     |1         
7     |华闻期货    |2,622       |-2,961    |东证期货    |3,687     |329       |海通期货  |5,766     |184       
8     |华安期货    |2,332       |-1,898    |兴证期货    |3,617     |65        |建信期货  |4,592     |50        
