交易日	合约	会员类别	总成交量	比上交易日增减	总持买单量	比上交易日增减	总持卖单量	比上一交易日增减			
20200303	TF2006                        	20	广发期货	225	62	宝城期货	382	50	天风期货	412	164
交易日	合约	会员类别	总成交量	比上交易日增减	总持买单量	比上交易日增减	总持卖单量	比上一交易日增减			
20200303	TS2003                        	期货公司	216	216	272	-47	272	-47			
20200303	TS2003                        	非期货公司	0	0	0	0	0	0			
20200303	TS2006                        	期货公司	18298	-3782	11463	630	11463	630			
20200303	TS2006                        	非期货公司	0	0	0	0	0	0			
交易日	合约	排名	成交量排名			持买单量排名			持卖单量排名		
			会员简称	成交量	比上一交易日增减	会员简称	持买单量	比上一交易日增减	会员简称	持卖单量	比上一交易日增减
20200303	TS2003                        	1	永安期货	67	67	永安期货	147	-47	第一创业	214	-51
20200303	TS2003                        	2	第一创业	51	51	中信期货	65	0	华泰期货	53	3
20200303	TS2003                        	3	上海东证	21	21	平安期货	40	0	上海东证	5	1
20200303	TS2003                        	4	中信期货	20	20	银河期货	20	0	永安期货	0	0
20200303	TS2003                        	5	银河期货	20	20	华泰期货	0	0	中信期货	0	0
20200303	TS2003                        	6	天风期货	20	20	上海东证	0	0	平安期货	0	0
20200303	TS2003                        	7	华泰期货	17	17	天风期货	0	0	银河期货	0	0
20200303	TS2003                        	8	平安期货	0	0	第一创业	0	0	天风期货	0	0
20200303	TS2006                        	1	上海东证	5882	-733	宏源期货	1637	-12	银河期货	2682	32
20200303	TS2006                        	2	银河期货	1827	-522	海通期货	1612	17	国投安信	2206	329
20200303	TS2006                        	3	中信期货	1599	-156	中信期货	1439	-28	上海东证	1643	43
20200303	TS2006                        	4	天风期货	1569	133	国投安信	1257	295	国泰君安	1100	-2
20200303	TS2006                        	5	方正中期	1400	151	银河期货	983	33	永安期货	739	-9
20200303	TS2006                        	6	永安期货	1157	-608	上海东证	852	169	华泰期货	428	23
20200303	TS2006                        	7	华泰期货	1135	118	东海期货	440	-30	兴证期货	400	0
20200303	TS2006                        	8	申银万国	886	-890	兴业期货	327	0	第一创业	376	121
20200303	TS2006                        	9	国投安信	746	-763	华泰期货	303	40	西南期货	320	319
20200303	TS2006                        	10	国金期货	525	-289	中电投  	285	0	和融期货	200	0
20200303	TS2006                        	11	西南期货	323	319	山金期货	226	0	创元期货	185	0
20200303	TS2006                        	12	海通期货	250	-70	南华期货	193	11	中航期货	171	-1
20200303	TS2006                        	13	华鑫期货	140	-44	兴证期货	175	-15	天风期货	145	95
20200303	TS2006                        	14	国海良时	136	-124	福能期货	153	0	建信期货	119	-2
20200303	TS2006                        	15	第一创业	129	-42	天风期货	117	36	兴业期货	103	-2
20200303	TS2006                        	16	国泰君安	104	100	永安期货	116	-4	长江期货	100	0
20200303	TS2006                        	17	广发期货	61	52	申银万国	113	0	中信期货	89	-343
20200303	TS2006                        	18	南华期货	59	-38	国海良时	113	30	渤海期货	76	0
20200303	TS2006                        	19	新湖期货	46	-18	国泰君安	103	98	华安期货	61	0
20200303	TS2006                        	20	西部期货	34	-20	一德期货	100	0	东海期货	56	0
交易日	合约	会员类别	总成交量	比上交易日增减	总持买单量	比上交易日增减	总持卖单量	比上一交易日增减			
20200303	IF2003                        	期货公司	213088	-15250	96110	-3186	96110	-3186			
20200303	IF2003                        	非期货公司	0	0	0	0	0	0			
20200303	IF2006                        	期货公司	33794	-474	30740	2086	30740	2086			
20200303	IF2006                        	非期货公司	0	0	0	0	0	0			
交易日	合约	排名	成交量排名			持买单量排名			持卖单量排名		
			会员简称	成交量	比上一交易日增减	会员简称	持买单量	比上一交易日增减	会员简称	持卖单量	比上一交易日增减
20200303	IF2003                        	1	中信期货	17571	-1102	中信期货	10814	-630	中信期货	9193	-213
20200303	IF2003                        	2	国泰君安	13817	-531	国泰君安	8371	-1036	上海东证	8421	-443
20200303	IF2003                        	3	海通期货	12904	19	中金期货	6226	1	海通期货	5373	-2297
20200303	IF2003                        	4	兴证期货	7209	293	海通期货	5798	-1065	申银万国	4852	-96
20200303	IF2003                        	5	上海东证	6821	-98	华泰期货	3802	95	国泰君安	4656	-325
20200303	IF2003                        	6	华泰期货	6633	-1080	上海东证	3785	42	华泰期货	4472	196
20200303	IF2003                        	7	银河期货	6578	-1246	广发期货	3380	-153	国富期货	3271	407
20200303	IF2003                        	8	东兴期货	6295	-1349	永安期货	3174	288	银河期货	3194	-199
20200303	IF2003                        	9	五矿经易	5658	-590	银河期货	2666	357	兴证期货	2517	118
20200303	IF2003                        	10	国信期货	5508	-735	申银万国	2651	-322	国信期货	2289	112
20200303	IF2003                        	11	方正中期	5401	-114	东兴期货	1991	81	五矿经易	2266	88
20200303	IF2003                        	12	广发期货	5303	-72	兴证期货	1973	-263	广发期货	2035	-428
20200303	IF2003                        	13	国投安信	5056	-792	方正中期	1737	198	东兴期货	2025	144
20200303	IF2003                        	14	申银万国	4906	-101	五矿经易	1715	100	方正中期	2019	201
20200303	IF2003                        	15	永安期货	4779	-48	国信期货	1700	122	永安期货	1862	-57
20200303	IF2003                        	16	西部期货	4361	104	国投安信	1690	-206	中信建投	1714	289
20200303	IF2003                        	17	光大期货	4247	-526	中信建投	1561	183	光大期货	1659	-162
20200303	IF2003                        	18	招商期货	3609	11	南华期货	1390	74	国投安信	1586	-174
20200303	IF2003                        	19	中信建投	3582	641	西部期货	1381	195	招商期货	1524	-277
20200303	IF2003                        	20	德盛期货	3365	-88	瑞银期货	1346	5	西部期货	1255	170
20200303	IF2006                        	1	中信期货	4118	327	中信期货	3026	-250	上海东证	4569	362
20200303	IF2006                        	2	国泰君安	1981	88	东吴期货	1779	15	中信期货	3249	62
20200303	IF2006                        	3	上海东证	1862	5	上海东证	1424	84	平安期货	2349	73
20200303	IF2006                        	4	海通期货	1588	-95	一德期货	1280	31	国泰君安	2173	296
20200303	IF2006                        	5	国信期货	1215	-128	华泰期货	1164	-34	华泰期货	1423	39
20200303	IF2006                        	6	华西期货	1180	-115	浙商期货	1124	35	银河期货	1288	126
20200303	IF2006                        	7	招商期货	1137	722	国泰君安	1104	149	申银万国	1253	61
20200303	IF2006                        	8	西部期货	1086	150	国投安信	1088	144	海通期货	1200	162
20200303	IF2006                        	9	兴证期货	1048	-117	银河期货	866	77	广发期货	787	-17
20200303	IF2006                        	10	国投安信	1037	111	大越期货	846	-2	国投安信	746	75
20200303	IF2006                        	11	银河期货	945	36	广发期货	845	80	宝城期货	677	87
20200303	IF2006                        	12	光大期货	940	-202	大地期货	829	5	国信期货	676	11
20200303	IF2006                        	13	华泰期货	939	-30	五矿经易	795	77	永安期货	616	29
20200303	IF2006                        	14	华闻期货	626	112	海通期货	664	-48	光大期货	483	66
20200303	IF2006                        	15	中投天琪	594	276	中粮期货	643	0	兴业期货	465	4
20200303	IF2006                        	16	平安期货	584	134	招商期货	603	298	兴证期货	455	210
20200303	IF2006                        	17	方正中期	560	37	东兴期货	568	115	瑞银期货	444	-20
20200303	IF2006                        	18	南华期货	530	63	申银万国	567	31	华西期货	409	159
20200303	IF2006                        	19	中信建投	512	-144	光大期货	557	66	西部期货	408	58
20200303	IF2006                        	20	宝城期货	501	68	国信期货	555	38	南华期货	397	52
交易日	合约	会员类别	总成交量	比上交易日增减	总持买单量	比上交易日增减	总持卖单量	比上一交易日增减			
20200303	IH2003                        	期货公司	69038	-11490	41951	-2480	41951	-2480			
20200303	IH2003                        	非期货公司	0	0	0	0	0	0			
20200303	IH2006                        	期货公司	11940	-3194	14093	-356	14093	-356			
20200303	IH2006                        	非期货公司	0	0	0	0	0	0			
交易日	合约	排名	成交量排名			持买单量排名			持卖单量排名		
			会员简称	成交量	比上一交易日增减	会员简称	持买单量	比上一交易日增减	会员简称	持卖单量	比上一交易日增减
20200303	IH2003                        	1	中信期货	6977	118	中信期货	5984	-269	中信期货	4590	-202
