交易日	合约	会员类别	总成交量	比上交易日增减	总持买单量	比上交易日增减	总持卖单量	比上一交易日增减			
20200311	IF2004                        	14	国泰君安	279	-332	浙商期货	301	1	国泰君安	221	-8
20200311	IF2004                        	15	申银万国	275	124	西部期货	255	-69	中信建投	192	-33
20200311	IF2004                        	16	国投安信	269	-27	银河期货	233	10	光大期货	177	-15
20200311	IF2004                        	17	五矿经易	253	-326	美尔雅  	213	-14	五矿经易	148	-43
20200311	IF2004                        	18	兴证期货	217	-159	华西期货	201	-166	华安期货	140	68
20200311	IF2004                        	19	银河期货	212	-123	中投天琪	185	-5	国投安信	139	-13
20200311	IF2004                        	20	中银国际	196	13	国信期货	183	-66	中银国际	126	-164
20200311	IF2006                        	1	中信期货	4236	-312	中信期货	3487	793	上海东证	6310	375
20200311	IF2006                        	2	上海东证	2211	-985	上海东证	1996	450	中信期货	3453	255
20200311	IF2006                        	3	国泰君安	1697	-837	一德期货	1303	-7	平安期货	2417	95
20200311	IF2006                        	4	华西期货	1294	-448	国投安信	1287	1	国泰君安	1876	41
20200311	IF2006                        	5	国信期货	1076	-536	华泰期货	1286	38	华泰期货	1530	62
20200311	IF2006                        	6	兴证期货	1052	-447	浙商期货	1187	53	广发期货	1197	80
20200311	IF2006                        	7	西部期货	981	-425	国泰君安	1170	94	海通期货	1117	51
20200311	IF2006                        	8	银河期货	969	-104	东吴期货	1159	-30	申银万国	794	-120
20200311	IF2006                        	9	光大期货	898	-246	大地期货	1016	34	银河期货	791	-2
20200311	IF2006                        	10	华泰期货	874	-443	大越期货	945	-14	国投安信	716	31
20200311	IF2006                        	11	国投安信	870	-328	广发期货	942	-13	永安期货	700	58
20200311	IF2006                        	12	海通期货	712	-508	银河期货	914	-3	宝城期货	677	10
20200311	IF2006                        	13	招商期货	682	-82	永安期货	903	165	光大期货	664	42
20200311	IF2006                        	14	中信建投	648	-69	申银万国	885	49	国富期货	662	-21
20200311	IF2006                        	15	华闻期货	598	-197	五矿经易	760	-10	国信期货	616	31
20200311	IF2006                        	16	永安期货	563	-79	海通期货	611	-15	中信建投	572	114
20200311	IF2006                        	17	方正中期	526	-166	光大期货	601	-18	兴证期货	536	24
20200311	IF2006                        	18	南华期货	519	37	鲁证期货	576	-11	南华期货	456	95
20200311	IF2006                        	19	国富期货	496	-86	东兴期货	565	32	建信期货	449	4
20200311	IF2006                        	20	上海中期	485	-597	中粮期货	561	-81	瑞银期货	373	-5
20200311	IF2009                        	1	上海东证	1173	-71	东吴期货	2126	-8	中金期货	4249	280
20200311	IF2009                        	2	中信期货	510	50	中信期货	1305	172	华泰期货	961	15
20200311	IF2009                        	3	华西期货	330	-269	国泰君安	650	4	瑞银期货	947	5
20200311	IF2009                        	4	海通期货	326	-312	上海东证	535	70	国富期货	633	-115
20200311	IF2009                        	5	东兴期货	312	68	银河期货	462	7	银河期货	529	-14
20200311	IF2009                        	6	中金期货	280	129	华泰期货	379	-42	上海东证	410	1
20200311	IF2009                        	7	华泰期货	223	-244	海通期货	370	51	中信期货	394	14
20200311	IF2009                        	8	西部期货	179	-95	广发期货	293	13	平安期货	381	-3
20200311	IF2009                        	9	五矿经易	171	-113	兴证期货	289	-29	国泰君安	340	-10
20200311	IF2009                        	10	国信期货	169	-54	中信建投	265	3	海通期货	328	47
20200311	IF2009                        	11	光大期货	156	-19	国投安信	225	7	乾坤期货	301	0
20200311	IF2009                        	12	国富期货	149	-11	招商期货	219	15	光大期货	235	34
20200311	IF2009                        	13	银河期货	131	-78	光大期货	217	34	申银万国	214	7
20200311	IF2009                        	14	上海中期	130	11	中粮期货	183	2	西部期货	124	18
20200311	IF2009                        	15	国泰君安	126	-37	鲁证期货	161	2	广发期货	121	0
20200311	IF2009                        	16	方正中期	121	-11	方正中期	161	-51	中投天琪	120	0
20200311	IF2009                        	17	兴证期货	104	-59	申银万国	150	2	中信建投	106	-10
20200311	IF2009                        	18	中信建投	85	-43	东航期货	138	11	华西期货	106	-149
20200311	IF2009                        	19	华闻期货	81	-53	五矿经易	136	-15	永安期货	94	1
20200311	IF2009                        	20	大有期货	60	-1	永安期货	130	7	五矿经易	76	-2
交易日	合约	会员类别	总成交量	比上交易日增减	总持买单量	比上交易日增减	总持卖单量	比上一交易日增减			
20200311	IC2003                        	期货公司	233072	-72830	101311	-9606	101311	-9606			
20200311	IC2003                        	非期货公司	0	0	0	0	0	0			
20200311	IC2004                        	期货公司	18736	-9220	16176	-704	16176	-704			
20200311	IC2004                        	非期货公司	0	0	0	0	0	0			
20200311	IC2006                        	期货公司	44614	-20454	50390	-1179	50390	-1179			
20200311	IC2006                        	非期货公司	0	0	0	0	0	0			
20200311	IC2009                        	期货公司	19696	-9072	26291	-77	26291	-77			
20200311	IC2009                        	非期货公司	0	0	0	0	0	0			
交易日	合约	排名	成交量排名			持买单量排名			持卖单量排名		
			会员简称	成交量	比上一交易日增减	会员简称	持买单量	比上一交易日增减	会员简称	持卖单量	比上一交易日增减
20200311	IC2003                        	1	中信期货	20576	-3444	中信期货	7359	-922	中信期货	13486	-1636
20200311	IC2003                        	2	国泰君安	18424	-5322	国泰君安	5172	-1170	华泰期货	6735	-725
20200311	IC2003                        	3	海通期货	14381	-1493	瑞银期货	4887	468	国泰君安	6067	-1012
20200311	IC2003                        	4	华泰期货	10319	-6737	海通期货	4664	-462	海通期货	5583	393
20200311	IC2003                        	5	东兴期货	8455	-1924	中金期货	4643	247	上海东证	4551	-199
20200311	IC2003                        	6	兴证期货	7614	-1905	华泰期货	4298	-846	申银万国	3897	-19
20200311	IC2003                        	7	五矿经易	7598	-1619	永安期货	4233	-251	永安期货	3753	-206
20200311	IC2003                        	8	国投安信	6503	-1896	国投安信	3815	765	国投安信	3408	-96
20200311	IC2003                        	9	上海东证	6258	-1449	一德期货	3071	842	兴证期货	3388	-558
20200311	IC2003                        	10	光大期货	6115	-1115	银河期货	3058	143	银河期货	3265	-180
20200311	IC2003                        	11	永安期货	5467	-2298	方正中期	2953	-169	光大期货	2446	-181
20200311	IC2003                        	12	西部期货	5261	-1734	五矿经易	2585	-96	国信期货	2044	-42
20200311	IC2003                        	13	方正中期	5187	-2300	上海东证	2502	-897	方正中期	1905	4
20200311	IC2003                        	14	银河期货	4835	-1200	广发期货	2464	-612	五矿经易	1881	-176
20200311	IC2003                        	15	申银万国	4576	-2559	申银万国	2277	-9	东兴期货	1821	-1685
20200311	IC2003                        	16	中融汇信	4057	-1153	安粮期货	2175	1904	中信建投	1701	-314
20200311	IC2003                        	17	国信期货	3896	-1380	光大期货	2078	-66	中金期货	1700	43
20200311	IC2003                        	18	中信建投	3825	-1472	兴证期货	1977	-766	广发期货	1671	-592
20200311	IC2003                        	19	广发期货	3746	-3348	东兴期货	1645	-1690	中融汇信	1391	67
20200311	IC2003                        	20	平安期货	3546	-996	大地期货	1501	-24	招商期货	1366	-388
20200311	IC2004                        	1	中信期货	2424	233	中信期货	1831	19	中信期货	2873	243
20200311	IC2004                        	2	上海东证	1336	-609	华泰期货	1254	9	国泰君安	1123	-79
20200311	IC2004                        	3	华西期货	1041	-366	海通期货	1037	29	海通期货	819	90
20200311	IC2004                        	4	五矿经易	886	-424	广发期货	817	34	广发期货	789	129
20200311	IC2004                        	5	海通期货	791	-679	国富期货	638	116	东吴期货	730	-137
20200311	IC2004                        	6	国信期货	758	-248	大地期货	604	1	上海东证	705	70
20200311	IC2004                        	7	东兴期货	711	-103	上海东证	565	32	华泰期货	649	22
20200311	IC2004                        	8	广发期货	623	-464	一德期货	556	5	银河期货	634	61
20200311	IC2004                        	9	华泰期货	615	-483	鲁证期货	556	11	国投安信	573	-10
20200311	IC2004                        	10	国富期货	514	27	国投安信	528	8	兴证期货	523	147
20200311	IC2004                        	11	光大期货	513	-198	东吴期货	504	-9	永安期货	486	90
20200311	IC2004                        	12	兴证期货	456	-162	大越期货	503	0	中金期货	462	20
20200311	IC2004                        	13	南华期货	421	-104	东兴期货	399	-220	光大期货	429	28
20200311	IC2004                        	14	西部期货	414	-362	银河期货	390	68	华西期货	366	-302
20200311	IC2004                        	15	银河期货	391	-100	浙商期货	296	55	浙商期货	319	9
20200311	IC2004                        	16	东吴期货	350	-570	中投天琪	282	-117	宏源期货	318	-36
20200311	IC2004                        	17	国泰君安	342	-402	兴证期货	271	15	招商期货	306	31
20200311	IC2004                        	18	宏源期货	340	-463	美尔雅  	268	-3	国信期货	280	-164
20200311	IC2004                        	19	新湖期货	332	-13	五矿经易	247	-118	申银万国	251	-5
20200311	IC2004                        	20	宝城期货	330	-13	宏源期货	226	-56	五矿经易	224	-176
20200311	IC2006                        	1	中信期货	4437	-2037	中信期货	6640	-370	华泰期货	9561	193
20200311	IC2006                        	2	国泰君安	2504	-1244	华泰期货	3205	94	中信期货	6547	-191
20200311	IC2006                        	3	华西期货	1978	-522	上海东证	2543	182	永安期货	3215	-86
20200311	IC2006                        	4	光大期货	1904	-357	国泰君安	2388	60	海通期货	2883	294
20200311	IC2006                        	5	上海东证	1740	-621	中金期货	2336	0	上海东证	2511	-16
20200311	IC2006                        	6	国投安信	1715	-293	广发期货	1994	278	国投安信	2239	135
20200311	IC2006                        	7	华泰期货	1663	-282	国投安信	1829	-250	银河期货	2113	72
20200311	IC2006                        	8	海通期货	1607	-602	国富期货	1773	-130	国泰君安	1707	-26
20200311	IC2006                        	9	兴证期货	1581	-929	银河期货	1739	47	兴证期货	1346	320
20200311	IC2006                        	10	华闻期货	1336	-153	海通期货	1521	-59	申银万国	1167	-23
20200311	IC2006                        	11	西部期货	1167	-674	永安期货	1454	30	东吴期货	1078	-491
20200311	IC2006                        	12	新湖期货	1107	-146	兴证期货	1298	321	光大期货	858	-190
20200311	IC2006                        	13	东吴期货	1056	-170	一德期货	1251	-16	南华期货	781	-61
20200311	IC2006                        	14	银河期货	993	-159	五矿经易	1231	-31	平安期货	779	-275
20200311	IC2006                        	15	国富期货	941	-314	申银万国	1084	-145	华西期货	722	212
20200311	IC2006                        	16	国信期货	940	-985	光大期货	1070	-144	国元期货	675	-21
20200311	IC2006                        	17	永安期货	882	-371	大地期货	786	-25	中信建投	628	119
20200311	IC2006                        	18	东兴期货	842	218	东吴期货	756	-19	东兴期货	610	98
20200311	IC2006                        	19	方正中期	815	-321	华西期货	719	250	中融汇信	568	27
20200311	IC2006                        	20	中融汇信	742	-138	大越期货	628	2	国信期货	549	-137
20200311	IC2009                        	1	上海东证	1577	-259	中信期货	2860	59	华泰期货	4320	150
20200311	IC2009                        	2	华西期货	1346	-257	国泰君安	2607	80	国投安信	3106	69
20200311	IC2009                        	3	海通期货	1297	-134	平安期货	1931	126	中信期货	2770	-100
20200311	IC2009                        	4	中信期货	1177	-392	国富期货	1846	200	东吴期货	2576	307
20200311	IC2009                        	5	华泰期货	1099	-364	上海东证	1542	111	中金期货	1765	53
20200311	IC2009                        	6	五矿经易	941	-181	海通期货	1344	-460	永安期货	1594	48
20200311	IC2009                        	7	国泰君安	875	-231	华泰期货	913	187	上海东证	1241	10
20200311	IC2009                        	8	东吴期货	758	516	银河期货	892	-12	海通期货	884	-93
20200311	IC2009                        	9	兴证期货	730	-694	广发期货	692	45	兴证期货	699	73
20200311	IC2009                        	10	平安期货	710	-615	光大期货	681	9	鲁证期货	595	-4
20200311	IC2009                        	11	国富期货	646	-122	兴证期货	614	91	国泰君安	521	79
20200311	IC2009                        	12	国投安信	515	-243	一德期货	514	-12	信达期货	387	41
20200311	IC2009                        	13	华闻期货	509	-92	永安期货	508	39	五矿经易	370	-24
20200311	IC2009                        	14	光大期货	468	-431	国投安信	473	-50	中信建投	357	-10
20200311	IC2009                        	15	国信期货	422	-288	五矿经易	453	-91	南华期货	353	2
20200311	IC2009                        	16	中融汇信	416	-22	中信建投	407	-3	华西期货	344	-118
20200311	IC2009                        	17	西部期货	410	-258	长江期货	373	-19	国元期货	327	5
20200311	IC2009                        	18	东兴期货	368	19	乾坤期货	358	0	申银万国	321	-25
20200311	IC2009                        	19	银河期货	349	21	方正中期	350	-6	浙商期货	303	-9
20200311	IC2009                        	20	永安期货	311	-240	申银万国	341	-4	国富期货	220	82
交易日	合约	会员类别	总成交量	比上交易日增减	总持买单量	比上交易日增减	总持卖单量	比上一交易日增减			
20200311	IH2003                        	期货公司	65832	-25046	39882	-2836	39882	-2836			
20200311	IH2003                        	非期货公司	0	0	0	0	0	0			
20200311	IH2006                        	期货公司	11992	-6228	15606	-634	15606	-634			
20200311	IH2006                        	非期货公司	0	0	0	0	0	0			
交易日	合约	排名	成交量排名			持买单量排名			持卖单量排名		
			会员简称	成交量	比上一交易日增减	会员简称	持买单量	比上一交易日增减	会员简称	持卖单量	比上一交易日增减
20200311	IH2003                        	1	中信期货	7519	-1779	国泰君安	5149	-663	中信期货	4802	116
20200311	IH2003                        	2	国泰君安	5029	-1415	中信期货	3285	-527	国投安信	3759	-191
20200311	IH2003                        	3	海通期货	4329	-1175	永安期货	2174	-210	华泰期货	2915	-456
20200311	IH2003                        	4	华泰期货	2847	-1186	海通期货	2165	-141	海通期货	1918	-274
20200311	IH2003                        	5	兴证期货	2814	-722	上海东证	1885	-107	国泰君安	1883	-460
20200311	IH2003                        	6	国投安信	2673	-865	银河期货	1593	-323	安粮期货	1682	-4
20200311	IH2003                        	7	西部期货	2200	-1004	兴证期货	1298	-131	上海东证	1585	-126
20200311	IH2003                        	8	国信期货	2146	-244	南华期货	1204	-52	银河期货	1272	-256
20200311	IH2003                        	9	五矿经易	2137	-602	华泰期货	1175	-77	兴证期货	1193	-147
20200311	IH2003                        	10	方正中期	2116	-459	国投安信	1154	-126	国信期货	1190	35
20200311	IH2003                        	11	银河期货	1935	-1108	中金期货	1094	205	招商期货	1188	-254
20200311	IH2003                        	12	申银万国	1829	-441	申银万国	1072	-243	兴业期货	1128	-49
20200311	IH2003                        	13	上海东证	1555	-344	国信期货	762	149	永安期货	968	-155
20200311	IH2003                        	14	华闻期货	1340	-265	方正中期	750	117	南华期货	797	-64
20200311	IH2003                        	15	永安期货	1255	-617	国元期货	682	-64	申银万国	786	-84
20200311	IH2003                        	16	光大期货	1248	-321	五矿经易	646	-57	国富期货	786	-45
20200311	IH2003                        	17	中信建投	1199	-385	鲁证期货	636	-25	西部期货	751	-3
20200311	IH2003                        	18	鲁证期货	1147	-495	西部期货	631	-21	方正中期	718	139
20200311	IH2003                        	19	广发期货	1137	-577	广发期货	605	-15	光大期货	633	-3
20200311	IH2003                        	20	上海中期	1125	-30	浙商期货	559	1	五矿经易	597	-84
20200311	IH2006                        	1	国投安信	1317	-61	中信期货	2516	23	瑞银期货	2313	-71
20200311	IH2006                        	2	中信期货	991	-496	银河期货	808	19	招商期货	1567	88
20200311	IH2006                        	3	国泰君安	912	-436	国投安信	789	-19	华泰期货	1501	-66
20200311	IH2006                        	4	海通期货	757	-309	上海东证	745	-17	中信期货	1202	-88
20200311	IH2006                        	5	华西期货	659	-189	东吴期货	624	0	永安期货	984	-1
20200311	IH2006                        	6	华泰期货	498	-385	申银万国	545	28	上海东证	902	-20
20200311	IH2006                        	7	兴证期货	423	-196	天风期货	534	-13	国泰君安	736	-119
20200311	IH2006                        	8	国信期货	417	-121	大越期货	533	6	海通期货	621	-97
20200311	IH2006                        	9	五矿经易	379	-156	华泰期货	507	-78	宝城期货	586	-8
20200311	IH2006                        	10	西部期货	341	-240	国信期货	431	29	国投安信	504	18
20200311	IH2006                        	11	华闻期货	337	-149	永安期货	426	-2	国元期货	491	1
20200311	IH2006                        	12	东兴期货	278	5	国泰君安	393	-151	银河期货	468	-1
20200311	IH2006                        	13	中信建投	243	112	海通期货	386	-110	国信期货	433	32
20200311	IH2006                        	14	招商期货	237	-168	方正中期	384	34	南华期货	343	-2
20200311	IH2006                        	15	广发期货	228	-34	广发期货	364	17	华西期货	240	-111
20200311	IH2006                        	16	申银万国	224	-62	大地期货	348	-2	兴证期货	167	-37
20200311	IH2006                        	17	上海东证	215	-475	华西期货	287	-90	华闻期货	166	40
20200311	IH2006                        	18	方正中期	173	-190	中信建投	261	90	西部期货	165	-10
20200311	IH2006                        	19	新湖期货	149	-33	中投天琪	247	3	光大期货	148	-5
20200311	IH2006                        	20	上海中期	136	-257	平安期货	243	19	金元期货	130	7
交易日	合约	会员类别	总成交量	比上交易日增减	总持买单量	比上交易日增减	总持卖单量	比上一交易日增减			
20200311	TS2003                        	期货公司	46	-198	117	1	117	1			
20200311	TS2003                        	非期货公司	0	0	0	0	0	0			
20200311	TS2006                        	期货公司	24968	-5396	12439	66	12439	66			
20200311	TS2006                        	非期货公司	0	0	0	0	0	0			
交易日	合约	排名	成交量排名			持买单量排名			持卖单量排名		
			会员简称	成交量	比上一交易日增减	会员简称	持买单量	比上一交易日增减	会员简称	持卖单量	比上一交易日增减
20200311	TS2003                        	1	华泰期货	15	-45	中信期货	77	1	永安期货	70	10
20200311	TS2003                        	2	上海东证	12	-14	平安期货	40	0	华泰期货	37	-5
20200311	TS2003                        	3	永安期货	10	-26	永安期货	0	0	上海东证	10	-4
20200311	TS2003                        	4	中信期货	9	-33	华泰期货	0	0	中信期货	0	0
20200311	TS2003                        	5	平安期货	0	0	上海东证	0	0	平安期货	0	0
20200311	TS2006                        	1	上海东证	8041	-1716	中信期货	1661	232	银河期货	3098	158
20200311	TS2006                        	2	申银万国	3053	-411	海通期货	1583	161	国投安信	2203	-8
20200311	TS2006                        	3	中信期货	2587	623	国投安信	1577	-2	上海东证	1701	-4
20200311	TS2006                        	4	银河期货	2308	-311	平安期货	1177	-59	国泰君安	1102	1
20200311	TS2006                        	5	华泰期货	1933	164	宏源期货	1022	-1	第一创业	469	26
20200311	TS2006                        	6	天风期货	1316	-218	上海东证	572	17	平安期货	401	0
20200311	TS2006                        	7	国金期货	1128	407	银河期货	520	152	天风期货	377	11
20200311	TS2006                        	8	方正中期	1062	-1222	东海期货	440	0	西南期货	341	45
20200311	TS2006                        	9	永安期货	665	-787	天风期货	375	11	兴证期货	340	0
20200311	TS2006                        	10	海通期货	661	-74	兴业期货	317	0	华安期货	291	0
20200311	TS2006                        	11	华鑫期货	398	149	山金期货	302	0	华泰期货	271	110
20200311	TS2006                        	12	国海良时	200	0	国泰君安	291	-8	永安期货	251	-12
20200311	TS2006                        	13	国投安信	168	-204	中电投  	285	0	和融期货	250	-147
20200311	TS2006                        	14	南华期货	158	-136	华泰期货	266	-11	创元期货	185	0
20200311	TS2006                        	15	和融期货	147	32	广州期货	200	0	中航期货	183	5
20200311	TS2006                        	16	第一创业	126	-201	永安期货	189	13	兴业期货	177	60
20200311	TS2006                        	17	广发期货	120	102	一德期货	154	0	建信期货	137	12
20200311	TS2006                        	18	兴业期货	94	31	福能期货	153	0	广发期货	116	70
20200311	TS2006                        	19	国联期货	66	66	申银万国	139	-151	海通期货	114	60
20200311	TS2006                        	20	上海中期	64	-35	南华期货	135	4	长江期货	100	-5
交易日	合约	会员类别	总成交量	比上交易日增减	总持买单量	比上交易日增减	总持卖单量	比上一交易日增减			
20200311	TF2003                        	期货公司	364	-306	701	7	701	7			
20200311	TF2003                        	非期货公司	0	0	0	0	0	0			
20200311	TF2006                        	期货公司	24914	-9030	29009	-707	29009	-707			
20200311	TF2006                        	非期货公司	0	0	0	0	0	0			
交易日	合约	排名	成交量排名			持买单量排名			持卖单量排名		
			会员简称	成交量	比上一交易日增减	会员简称	持买单量	比上一交易日增减	会员简称	持卖单量	比上一交易日增减
20200311	TF2003                        	1	国金期货	70	40	永安期货	657	2	国金期货	660	70
20200311	TF2003                        	2	中信期货	66	-24	平安期货	39	0	银河期货	21	0
20200311	TF2003                        	3	第一创业	64	-121	华泰期货	5	5	南华期货	9	0
20200311	TF2003                        	4	上海东证	51	12	南华期货	0	0	中信期货	6	6
20200311	TF2003                        	5	华泰期货	49	9	中信期货	0	0	第一创业	5	-64
20200311	TF2003                        	6	银河期货	32	27	银河期货	0	0	永安期货	0	0
20200311	TF2003                        	7	天风期货	20	-10	国金期货	0	0	华泰期货	0	0
20200311	TF2003                        	8	永安期货	12	-239	上海东证	0	0	平安期货	0	0
20200311	TF2003                        	9	南华期货	0	0	天风期货	0	0	上海东证	0	-5
20200311	TF2003                        	10	平安期货	0	0	第一创业	0	0	天风期货	0	0
20200311	TF2006                        	1	上海东证	6449	-1042	银河期货	5005	-15	国泰君安	4620	34
20200311	TF2006                        	2	中信期货	2156	-1301	平安期货	3088	-68	广发期货	2062	2
20200311	TF2006                        	3	国金期货	1462	532	中信期货	2098	-43	海通期货	2056	-7
20200311	TF2006                        	4	国泰君安	1281	79	国投安信	1909	128	上海东证	1777	-222
20200311	TF2006                        	5	永安期货	957	-468	和融期货	1790	-50	华泰期货	1747	3
20200311	TF2006                        	6	申银万国	948	-999	宏源期货	1737	-163	华西期货	1535	71
20200311	TF2006                        	7	海通期货	910	69	海通期货	1364	281	渤海期货	1417	0
20200311	TF2006                        	8	天风期货	836	-930	永安期货	897	-70	鲁证期货	1387	-43
20200311	TF2006                        	9	南华期货	772	-566	上海东证	882	-177	第一创业	1349	63
20200311	TF2006                        	10	华泰期货	744	-523	天风期货	847	11	中信建投	1282	-1
20200311	TF2006                        	11	宝城期货	738	678	国泰君安	803	-31	平安期货	1202	-330
20200311	TF2006                        	12	西部期货	701	-412	广发期货	767	-7	东海期货	1089	30
20200311	TF2006                        	13	平安期货	672	-2	西南期货	762	25	国投安信	867	-10
20200311	TF2006                        	14	国投安信	644	83	华泰期货	699	-53	永安期货	845	-47
20200311	TF2006                        	15	新湖期货	574	487	渤海期货	621	0	国信期货	737	-2
20200311	TF2006                        	16	银河期货	476	-122	东吴期货	562	30	国海良时	506	75
20200311	TF2006                        	17	和融期货	350	-170	中金期货	455	17	中信期货	381	-129
20200311	TF2006                        	18	鲁证期货	347	-562	第一创业	407	0	天风期货	366	1
20200311	TF2006                        	19	宏源期货	291	-288	南华期货	394	-62	光大期货	294	-5
20200311	TF2006                        	20	上海中期	290	-292	宝城期货	332	-50	银河期货	290	45
交易日	合约	会员类别	总成交量	比上交易日增减	总持买单量	比上交易日增减	总持卖单量	比上一交易日增减			
20200311	T2003                         	期货公司	98	-132	186	10	186	10			
20200311	T2003                         	非期货公司	0	0	0	0	0	0			
20200311	T2006                         	期货公司	114864	-42254	76951	4113	76951	4113			
20200311	T2006                         	非期货公司	0	0	0	0	0	0			
交易日	合约	排名	成交量排名			持买单量排名			持卖单量排名		
			会员简称	成交量	比上一交易日增减	会员简称	持买单量	比上一交易日增减	会员简称	持卖单量	比上一交易日增减
20200311	T2003                         	1	永安期货	25	25	华安期货	120	0	国金期货	166	-10
20200311	T2003                         	2	中信期货	21	-33	中信期货	53	5	永安期货	20	20
20200311	T2003                         	3	上海东证	20	-99	南华期货	8	0	南华期货	0	0
20200311	T2003                         	4	华泰期货	14	-3	永安期货	5	5	华泰期货	0	0
20200311	T2003                         	5	国金期货	10	-22	华泰期货	0	0	中信期货	0	0
20200311	T2003                         	6	天风期货	8	0	国金期货	0	0	华安期货	0	0
20200311	T2003                         	7	南华期货	0	0	上海东证	0	0	上海东证	0	0
20200311	T2003                         	8	华安期货	0	0	天风期货	0	0	天风期货	0	0
20200311	T2006                         	1	上海东证	14385	-7431	中信期货	16181	1428	中信期货	10090	170
20200311	T2006                         	2	中信期货	13660	-5084	国泰君安	7000	-58	国泰君安	7857	901
20200311	T2006                         	3	国泰君安	9027	-384	国投安信	4730	77	永安期货	6553	241
20200311	T2006                         	4	国投安信	5716	-2289	华泰期货	4288	194	华泰期货	4860	301
20200311	T2006                         	5	华泰期货	4821	-1822	上海东证	3656	246	银河期货	4011	99
20200311	T2006                         	6	海通期货	4432	-1262	永安期货	3373	202	海通期货	3301	-20
20200311	T2006                         	7	国金期货	3987	-1043	天风期货	2625	75	上海东证	3188	-39
20200311	T2006                         	8	方正中期	3958	-1260	格林大华	2234	-337	平安期货	2751	68
20200311	T2006                         	9	申银万国	3467	-3593	渤海期货	2042	-116	天风期货	2557	78
